level,state,region_name,region_code,region_level,anzsco_code,anzsco_title,date,vacancies
2,NSW,Newcastle and Lake Macquarie,111,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,353
3,NSW,Newcastle and Lake Macquarie,111,SA4,41,Health and Welfare Support Workers,2026-07-01,44
3,NSW,Newcastle and Lake Macquarie,111,SA4,42,Carers and Aides,2026-07-01,206
3,NSW,Newcastle and Lake Macquarie,111,SA4,43,Hospitality Workers,2026-07-01,59
3,NSW,Newcastle and Lake Macquarie,111,SA4,44,Protective Service Workers,2026-07-01,16
3,NSW,Newcastle and Lake Macquarie,111,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,29
2,NSW,Newcastle and Lake Macquarie,111,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,320
3,NSW,Newcastle and Lake Macquarie,111,SA4,55,Numerical Clerks,2026-07-01,40
3,NSW,Newcastle and Lake Macquarie,111,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,12
3,NSW,Newcastle and Lake Macquarie,111,SA4,59,Other Clerical and Administrative Workers,2026-07-01,55
3,NSW,Newcastle and Lake Macquarie,111,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,45
3,NSW,Newcastle and Lake Macquarie,111,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,167
2,NSW,Newcastle and Lake Macquarie,111,SA4,6,SALES WORKERS,2026-07-01,201
3,NSW,Newcastle and Lake Macquarie,111,SA4,61,Sales Representatives and Agents,2026-07-01,57
3,NSW,Newcastle and Lake Macquarie,111,SA4,62,Sales Assistants and Salespersons,2026-07-01,134
3,NSW,Newcastle and Lake Macquarie,111,SA4,63,Sales Support Workers,2026-07-01,9
2,NSW,Newcastle and Lake Macquarie,111,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,152
3,NSW,Newcastle and Lake Macquarie,111,SA4,71,Machine and Stationary Plant Operators,2026-07-01,34
3,NSW,Newcastle and Lake Macquarie,111,SA4,72,Mobile Plant Operators,2026-07-01,32
3,NSW,Newcastle and Lake Macquarie,111,SA4,7A,Drivers and Storepersons,2026-07-01,86
2,NSW,Newcastle and Lake Macquarie,111,SA4,8,LABOURERS,2026-07-01,190
3,NSW,Newcastle and Lake Macquarie,111,SA4,81,Cleaners and Laundry Workers,2026-07-01,50
3,NSW,Newcastle and Lake Macquarie,111,SA4,82,Construction and Mining Labourers,2026-07-01,27
3,NSW,Newcastle and Lake Macquarie,111,SA4,83,Factory Process Workers,2026-07-01,17
3,NSW,Newcastle and Lake Macquarie,111,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,8
3,NSW,Newcastle and Lake Macquarie,111,SA4,85,Food Preparation Assistants,2026-07-01,9
3,NSW,Newcastle and Lake Macquarie,111,SA4,89,Other Labourers,2026-07-01,79
1,NSW,Richmond - Tweed,112,SA4,0,Richmond - Tweed TOTAL,2026-07-01,1379
2,NSW,Richmond - Tweed,112,SA4,1,MANAGERS,2026-07-01,119
3,NSW,Richmond - Tweed,112,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4
3,NSW,Richmond - Tweed,112,SA4,12,Farmers and Farm Managers,2026-07-01,0
3,NSW,Richmond - Tweed,112,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,54
3,NSW,Richmond - Tweed,112,SA4,1A,Corporate Managers,2026-07-01,31
3,NSW,Richmond - Tweed,112,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,21
3,NSW,Richmond - Tweed,112,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,9
2,NSW,Richmond - Tweed,112,SA4,2,PROFESSIONALS,2026-07-01,407
3,NSW,Richmond - Tweed,112,SA4,21,Arts and Media Professionals,2026-07-01,6
3,NSW,Richmond - Tweed,112,SA4,24,Education Professionals,2026-07-01,31
3,NSW,Richmond - Tweed,112,SA4,26,ICT Professionals,2026-07-01,3
3,NSW,Richmond - Tweed,112,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,115
3,NSW,Richmond - Tweed,112,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,29
3,NSW,Richmond - Tweed,112,SA4,2B,Information Professionals,2026-07-01,3
3,NSW,Richmond - Tweed,112,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,10
3,NSW,Richmond - Tweed,112,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,8
3,NSW,Richmond - Tweed,112,SA4,2E,Engineers,2026-07-01,12
3,NSW,Richmond - Tweed,112,SA4,2F,Science Professionals and Veterinarians,2026-07-01,4
3,NSW,Richmond - Tweed,112,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,42
3,NSW,Richmond - Tweed,112,SA4,2H,Medical Practitioners and Nurses,2026-07-01,144
2,NSW,Richmond - Tweed,112,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,166
3,NSW,Richmond - Tweed,112,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,21
3,NSW,Richmond - Tweed,112,SA4,32,Automotive and Engineering Trades,2026-07-01,36
3,NSW,Richmond - Tweed,112,SA4,33,Construction Trades,2026-07-01,18
3,NSW,Richmond - Tweed,112,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,18
3,NSW,Richmond - Tweed,112,SA4,35,Food Trades,2026-07-01,46
3,NSW,Richmond - Tweed,112,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,12
3,NSW,Richmond - Tweed,112,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,6
3,NSW,Richmond - Tweed,112,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,9
2,NSW,Richmond - Tweed,112,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,206
3,NSW,Richmond - Tweed,112,SA4,41,Health and Welfare Support Workers,2026-07-01,27
3,NSW,Richmond - Tweed,112,SA4,42,Carers and Aides,2026-07-01,132
3,NSW,Richmond - Tweed,112,SA4,43,Hospitality Workers,2026-07-01,33
3,NSW,Richmond - Tweed,112,SA4,44,Protective Service Workers,2026-07-01,3
3,NSW,Richmond - Tweed,112,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,11
2,NSW,Richmond - Tweed,112,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,168
3,NSW,Richmond - Tweed,112,SA4,55,Numerical Clerks,2026-07-01,22
3,NSW,Richmond - Tweed,112,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,9
3,NSW,Richmond - Tweed,112,SA4,59,Other Clerical and Administrative Workers,2026-07-01,29
3,NSW,Richmond - Tweed,112,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,21
3,NSW,Richmond - Tweed,112,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,88
2,NSW,Richmond - Tweed,112,SA4,6,SALES WORKERS,2026-07-01,126
3,NSW,Richmond - Tweed,112,SA4,61,Sales Representatives and Agents,2026-07-01,22
3,NSW,Richmond - Tweed,112,SA4,62,Sales Assistants and Salespersons,2026-07-01,95
3,NSW,Richmond - Tweed,112,SA4,63,Sales Support Workers,2026-07-01,9
2,NSW,Richmond - Tweed,112,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,72
3,NSW,Richmond - Tweed,112,SA4,71,Machine and Stationary Plant Operators,2026-07-01,12
3,NSW,Richmond - Tweed,112,SA4,72,Mobile Plant Operators,2026-07-01,16
3,NSW,Richmond - Tweed,112,SA4,7A,Drivers and Storepersons,2026-07-01,44
2,NSW,Richmond - Tweed,112,SA4,8,LABOURERS,2026-07-01,115
3,NSW,Richmond - Tweed,112,SA4,81,Cleaners and Laundry Workers,2026-07-01,37
3,NSW,Richmond - Tweed,112,SA4,82,Construction and Mining Labourers,2026-07-01,9
3,NSW,Richmond - Tweed,112,SA4,83,Factory Process Workers,2026-07-01,11
3,NSW,Richmond - Tweed,112,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,7
3,NSW,Richmond - Tweed,112,SA4,85,Food Preparation Assistants,2026-07-01,7
3,NSW,Richmond - Tweed,112,SA4,89,Other Labourers,2026-07-01,43
1,NSW,Riverina,113,SA4,0,Riverina TOTAL,2026-07-01,1102
2,NSW,Riverina,113,SA4,1,MANAGERS,2026-07-01,103
3,NSW,Riverina,113,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4
3,NSW,Riverina,113,SA4,12,Farmers and Farm Managers,2026-07-01,10
3,NSW,Riverina,113,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,37
3,NSW,Riverina,113,SA4,1A,Corporate Managers,2026-07-01,20
3,NSW,Riverina,113,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,20
3,NSW,Riverina,113,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,12
2,NSW,Riverina,113,SA4,2,PROFESSIONALS,2026-07-01,339
3,NSW,Riverina,113,SA4,21,Arts and Media Professionals,2026-07-01,3
3,NSW,Riverina,113,SA4,24,Education Professionals,2026-07-01,14
3,NSW,Riverina,113,SA4,26,ICT Professionals,2026-07-01,7
3,NSW,Riverina,113,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,72
3,NSW,Riverina,113,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,28
3,NSW,Riverina,113,SA4,2B,Information Professionals,2026-07-01,2
3,NSW,Riverina,113,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,2
3,NSW,Riverina,113,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,7
3,NSW,Riverina,113,SA4,2E,Engineers,2026-07-01,26
3,NSW,Riverina,113,SA4,2F,Science Professionals and Veterinarians,2026-07-01,10
3,NSW,Riverina,113,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,31
3,NSW,Riverina,113,SA4,2H,Medical Practitioners and Nurses,2026-07-01,137
2,NSW,Riverina,113,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,181
3,NSW,Riverina,113,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,29
3,NSW,Riverina,113,SA4,32,Automotive and Engineering Trades,2026-07-01,80
3,NSW,Riverina,113,SA4,33,Construction Trades,2026-07-01,18
3,NSW,Riverina,113,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,20
3,NSW,Riverina,113,SA4,35,Food Trades,2026-07-01,19
3,NSW,Riverina,113,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,4
3,NSW,Riverina,113,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,4
3,NSW,Riverina,113,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,8
2,NSW,Riverina,113,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,118
3,NSW,Riverina,113,SA4,41,Health and Welfare Support Workers,2026-07-01,18
3,NSW,Riverina,113,SA4,42,Carers and Aides,2026-07-01,73
3,NSW,Riverina,113,SA4,43,Hospitality Workers,2026-07-01,15
3,NSW,Riverina,113,SA4,44,Protective Service Workers,2026-07-01,3
3,NSW,Riverina,113,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,8
2,NSW,Riverina,113,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,112
3,NSW,Riverina,113,SA4,55,Numerical Clerks,2026-07-01,20
3,NSW,Riverina,113,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,6
3,NSW,Riverina,113,SA4,59,Other Clerical and Administrative Workers,2026-07-01,18
3,NSW,Riverina,113,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,10
3,NSW,Riverina,113,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,57
2,NSW,Riverina,113,SA4,6,SALES WORKERS,2026-07-01,78
3,NSW,Riverina,113,SA4,61,Sales Representatives and Agents,2026-07-01,14
3,NSW,Riverina,113,SA4,62,Sales Assistants and Salespersons,2026-07-01,58
3,NSW,Riverina,113,SA4,63,Sales Support Workers,2026-07-01,5
2,NSW,Riverina,113,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,72
3,NSW,Riverina,113,SA4,71,Machine and Stationary Plant Operators,2026-07-01,13
3,NSW,Riverina,113,SA4,72,Mobile Plant Operators,2026-07-01,22
3,NSW,Riverina,113,SA4,7A,Drivers and Storepersons,2026-07-01,36
2,NSW,Riverina,113,SA4,8,LABOURERS,2026-07-01,101
3,NSW,Riverina,113,SA4,81,Cleaners and Laundry Workers,2026-07-01,19
3,NSW,Riverina,113,SA4,82,Construction and Mining Labourers,2026-07-01,7
3,NSW,Riverina,113,SA4,83,Factory Process Workers,2026-07-01,12
3,NSW,Riverina,113,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,18
3,NSW,Riverina,113,SA4,85,Food Preparation Assistants,2026-07-01,5
3,NSW,Riverina,113,SA4,89,Other Labourers,2026-07-01,39
1,NSW,Southern Highlands and Shoalhaven,114,SA4,0,Southern Highlands and Shoalhaven TOTAL,2026-07-01,734
2,NSW,Southern Highlands and Shoalhaven,114,SA4,1,MANAGERS,2026-07-01,54
3,NSW,Southern Highlands and Shoalhaven,114,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,1
3,NSW,Southern Highlands and Shoalhaven,114,SA4,12,Farmers and Farm Managers,2026-07-01,2
3,NSW,Southern Highlands and Shoalhaven,114,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,23
3,NSW,Southern Highlands and Shoalhaven,114,SA4,1A,Corporate Managers,2026-07-01,13
3,NSW,Southern Highlands and Shoalhaven,114,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,10
3,NSW,Southern Highlands and Shoalhaven,114,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,4
2,NSW,Southern Highlands and Shoalhaven,114,SA4,2,PROFESSIONALS,2026-07-01,247
3,NSW,Southern Highlands and Shoalhaven,114,SA4,21,Arts and Media Professionals,2026-07-01,1
3,NSW,Southern Highlands and Shoalhaven,114,SA4,24,Education Professionals,2026-07-01,10
3,NSW,Southern Highlands and Shoalhaven,114,SA4,26,ICT Professionals,2026-07-01,4
3,NSW,Southern Highlands and Shoalhaven,114,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,78
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,15
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2B,Information Professionals,2026-07-01,2
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,3
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,3
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2E,Engineers,2026-07-01,7
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2F,Science Professionals and Veterinarians,2026-07-01,4
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,34
3,NSW,Southern Highlands and Shoalhaven,114,SA4,2H,Medical Practitioners and Nurses,2026-07-01,86
2,NSW,Southern Highlands and Shoalhaven,114,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,102
3,NSW,Southern Highlands and Shoalhaven,114,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,15
3,NSW,Southern Highlands and Shoalhaven,114,SA4,32,Automotive and Engineering Trades,2026-07-01,27
3,NSW,Southern Highlands and Shoalhaven,114,SA4,33,Construction Trades,2026-07-01,9
3,NSW,Southern Highlands and Shoalhaven,114,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,11
3,NSW,Southern Highlands and Shoalhaven,114,SA4,35,Food Trades,2026-07-01,24
3,NSW,Southern Highlands and Shoalhaven,114,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,9
3,NSW,Southern Highlands and Shoalhaven,114,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,3
3,NSW,Southern Highlands and Shoalhaven,114,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,4
2,NSW,Southern Highlands and Shoalhaven,114,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,108
3,NSW,Southern Highlands and Shoalhaven,114,SA4,41,Health and Welfare Support Workers,2026-07-01,11
3,NSW,Southern Highlands and Shoalhaven,114,SA4,42,Carers and Aides,2026-07-01,72
3,NSW,Southern Highlands and Shoalhaven,114,SA4,43,Hospitality Workers,2026-07-01,13
3,NSW,Southern Highlands and Shoalhaven,114,SA4,44,Protective Service Workers,2026-07-01,2
3,NSW,Southern Highlands and Shoalhaven,114,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,10
2,NSW,Southern Highlands and Shoalhaven,114,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,72
3,NSW,Southern Highlands and Shoalhaven,114,SA4,55,Numerical Clerks,2026-07-01,9
3,NSW,Southern Highlands and Shoalhaven,114,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,2
3,NSW,Southern Highlands and Shoalhaven,114,SA4,59,Other Clerical and Administrative Workers,2026-07-01,10
3,NSW,Southern Highlands and Shoalhaven,114,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,9
3,NSW,Southern Highlands and Shoalhaven,114,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,43
2,NSW,Southern Highlands and Shoalhaven,114,SA4,6,SALES WORKERS,2026-07-01,55
3,NSW,Southern Highlands and Shoalhaven,114,SA4,61,Sales Representatives and Agents,2026-07-01,10
3,NSW,Southern Highlands and Shoalhaven,114,SA4,62,Sales Assistants and Salespersons,2026-07-01,41
3,NSW,Southern Highlands and Shoalhaven,114,SA4,63,Sales Support Workers,2026-07-01,3
2,NSW,Southern Highlands and Shoalhaven,114,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,38
3,NSW,Southern Highlands and Shoalhaven,114,SA4,71,Machine and Stationary Plant Operators,2026-07-01,7
3,NSW,Southern Highlands and Shoalhaven,114,SA4,72,Mobile Plant Operators,2026-07-01,8
3,NSW,Southern Highlands and Shoalhaven,114,SA4,7A,Drivers and Storepersons,2026-07-01,23
2,NSW,Southern Highlands and Shoalhaven,114,SA4,8,LABOURERS,2026-07-01,59
3,NSW,Southern Highlands and Shoalhaven,114,SA4,81,Cleaners and Laundry Workers,2026-07-01,15
3,NSW,Southern Highlands and Shoalhaven,114,SA4,82,Construction and Mining Labourers,2026-07-01,6
3,NSW,Southern Highlands and Shoalhaven,114,SA4,83,Factory Process Workers,2026-07-01,7
3,NSW,Southern Highlands and Shoalhaven,114,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,4
3,NSW,Southern Highlands and Shoalhaven,114,SA4,85,Food Preparation Assistants,2026-07-01,3
3,NSW,Southern Highlands and Shoalhaven,114,SA4,89,Other Labourers,2026-07-01,24
1,VIC,Greater Melbourne,2GMEL,GCCSA,0,Greater Melbourne TOTAL,2026-07-01,36904
2,VIC,Greater Melbourne,2GMEL,GCCSA,1,MANAGERS,2026-07-01,5218
3,VIC,Greater Melbourne,2GMEL,GCCSA,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,242
3,VIC,Greater Melbourne,2GMEL,GCCSA,12,Farmers and Farm Managers,2026-07-01,22
3,VIC,Greater Melbourne,2GMEL,GCCSA,14,"Hospitality, Retail and Service Managers",2026-07-01,1377
3,VIC,Greater Melbourne,2GMEL,GCCSA,1A,Corporate Managers,2026-07-01,1966
3,VIC,Greater Melbourne,2GMEL,GCCSA,1B,"Construction, Production and Distribution Managers",2026-07-01,1146
3,VIC,Greater Melbourne,2GMEL,GCCSA,1C,"Health, Education, ICT and Other Managers",2026-07-01,464
2,VIC,Greater Melbourne,2GMEL,GCCSA,2,PROFESSIONALS,2026-07-01,11393
3,VIC,Greater Melbourne,2GMEL,GCCSA,21,Arts and Media Professionals,2026-07-01,265
3,VIC,Greater Melbourne,2GMEL,GCCSA,24,Education Professionals,2026-07-01,570
3,VIC,Greater Melbourne,2GMEL,GCCSA,26,ICT Professionals,2026-07-01,1542
3,VIC,Greater Melbourne,2GMEL,GCCSA,27,"Legal, Social and Welfare Professionals",2026-07-01,1549
3,VIC,Greater Melbourne,2GMEL,GCCSA,2A,"Business, Finance and Human Resource Professionals",2026-07-01,1698
3,VIC,Greater Melbourne,2GMEL,GCCSA,2B,Information Professionals,2026-07-01,448
3,VIC,Greater Melbourne,2GMEL,GCCSA,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,720
3,VIC,Greater Melbourne,2GMEL,GCCSA,2D,"Transport and Design Professionals, and Architects",2026-07-01,417
3,VIC,Greater Melbourne,2GMEL,GCCSA,2E,Engineers,2026-07-01,662
3,VIC,Greater Melbourne,2GMEL,GCCSA,2F,Science Professionals and Veterinarians,2026-07-01,178
3,VIC,Greater Melbourne,2GMEL,GCCSA,2G,Health Diagnostic and Therapy Professionals,2026-07-01,1381
3,VIC,Greater Melbourne,2GMEL,GCCSA,2H,Medical Practitioners and Nurses,2026-07-01,1962
2,VIC,Greater Melbourne,2GMEL,GCCSA,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,4517
3,VIC,Greater Melbourne,2GMEL,GCCSA,31,"Engineering, ICT and Science Technicians",2026-07-01,837
3,VIC,Greater Melbourne,2GMEL,GCCSA,32,Automotive and Engineering Trades,2026-07-01,1157
3,VIC,Greater Melbourne,2GMEL,GCCSA,33,Construction Trades,2026-07-01,567
3,VIC,Greater Melbourne,2GMEL,GCCSA,34,Electrotechnology and Telecommunications Trades,2026-07-01,576
3,VIC,Greater Melbourne,2GMEL,GCCSA,35,Food Trades,2026-07-01,756
3,VIC,Greater Melbourne,2GMEL,GCCSA,36,Skilled Animal and Horticultural Workers,2026-07-01,235
3,VIC,Greater Melbourne,2GMEL,GCCSA,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,172
3,VIC,Greater Melbourne,2GMEL,GCCSA,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,217
2,VIC,Greater Melbourne,2GMEL,GCCSA,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,3395
3,VIC,Greater Melbourne,2GMEL,GCCSA,41,Health and Welfare Support Workers,2026-07-01,377
3,VIC,Greater Melbourne,2GMEL,GCCSA,42,Carers and Aides,2026-07-01,1780
3,VIC,Greater Melbourne,2GMEL,GCCSA,43,Hospitality Workers,2026-07-01,619
3,VIC,Greater Melbourne,2GMEL,GCCSA,44,Protective Service Workers,2026-07-01,191
3,VIC,Greater Melbourne,2GMEL,GCCSA,45,"Sports, Travel and Personal Service Workers",2026-07-01,428
2,VIC,Greater Melbourne,2GMEL,GCCSA,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,6068
3,VIC,Greater Melbourne,2GMEL,GCCSA,55,Numerical Clerks,2026-07-01,1288
3,VIC,Greater Melbourne,2GMEL,GCCSA,56,"Clerical and Office Support Workers, Couriers",2026-07-01,123
3,VIC,Greater Melbourne,2GMEL,GCCSA,59,Other Clerical and Administrative Workers,2026-07-01,1298
3,VIC,Greater Melbourne,2GMEL,GCCSA,5A,"Office Managers, Administrators and Secretaries",2026-07-01,922
3,VIC,Greater Melbourne,2GMEL,GCCSA,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,2438
2,VIC,Greater Melbourne,2GMEL,GCCSA,6,SALES WORKERS,2026-07-01,2881
3,VIC,Greater Melbourne,2GMEL,GCCSA,61,Sales Representatives and Agents,2026-07-01,963
3,VIC,Greater Melbourne,2GMEL,GCCSA,62,Sales Assistants and Salespersons,2026-07-01,1705
3,VIC,Greater Melbourne,2GMEL,GCCSA,63,Sales Support Workers,2026-07-01,213
2,VIC,Greater Melbourne,2GMEL,GCCSA,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,1605
3,VIC,Greater Melbourne,2GMEL,GCCSA,71,Machine and Stationary Plant Operators,2026-07-01,380
3,VIC,Greater Melbourne,2GMEL,GCCSA,72,Mobile Plant Operators,2026-07-01,454
3,VIC,Greater Melbourne,2GMEL,GCCSA,7A,Drivers and Storepersons,2026-07-01,770
2,VIC,Greater Melbourne,2GMEL,GCCSA,8,LABOURERS,2026-07-01,1828
3,VIC,Greater Melbourne,2GMEL,GCCSA,81,Cleaners and Laundry Workers,2026-07-01,425
3,VIC,Greater Melbourne,2GMEL,GCCSA,82,Construction and Mining Labourers,2026-07-01,139
3,VIC,Greater Melbourne,2GMEL,GCCSA,83,Factory Process Workers,2026-07-01,386
3,VIC,Greater Melbourne,2GMEL,GCCSA,84,"Farm, Forestry and Garden Workers",2026-07-01,73
3,VIC,Greater Melbourne,2GMEL,GCCSA,85,Food Preparation Assistants,2026-07-01,153
3,VIC,Greater Melbourne,2GMEL,GCCSA,89,Other Labourers,2026-07-01,652
1,VIC,Ballarat,201,SA4,0,Ballarat TOTAL,2026-07-01,901
2,VIC,Ballarat,201,SA4,1,MANAGERS,2026-07-01,79
3,VIC,Ballarat,201,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3
3,VIC,Ballarat,201,SA4,12,Farmers and Farm Managers,2026-07-01,1
3,VIC,Ballarat,201,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,28
3,VIC,Ballarat,201,SA4,1A,Corporate Managers,2026-07-01,22
3,VIC,Ballarat,201,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,14
3,VIC,Ballarat,201,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,11
2,VIC,Ballarat,201,SA4,2,PROFESSIONALS,2026-07-01,268
3,VIC,Ballarat,201,SA4,21,Arts and Media Professionals,2026-07-01,6
3,VIC,Ballarat,201,SA4,24,Education Professionals,2026-07-01,15
3,VIC,Ballarat,201,SA4,26,ICT Professionals,2026-07-01,8
3,VIC,Ballarat,201,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,57
3,VIC,Ballarat,201,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,28
3,VIC,Ballarat,201,SA4,2B,Information Professionals,2026-07-01,7
3,VIC,Ballarat,201,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,4
3,VIC,Ballarat,201,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,4
3,VIC,Ballarat,201,SA4,2E,Engineers,2026-07-01,11
3,VIC,Ballarat,201,SA4,2F,Science Professionals and Veterinarians,2026-07-01,4
3,VIC,Ballarat,201,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,53
3,VIC,Ballarat,201,SA4,2H,Medical Practitioners and Nurses,2026-07-01,69
2,VIC,Ballarat,201,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,123
3,VIC,Ballarat,201,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,22
3,VIC,Ballarat,201,SA4,32,Automotive and Engineering Trades,2026-07-01,35
3,VIC,Ballarat,201,SA4,33,Construction Trades,2026-07-01,15
3,VIC,Ballarat,201,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,13
3,VIC,Ballarat,201,SA4,35,Food Trades,2026-07-01,25
3,VIC,Ballarat,201,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,8
3,VIC,Ballarat,201,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,3
3,VIC,Ballarat,201,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,3
2,VIC,Ballarat,201,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,120
3,VIC,Ballarat,201,SA4,41,Health and Welfare Support Workers,2026-07-01,22
3,VIC,Ballarat,201,SA4,42,Carers and Aides,2026-07-01,71
