level,state,region_name,region_code,region_level,anzsco_code,anzsco_title,date,vacancies
3,WA,Greater Perth,5GPER,GCCSA,1A,Corporate Managers,2026-07-01,763
3,WA,Greater Perth,5GPER,GCCSA,1B,"Construction, Production and Distribution Managers",2026-07-01,692
3,WA,Greater Perth,5GPER,GCCSA,1C,"Health, Education, ICT and Other Managers",2026-07-01,181
2,WA,Greater Perth,5GPER,GCCSA,2,PROFESSIONALS,2026-07-01,5510
3,WA,Greater Perth,5GPER,GCCSA,21,Arts and Media Professionals,2026-07-01,129
3,WA,Greater Perth,5GPER,GCCSA,24,Education Professionals,2026-07-01,184
3,WA,Greater Perth,5GPER,GCCSA,26,ICT Professionals,2026-07-01,441
3,WA,Greater Perth,5GPER,GCCSA,27,"Legal, Social and Welfare Professionals",2026-07-01,553
3,WA,Greater Perth,5GPER,GCCSA,2A,"Business, Finance and Human Resource Professionals",2026-07-01,957
3,WA,Greater Perth,5GPER,GCCSA,2B,Information Professionals,2026-07-01,201
3,WA,Greater Perth,5GPER,GCCSA,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,233
3,WA,Greater Perth,5GPER,GCCSA,2D,"Transport and Design Professionals, and Architects",2026-07-01,189
3,WA,Greater Perth,5GPER,GCCSA,2E,Engineers,2026-07-01,1001
3,WA,Greater Perth,5GPER,GCCSA,2F,Science Professionals and Veterinarians,2026-07-01,249
3,WA,Greater Perth,5GPER,GCCSA,2G,Health Diagnostic and Therapy Professionals,2026-07-01,698
3,WA,Greater Perth,5GPER,GCCSA,2H,Medical Practitioners and Nurses,2026-07-01,675
2,WA,Greater Perth,5GPER,GCCSA,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,4470
3,WA,Greater Perth,5GPER,GCCSA,31,"Engineering, ICT and Science Technicians",2026-07-01,770
3,WA,Greater Perth,5GPER,GCCSA,32,Automotive and Engineering Trades,2026-07-01,1646
3,WA,Greater Perth,5GPER,GCCSA,33,Construction Trades,2026-07-01,506
3,WA,Greater Perth,5GPER,GCCSA,34,Electrotechnology and Telecommunications Trades,2026-07-01,719
3,WA,Greater Perth,5GPER,GCCSA,35,Food Trades,2026-07-01,383
3,WA,Greater Perth,5GPER,GCCSA,36,Skilled Animal and Horticultural Workers,2026-07-01,165
3,WA,Greater Perth,5GPER,GCCSA,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,130
3,WA,Greater Perth,5GPER,GCCSA,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,152
2,WA,Greater Perth,5GPER,GCCSA,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,1326
3,WA,Greater Perth,5GPER,GCCSA,41,Health and Welfare Support Workers,2026-07-01,191
3,WA,Greater Perth,5GPER,GCCSA,42,Carers and Aides,2026-07-01,582
3,WA,Greater Perth,5GPER,GCCSA,43,Hospitality Workers,2026-07-01,261
3,WA,Greater Perth,5GPER,GCCSA,44,Protective Service Workers,2026-07-01,89
3,WA,Greater Perth,5GPER,GCCSA,45,"Sports, Travel and Personal Service Workers",2026-07-01,204
2,WA,Greater Perth,5GPER,GCCSA,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,3295
3,WA,Greater Perth,5GPER,GCCSA,55,Numerical Clerks,2026-07-01,547
3,WA,Greater Perth,5GPER,GCCSA,56,"Clerical and Office Support Workers, Couriers",2026-07-01,119
3,WA,Greater Perth,5GPER,GCCSA,59,Other Clerical and Administrative Workers,2026-07-01,614
3,WA,Greater Perth,5GPER,GCCSA,5A,"Office Managers, Administrators and Secretaries",2026-07-01,556
3,WA,Greater Perth,5GPER,GCCSA,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,1459
2,WA,Greater Perth,5GPER,GCCSA,6,SALES WORKERS,2026-07-01,1473
3,WA,Greater Perth,5GPER,GCCSA,61,Sales Representatives and Agents,2026-07-01,477
3,WA,Greater Perth,5GPER,GCCSA,62,Sales Assistants and Salespersons,2026-07-01,912
3,WA,Greater Perth,5GPER,GCCSA,63,Sales Support Workers,2026-07-01,84
2,WA,Greater Perth,5GPER,GCCSA,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,1913
3,WA,Greater Perth,5GPER,GCCSA,71,Machine and Stationary Plant Operators,2026-07-01,644
3,WA,Greater Perth,5GPER,GCCSA,72,Mobile Plant Operators,2026-07-01,480
3,WA,Greater Perth,5GPER,GCCSA,7A,Drivers and Storepersons,2026-07-01,790
2,WA,Greater Perth,5GPER,GCCSA,8,LABOURERS,2026-07-01,1372
3,WA,Greater Perth,5GPER,GCCSA,81,Cleaners and Laundry Workers,2026-07-01,197
3,WA,Greater Perth,5GPER,GCCSA,82,Construction and Mining Labourers,2026-07-01,363
3,WA,Greater Perth,5GPER,GCCSA,83,Factory Process Workers,2026-07-01,150
3,WA,Greater Perth,5GPER,GCCSA,84,"Farm, Forestry and Garden Workers",2026-07-01,55
3,WA,Greater Perth,5GPER,GCCSA,85,Food Preparation Assistants,2026-07-01,61
3,WA,Greater Perth,5GPER,GCCSA,89,Other Labourers,2026-07-01,547
1,WA,Bunbury,501,SA4,0,Bunbury TOTAL,2026-07-01,1113
2,WA,Bunbury,501,SA4,1,MANAGERS,2026-07-01,114
3,WA,Bunbury,501,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,5
3,WA,Bunbury,501,SA4,12,Farmers and Farm Managers,2026-07-01,2
3,WA,Bunbury,501,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,59
3,WA,Bunbury,501,SA4,1A,Corporate Managers,2026-07-01,22
3,WA,Bunbury,501,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,17
3,WA,Bunbury,501,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,8
2,WA,Bunbury,501,SA4,2,PROFESSIONALS,2026-07-01,250
3,WA,Bunbury,501,SA4,21,Arts and Media Professionals,2026-07-01,6
3,WA,Bunbury,501,SA4,24,Education Professionals,2026-07-01,18
3,WA,Bunbury,501,SA4,26,ICT Professionals,2026-07-01,7
3,WA,Bunbury,501,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,44
3,WA,Bunbury,501,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,27
3,WA,Bunbury,501,SA4,2B,Information Professionals,2026-07-01,5
3,WA,Bunbury,501,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,5
3,WA,Bunbury,501,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,6
3,WA,Bunbury,501,SA4,2E,Engineers,2026-07-01,18
3,WA,Bunbury,501,SA4,2F,Science Professionals and Veterinarians,2026-07-01,12
3,WA,Bunbury,501,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,47
3,WA,Bunbury,501,SA4,2H,Medical Practitioners and Nurses,2026-07-01,55
2,WA,Bunbury,501,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,224
3,WA,Bunbury,501,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,21
3,WA,Bunbury,501,SA4,32,Automotive and Engineering Trades,2026-07-01,85
3,WA,Bunbury,501,SA4,33,Construction Trades,2026-07-01,32
3,WA,Bunbury,501,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,29
3,WA,Bunbury,501,SA4,35,Food Trades,2026-07-01,35
3,WA,Bunbury,501,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,14
3,WA,Bunbury,501,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,5
3,WA,Bunbury,501,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,3
2,WA,Bunbury,501,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,101
3,WA,Bunbury,501,SA4,41,Health and Welfare Support Workers,2026-07-01,13
3,WA,Bunbury,501,SA4,42,Carers and Aides,2026-07-01,50
3,WA,Bunbury,501,SA4,43,Hospitality Workers,2026-07-01,21
3,WA,Bunbury,501,SA4,44,Protective Service Workers,2026-07-01,4
3,WA,Bunbury,501,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,13
2,WA,Bunbury,501,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,124
3,WA,Bunbury,501,SA4,55,Numerical Clerks,2026-07-01,14
3,WA,Bunbury,501,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,4
3,WA,Bunbury,501,SA4,59,Other Clerical and Administrative Workers,2026-07-01,19
3,WA,Bunbury,501,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,16
3,WA,Bunbury,501,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,71
2,WA,Bunbury,501,SA4,6,SALES WORKERS,2026-07-01,114
3,WA,Bunbury,501,SA4,61,Sales Representatives and Agents,2026-07-01,21
3,WA,Bunbury,501,SA4,62,Sales Assistants and Salespersons,2026-07-01,85
3,WA,Bunbury,501,SA4,63,Sales Support Workers,2026-07-01,8
2,WA,Bunbury,501,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,84
3,WA,Bunbury,501,SA4,71,Machine and Stationary Plant Operators,2026-07-01,19
3,WA,Bunbury,501,SA4,72,Mobile Plant Operators,2026-07-01,16
3,WA,Bunbury,501,SA4,7A,Drivers and Storepersons,2026-07-01,49
2,WA,Bunbury,501,SA4,8,LABOURERS,2026-07-01,103
3,WA,Bunbury,501,SA4,81,Cleaners and Laundry Workers,2026-07-01,26
3,WA,Bunbury,501,SA4,82,Construction and Mining Labourers,2026-07-01,16
3,WA,Bunbury,501,SA4,83,Factory Process Workers,2026-07-01,10
3,WA,Bunbury,501,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,17
3,WA,Bunbury,501,SA4,85,Food Preparation Assistants,2026-07-01,4
3,WA,Bunbury,501,SA4,89,Other Labourers,2026-07-01,30
1,WA,Western Australia - Outback (North),510,SA4,0,Western Australia - Outback (North) TOTAL,2026-07-01,1669
2,WA,Western Australia - Outback (North),510,SA4,1,MANAGERS,2026-07-01,116
3,WA,Western Australia - Outback (North),510,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4
3,WA,Western Australia - Outback (North),510,SA4,12,Farmers and Farm Managers,2026-07-01,1
3,WA,Western Australia - Outback (North),510,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,41
3,WA,Western Australia - Outback (North),510,SA4,1A,Corporate Managers,2026-07-01,26
3,WA,Western Australia - Outback (North),510,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,33
3,WA,Western Australia - Outback (North),510,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,11
2,WA,Western Australia - Outback (North),510,SA4,2,PROFESSIONALS,2026-07-01,344
3,WA,Western Australia - Outback (North),510,SA4,21,Arts and Media Professionals,2026-07-01,9
3,WA,Western Australia - Outback (North),510,SA4,24,Education Professionals,2026-07-01,20
3,WA,Western Australia - Outback (North),510,SA4,26,ICT Professionals,2026-07-01,4
3,WA,Western Australia - Outback (North),510,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,48
3,WA,Western Australia - Outback (North),510,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,21
3,WA,Western Australia - Outback (North),510,SA4,2B,Information Professionals,2026-07-01,7
3,WA,Western Australia - Outback (North),510,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,4
3,WA,Western Australia - Outback (North),510,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,16
3,WA,Western Australia - Outback (North),510,SA4,2E,Engineers,2026-07-01,71
3,WA,Western Australia - Outback (North),510,SA4,2F,Science Professionals and Veterinarians,2026-07-01,25
3,WA,Western Australia - Outback (North),510,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,39
3,WA,Western Australia - Outback (North),510,SA4,2H,Medical Practitioners and Nurses,2026-07-01,81
2,WA,Western Australia - Outback (North),510,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,492
3,WA,Western Australia - Outback (North),510,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,52
3,WA,Western Australia - Outback (North),510,SA4,32,Automotive and Engineering Trades,2026-07-01,212
3,WA,Western Australia - Outback (North),510,SA4,33,Construction Trades,2026-07-01,57
3,WA,Western Australia - Outback (North),510,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,98
3,WA,Western Australia - Outback (North),510,SA4,35,Food Trades,2026-07-01,40
3,WA,Western Australia - Outback (North),510,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,12
3,WA,Western Australia - Outback (North),510,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,6
3,WA,Western Australia - Outback (North),510,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,15
2,WA,Western Australia - Outback (North),510,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,125
3,WA,Western Australia - Outback (North),510,SA4,41,Health and Welfare Support Workers,2026-07-01,40
3,WA,Western Australia - Outback (North),510,SA4,42,Carers and Aides,2026-07-01,41
3,WA,Western Australia - Outback (North),510,SA4,43,Hospitality Workers,2026-07-01,25
3,WA,Western Australia - Outback (North),510,SA4,44,Protective Service Workers,2026-07-01,8
3,WA,Western Australia - Outback (North),510,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,11
2,WA,Western Australia - Outback (North),510,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,180
3,WA,Western Australia - Outback (North),510,SA4,55,Numerical Clerks,2026-07-01,13
3,WA,Western Australia - Outback (North),510,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,7
3,WA,Western Australia - Outback (North),510,SA4,59,Other Clerical and Administrative Workers,2026-07-01,26
3,WA,Western Australia - Outback (North),510,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,24
3,WA,Western Australia - Outback (North),510,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,110
2,WA,Western Australia - Outback (North),510,SA4,6,SALES WORKERS,2026-07-01,81
3,WA,Western Australia - Outback (North),510,SA4,61,Sales Representatives and Agents,2026-07-01,6
3,WA,Western Australia - Outback (North),510,SA4,62,Sales Assistants and Salespersons,2026-07-01,65
3,WA,Western Australia - Outback (North),510,SA4,63,Sales Support Workers,2026-07-01,10
2,WA,Western Australia - Outback (North),510,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,181
3,WA,Western Australia - Outback (North),510,SA4,71,Machine and Stationary Plant Operators,2026-07-01,62
3,WA,Western Australia - Outback (North),510,SA4,72,Mobile Plant Operators,2026-07-01,50
3,WA,Western Australia - Outback (North),510,SA4,7A,Drivers and Storepersons,2026-07-01,69
2,WA,Western Australia - Outback (North),510,SA4,8,LABOURERS,2026-07-01,149
3,WA,Western Australia - Outback (North),510,SA4,81,Cleaners and Laundry Workers,2026-07-01,30
3,WA,Western Australia - Outback (North),510,SA4,82,Construction and Mining Labourers,2026-07-01,45
3,WA,Western Australia - Outback (North),510,SA4,83,Factory Process Workers,2026-07-01,2
3,WA,Western Australia - Outback (North),510,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,6
3,WA,Western Australia - Outback (North),510,SA4,85,Food Preparation Assistants,2026-07-01,4
3,WA,Western Australia - Outback (North),510,SA4,89,Other Labourers,2026-07-01,61
1,WA,Western Australia - Outback (South),511,SA4,0,Western Australia - Outback (South) TOTAL,2026-07-01,1528
2,WA,Western Australia - Outback (South),511,SA4,1,MANAGERS,2026-07-01,127
3,WA,Western Australia - Outback (South),511,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,4
3,WA,Western Australia - Outback (South),511,SA4,12,Farmers and Farm Managers,2026-07-01,3
3,WA,Western Australia - Outback (South),511,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,51
3,WA,Western Australia - Outback (South),511,SA4,1A,Corporate Managers,2026-07-01,36
3,WA,Western Australia - Outback (South),511,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,29
3,WA,Western Australia - Outback (South),511,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,4
2,WA,Western Australia - Outback (South),511,SA4,2,PROFESSIONALS,2026-07-01,330
3,WA,Western Australia - Outback (South),511,SA4,21,Arts and Media Professionals,2026-07-01,5
3,WA,Western Australia - Outback (South),511,SA4,24,Education Professionals,2026-07-01,10
3,WA,Western Australia - Outback (South),511,SA4,26,ICT Professionals,2026-07-01,4
3,WA,Western Australia - Outback (South),511,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,52
3,WA,Western Australia - Outback (South),511,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,20
3,WA,Western Australia - Outback (South),511,SA4,2B,Information Professionals,2026-07-01,7
3,WA,Western Australia - Outback (South),511,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,5
3,WA,Western Australia - Outback (South),511,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,10
3,WA,Western Australia - Outback (South),511,SA4,2E,Engineers,2026-07-01,74
3,WA,Western Australia - Outback (South),511,SA4,2F,Science Professionals and Veterinarians,2026-07-01,48
3,WA,Western Australia - Outback (South),511,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,30
3,WA,Western Australia - Outback (South),511,SA4,2H,Medical Practitioners and Nurses,2026-07-01,64
2,WA,Western Australia - Outback (South),511,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,390
3,WA,Western Australia - Outback (South),511,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,53
3,WA,Western Australia - Outback (South),511,SA4,32,Automotive and Engineering Trades,2026-07-01,198
3,WA,Western Australia - Outback (South),511,SA4,33,Construction Trades,2026-07-01,27
3,WA,Western Australia - Outback (South),511,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,57
3,WA,Western Australia - Outback (South),511,SA4,35,Food Trades,2026-07-01,25
3,WA,Western Australia - Outback (South),511,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,7
3,WA,Western Australia - Outback (South),511,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,4
3,WA,Western Australia - Outback (South),511,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,19
2,WA,Western Australia - Outback (South),511,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,79
3,WA,Western Australia - Outback (South),511,SA4,41,Health and Welfare Support Workers,2026-07-01,21
3,WA,Western Australia - Outback (South),511,SA4,42,Carers and Aides,2026-07-01,28
3,WA,Western Australia - Outback (South),511,SA4,43,Hospitality Workers,2026-07-01,10
3,WA,Western Australia - Outback (South),511,SA4,44,Protective Service Workers,2026-07-01,11
3,WA,Western Australia - Outback (South),511,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,9
2,WA,Western Australia - Outback (South),511,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,153
3,WA,Western Australia - Outback (South),511,SA4,55,Numerical Clerks,2026-07-01,12
3,WA,Western Australia - Outback (South),511,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,6
3,WA,Western Australia - Outback (South),511,SA4,59,Other Clerical and Administrative Workers,2026-07-01,34
3,WA,Western Australia - Outback (South),511,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,15
3,WA,Western Australia - Outback (South),511,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,86
2,WA,Western Australia - Outback (South),511,SA4,6,SALES WORKERS,2026-07-01,90
3,WA,Western Australia - Outback (South),511,SA4,61,Sales Representatives and Agents,2026-07-01,14
3,WA,Western Australia - Outback (South),511,SA4,62,Sales Assistants and Salespersons,2026-07-01,65
3,WA,Western Australia - Outback (South),511,SA4,63,Sales Support Workers,2026-07-01,10
2,WA,Western Australia - Outback (South),511,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,252
3,WA,Western Australia - Outback (South),511,SA4,71,Machine and Stationary Plant Operators,2026-07-01,100
3,WA,Western Australia - Outback (South),511,SA4,72,Mobile Plant Operators,2026-07-01,52
3,WA,Western Australia - Outback (South),511,SA4,7A,Drivers and Storepersons,2026-07-01,100
2,WA,Western Australia - Outback (South),511,SA4,8,LABOURERS,2026-07-01,108
3,WA,Western Australia - Outback (South),511,SA4,81,Cleaners and Laundry Workers,2026-07-01,20
3,WA,Western Australia - Outback (South),511,SA4,82,Construction and Mining Labourers,2026-07-01,25
3,WA,Western Australia - Outback (South),511,SA4,83,Factory Process Workers,2026-07-01,1
3,WA,Western Australia - Outback (South),511,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,6
3,WA,Western Australia - Outback (South),511,SA4,85,Food Preparation Assistants,2026-07-01,5
3,WA,Western Australia - Outback (South),511,SA4,89,Other Labourers,2026-07-01,51
1,WA,Western Australia - Wheat Belt,509,SA4,0,Western Australia - Wheat Belt TOTAL,2026-07-01,648
2,WA,Western Australia - Wheat Belt,509,SA4,1,MANAGERS,2026-07-01,66
3,WA,Western Australia - Wheat Belt,509,SA4,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3
3,WA,Western Australia - Wheat Belt,509,SA4,12,Farmers and Farm Managers,2026-07-01,7
3,WA,Western Australia - Wheat Belt,509,SA4,14,"Hospitality, Retail and Service Managers",2026-07-01,27
3,WA,Western Australia - Wheat Belt,509,SA4,1A,Corporate Managers,2026-07-01,11
3,WA,Western Australia - Wheat Belt,509,SA4,1B,"Construction, Production and Distribution Managers",2026-07-01,13
3,WA,Western Australia - Wheat Belt,509,SA4,1C,"Health, Education, ICT and Other Managers",2026-07-01,6
2,WA,Western Australia - Wheat Belt,509,SA4,2,PROFESSIONALS,2026-07-01,140
3,WA,Western Australia - Wheat Belt,509,SA4,21,Arts and Media Professionals,2026-07-01,4
3,WA,Western Australia - Wheat Belt,509,SA4,24,Education Professionals,2026-07-01,6
3,WA,Western Australia - Wheat Belt,509,SA4,26,ICT Professionals,2026-07-01,1
3,WA,Western Australia - Wheat Belt,509,SA4,27,"Legal, Social and Welfare Professionals",2026-07-01,37
3,WA,Western Australia - Wheat Belt,509,SA4,2A,"Business, Finance and Human Resource Professionals",2026-07-01,16
3,WA,Western Australia - Wheat Belt,509,SA4,2B,Information Professionals,2026-07-01,2
3,WA,Western Australia - Wheat Belt,509,SA4,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,2
3,WA,Western Australia - Wheat Belt,509,SA4,2D,"Transport and Design Professionals, and Architects",2026-07-01,0
3,WA,Western Australia - Wheat Belt,509,SA4,2E,Engineers,2026-07-01,8
3,WA,Western Australia - Wheat Belt,509,SA4,2F,Science Professionals and Veterinarians,2026-07-01,5
3,WA,Western Australia - Wheat Belt,509,SA4,2G,Health Diagnostic and Therapy Professionals,2026-07-01,19
3,WA,Western Australia - Wheat Belt,509,SA4,2H,Medical Practitioners and Nurses,2026-07-01,38
2,WA,Western Australia - Wheat Belt,509,SA4,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,127
3,WA,Western Australia - Wheat Belt,509,SA4,31,"Engineering, ICT and Science Technicians",2026-07-01,12
3,WA,Western Australia - Wheat Belt,509,SA4,32,Automotive and Engineering Trades,2026-07-01,58
3,WA,Western Australia - Wheat Belt,509,SA4,33,Construction Trades,2026-07-01,10
3,WA,Western Australia - Wheat Belt,509,SA4,34,Electrotechnology and Telecommunications Trades,2026-07-01,16
3,WA,Western Australia - Wheat Belt,509,SA4,35,Food Trades,2026-07-01,18
3,WA,Western Australia - Wheat Belt,509,SA4,36,Skilled Animal and Horticultural Workers,2026-07-01,6
3,WA,Western Australia - Wheat Belt,509,SA4,3A,"Hairdressers, Printing, Clothing and Wood Trades",2026-07-01,3
3,WA,Western Australia - Wheat Belt,509,SA4,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,4
2,WA,Western Australia - Wheat Belt,509,SA4,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,58
3,WA,Western Australia - Wheat Belt,509,SA4,41,Health and Welfare Support Workers,2026-07-01,14
3,WA,Western Australia - Wheat Belt,509,SA4,42,Carers and Aides,2026-07-01,32
3,WA,Western Australia - Wheat Belt,509,SA4,43,Hospitality Workers,2026-07-01,7
3,WA,Western Australia - Wheat Belt,509,SA4,44,Protective Service Workers,2026-07-01,2
3,WA,Western Australia - Wheat Belt,509,SA4,45,"Sports, Travel and Personal Service Workers",2026-07-01,4
2,WA,Western Australia - Wheat Belt,509,SA4,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,75
3,WA,Western Australia - Wheat Belt,509,SA4,55,Numerical Clerks,2026-07-01,16
3,WA,Western Australia - Wheat Belt,509,SA4,56,"Clerical and Office Support Workers, Couriers",2026-07-01,1
3,WA,Western Australia - Wheat Belt,509,SA4,59,Other Clerical and Administrative Workers,2026-07-01,7
3,WA,Western Australia - Wheat Belt,509,SA4,5A,"Office Managers, Administrators and Secretaries",2026-07-01,6
3,WA,Western Australia - Wheat Belt,509,SA4,5B,"General-Inquiry Clerks, Call Centre, Receptionists",2026-07-01,44
2,WA,Western Australia - Wheat Belt,509,SA4,6,SALES WORKERS,2026-07-01,55
3,WA,Western Australia - Wheat Belt,509,SA4,61,Sales Representatives and Agents,2026-07-01,5
3,WA,Western Australia - Wheat Belt,509,SA4,62,Sales Assistants and Salespersons,2026-07-01,41
3,WA,Western Australia - Wheat Belt,509,SA4,63,Sales Support Workers,2026-07-01,8
2,WA,Western Australia - Wheat Belt,509,SA4,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,58
3,WA,Western Australia - Wheat Belt,509,SA4,71,Machine and Stationary Plant Operators,2026-07-01,9
3,WA,Western Australia - Wheat Belt,509,SA4,72,Mobile Plant Operators,2026-07-01,23
3,WA,Western Australia - Wheat Belt,509,SA4,7A,Drivers and Storepersons,2026-07-01,26
2,WA,Western Australia - Wheat Belt,509,SA4,8,LABOURERS,2026-07-01,68
3,WA,Western Australia - Wheat Belt,509,SA4,81,Cleaners and Laundry Workers,2026-07-01,13
3,WA,Western Australia - Wheat Belt,509,SA4,82,Construction and Mining Labourers,2026-07-01,5
3,WA,Western Australia - Wheat Belt,509,SA4,83,Factory Process Workers,2026-07-01,3
3,WA,Western Australia - Wheat Belt,509,SA4,84,"Farm, Forestry and Garden Workers",2026-07-01,20
3,WA,Western Australia - Wheat Belt,509,SA4,85,Food Preparation Assistants,2026-07-01,4
3,WA,Western Australia - Wheat Belt,509,SA4,89,Other Labourers,2026-07-01,23
1,TAS,Greater Hobart,6GHOB,GCCSA,0,Greater Hobart TOTAL,2026-07-01,1564
2,TAS,Greater Hobart,6GHOB,GCCSA,1,MANAGERS,2026-07-01,172
3,TAS,Greater Hobart,6GHOB,GCCSA,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,14
3,TAS,Greater Hobart,6GHOB,GCCSA,12,Farmers and Farm Managers,2026-07-01,1
3,TAS,Greater Hobart,6GHOB,GCCSA,14,"Hospitality, Retail and Service Managers",2026-07-01,54
3,TAS,Greater Hobart,6GHOB,GCCSA,1A,Corporate Managers,2026-07-01,56
3,TAS,Greater Hobart,6GHOB,GCCSA,1B,"Construction, Production and Distribution Managers",2026-07-01,32
3,TAS,Greater Hobart,6GHOB,GCCSA,1C,"Health, Education, ICT and Other Managers",2026-07-01,14
2,TAS,Greater Hobart,6GHOB,GCCSA,2,PROFESSIONALS,2026-07-01,532
3,TAS,Greater Hobart,6GHOB,GCCSA,21,Arts and Media Professionals,2026-07-01,12
3,TAS,Greater Hobart,6GHOB,GCCSA,24,Education Professionals,2026-07-01,22
3,TAS,Greater Hobart,6GHOB,GCCSA,26,ICT Professionals,2026-07-01,45
3,TAS,Greater Hobart,6GHOB,GCCSA,27,"Legal, Social and Welfare Professionals",2026-07-01,105
