level,anzsco_code,title,state,date,vacancies
1,0,AUSTRALIAN TOTAL,AUST,2006-01-01,214055.982
1,0,AUSTRALIAN TOTAL,AUST,2006-02-01,216604.544
1,0,AUSTRALIAN TOTAL,AUST,2006-03-01,218891.445
1,0,AUSTRALIAN TOTAL,AUST,2006-04-01,220282.59
1,0,AUSTRALIAN TOTAL,AUST,2006-05-01,220551.601
1,0,AUSTRALIAN TOTAL,AUST,2006-06-01,220573.409
1,0,AUSTRALIAN TOTAL,AUST,2006-07-01,222079.343
1,0,AUSTRALIAN TOTAL,AUST,2006-08-01,225500.35
1,0,AUSTRALIAN TOTAL,AUST,2006-09-01,229850.327
1,0,AUSTRALIAN TOTAL,AUST,2006-10-01,234206.31
1,0,AUSTRALIAN TOTAL,AUST,2006-11-01,238374.391
1,0,AUSTRALIAN TOTAL,AUST,2006-12-01,243318.288
1,0,AUSTRALIAN TOTAL,AUST,2007-01-01,249674.69
1,0,AUSTRALIAN TOTAL,AUST,2007-02-01,256971.44
1,0,AUSTRALIAN TOTAL,AUST,2007-03-01,263199.807
1,0,AUSTRALIAN TOTAL,AUST,2007-04-01,267501.445
1,0,AUSTRALIAN TOTAL,AUST,2007-05-01,270594.452
1,0,AUSTRALIAN TOTAL,AUST,2007-06-01,273969.013
1,0,AUSTRALIAN TOTAL,AUST,2007-07-01,277635.261
1,0,AUSTRALIAN TOTAL,AUST,2007-08-01,281109.719
1,0,AUSTRALIAN TOTAL,AUST,2007-09-01,284347.549
1,0,AUSTRALIAN TOTAL,AUST,2007-10-01,288464.148
1,0,AUSTRALIAN TOTAL,AUST,2007-11-01,293941.153
1,0,AUSTRALIAN TOTAL,AUST,2007-12-01,299697.654
1,0,AUSTRALIAN TOTAL,AUST,2008-01-01,303733.865
1,0,AUSTRALIAN TOTAL,AUST,2008-02-01,305280.74
1,0,AUSTRALIAN TOTAL,AUST,2008-03-01,305212.169
1,0,AUSTRALIAN TOTAL,AUST,2008-04-01,304687.314
1,0,AUSTRALIAN TOTAL,AUST,2008-05-01,302592.07
1,0,AUSTRALIAN TOTAL,AUST,2008-06-01,297001.645
1,0,AUSTRALIAN TOTAL,AUST,2008-07-01,287505.206
1,0,AUSTRALIAN TOTAL,AUST,2008-08-01,275429.432
1,0,AUSTRALIAN TOTAL,AUST,2008-09-01,262576.958
1,0,AUSTRALIAN TOTAL,AUST,2008-10-01,248726.098
1,0,AUSTRALIAN TOTAL,AUST,2008-11-01,233244.456
1,0,AUSTRALIAN TOTAL,AUST,2008-12-01,215787.867
1,0,AUSTRALIAN TOTAL,AUST,2009-01-01,198284.695
1,0,AUSTRALIAN TOTAL,AUST,2009-02-01,182996.888
1,0,AUSTRALIAN TOTAL,AUST,2009-03-01,171679.274
1,0,AUSTRALIAN TOTAL,AUST,2009-04-01,164294.402
1,0,AUSTRALIAN TOTAL,AUST,2009-05-01,160545.054
1,0,AUSTRALIAN TOTAL,AUST,2009-06-01,159829.373
1,0,AUSTRALIAN TOTAL,AUST,2009-07-01,161207.973
1,0,AUSTRALIAN TOTAL,AUST,2009-08-01,163478.542
1,0,AUSTRALIAN TOTAL,AUST,2009-09-01,165546.09
1,0,AUSTRALIAN TOTAL,AUST,2009-10-01,167352.642
1,0,AUSTRALIAN TOTAL,AUST,2009-11-01,169518.279
1,0,AUSTRALIAN TOTAL,AUST,2009-12-01,171881.105
1,0,AUSTRALIAN TOTAL,AUST,2010-01-01,174313.876
1,0,AUSTRALIAN TOTAL,AUST,2010-02-01,176841.423
1,0,AUSTRALIAN TOTAL,AUST,2010-03-01,179363.771
1,0,AUSTRALIAN TOTAL,AUST,2010-04-01,181961.779
1,0,AUSTRALIAN TOTAL,AUST,2010-05-01,184362.243
1,0,AUSTRALIAN TOTAL,AUST,2010-06-01,186875.564
1,0,AUSTRALIAN TOTAL,AUST,2010-07-01,190047.266
1,0,AUSTRALIAN TOTAL,AUST,2010-08-01,194142.154
1,0,AUSTRALIAN TOTAL,AUST,2010-09-01,199031.811
1,0,AUSTRALIAN TOTAL,AUST,2010-10-01,203726.215
1,0,AUSTRALIAN TOTAL,AUST,2010-11-01,207394.785
1,0,AUSTRALIAN TOTAL,AUST,2010-12-01,210316.112
1,0,AUSTRALIAN TOTAL,AUST,2011-01-01,212597.883
1,0,AUSTRALIAN TOTAL,AUST,2011-02-01,214214.792
1,0,AUSTRALIAN TOTAL,AUST,2011-03-01,214186.333
1,0,AUSTRALIAN TOTAL,AUST,2011-04-01,212681.121
1,0,AUSTRALIAN TOTAL,AUST,2011-05-01,210645.621
1,0,AUSTRALIAN TOTAL,AUST,2011-06-01,208125.791
1,0,AUSTRALIAN TOTAL,AUST,2011-07-01,205092.652
1,0,AUSTRALIAN TOTAL,AUST,2011-08-01,201741.044
1,0,AUSTRALIAN TOTAL,AUST,2011-09-01,198938.391
1,0,AUSTRALIAN TOTAL,AUST,2011-10-01,196933.717
1,0,AUSTRALIAN TOTAL,AUST,2011-11-01,195773.48
1,0,AUSTRALIAN TOTAL,AUST,2011-12-01,195209.229
1,0,AUSTRALIAN TOTAL,AUST,2012-01-01,194396.859
1,0,AUSTRALIAN TOTAL,AUST,2012-02-01,192916.644
1,0,AUSTRALIAN TOTAL,AUST,2012-03-01,190780.804
1,0,AUSTRALIAN TOTAL,AUST,2012-04-01,187210.848
1,0,AUSTRALIAN TOTAL,AUST,2012-05-01,181965.772
1,0,AUSTRALIAN TOTAL,AUST,2012-06-01,176384.024
1,0,AUSTRALIAN TOTAL,AUST,2012-07-01,172066.381
1,0,AUSTRALIAN TOTAL,AUST,2012-08-01,168555.766
1,0,AUSTRALIAN TOTAL,AUST,2012-09-01,164867.437
1,0,AUSTRALIAN TOTAL,AUST,2012-10-01,160578.564
1,0,AUSTRALIAN TOTAL,AUST,2012-11-01,155849.483
1,0,AUSTRALIAN TOTAL,AUST,2012-12-01,151437.189
1,0,AUSTRALIAN TOTAL,AUST,2013-01-01,147910.886
1,0,AUSTRALIAN TOTAL,AUST,2013-02-01,145172.83
1,0,AUSTRALIAN TOTAL,AUST,2013-03-01,142815.6
1,0,AUSTRALIAN TOTAL,AUST,2013-04-01,141365.179
1,0,AUSTRALIAN TOTAL,AUST,2013-05-01,140889.114
1,0,AUSTRALIAN TOTAL,AUST,2013-06-01,140862.662
1,0,AUSTRALIAN TOTAL,AUST,2013-07-01,140677.983
1,0,AUSTRALIAN TOTAL,AUST,2013-08-01,140297.084
1,0,AUSTRALIAN TOTAL,AUST,2013-09-01,139798.493
1,0,AUSTRALIAN TOTAL,AUST,2013-10-01,139735.435
1,0,AUSTRALIAN TOTAL,AUST,2013-11-01,140548.362
1,0,AUSTRALIAN TOTAL,AUST,2013-12-01,142228.066
1,0,AUSTRALIAN TOTAL,AUST,2014-01-01,143886.325
1,0,AUSTRALIAN TOTAL,AUST,2014-02-01,145210.835
1,0,AUSTRALIAN TOTAL,AUST,2014-03-01,146840.098
1,0,AUSTRALIAN TOTAL,AUST,2014-04-01,148732.838
1,0,AUSTRALIAN TOTAL,AUST,2014-05-01,150952.242
1,0,AUSTRALIAN TOTAL,AUST,2014-06-01,153098.302
1,0,AUSTRALIAN TOTAL,AUST,2014-07-01,154686.429
1,0,AUSTRALIAN TOTAL,AUST,2014-08-01,155352.98
1,0,AUSTRALIAN TOTAL,AUST,2014-09-01,155115.282
1,0,AUSTRALIAN TOTAL,AUST,2014-10-01,154511.336
1,0,AUSTRALIAN TOTAL,AUST,2014-11-01,153781.494
1,0,AUSTRALIAN TOTAL,AUST,2014-12-01,153532.516
1,0,AUSTRALIAN TOTAL,AUST,2015-01-01,154716.972
1,0,AUSTRALIAN TOTAL,AUST,2015-02-01,156183.293
1,0,AUSTRALIAN TOTAL,AUST,2015-03-01,156514.979
1,0,AUSTRALIAN TOTAL,AUST,2015-04-01,155449.216
1,0,AUSTRALIAN TOTAL,AUST,2015-05-01,153928.978
1,0,AUSTRALIAN TOTAL,AUST,2015-06-01,153482.876
1,0,AUSTRALIAN TOTAL,AUST,2015-07-01,154469.048
1,0,AUSTRALIAN TOTAL,AUST,2015-08-01,156887.87
1,0,AUSTRALIAN TOTAL,AUST,2015-09-01,159654.512
1,0,AUSTRALIAN TOTAL,AUST,2015-10-01,161914.595
1,0,AUSTRALIAN TOTAL,AUST,2015-11-01,163377.738
1,0,AUSTRALIAN TOTAL,AUST,2015-12-01,163623.034
1,0,AUSTRALIAN TOTAL,AUST,2016-01-01,162960.889
1,0,AUSTRALIAN TOTAL,AUST,2016-02-01,162661.901
1,0,AUSTRALIAN TOTAL,AUST,2016-03-01,163152.811
1,0,AUSTRALIAN TOTAL,AUST,2016-04-01,164379.133
1,0,AUSTRALIAN TOTAL,AUST,2016-05-01,165450.683
1,0,AUSTRALIAN TOTAL,AUST,2016-06-01,165735.3
1,0,AUSTRALIAN TOTAL,AUST,2016-07-01,165265.359
1,0,AUSTRALIAN TOTAL,AUST,2016-08-01,164440.58
1,0,AUSTRALIAN TOTAL,AUST,2016-09-01,163694.228
1,0,AUSTRALIAN TOTAL,AUST,2016-10-01,162973.431
1,0,AUSTRALIAN TOTAL,AUST,2016-11-01,162581.399
1,0,AUSTRALIAN TOTAL,AUST,2016-12-01,162646.313
1,0,AUSTRALIAN TOTAL,AUST,2017-01-01,163270.124
1,0,AUSTRALIAN TOTAL,AUST,2017-02-01,164558.012
1,0,AUSTRALIAN TOTAL,AUST,2017-03-01,166933.778
1,0,AUSTRALIAN TOTAL,AUST,2017-04-01,170147.788
1,0,AUSTRALIAN TOTAL,AUST,2017-05-01,173387.877
1,0,AUSTRALIAN TOTAL,AUST,2017-06-01,175547.97
1,0,AUSTRALIAN TOTAL,AUST,2017-07-01,176359.813
1,0,AUSTRALIAN TOTAL,AUST,2017-08-01,176433.406
1,0,AUSTRALIAN TOTAL,AUST,2017-09-01,176405.609
1,0,AUSTRALIAN TOTAL,AUST,2017-10-01,176377.405
1,0,AUSTRALIAN TOTAL,AUST,2017-11-01,176253.403
1,0,AUSTRALIAN TOTAL,AUST,2017-12-01,176878.325
1,0,AUSTRALIAN TOTAL,AUST,2018-01-01,179048.078
1,0,AUSTRALIAN TOTAL,AUST,2018-02-01,182638.589
1,0,AUSTRALIAN TOTAL,AUST,2018-03-01,185946.716
1,0,AUSTRALIAN TOTAL,AUST,2018-04-01,187269.883
1,0,AUSTRALIAN TOTAL,AUST,2018-05-01,186721.558
1,0,AUSTRALIAN TOTAL,AUST,2018-06-01,185501.377
1,0,AUSTRALIAN TOTAL,AUST,2018-07-01,184149.201
1,0,AUSTRALIAN TOTAL,AUST,2018-08-01,182583.296
1,0,AUSTRALIAN TOTAL,AUST,2018-09-01,180256.34
1,0,AUSTRALIAN TOTAL,AUST,2018-10-01,178453.64
1,0,AUSTRALIAN TOTAL,AUST,2018-11-01,178599.193
1,0,AUSTRALIAN TOTAL,AUST,2018-12-01,180075.732
1,0,AUSTRALIAN TOTAL,AUST,2019-01-01,180750.966
1,0,AUSTRALIAN TOTAL,AUST,2019-02-01,179752.204
1,0,AUSTRALIAN TOTAL,AUST,2019-03-01,177590.125
1,0,AUSTRALIAN TOTAL,AUST,2019-04-01,175666
1,0,AUSTRALIAN TOTAL,AUST,2019-05-01,174529.71
1,0,AUSTRALIAN TOTAL,AUST,2019-06-01,174003.916
1,0,AUSTRALIAN TOTAL,AUST,2019-07-01,172891.434
1,0,AUSTRALIAN TOTAL,AUST,2019-08-01,170344.591
1,0,AUSTRALIAN TOTAL,AUST,2019-09-01,167229.375
1,0,AUSTRALIAN TOTAL,AUST,2019-10-01,163619.913
1,0,AUSTRALIAN TOTAL,AUST,2019-11-01,159102.783
1,0,AUSTRALIAN TOTAL,AUST,2019-12-01,152723.406
1,0,AUSTRALIAN TOTAL,AUST,2020-01-01,143413.907
1,0,AUSTRALIAN TOTAL,AUST,2020-02-01,131665.943
1,0,AUSTRALIAN TOTAL,AUST,2020-03-01,120144.038
1,0,AUSTRALIAN TOTAL,AUST,2020-04-01,113183.648
1,0,AUSTRALIAN TOTAL,AUST,2020-05-01,112800.511
1,0,AUSTRALIAN TOTAL,AUST,2020-06-01,118144.884
1,0,AUSTRALIAN TOTAL,AUST,2020-07-01,127137.507
1,0,AUSTRALIAN TOTAL,AUST,2020-08-01,137957.746
1,0,AUSTRALIAN TOTAL,AUST,2020-09-01,150022.274
1,0,AUSTRALIAN TOTAL,AUST,2020-10-01,162177.035
1,0,AUSTRALIAN TOTAL,AUST,2020-11-01,172933.995
1,0,AUSTRALIAN TOTAL,AUST,2020-12-01,183067.034
1,0,AUSTRALIAN TOTAL,AUST,2021-01-01,194336.24
1,0,AUSTRALIAN TOTAL,AUST,2021-02-01,207557.335
1,0,AUSTRALIAN TOTAL,AUST,2021-03-01,220694.212
1,0,AUSTRALIAN TOTAL,AUST,2021-04-01,230136.876
1,0,AUSTRALIAN TOTAL,AUST,2021-05-01,233769.633
1,0,AUSTRALIAN TOTAL,AUST,2021-06-01,232542.509
1,0,AUSTRALIAN TOTAL,AUST,2021-07-01,231374.768
1,0,AUSTRALIAN TOTAL,AUST,2021-08-01,234598.611
1,0,AUSTRALIAN TOTAL,AUST,2021-09-01,241601.789
1,0,AUSTRALIAN TOTAL,AUST,2021-10-01,250044.182
1,0,AUSTRALIAN TOTAL,AUST,2021-11-01,257508.622
1,0,AUSTRALIAN TOTAL,AUST,2021-12-01,263696.053
1,0,AUSTRALIAN TOTAL,AUST,2022-01-01,269477.927
1,0,AUSTRALIAN TOTAL,AUST,2022-02-01,275657.037
1,0,AUSTRALIAN TOTAL,AUST,2022-03-01,283623.305
1,0,AUSTRALIAN TOTAL,AUST,2022-04-01,291013.674
1,0,AUSTRALIAN TOTAL,AUST,2022-05-01,296490.788
1,0,AUSTRALIAN TOTAL,AUST,2022-06-01,298712.461
1,0,AUSTRALIAN TOTAL,AUST,2022-07-01,297234.329
1,0,AUSTRALIAN TOTAL,AUST,2022-08-01,292780.163
1,0,AUSTRALIAN TOTAL,AUST,2022-09-01,287171.158
1,0,AUSTRALIAN TOTAL,AUST,2022-10-01,282227.013
1,0,AUSTRALIAN TOTAL,AUST,2022-11-01,279281.82
1,0,AUSTRALIAN TOTAL,AUST,2022-12-01,278078.239
1,0,AUSTRALIAN TOTAL,AUST,2023-01-01,279378.629
1,0,AUSTRALIAN TOTAL,AUST,2023-02-01,282101.818
1,0,AUSTRALIAN TOTAL,AUST,2023-03-01,284661.178
1,0,AUSTRALIAN TOTAL,AUST,2023-04-01,285274.313
1,0,AUSTRALIAN TOTAL,AUST,2023-05-01,284359.835
1,0,AUSTRALIAN TOTAL,AUST,2023-06-01,282499.324
1,0,AUSTRALIAN TOTAL,AUST,2023-07-01,279284.568
1,0,AUSTRALIAN TOTAL,AUST,2023-08-01,274326.807
1,0,AUSTRALIAN TOTAL,AUST,2023-09-01,268986.557
1,0,AUSTRALIAN TOTAL,AUST,2023-10-01,263646.686
1,0,AUSTRALIAN TOTAL,AUST,2023-11-01,259209.304
1,0,AUSTRALIAN TOTAL,AUST,2023-12-01,255955.162
1,0,AUSTRALIAN TOTAL,AUST,2024-01-01,252361.285
1,0,AUSTRALIAN TOTAL,AUST,2024-02-01,248374.857
1,0,AUSTRALIAN TOTAL,AUST,2024-03-01,244222.166
1,0,AUSTRALIAN TOTAL,AUST,2024-04-01,240202.552
1,0,AUSTRALIAN TOTAL,AUST,2024-05-01,236040.984
1,0,AUSTRALIAN TOTAL,AUST,2024-06-01,232442.502
1,0,AUSTRALIAN TOTAL,AUST,2024-07-01,230441.109
1,0,AUSTRALIAN TOTAL,AUST,2024-08-01,229598.15
1,0,AUSTRALIAN TOTAL,AUST,2024-09-01,228094.106
1,0,AUSTRALIAN TOTAL,AUST,2024-10-01,225584.637
1,0,AUSTRALIAN TOTAL,AUST,2024-11-01,221803.963
1,0,AUSTRALIAN TOTAL,AUST,2024-12-01,217989.352
1,0,AUSTRALIAN TOTAL,AUST,2025-01-01,215337.427
1,0,AUSTRALIAN TOTAL,AUST,2025-02-01,213750.072
1,0,AUSTRALIAN TOTAL,AUST,2025-03-01,212812.323
1,0,AUSTRALIAN TOTAL,AUST,2025-04-01,212637.032
1,0,AUSTRALIAN TOTAL,AUST,2025-05-01,212903.448
1,0,AUSTRALIAN TOTAL,AUST,2025-06-01,213019.496
1,0,AUSTRALIAN TOTAL,AUST,2025-07-01,212128.47
1,0,AUSTRALIAN TOTAL,AUST,2025-08-01,210470.929
1,0,AUSTRALIAN TOTAL,AUST,2025-09-01,208620.888
1,0,AUSTRALIAN TOTAL,AUST,2025-10-01,208006.871
1,0,AUSTRALIAN TOTAL,AUST,2025-11-01,209237.755
1,0,AUSTRALIAN TOTAL,AUST,2025-12-01,211288.491
1,0,AUSTRALIAN TOTAL,AUST,2026-01-01,213083.643
1,0,AUSTRALIAN TOTAL,AUST,2026-02-01,213546.307
1,0,AUSTRALIAN TOTAL,AUST,2026-03-01,212110.801
1,0,AUSTRALIAN TOTAL,AUST,2026-04-01,209931.811
1,0,AUSTRALIAN TOTAL,AUST,2026-05-01,208550.503
1,0,AUSTRALIAN TOTAL,AUST,2026-06-01,208605.632
1,0,AUSTRALIAN TOTAL,AUST,2026-07-01,210058.453
2,1,MANAGERS,AUST,2006-01-01,20822.838
2,1,MANAGERS,AUST,2006-02-01,21271.088
2,1,MANAGERS,AUST,2006-03-01,21682.361
2,1,MANAGERS,AUST,2006-04-01,22050.463
2,1,MANAGERS,AUST,2006-05-01,22343.121
2,1,MANAGERS,AUST,2006-06-01,22609.968
2,1,MANAGERS,AUST,2006-07-01,22890.159
2,1,MANAGERS,AUST,2006-08-01,23214.656
2,1,MANAGERS,AUST,2006-09-01,23617.99
2,1,MANAGERS,AUST,2006-10-01,24126.317
2,1,MANAGERS,AUST,2006-11-01,24715.709
2,1,MANAGERS,AUST,2006-12-01,25366.337
2,1,MANAGERS,AUST,2007-01-01,26038.423
2,1,MANAGERS,AUST,2007-02-01,26662.39
2,1,MANAGERS,AUST,2007-03-01,27178.933
2,1,MANAGERS,AUST,2007-04-01,27573.393
2,1,MANAGERS,AUST,2007-05-01,27835.714
2,1,MANAGERS,AUST,2007-06-01,28030.991
2,1,MANAGERS,AUST,2007-07-01,28313.492
2,1,MANAGERS,AUST,2007-08-01,28800.435
2,1,MANAGERS,AUST,2007-09-01,29496.639
2,1,MANAGERS,AUST,2007-10-01,30331.8
2,1,MANAGERS,AUST,2007-11-01,31218.643
2,1,MANAGERS,AUST,2007-12-01,32068.53
2,1,MANAGERS,AUST,2008-01-01,32812.96
2,1,MANAGERS,AUST,2008-02-01,33412.138
2,1,MANAGERS,AUST,2008-03-01,33832.393
2,1,MANAGERS,AUST,2008-04-01,34024.517
2,1,MANAGERS,AUST,2008-05-01,33949.075
2,1,MANAGERS,AUST,2008-06-01,33603.034
2,1,MANAGERS,AUST,2008-07-01,32983.008
2,1,MANAGERS,AUST,2008-08-01,32079.918
2,1,MANAGERS,AUST,2008-09-01,30865.781
2,1,MANAGERS,AUST,2008-10-01,29326.981
2,1,MANAGERS,AUST,2008-11-01,27493.497
2,1,MANAGERS,AUST,2008-12-01,25452.837
2,1,MANAGERS,AUST,2009-01-01,23412.405
2,1,MANAGERS,AUST,2009-02-01,21639.219
2,1,MANAGERS,AUST,2009-03-01,20383.798
2,1,MANAGERS,AUST,2009-04-01,19752.316
2,1,MANAGERS,AUST,2009-05-01,19658.816
2,1,MANAGERS,AUST,2009-06-01,19829.481
2,1,MANAGERS,AUST,2009-07-01,19984.506
2,1,MANAGERS,AUST,2009-08-01,19993.286
2,1,MANAGERS,AUST,2009-09-01,19925.51
2,1,MANAGERS,AUST,2009-10-01,19896.292
2,1,MANAGERS,AUST,2009-11-01,20017.796
2,1,MANAGERS,AUST,2009-12-01,20371.478
2,1,MANAGERS,AUST,2010-01-01,20887.087
2,1,MANAGERS,AUST,2010-02-01,21396.21
2,1,MANAGERS,AUST,2010-03-01,21747.869
2,1,MANAGERS,AUST,2010-04-01,21906.746
2,1,MANAGERS,AUST,2010-05-01,21994.154
2,1,MANAGERS,AUST,2010-06-01,22186.234
2,1,MANAGERS,AUST,2010-07-01,22587.325
2,1,MANAGERS,AUST,2010-08-01,23209.101
2,1,MANAGERS,AUST,2010-09-01,23940.005
2,1,MANAGERS,AUST,2010-10-01,24648.54
2,1,MANAGERS,AUST,2010-11-01,25237.281
2,1,MANAGERS,AUST,2010-12-01,25621.265
2,1,MANAGERS,AUST,2011-01-01,25765.891
2,1,MANAGERS,AUST,2011-02-01,25715.445
2,1,MANAGERS,AUST,2011-03-01,25511.058
2,1,MANAGERS,AUST,2011-04-01,25177.936
2,1,MANAGERS,AUST,2011-05-01,24743.048
2,1,MANAGERS,AUST,2011-06-01,24258.382
2,1,MANAGERS,AUST,2011-07-01,23833.278
2,1,MANAGERS,AUST,2011-08-01,23511.334
2,1,MANAGERS,AUST,2011-09-01,23300.502
2,1,MANAGERS,AUST,2011-10-01,23185.932
2,1,MANAGERS,AUST,2011-11-01,23104.69
2,1,MANAGERS,AUST,2011-12-01,23007.967
2,1,MANAGERS,AUST,2012-01-01,22884.753
2,1,MANAGERS,AUST,2012-02-01,22699.449
2,1,MANAGERS,AUST,2012-03-01,22416.624
2,1,MANAGERS,AUST,2012-04-01,22071.279
2,1,MANAGERS,AUST,2012-05-01,21694.642
2,1,MANAGERS,AUST,2012-06-01,21303.906
2,1,MANAGERS,AUST,2012-07-01,20926.851
2,1,MANAGERS,AUST,2012-08-01,20562.577
2,1,MANAGERS,AUST,2012-09-01,20216.114
2,1,MANAGERS,AUST,2012-10-01,19863.734
2,1,MANAGERS,AUST,2012-11-01,19504.112
2,1,MANAGERS,AUST,2012-12-01,19167.511
2,1,MANAGERS,AUST,2013-01-01,18884.563
2,1,MANAGERS,AUST,2013-02-01,18694.597
2,1,MANAGERS,AUST,2013-03-01,18621.57
2,1,MANAGERS,AUST,2013-04-01,18623.905
2,1,MANAGERS,AUST,2013-05-01,18643.477
2,1,MANAGERS,AUST,2013-06-01,18652.7
2,1,MANAGERS,AUST,2013-07-01,18607.632
2,1,MANAGERS,AUST,2013-08-01,18520.629
2,1,MANAGERS,AUST,2013-09-01,18451.05
2,1,MANAGERS,AUST,2013-10-01,18441.413
2,1,MANAGERS,AUST,2013-11-01,18508.656
2,1,MANAGERS,AUST,2013-12-01,18652.827
2,1,MANAGERS,AUST,2014-01-01,18866.12
2,1,MANAGERS,AUST,2014-02-01,19125.219
2,1,MANAGERS,AUST,2014-03-01,19399.227
2,1,MANAGERS,AUST,2014-04-01,19667.271
2,1,MANAGERS,AUST,2014-05-01,19930.008
2,1,MANAGERS,AUST,2014-06-01,20158.961
2,1,MANAGERS,AUST,2014-07-01,20303.264
2,1,MANAGERS,AUST,2014-08-01,20351.673
2,1,MANAGERS,AUST,2014-09-01,20307.206
2,1,MANAGERS,AUST,2014-10-01,20225.266
2,1,MANAGERS,AUST,2014-11-01,20195.358
2,1,MANAGERS,AUST,2014-12-01,20233.536
2,1,MANAGERS,AUST,2015-01-01,20302.746
2,1,MANAGERS,AUST,2015-02-01,20379.506
2,1,MANAGERS,AUST,2015-03-01,20444.989
2,1,MANAGERS,AUST,2015-04-01,20497.183
2,1,MANAGERS,AUST,2015-05-01,20548.274
2,1,MANAGERS,AUST,2015-06-01,20655.69
2,1,MANAGERS,AUST,2015-07-01,20892.579
2,1,MANAGERS,AUST,2015-08-01,21239.392
2,1,MANAGERS,AUST,2015-09-01,21611.696
2,1,MANAGERS,AUST,2015-10-01,21931.229
2,1,MANAGERS,AUST,2015-11-01,22122.043
2,1,MANAGERS,AUST,2015-12-01,22180.816
2,1,MANAGERS,AUST,2016-01-01,22186.318
2,1,MANAGERS,AUST,2016-02-01,22177.466
2,1,MANAGERS,AUST,2016-03-01,22184.184
2,1,MANAGERS,AUST,2016-04-01,22212.359
2,1,MANAGERS,AUST,2016-05-01,22227.441
2,1,MANAGERS,AUST,2016-06-01,22180.408
2,1,MANAGERS,AUST,2016-07-01,22034.643
2,1,MANAGERS,AUST,2016-08-01,21822.809
2,1,MANAGERS,AUST,2016-09-01,21604.811
2,1,MANAGERS,AUST,2016-10-01,21411.429
2,1,MANAGERS,AUST,2016-11-01,21269.589
2,1,MANAGERS,AUST,2016-12-01,21203.384
2,1,MANAGERS,AUST,2017-01-01,21223.325
2,1,MANAGERS,AUST,2017-02-01,21344.913
2,1,MANAGERS,AUST,2017-03-01,21581.511
2,1,MANAGERS,AUST,2017-04-01,21897.574
2,1,MANAGERS,AUST,2017-05-01,22251.179
2,1,MANAGERS,AUST,2017-06-01,22596.773
2,1,MANAGERS,AUST,2017-07-01,22866.371
2,1,MANAGERS,AUST,2017-08-01,23029.206
2,1,MANAGERS,AUST,2017-09-01,23084.901
2,1,MANAGERS,AUST,2017-10-01,23101.073
2,1,MANAGERS,AUST,2017-11-01,23162.299
2,1,MANAGERS,AUST,2017-12-01,23336.874
2,1,MANAGERS,AUST,2018-01-01,23631.442
2,1,MANAGERS,AUST,2018-02-01,23996.075
2,1,MANAGERS,AUST,2018-03-01,24348.069
2,1,MANAGERS,AUST,2018-04-01,24585.09
2,1,MANAGERS,AUST,2018-05-01,24631.931
2,1,MANAGERS,AUST,2018-06-01,24471
2,1,MANAGERS,AUST,2018-07-01,24147.589
2,1,MANAGERS,AUST,2018-08-01,23764.915
2,1,MANAGERS,AUST,2018-09-01,23446.426
2,1,MANAGERS,AUST,2018-10-01,23244.967
2,1,MANAGERS,AUST,2018-11-01,23132.899
2,1,MANAGERS,AUST,2018-12-01,23085.903
2,1,MANAGERS,AUST,2019-01-01,23047.196
2,1,MANAGERS,AUST,2019-02-01,22974.372
2,1,MANAGERS,AUST,2019-03-01,22822.972
2,1,MANAGERS,AUST,2019-04-01,22616.506
2,1,MANAGERS,AUST,2019-05-01,22404.535
2,1,MANAGERS,AUST,2019-06-01,22176.211
2,1,MANAGERS,AUST,2019-07-01,21937.384
2,1,MANAGERS,AUST,2019-08-01,21666.703
2,1,MANAGERS,AUST,2019-09-01,21309.123
2,1,MANAGERS,AUST,2019-10-01,20808.071
2,1,MANAGERS,AUST,2019-11-01,20094.846
2,1,MANAGERS,AUST,2019-12-01,19053.543
2,1,MANAGERS,AUST,2020-01-01,17681.508
2,1,MANAGERS,AUST,2020-02-01,16117.167
2,1,MANAGERS,AUST,2020-03-01,14594.521
2,1,MANAGERS,AUST,2020-04-01,13394.011
2,1,MANAGERS,AUST,2020-05-01,12733.042
2,1,MANAGERS,AUST,2020-06-01,12724.604
2,1,MANAGERS,AUST,2020-07-01,13324.043
2,1,MANAGERS,AUST,2020-08-01,14319.808
2,1,MANAGERS,AUST,2020-09-01,15484.413
2,1,MANAGERS,AUST,2020-10-01,16683.621
2,1,MANAGERS,AUST,2020-11-01,17894.919
2,1,MANAGERS,AUST,2020-12-01,19158.385
2,1,MANAGERS,AUST,2021-01-01,20490.728
2,1,MANAGERS,AUST,2021-02-01,21867.65
2,1,MANAGERS,AUST,2021-03-01,23171.354
2,1,MANAGERS,AUST,2021-04-01,24262.644
2,1,MANAGERS,AUST,2021-05-01,25038.972
2,1,MANAGERS,AUST,2021-06-01,25544.526
2,1,MANAGERS,AUST,2021-07-01,25854.274
2,1,MANAGERS,AUST,2021-08-01,26114.768
2,1,MANAGERS,AUST,2021-09-01,26466.312
2,1,MANAGERS,AUST,2021-10-01,26955.558
2,1,MANAGERS,AUST,2021-11-01,27536.942
2,1,MANAGERS,AUST,2021-12-01,28178.627
2,1,MANAGERS,AUST,2022-01-01,28865.674
2,1,MANAGERS,AUST,2022-02-01,29546.892
2,1,MANAGERS,AUST,2022-03-01,30225.034
2,1,MANAGERS,AUST,2022-04-01,30847.851
2,1,MANAGERS,AUST,2022-05-01,31329.444
