onet_soc_code,title,element_id,element_name,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,38.46,07/2015,Incumbent,O*NET
51-9195.03,"Stone Cutters and Carvers, Manufacturing",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.26,07/2015,Incumbent,O*NET
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",34.78,08/2026,Occupational Expert,O*NET
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.74,08/2026,Occupational Expert,O*NET
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",30.43,08/2026,Occupational Expert,O*NET
51-9195.05,"Potters, Manufacturing",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),8,"Over 4 years, up to and including 6 years",22.45,08/2020,Incumbent,O*NET
51-9195.05,"Potters, Manufacturing",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",26.6,08/2020,Incumbent,O*NET
51-9195.05,"Potters, Manufacturing",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",20.06,08/2020,Incumbent,O*NET
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),2,Up to and including 1 month,25.42,08/2018,Incumbent,O*NET
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,31.59,08/2018,Incumbent,O*NET
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",23.66,08/2018,Incumbent,O*NET
51-9197.00,Tire Builders,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,54.65,08/2020,Incumbent,O*NET
51-9197.00,Tire Builders,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",36.47,08/2020,Incumbent,O*NET
51-9197.00,Tire Builders,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",50.16,08/2020,Incumbent,O*NET
51-9198.00,Helpers--Production Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,44.53,08/2026,Incumbent,O*NET
51-9198.00,Helpers--Production Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,26.51,08/2026,Incumbent,O*NET
51-9198.00,Helpers--Production Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",28.55,08/2026,Incumbent,O*NET
53-1041.00,Aircraft Cargo Handling Supervisors,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",41.63,07/2016,Incumbent,O*NET
53-1041.00,Aircraft Cargo Handling Supervisors,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,34.41,07/2016,Incumbent,O*NET
53-1041.00,Aircraft Cargo Handling Supervisors,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",40.63,07/2016,Incumbent,O*NET
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",36.07,08/2024,Incumbent,O*NET
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",32.06,08/2024,Incumbent,O*NET
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",27.8,08/2024,Incumbent,O*NET
53-1042.01,Recycling Coordinators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",26.57,07/2014,Incumbent,O*NET
53-1042.01,Recycling Coordinators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,26.18,07/2014,Incumbent,O*NET
53-1042.01,Recycling Coordinators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",33.26,07/2014,Incumbent,O*NET
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),11,Over 10 years,22.68,08/2023,Incumbent,O*NET
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",41.81,08/2023,Incumbent,O*NET
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",58.29,08/2023,Incumbent,O*NET
53-1044.00,First-Line Supervisors of Passenger Attendants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",40.68,08/2026,Incumbent,O*NET
53-1044.00,First-Line Supervisors of Passenger Attendants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,16.84,08/2026,Incumbent,O*NET
53-1044.00,First-Line Supervisors of Passenger Attendants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",13.58,08/2026,Incumbent,O*NET
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",32.86,08/2021,Incumbent,O*NET
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",50.29,08/2021,Incumbent,O*NET
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",40.87,08/2021,Incumbent,O*NET
53-2012.00,Commercial Pilots,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",60.66,08/2024,Incumbent,O*NET
53-2012.00,Commercial Pilots,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),6,"Over 1 year, up to and including 2 years",18.98,08/2024,Incumbent,O*NET
53-2012.00,Commercial Pilots,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",29.85,08/2024,Incumbent,O*NET
53-2021.00,Air Traffic Controllers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,42.91,07/2014,Incumbent,O*NET
53-2021.00,Air Traffic Controllers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",30.04,07/2014,Incumbent,O*NET
53-2021.00,Air Traffic Controllers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",38.56,07/2014,Incumbent,O*NET
53-2022.00,Airfield Operations Specialists,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",25.16,08/2021,Incumbent,O*NET
53-2022.00,Airfield Operations Specialists,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",21.93,08/2021,Incumbent,O*NET
53-2022.00,Airfield Operations Specialists,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",33.52,08/2021,Incumbent,O*NET
53-2031.00,Flight Attendants,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,48.77,08/2021,Incumbent,O*NET
53-2031.00,Flight Attendants,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",59.76,08/2021,Incumbent,O*NET
53-2031.00,Flight Attendants,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",47.44,08/2021,Incumbent,O*NET
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,47.98,08/2026,Incumbent,O*NET
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,50.7,08/2026,Incumbent,O*NET
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",47.12,08/2026,Incumbent,O*NET
53-3031.00,Driver/Sales Workers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,43.48,08/2020,Incumbent,O*NET
53-3031.00,Driver/Sales Workers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",23.19,08/2020,Incumbent,O*NET
53-3031.00,Driver/Sales Workers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",34.23,08/2020,Incumbent,O*NET
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",39.01,08/2022,Incumbent,O*NET
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,54.8,08/2022,Incumbent,O*NET
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",42.57,08/2022,Incumbent,O*NET
53-3033.00,Light Truck Drivers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),5,"Over 6 months, up to and including 1 year",21.84,08/2023,Incumbent,O*NET
53-3033.00,Light Truck Drivers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",6.38,08/2023,Incumbent,O*NET
53-3033.00,Light Truck Drivers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",10.35,08/2023,Incumbent,O*NET
53-3051.00,"Bus Drivers, School",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,33.65,08/2025,Incumbent,O*NET
53-3051.00,"Bus Drivers, School",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),2,Up to and including 1 month,51.06,08/2025,Incumbent,O*NET
53-3051.00,"Bus Drivers, School",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",42.85,08/2025,Incumbent,O*NET
53-3052.00,"Bus Drivers, Transit and Intercity",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,37.85,08/2018,Incumbent,O*NET
53-3052.00,"Bus Drivers, Transit and Intercity",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",59.51,08/2018,Incumbent,O*NET
53-3052.00,"Bus Drivers, Transit and Intercity",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",60.72,08/2018,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",28.04,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),9,Over 10 years,20.43,08/2025,Incumbent,O*NET
53-3053.00,Shuttle Drivers and Chauffeurs,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),2,"Anything beyond short demonstration, up to and including 1 month",37.98,08/2025,Incumbent,O*NET
53-4011.00,Locomotive Engineers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,46.55,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",46.12,08/2026,Incumbent,O*NET
53-4011.00,Locomotive Engineers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",48.2,08/2026,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,75.03,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",42.24,08/2021,Incumbent,O*NET
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",62.05,08/2021,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),6,"Over 1 year, up to and including 2 years",26.49,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",39.79,08/2026,Incumbent,O*NET
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",39.79,08/2026,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,69.79,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",40.81,07/2013,Incumbent,O*NET
53-4031.00,Railroad Conductors and Yardmasters,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",38.44,07/2013,Incumbent,O*NET
53-4041.00,Subway and Streetcar Operators,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,50.97,08/2021,Incumbent,O*NET
53-4041.00,Subway and Streetcar Operators,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",42.87,08/2021,Incumbent,O*NET
53-4041.00,Subway and Streetcar Operators,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),3,"Over 1 month, up to and including 3 months",60.28,08/2021,Incumbent,O*NET
53-5011.00,Sailors and Marine Oilers,3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),1,,34.0,08/2026,Incumbent,O*NET
53-5011.00,Sailors and Marine Oilers,3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),4,"Over 3 months, up to and including 6 months",44.54,08/2026,Incumbent,O*NET
53-5011.00,Sailors and Marine Oilers,3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),5,"Over 6 months, up to and including 1 year",30.87,08/2026,Incumbent,O*NET
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3.A.1,Related Work Experience,RW,Related Work Experience (Categories 1-11),7,"Over 2 years, up to and including 4 years",39.21,08/2022,Incumbent,O*NET
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3.A.2,On-Site or In-Plant Training,PT,On-Site Or In-Plant Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",21.37,08/2022,Incumbent,O*NET
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",3.A.3,On-the-Job Training,OJ,On-The-Job Training (Categories 1-9),7,"Over 2 years, up to and including 4 years",32.49,08/2022,Incumbent,O*NET
