state,anzsic_level,nfd_indicator,anzsic_code,anzsic_title,industry_1_digit_code,date,employment_thousands
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1986-08-01,0.510865306686988
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1986-11-01,0.515305840742998
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1987-02-01,0.519742645426142
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1987-05-01,0.52435513644369
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1987-08-01,0.529319414480078
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1987-11-01,0.534957505811529
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1988-02-01,0.541596912003312
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1988-05-01,0.549456463754962
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1988-08-01,0.558486388300691
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1988-11-01,0.56861410551074
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1989-02-01,0.580029751940216
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1989-05-01,0.592675622972539
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1989-08-01,0.606289724775609
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1989-11-01,0.620745655160743
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1990-02-01,0.636038559470084
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1990-05-01,0.652275427638181
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1990-08-01,0.669669662302704
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1990-11-01,0.688183350166622
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1991-02-01,0.707579270536644
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1991-05-01,0.727485622756526
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1991-08-01,0.747514730680287
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1991-11-01,0.767320344896034
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1992-02-01,0.786900044678103
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1992-05-01,0.806130807101535
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1992-08-01,0.824822796263315
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1992-11-01,0.842601191030376
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1993-02-01,0.858904894433026
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1993-05-01,0.873205028653042
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1993-08-01,0.884997906983694
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1993-11-01,0.893961339316948
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1994-02-01,0.89994303387928
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1994-05-01,0.902746237823779
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1994-08-01,0.902433119267104
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1994-11-01,0.899134025450555
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1995-02-01,0.893086565667225
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1995-05-01,0.884510980831439
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1995-08-01,0.874237353477834
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1995-11-01,0.863246564373167
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1996-02-01,0.852375553883809
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1996-05-01,0.842456710209579
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1996-08-01,0.834294119103145
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1996-11-01,0.828435777891846
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1997-02-01,0.825112680068274
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1997-05-01,0.824383360981094
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1997-08-01,0.826001123959751
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1997-11-01,0.829524358814787
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1998-02-01,0.834346526288094
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1998-05-01,0.839737478241997
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1998-08-01,0.845034289364434
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1998-11-01,0.849662675817151
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1999-02-01,0.853080680898009
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1999-05-01,0.854895210581454
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1999-08-01,0.854938010721411
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,1999-11-01,0.853223503951761
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2000-02-01,0.849725750467173
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2000-05-01,0.844564311412239
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2000-08-01,0.837925990895721
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2000-11-01,0.830002477703728
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2001-02-01,0.820835727689751
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2001-05-01,0.810468666205738
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2001-08-01,0.799076124616494
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2001-11-01,0.786981047815123
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2002-02-01,0.774709109656101
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2002-05-01,0.762894687651524
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2002-08-01,0.752082658665473
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2002-11-01,0.742697652022762
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2003-02-01,0.735055341034425
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2003-05-01,0.729354395493361
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2003-08-01,0.725738596142025
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2003-11-01,0.724254670673647
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2004-02-01,0.724683298116764
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2004-05-01,0.726756673240672
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2004-08-01,0.729988419384156
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2004-11-01,0.73367375425328
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2005-02-01,0.737074096941235
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2005-05-01,0.73940499292498
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2005-08-01,0.740007278170257
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2005-11-01,0.738540164784306
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2006-02-01,0.734582069363347
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2006-05-01,0.728026772775917
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2006-08-01,0.71917113322225
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2006-11-01,0.708391998158384
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2007-02-01,0.696222256650607
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2007-05-01,0.683339147567092
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2007-08-01,0.670438291958026
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2007-11-01,0.657979230878823
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2008-02-01,0.646515092041016
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2008-05-01,0.636380941173843
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2008-08-01,0.627650897862327
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2008-11-01,0.620170678527106
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2009-02-01,0.61362931676426
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2009-05-01,0.607544086131678
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2009-08-01,0.60154595785052
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2009-11-01,0.595176760917659
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2010-02-01,0.588530964486881
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2010-05-01,0.582070152883311
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2010-08-01,0.576321793341598
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2010-11-01,0.571667030005711
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2011-02-01,0.568346031301421
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2011-05-01,0.566338416279289
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2011-08-01,0.565771035220207
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2011-11-01,0.566740977240096
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2012-02-01,0.569070479605107
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2012-05-01,0.572603817840901
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2012-08-01,0.576973630882166
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2012-11-01,0.58177396021265
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2013-02-01,0.586866540049622
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2013-05-01,0.592364683868125
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2013-08-01,0.598405545168058
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2013-11-01,0.605057909450201
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2014-02-01,0.612251603039748
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2014-05-01,0.619885768506847
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2014-08-01,0.627762661400925
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2014-11-01,0.635493416777866
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2015-02-01,0.642619938312847
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2015-05-01,0.648768158276363
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2015-08-01,0.653766840910595
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2015-11-01,0.657323749051139
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2016-02-01,0.658979430704042
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2016-05-01,0.658460399872711
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2016-08-01,0.655665051034172
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2016-11-01,0.650820331458933
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2017-02-01,0.644510261542365
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2017-05-01,0.637303406732478
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2017-08-01,0.629865002316959
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2017-11-01,0.622944371620854
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2018-02-01,0.61725533054841
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2018-05-01,0.61333917368133
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2018-08-01,0.611767757686926
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2018-11-01,0.612944247683855
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2019-02-01,0.616996588981312
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2019-05-01,0.624051253079842
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2019-08-01,0.633908720341632
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2019-11-01,0.646041939095675
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2020-02-01,0.659888198429982
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2020-05-01,0.674621416844589
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2020-08-01,0.689131935896066
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2020-11-01,0.702187496636652
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2021-02-01,0.712900394358768
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2021-05-01,0.720851472124627
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2021-08-01,0.726041280556929
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2021-11-01,0.728754286756108
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2022-02-01,0.729462860292799
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2022-05-01,0.728646893377726
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2022-08-01,0.726576360511035
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2022-11-01,0.723386677553343
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2023-02-01,0.71950477845492
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2023-05-01,0.715446476645413
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2023-08-01,0.711732239336726
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2023-11-01,0.708728108513865
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2024-02-01,0.706484813992064
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2024-05-01,0.705383155528213
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2024-08-01,0.705805711309405
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2024-11-01,0.707920903779039
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2025-02-01,0.711579375879201
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2025-05-01,0.716251819987116
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2025-08-01,0.721386701870169
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2025-11-01,0.726520877096684
ACT,1,N,A,"Agriculture, Forestry and Fishing",A,2026-02-01,0.731449633026435
ACT,1,N,B,Mining,B,1986-08-01,0.288201842478831
ACT,1,N,B,Mining,B,1986-11-01,0.27734835886059
ACT,1,N,B,Mining,B,1987-02-01,0.266576022384103
ACT,1,N,B,Mining,B,1987-05-01,0.25593221915831
ACT,1,N,B,Mining,B,1987-08-01,0.245569446900136
ACT,1,N,B,Mining,B,1987-11-01,0.235623254312806
ACT,1,N,B,Mining,B,1988-02-01,0.226267830577797
ACT,1,N,B,Mining,B,1988-05-01,0.217665160034606
ACT,1,N,B,Mining,B,1988-08-01,0.209904535129806
ACT,1,N,B,Mining,B,1988-11-01,0.203001707584947
ACT,1,N,B,Mining,B,1989-02-01,0.196994848561283
ACT,1,N,B,Mining,B,1989-05-01,0.191857753152826
ACT,1,N,B,Mining,B,1989-08-01,0.187520692923105
ACT,1,N,B,Mining,B,1989-11-01,0.183871285277439
ACT,1,N,B,Mining,B,1990-02-01,0.180766816878996
ACT,1,N,B,Mining,B,1990-05-01,0.178012154837645
ACT,1,N,B,Mining,B,1990-08-01,0.175362702629531
ACT,1,N,B,Mining,B,1990-11-01,0.172784757691801
ACT,1,N,B,Mining,B,1991-02-01,0.170266467193468
ACT,1,N,B,Mining,B,1991-05-01,0.167750487829988
ACT,1,N,B,Mining,B,1991-08-01,0.16515502807163
ACT,1,N,B,Mining,B,1991-11-01,0.162438613518249
ACT,1,N,B,Mining,B,1992-02-01,0.159519047877157
ACT,1,N,B,Mining,B,1992-05-01,0.156367442960551
ACT,1,N,B,Mining,B,1992-08-01,0.152995124059451
ACT,1,N,B,Mining,B,1992-11-01,0.149526597354966
ACT,1,N,B,Mining,B,1993-02-01,0.146059317496593
ACT,1,N,B,Mining,B,1993-05-01,0.142702203201692
ACT,1,N,B,Mining,B,1993-08-01,0.139577015219061
ACT,1,N,B,Mining,B,1993-11-01,0.136778825420497
ACT,1,N,B,Mining,B,1994-02-01,0.134375320447967
ACT,1,N,B,Mining,B,1994-05-01,0.132411200177552
ACT,1,N,B,Mining,B,1994-08-01,0.130909679910051
ACT,1,N,B,Mining,B,1994-11-01,0.129873717946153
ACT,1,N,B,Mining,B,1995-02-01,0.129285703925641
ACT,1,N,B,Mining,B,1995-05-01,0.129109356414585
ACT,1,N,B,Mining,B,1995-08-01,0.129290090414098
ACT,1,N,B,Mining,B,1995-11-01,0.129755127577535
ACT,1,N,B,Mining,B,1996-02-01,0.130460277346869
ACT,1,N,B,Mining,B,1996-05-01,0.131342752209335
ACT,1,N,B,Mining,B,1996-08-01,0.132320726978829
ACT,1,N,B,Mining,B,1996-11-01,0.133292787249114
ACT,1,N,B,Mining,B,1997-02-01,0.134137318159591
ACT,1,N,B,Mining,B,1997-05-01,0.134786632058596
ACT,1,N,B,Mining,B,1997-08-01,0.13524686424502
ACT,1,N,B,Mining,B,1997-11-01,0.13552508890956
ACT,1,N,B,Mining,B,1998-02-01,0.135605100841802
ACT,1,N,B,Mining,B,1998-05-01,0.135448491650761
ACT,1,N,B,Mining,B,1998-08-01,0.134994599757427
ACT,1,N,B,Mining,B,1998-11-01,0.134160608275509
ACT,1,N,B,Mining,B,1999-02-01,0.132896006726868
ACT,1,N,B,Mining,B,1999-05-01,0.131240333109844
ACT,1,N,B,Mining,B,1999-08-01,0.12934265434952
ACT,1,N,B,Mining,B,1999-11-01,0.127332512162788
ACT,1,N,B,Mining,B,2000-02-01,0.125319858996607
ACT,1,N,B,Mining,B,2000-05-01,0.123397564477839
ACT,1,N,B,Mining,B,2000-08-01,0.121642673321469
ACT,1,N,B,Mining,B,2000-11-01,0.120117606764686
ACT,1,N,B,Mining,B,2001-02-01,0.118868934735222
ACT,1,N,B,Mining,B,2001-05-01,0.117930653656582
ACT,1,N,B,Mining,B,2001-08-01,0.117324966868061
ACT,1,N,B,Mining,B,2001-11-01,0.117062871050419
ACT,1,N,B,Mining,B,2002-02-01,0.117142210141492
ACT,1,N,B,Mining,B,2002-05-01,0.117546510208502
ACT,1,N,B,Mining,B,2002-08-01,0.118248583437332
ACT,1,N,B,Mining,B,2002-11-01,0.119210275444983
ACT,1,N,B,Mining,B,2003-02-01,0.120379701845181
ACT,1,N,B,Mining,B,2003-05-01,0.121692971829497
ACT,1,N,B,Mining,B,2003-08-01,0.123073457275848
ACT,1,N,B,Mining,B,2003-11-01,0.124482945622686
ACT,1,N,B,Mining,B,2004-02-01,0.125866478759036
ACT,1,N,B,Mining,B,2004-05-01,0.12727826444294
ACT,1,N,B,Mining,B,2004-08-01,0.128756343883219
ACT,1,N,B,Mining,B,2004-11-01,0.130321709373414
ACT,1,N,B,Mining,B,2005-02-01,0.13197505585351
ACT,1,N,B,Mining,B,2005-05-01,0.133748192409478
ACT,1,N,B,Mining,B,2005-08-01,0.135652943717377
ACT,1,N,B,Mining,B,2005-11-01,0.13770930411264
ACT,1,N,B,Mining,B,2006-02-01,0.139912660202244
ACT,1,N,B,Mining,B,2006-05-01,0.142234830278097
ACT,1,N,B,Mining,B,2006-08-01,0.144622687219479
ACT,1,N,B,Mining,B,2006-11-01,0.14699670713675
ACT,1,N,B,Mining,B,2007-02-01,0.149247152322124
ACT,1,N,B,Mining,B,2007-05-01,0.151427218919953
ACT,1,N,B,Mining,B,2007-08-01,0.153610590300689
ACT,1,N,B,Mining,B,2007-11-01,0.155889878941524
ACT,1,N,B,Mining,B,2008-02-01,0.158321866062082
ACT,1,N,B,Mining,B,2008-05-01,0.160924748131439
ACT,1,N,B,Mining,B,2008-08-01,0.163680270452382
ACT,1,N,B,Mining,B,2008-11-01,0.166613521698137
ACT,1,N,B,Mining,B,2009-02-01,0.16970746573427
ACT,1,N,B,Mining,B,2009-05-01,0.172899779399072
ACT,1,N,B,Mining,B,2009-08-01,0.176084572364753
ACT,1,N,B,Mining,B,2009-11-01,0.179110391941398
ACT,1,N,B,Mining,B,2010-02-01,0.181775907942733
ACT,1,N,B,Mining,B,2010-05-01,0.183826692611312
ACT,1,N,B,Mining,B,2010-08-01,0.185029454325627
ACT,1,N,B,Mining,B,2010-11-01,0.185351601744295
ACT,1,N,B,Mining,B,2011-02-01,0.184952803334418
ACT,1,N,B,Mining,B,2011-05-01,0.183966909622361
ACT,1,N,B,Mining,B,2011-08-01,0.182493889437377
ACT,1,N,B,Mining,B,2011-11-01,0.180581232290206
ACT,1,N,B,Mining,B,2012-02-01,0.178242452617739
ACT,1,N,B,Mining,B,2012-05-01,0.175451773725423
ACT,1,N,B,Mining,B,2012-08-01,0.172240953228629
ACT,1,N,B,Mining,B,2012-11-01,0.168687254987056
ACT,1,N,B,Mining,B,2013-02-01,0.16483166341505
ACT,1,N,B,Mining,B,2013-05-01,0.160668579816383
ACT,1,N,B,Mining,B,2013-08-01,0.15628889602528
ACT,1,N,B,Mining,B,2013-11-01,0.151745586013583
ACT,1,N,B,Mining,B,2014-02-01,0.147119526554728
ACT,1,N,B,Mining,B,2014-05-01,0.142511966638833
ACT,1,N,B,Mining,B,2014-08-01,0.138019926570449
ACT,1,N,B,Mining,B,2014-11-01,0.133713856674983
ACT,1,N,B,Mining,B,2015-02-01,0.129648253277665
ACT,1,N,B,Mining,B,2015-05-01,0.125856541543305
ACT,1,N,B,Mining,B,2015-08-01,0.122349941346306
ACT,1,N,B,Mining,B,2015-11-01,0.119211008577782
ACT,1,N,B,Mining,B,2016-02-01,0.116506963705169
ACT,1,N,B,Mining,B,2016-05-01,0.114293020315542
ACT,1,N,B,Mining,B,2016-08-01,0.112610400011553
ACT,1,N,B,Mining,B,2016-11-01,0.111491391258152
ACT,1,N,B,Mining,B,2017-02-01,0.110959034309952
ACT,1,N,B,Mining,B,2017-05-01,0.111029187302025
ACT,1,N,B,Mining,B,2017-08-01,0.111707183840893
ACT,1,N,B,Mining,B,2017-11-01,0.112991464291011
ACT,1,N,B,Mining,B,2018-02-01,0.114891744936554
ACT,1,N,B,Mining,B,2018-05-01,0.117409622396514
ACT,1,N,B,Mining,B,2018-08-01,0.120533710817187
ACT,1,N,B,Mining,B,2018-11-01,0.124241743330873
ACT,1,N,B,Mining,B,2019-02-01,0.128497252790275
ACT,1,N,B,Mining,B,2019-05-01,0.133248620958514
ACT,1,N,B,Mining,B,2019-08-01,0.138422743683607
ACT,1,N,B,Mining,B,2019-11-01,0.143925736425472
ACT,1,N,B,Mining,B,2020-02-01,0.149638333718892
ACT,1,N,B,Mining,B,2020-05-01,0.155413816513379
ACT,1,N,B,Mining,B,2020-08-01,0.1611215272844
ACT,1,N,B,Mining,B,2020-11-01,0.166650342777086
ACT,1,N,B,Mining,B,2021-02-01,0.171892064376304
ACT,1,N,B,Mining,B,2021-05-01,0.176825128696727
ACT,1,N,B,Mining,B,2021-08-01,0.181407129319654
ACT,1,N,B,Mining,B,2021-11-01,0.185601248064347
ACT,1,N,B,Mining,B,2022-02-01,0.189318420583908
ACT,1,N,B,Mining,B,2022-05-01,0.1924160817514
ACT,1,N,B,Mining,B,2022-08-01,0.194808101624549
ACT,1,N,B,Mining,B,2022-11-01,0.196617341436493
ACT,1,N,B,Mining,B,2023-02-01,0.198184091078557
ACT,1,N,B,Mining,B,2023-05-01,0.199788254603666
ACT,1,N,B,Mining,B,2023-08-01,0.201644695875715
ACT,1,N,B,Mining,B,2023-11-01,0.203955583573506
ACT,1,N,B,Mining,B,2024-02-01,0.206858191730583
ACT,1,N,B,Mining,B,2024-05-01,0.210424822140758
ACT,1,N,B,Mining,B,2024-08-01,0.214657315095902
ACT,1,N,B,Mining,B,2024-11-01,0.219488495374047
ACT,1,N,B,Mining,B,2025-02-01,0.224896865733167
ACT,1,N,B,Mining,B,2025-05-01,0.230871185749156
ACT,1,N,B,Mining,B,2025-08-01,0.23731847932471
ACT,1,N,B,Mining,B,2025-11-01,0.244063975871436
ACT,1,N,B,Mining,B,2026-02-01,0.250845714041026
ACT,1,N,C,Manufacturing,C,1986-08-01,3.82847874851093
ACT,1,N,C,Manufacturing,C,1986-11-01,3.92134413512974
ACT,1,N,C,Manufacturing,C,1987-02-01,4.01421550138072
ACT,1,N,C,Manufacturing,C,1987-05-01,4.10651309822068
ACT,1,N,C,Manufacturing,C,1987-08-01,4.19733042376695
ACT,1,N,C,Manufacturing,C,1987-11-01,4.28592971998876
ACT,1,N,C,Manufacturing,C,1988-02-01,4.37185920300635
ACT,1,N,C,Manufacturing,C,1988-05-01,4.45444050558769
ACT,1,N,C,Manufacturing,C,1988-08-01,4.53287969848043
ACT,1,N,C,Manufacturing,C,1988-11-01,4.60628741429688
ACT,1,N,C,Manufacturing,C,1989-02-01,4.67356740470413
ACT,1,N,C,Manufacturing,C,1989-05-01,4.73322323729313
ACT,1,N,C,Manufacturing,C,1989-08-01,4.78422558542102
ACT,1,N,C,Manufacturing,C,1989-11-01,4.82645426139689
ACT,1,N,C,Manufacturing,C,1990-02-01,4.86005818811657
ACT,1,N,C,Manufacturing,C,1990-05-01,4.88522902893453
ACT,1,N,C,Manufacturing,C,1990-08-01,4.90230265028034
ACT,1,N,C,Manufacturing,C,1990-11-01,4.91133694448957
ACT,1,N,C,Manufacturing,C,1991-02-01,4.91232852347812
ACT,1,N,C,Manufacturing,C,1991-05-01,4.90621492405417
ACT,1,N,C,Manufacturing,C,1991-08-01,4.89424119232653
ACT,1,N,C,Manufacturing,C,1991-11-01,4.87750938784829
ACT,1,N,C,Manufacturing,C,1992-02-01,4.85667661341601
ACT,1,N,C,Manufacturing,C,1992-05-01,4.83265651144629
ACT,1,N,C,Manufacturing,C,1992-08-01,4.80639760205534
ACT,1,N,C,Manufacturing,C,1992-11-01,4.7788653242634
ACT,1,N,C,Manufacturing,C,1993-02-01,4.7503223872424
ACT,1,N,C,Manufacturing,C,1993-05-01,4.72133625948158
ACT,1,N,C,Manufacturing,C,1993-08-01,4.69264527359263
ACT,1,N,C,Manufacturing,C,1993-11-01,4.66484233289938
ACT,1,N,C,Manufacturing,C,1994-02-01,4.63811993603219
ACT,1,N,C,Manufacturing,C,1994-05-01,4.6124504690223
ACT,1,N,C,Manufacturing,C,1994-08-01,4.58793891540396
ACT,1,N,C,Manufacturing,C,1994-11-01,4.56452191403596
ACT,1,N,C,Manufacturing,C,1995-02-01,4.54188907981438
ACT,1,N,C,Manufacturing,C,1995-05-01,4.51915058779645
ACT,1,N,C,Manufacturing,C,1995-08-01,4.49536987879414
ACT,1,N,C,Manufacturing,C,1995-11-01,4.47055137703577
ACT,1,N,C,Manufacturing,C,1996-02-01,4.44569382722464
ACT,1,N,C,Manufacturing,C,1996-05-01,4.42208954303323
ACT,1,N,C,Manufacturing,C,1996-08-01,4.40115385543318
ACT,1,N,C,Manufacturing,C,1996-11-01,4.38365640075497
ACT,1,N,C,Manufacturing,C,1997-02-01,4.36991617838002
ACT,1,N,C,Manufacturing,C,1997-05-01,4.3606726576271
ACT,1,N,C,Manufacturing,C,1997-08-01,4.35693058042941
ACT,1,N,C,Manufacturing,C,1997-11-01,4.3593454303886
ACT,1,N,C,Manufacturing,C,1998-02-01,4.36849316869497
ACT,1,N,C,Manufacturing,C,1998-05-01,4.38456771934555
ACT,1,N,C,Manufacturing,C,1998-08-01,4.4076058966087
ACT,1,N,C,Manufacturing,C,1998-11-01,4.43763338527318
ACT,1,N,C,Manufacturing,C,1999-02-01,4.47474762284504
ACT,1,N,C,Manufacturing,C,1999-05-01,4.51878120636908
ACT,1,N,C,Manufacturing,C,1999-08-01,4.56842658532159
ACT,1,N,C,Manufacturing,C,1999-11-01,4.62158866738281
ACT,1,N,C,Manufacturing,C,2000-02-01,4.67547694823102
ACT,1,N,C,Manufacturing,C,2000-05-01,4.72767420812872
ACT,1,N,C,Manufacturing,C,2000-08-01,4.77687066369256
ACT,1,N,C,Manufacturing,C,2000-11-01,4.82271089695225
ACT,1,N,C,Manufacturing,C,2001-02-01,4.86524170672068
