anzsco_code,occupation,state,share_pct
272115,Student Counsellors,ACT,1.6
272199,Other Counsellors and Life Coaches,NSW,27.9
272199,Other Counsellors and Life Coaches,VIC,29.6
272199,Other Counsellors and Life Coaches,QLD,20.3
272199,Other Counsellors and Life Coaches,SA,6.7
272199,Other Counsellors and Life Coaches,WA,10.3
272199,Other Counsellors and Life Coaches,TAS,2
272199,Other Counsellors and Life Coaches,NT,0.7
272199,Other Counsellors and Life Coaches,ACT,2.5
272311,Clinical Psychologists,NSW,32.5
272311,Clinical Psychologists,VIC,27.6
272311,Clinical Psychologists,QLD,19.4
272311,Clinical Psychologists,SA,5.5
272311,Clinical Psychologists,WA,10.3
272311,Clinical Psychologists,TAS,1.8
272311,Clinical Psychologists,NT,0.6
272311,Clinical Psychologists,ACT,2.3
272312,Educational Psychologists,NSW,35
272312,Educational Psychologists,VIC,17.1
272312,Educational Psychologists,QLD,26
272312,Educational Psychologists,SA,2.2
272312,Educational Psychologists,WA,14.4
272312,Educational Psychologists,TAS,2.5
272312,Educational Psychologists,NT,0.2
272312,Educational Psychologists,ACT,2.5
272313,Organisational Psychologists,NSW,29.4
272313,Organisational Psychologists,VIC,26.3
272313,Organisational Psychologists,QLD,20.8
272313,Organisational Psychologists,SA,6.4
272313,Organisational Psychologists,WA,11.9
272313,Organisational Psychologists,TAS,0.7
272313,Organisational Psychologists,NT,0
272313,Organisational Psychologists,ACT,4.9
272314,Psychotherapists,NSW,35.1
272314,Psychotherapists,VIC,31.5
272314,Psychotherapists,QLD,14.5
272314,Psychotherapists,SA,6.7
272314,Psychotherapists,WA,7.8
272314,Psychotherapists,TAS,1.6
272314,Psychotherapists,NT,0.6
272314,Psychotherapists,ACT,2.2
272399,Other Psychologists,NSW,29.4
272399,Other Psychologists,VIC,31.9
272399,Other Psychologists,QLD,18.1
272399,Other Psychologists,SA,4.2
272399,Other Psychologists,WA,11.2
272399,Other Psychologists,TAS,1.5
272399,Other Psychologists,NT,0.2
272399,Other Psychologists,ACT,3.1
272411,Historians,NSW,29.7
272411,Historians,VIC,29.1
272411,Historians,QLD,10.5
272411,Historians,SA,6.3
272411,Historians,WA,9.4
272411,Historians,TAS,3.7
272411,Historians,NT,0.6
272411,Historians,ACT,11.7
272412,Interpreters,NSW,29
272412,Interpreters,VIC,32.1
272412,Interpreters,QLD,16.9
272412,Interpreters,SA,8.2
272412,Interpreters,WA,8.9
272412,Interpreters,TAS,2
272412,Interpreters,NT,1.9
272412,Interpreters,ACT,1.1
272413,Translators,NSW,31.8
272413,Translators,VIC,30.3
272413,Translators,QLD,17.4
272413,Translators,SA,6.5
272413,Translators,WA,7.5
272413,Translators,TAS,1.3
272413,Translators,NT,2
272413,Translators,ACT,3.4
272414,Archaeologists,NSW,34.3
272414,Archaeologists,VIC,35.1
272414,Archaeologists,QLD,9.8
272414,Archaeologists,SA,3.8
272414,Archaeologists,WA,11
272414,Archaeologists,TAS,1.6
272414,Archaeologists,NT,0.5
272414,Archaeologists,ACT,3.8
272499,Other Social Professionals,NSW,29.4
272499,Other Social Professionals,VIC,27.2
272499,Other Social Professionals,QLD,15.3
272499,Other Social Professionals,SA,4.9
272499,Other Social Professionals,WA,13.4
272499,Other Social Professionals,TAS,2.3
272499,Other Social Professionals,NT,2.8
272499,Other Social Professionals,ACT,4.8
272611,Community Arts Workers,NSW,18.9
272611,Community Arts Workers,VIC,31.1
272611,Community Arts Workers,QLD,14.5
272611,Community Arts Workers,SA,9.2
272611,Community Arts Workers,WA,12.5
272611,Community Arts Workers,TAS,4.7
272611,Community Arts Workers,NT,6.9
272611,Community Arts Workers,ACT,1
272612,Recreation Officers,NSW,30.6
272612,Recreation Officers,VIC,24.5
272612,Recreation Officers,QLD,19.4
272612,Recreation Officers,SA,6.1
272612,Recreation Officers,WA,11.6
272612,Recreation Officers,TAS,2
272612,Recreation Officers,NT,3.1
272612,Recreation Officers,ACT,2.7
272613,Welfare Workers,NSW,30.3
272613,Welfare Workers,VIC,26.7
272613,Welfare Workers,QLD,20
272613,Welfare Workers,SA,7.1
272613,Welfare Workers,WA,10.1
272613,Welfare Workers,TAS,2.2
272613,Welfare Workers,NT,1.8
272613,Welfare Workers,ACT,1.9
311211,Anaesthetic Technicians,NSW,8.4
311211,Anaesthetic Technicians,VIC,7.3
311211,Anaesthetic Technicians,QLD,34
311211,Anaesthetic Technicians,SA,0
311211,Anaesthetic Technicians,WA,50.7
311211,Anaesthetic Technicians,TAS,0
311211,Anaesthetic Technicians,NT,0
311211,Anaesthetic Technicians,ACT,0
311212,Cardiac Technicians,NSW,25.7
311212,Cardiac Technicians,VIC,32.9
311212,Cardiac Technicians,QLD,18.2
311212,Cardiac Technicians,SA,9.8
311212,Cardiac Technicians,WA,10.1
311212,Cardiac Technicians,TAS,1.6
311212,Cardiac Technicians,NT,0.9
311212,Cardiac Technicians,ACT,0.7
311213,Medical Laboratory Technicians,NSW,36.9
311213,Medical Laboratory Technicians,VIC,19.3
311213,Medical Laboratory Technicians,QLD,17.1
311213,Medical Laboratory Technicians,SA,10.5
311213,Medical Laboratory Technicians,WA,12.2
311213,Medical Laboratory Technicians,TAS,1.6
311213,Medical Laboratory Technicians,NT,0.6
311213,Medical Laboratory Technicians,ACT,1.8
311214,Operating Theatre Technicians,NSW,7.3
311214,Operating Theatre Technicians,VIC,74.5
311214,Operating Theatre Technicians,QLD,8.8
311214,Operating Theatre Technicians,SA,3.7
311214,Operating Theatre Technicians,WA,2.2
311214,Operating Theatre Technicians,TAS,2.3
311214,Operating Theatre Technicians,NT,0.9
311214,Operating Theatre Technicians,ACT,0.4
311215,Pharmacy Technicians,NSW,28.9
311215,Pharmacy Technicians,VIC,31.2
311215,Pharmacy Technicians,QLD,18.8
311215,Pharmacy Technicians,SA,6.1
311215,Pharmacy Technicians,WA,9.8
311215,Pharmacy Technicians,TAS,2.5
311215,Pharmacy Technicians,NT,1
311215,Pharmacy Technicians,ACT,1.5
311216,Pathology Collectors,NSW,31.2
311216,Pathology Collectors,VIC,25.7
311216,Pathology Collectors,QLD,21.2
311216,Pathology Collectors,SA,6.7
311216,Pathology Collectors,WA,11.9
311216,Pathology Collectors,TAS,1.5
311216,Pathology Collectors,NT,0.5
311216,Pathology Collectors,ACT,1.3
311299,Other Medical Technicians,NSW,29.4
311299,Other Medical Technicians,VIC,17.6
311299,Other Medical Technicians,QLD,24
311299,Other Medical Technicians,SA,8.8
311299,Other Medical Technicians,WA,13.6
311299,Other Medical Technicians,TAS,3.5
311299,Other Medical Technicians,NT,0.8
311299,Other Medical Technicians,ACT,2
311311,Fisheries Officers,NSW,19.4
311311,Fisheries Officers,VIC,17.2
311311,Fisheries Officers,QLD,20.8
311311,Fisheries Officers,SA,9.2
311311,Fisheries Officers,WA,19.9
311311,Fisheries Officers,TAS,5.3
311311,Fisheries Officers,NT,3.1
311311,Fisheries Officers,ACT,3.9
311312,Meat Inspectors,NSW,21.1
311312,Meat Inspectors,VIC,31.4
311312,Meat Inspectors,QLD,24.5
311312,Meat Inspectors,SA,7.9
311312,Meat Inspectors,WA,11.5
311312,Meat Inspectors,TAS,1.4
311312,Meat Inspectors,NT,0
311312,Meat Inspectors,ACT,0
311313,Quarantine Officers,NSW,25.2
311313,Quarantine Officers,VIC,21.4
311313,Quarantine Officers,QLD,19.4
311313,Quarantine Officers,SA,7.9
311313,Quarantine Officers,WA,16.4
311313,Quarantine Officers,TAS,6.7
311313,Quarantine Officers,NT,1.7
311313,Quarantine Officers,ACT,1
311399,Other Primary Products Inspectors,NSW,18.7
311399,Other Primary Products Inspectors,VIC,33.7
311399,Other Primary Products Inspectors,QLD,17.5
311399,Other Primary Products Inspectors,SA,19.4
311399,Other Primary Products Inspectors,WA,6.6
311399,Other Primary Products Inspectors,TAS,1
311399,Other Primary Products Inspectors,NT,1
311399,Other Primary Products Inspectors,ACT,2.4
311411,Chemistry Technicians,NSW,24.5
311411,Chemistry Technicians,VIC,32
311411,Chemistry Technicians,QLD,18.5
311411,Chemistry Technicians,SA,8.9
311411,Chemistry Technicians,WA,12.3
311411,Chemistry Technicians,TAS,2.3
311411,Chemistry Technicians,NT,0.3
311411,Chemistry Technicians,ACT,0.9
311412,Earth Science Technicians,NSW,17.8
311412,Earth Science Technicians,VIC,12.4
311412,Earth Science Technicians,QLD,19.4
311412,Earth Science Technicians,SA,6.4
311412,Earth Science Technicians,WA,38.8
311412,Earth Science Technicians,TAS,1.7
311412,Earth Science Technicians,NT,2.3
311412,Earth Science Technicians,ACT,1.2
311413,Life Science Technicians,NSW,25.8
311413,Life Science Technicians,VIC,27
311413,Life Science Technicians,QLD,21.4
311413,Life Science Technicians,SA,6.9
311413,Life Science Technicians,WA,11.9
311413,Life Science Technicians,TAS,2.8
311413,Life Science Technicians,NT,1.1
311413,Life Science Technicians,ACT,3
311414,School Laboratory Technicians,NSW,22.6
311414,School Laboratory Technicians,VIC,27.6
311414,School Laboratory Technicians,QLD,21.2
311414,School Laboratory Technicians,SA,7.6
311414,School Laboratory Technicians,WA,15.1
311414,School Laboratory Technicians,TAS,3.2
311414,School Laboratory Technicians,NT,0.9
311414,School Laboratory Technicians,ACT,1.7
311415,Hydrographers,NSW,29.5
311415,Hydrographers,VIC,15.6
311415,Hydrographers,QLD,27.2
311415,Hydrographers,SA,6.9
311415,Hydrographers,WA,10
311415,Hydrographers,TAS,3.8
311415,Hydrographers,NT,3.1
311415,Hydrographers,ACT,2.8
311499,Other Science Technicians,NSW,25.6
311499,Other Science Technicians,VIC,25.2
311499,Other Science Technicians,QLD,18.8
311499,Other Science Technicians,SA,7.3
311499,Other Science Technicians,WA,18.2
311499,Other Science Technicians,TAS,2
311499,Other Science Technicians,NT,1.2
311499,Other Science Technicians,ACT,2.3
312111,Architectural Draftspersons,NSW,31.6
312111,Architectural Draftspersons,VIC,30.2
312111,Architectural Draftspersons,QLD,18.1
312111,Architectural Draftspersons,SA,5.1
312111,Architectural Draftspersons,WA,10.8
312111,Architectural Draftspersons,TAS,2.2
312111,Architectural Draftspersons,NT,0.5
312111,Architectural Draftspersons,ACT,1.5
312112,Building Associates,NSW,30.3
312112,Building Associates,VIC,26.2
312112,Building Associates,QLD,21.4
312112,Building Associates,SA,6.7
312112,Building Associates,WA,11.5
312112,Building Associates,TAS,1.4
312112,Building Associates,NT,0.8
312112,Building Associates,ACT,1.7
312113,Building Inspectors,NSW,31.8
312113,Building Inspectors,VIC,30.1
312113,Building Inspectors,QLD,19.6
312113,Building Inspectors,SA,4.7
312113,Building Inspectors,WA,9.4
312113,Building Inspectors,TAS,1.9
312113,Building Inspectors,NT,0.9
312113,Building Inspectors,ACT,1.5
312114,Construction Estimators,NSW,28.2
312114,Construction Estimators,VIC,28.5
312114,Construction Estimators,QLD,22.7
312114,Construction Estimators,SA,6.9
312114,Construction Estimators,WA,11
312114,Construction Estimators,TAS,1.4
312114,Construction Estimators,NT,0.4
312114,Construction Estimators,ACT,1.1
312115,Plumbing Inspectors,NSW,16
312115,Plumbing Inspectors,VIC,14.6
312115,Plumbing Inspectors,QLD,56.6
312115,Plumbing Inspectors,SA,2
312115,Plumbing Inspectors,WA,4
312115,Plumbing Inspectors,TAS,4.6
312115,Plumbing Inspectors,NT,0
312115,Plumbing Inspectors,ACT,1.1
312116,Surveying and Spatial Science Technicians,NSW,35.1
312116,Surveying and Spatial Science Technicians,VIC,19.5
312116,Surveying and Spatial Science Technicians,QLD,21
312116,Surveying and Spatial Science Technicians,SA,7
312116,Surveying and Spatial Science Technicians,WA,11
312116,Surveying and Spatial Science Technicians,TAS,2.3
312116,Surveying and Spatial Science Technicians,NT,1.2
312116,Surveying and Spatial Science Technicians,ACT,3.8
312199,"Other Architectural, Building and Surveying Technicians",NSW,30.4
312199,"Other Architectural, Building and Surveying Technicians",VIC,37.9
312199,"Other Architectural, Building and Surveying Technicians",QLD,16.7
312199,"Other Architectural, Building and Surveying Technicians",SA,6.7
312199,"Other Architectural, Building and Surveying Technicians",WA,5.2
312199,"Other Architectural, Building and Surveying Technicians",TAS,1.8
312199,"Other Architectural, Building and Surveying Technicians",NT,0
312199,"Other Architectural, Building and Surveying Technicians",ACT,1.2
312211,Civil Engineering Draftspersons,NSW,25.2
312211,Civil Engineering Draftspersons,VIC,19.6
312211,Civil Engineering Draftspersons,QLD,31.4
312211,Civil Engineering Draftspersons,SA,6.4
312211,Civil Engineering Draftspersons,WA,13.8
312211,Civil Engineering Draftspersons,TAS,2
312211,Civil Engineering Draftspersons,NT,0.4
312211,Civil Engineering Draftspersons,ACT,1.4
312212,Civil Engineering Technicians,NSW,23.4
312212,Civil Engineering Technicians,VIC,19.1
312212,Civil Engineering Technicians,QLD,31.6
312212,Civil Engineering Technicians,SA,7
312212,Civil Engineering Technicians,WA,14.4
312212,Civil Engineering Technicians,TAS,2.2
312212,Civil Engineering Technicians,NT,1.4
312212,Civil Engineering Technicians,ACT,1.1
312311,Electrical Engineering Draftspersons,NSW,20.9
312311,Electrical Engineering Draftspersons,VIC,20.1
312311,Electrical Engineering Draftspersons,QLD,28.1
312311,Electrical Engineering Draftspersons,SA,7.3
312311,Electrical Engineering Draftspersons,WA,20.3
312311,Electrical Engineering Draftspersons,TAS,2.3
312311,Electrical Engineering Draftspersons,NT,0.7
312311,Electrical Engineering Draftspersons,ACT,0.9
312312,Electrical Engineering Technicians,NSW,24.9
312312,Electrical Engineering Technicians,VIC,21
312312,Electrical Engineering Technicians,QLD,22.3
312312,Electrical Engineering Technicians,SA,7.5
312312,Electrical Engineering Technicians,WA,19.2
312312,Electrical Engineering Technicians,TAS,3.1
312312,Electrical Engineering Technicians,NT,1.2
312312,Electrical Engineering Technicians,ACT,1
312411,Electronic Engineering Draftspersons,NSW,27.9
312411,Electronic Engineering Draftspersons,VIC,25
312411,Electronic Engineering Draftspersons,QLD,25.7
312411,Electronic Engineering Draftspersons,SA,10.7
312411,Electronic Engineering Draftspersons,WA,8.6
312411,Electronic Engineering Draftspersons,TAS,0
312411,Electronic Engineering Draftspersons,NT,0
312411,Electronic Engineering Draftspersons,ACT,2.1
312412,Electronic Engineering Technicians,NSW,30.5
312412,Electronic Engineering Technicians,VIC,19.8
312412,Electronic Engineering Technicians,QLD,19.8
312412,Electronic Engineering Technicians,SA,9.6
312412,Electronic Engineering Technicians,WA,12.6
312412,Electronic Engineering Technicians,TAS,1.8
312412,Electronic Engineering Technicians,NT,2.3
312412,Electronic Engineering Technicians,ACT,3.4
312511,Mechanical Engineering Draftspersons,NSW,20.8
312511,Mechanical Engineering Draftspersons,VIC,24.7
312511,Mechanical Engineering Draftspersons,QLD,23.4
312511,Mechanical Engineering Draftspersons,SA,6.2
312511,Mechanical Engineering Draftspersons,WA,21.9
312511,Mechanical Engineering Draftspersons,TAS,1.8
312511,Mechanical Engineering Draftspersons,NT,0.5
312511,Mechanical Engineering Draftspersons,ACT,1
312512,Mechanical Engineering Technicians,NSW,22.9
312512,Mechanical Engineering Technicians,VIC,21.7
312512,Mechanical Engineering Technicians,QLD,20.2
312512,Mechanical Engineering Technicians,SA,8.1
312512,Mechanical Engineering Technicians,WA,22.6
312512,Mechanical Engineering Technicians,TAS,2.5
312512,Mechanical Engineering Technicians,NT,1.1
312512,Mechanical Engineering Technicians,ACT,0.9
312911,Maintenance Planners,NSW,17.7
312911,Maintenance Planners,VIC,11
312911,Maintenance Planners,QLD,25.2
312911,Maintenance Planners,SA,5.6
312911,Maintenance Planners,WA,37
312911,Maintenance Planners,TAS,1.6
312911,Maintenance Planners,NT,1.5
312911,Maintenance Planners,ACT,0.4
312912,Metallurgical and Materials Technicians,NSW,12.3
312912,Metallurgical and Materials Technicians,VIC,8.3
312912,Metallurgical and Materials Technicians,QLD,20
312912,Metallurgical and Materials Technicians,SA,6.6
312912,Metallurgical and Materials Technicians,WA,49.9
312912,Metallurgical and Materials Technicians,TAS,1.6
312912,Metallurgical and Materials Technicians,NT,1.2
312912,Metallurgical and Materials Technicians,ACT,0.1
312913,Mine Deputies,NSW,19.7
312913,Mine Deputies,VIC,3.5
312913,Mine Deputies,QLD,28.5
312913,Mine Deputies,SA,5.7
312913,Mine Deputies,WA,40
312913,Mine Deputies,TAS,1.4
312913,Mine Deputies,NT,1.2
312913,Mine Deputies,ACT,0.1
312999,Building and Engineering Technicians (not covered elsewhere),NSW,26
312999,Building and Engineering Technicians (not covered elsewhere),VIC,19.5
312999,Building and Engineering Technicians (not covered elsewhere),QLD,22.7
312999,Building and Engineering Technicians (not covered elsewhere),SA,7.4
312999,Building and Engineering Technicians (not covered elsewhere),WA,20.8
312999,Building and Engineering Technicians (not covered elsewhere),TAS,1.8
312999,Building and Engineering Technicians (not covered elsewhere),NT,1.1
312999,Building and Engineering Technicians (not covered elsewhere),ACT,0.5
313111,Hardware Technicians,NSW,29.4
313111,Hardware Technicians,VIC,26.4
313111,Hardware Technicians,QLD,20.6
313111,Hardware Technicians,SA,8.1
313111,Hardware Technicians,WA,8.5
313111,Hardware Technicians,TAS,2.2
313111,Hardware Technicians,NT,1.1
313111,Hardware Technicians,ACT,4.2
313112,ICT Customer Support Officers,NSW,33.3
313112,ICT Customer Support Officers,VIC,27.5
313112,ICT Customer Support Officers,QLD,17.3
313112,ICT Customer Support Officers,SA,6.5
313112,ICT Customer Support Officers,WA,8.8
313112,ICT Customer Support Officers,TAS,1.9
313112,ICT Customer Support Officers,NT,0.8
313112,ICT Customer Support Officers,ACT,3.9
313113,Web Administrators,NSW,37.3
313113,Web Administrators,VIC,30.5
313113,Web Administrators,QLD,15.7
313113,Web Administrators,SA,4.4
313113,Web Administrators,WA,5.5
313113,Web Administrators,TAS,1.7
313113,Web Administrators,NT,0.5
313113,Web Administrators,ACT,4.8
313199,Other ICT Support Technicians,NSW,35
313199,Other ICT Support Technicians,VIC,26.7
313199,Other ICT Support Technicians,QLD,16.8
313199,Other ICT Support Technicians,SA,5.6
313199,Other ICT Support Technicians,WA,5.7
313199,Other ICT Support Technicians,TAS,2.3
313199,Other ICT Support Technicians,NT,1.7
313199,Other ICT Support Technicians,ACT,6.1
313211,Radiocommunications Technicians,NSW,26.2
313211,Radiocommunications Technicians,VIC,18.6
313211,Radiocommunications Technicians,QLD,24.1
313211,Radiocommunications Technicians,SA,7
313211,Radiocommunications Technicians,WA,17.1
313211,Radiocommunications Technicians,TAS,1
313211,Radiocommunications Technicians,NT,1.5
313211,Radiocommunications Technicians,ACT,3.9
313212,Telecommunications Field Engineers,NSW,34.6
313212,Telecommunications Field Engineers,VIC,27.7
313212,Telecommunications Field Engineers,QLD,17.3
313212,Telecommunications Field Engineers,SA,6.8
313212,Telecommunications Field Engineers,WA,8.1
313212,Telecommunications Field Engineers,TAS,1.2
313212,Telecommunications Field Engineers,NT,0.5
313212,Telecommunications Field Engineers,ACT,2.5
313213,Telecommunications Network Planners,NSW,40.9
313213,Telecommunications Network Planners,VIC,29.8
313213,Telecommunications Network Planners,QLD,15.2
313213,Telecommunications Network Planners,SA,6.1
313213,Telecommunications Network Planners,WA,5.6
313213,Telecommunications Network Planners,TAS,0.4
313213,Telecommunications Network Planners,NT,0.6
313213,Telecommunications Network Planners,ACT,1.5
313214,Telecommunications Technical Officers and Technologists,NSW,26.7
313214,Telecommunications Technical Officers and Technologists,VIC,31.1
313214,Telecommunications Technical Officers and Technologists,QLD,19.5
313214,Telecommunications Technical Officers and Technologists,SA,6
313214,Telecommunications Technical Officers and Technologists,WA,9
313214,Telecommunications Technical Officers and Technologists,TAS,3.6
313214,Telecommunications Technical Officers and Technologists,NT,0.4
313214,Telecommunications Technical Officers and Technologists,ACT,2.6
321211,Motor Mechanics (General),NSW,29.4
321211,Motor Mechanics (General),VIC,25.2
321211,Motor Mechanics (General),QLD,21.5
321211,Motor Mechanics (General),SA,7.2
321211,Motor Mechanics (General),WA,12.2
321211,Motor Mechanics (General),TAS,2.1
321211,Motor Mechanics (General),NT,1.2
321211,Motor Mechanics (General),ACT,1.2
321212,Diesel Motor Mechanics,NSW,25.4
321212,Diesel Motor Mechanics,VIC,29
321212,Diesel Motor Mechanics,QLD,20.5
321212,Diesel Motor Mechanics,SA,11
321212,Diesel Motor Mechanics,WA,9.2
321212,Diesel Motor Mechanics,TAS,2.9
321212,Diesel Motor Mechanics,NT,1.2
321212,Diesel Motor Mechanics,ACT,0.6
321213,Motorcycle Mechanics,NSW,31.6
321213,Motorcycle Mechanics,VIC,22.4
321213,Motorcycle Mechanics,QLD,25.8
321213,Motorcycle Mechanics,SA,7.1
321213,Motorcycle Mechanics,WA,8.4
321213,Motorcycle Mechanics,TAS,2.1
321213,Motorcycle Mechanics,NT,1.5
321213,Motorcycle Mechanics,ACT,0.8
321214,Small Engine Mechanics,NSW,25.9
321214,Small Engine Mechanics,VIC,24.5
321214,Small Engine Mechanics,QLD,28.2
321214,Small Engine Mechanics,SA,5.6
321214,Small Engine Mechanics,WA,9
321214,Small Engine Mechanics,TAS,4.4
321214,Small Engine Mechanics,NT,1.6
321214,Small Engine Mechanics,ACT,0.9
322111,Blacksmiths,NSW,29.6
322111,Blacksmiths,VIC,24.7
322111,Blacksmiths,QLD,23.5
322111,Blacksmiths,SA,11.1
322111,Blacksmiths,WA,9.5
322111,Blacksmiths,TAS,1.6
322111,Blacksmiths,NT,0
322111,Blacksmiths,ACT,0
322112,Electroplaters,NSW,27.4
322112,Electroplaters,VIC,24.6
322112,Electroplaters,QLD,19.4
322112,Electroplaters,SA,9.6
322112,Electroplaters,WA,17.7
322112,Electroplaters,TAS,0.6
322112,Electroplaters,NT,0.9
322112,Electroplaters,ACT,0
322113,Farriers,NSW,35.2
322113,Farriers,VIC,26.1
322113,Farriers,QLD,19.4
322113,Farriers,SA,6
322113,Farriers,WA,9.8
322113,Farriers,TAS,2.1
322113,Farriers,NT,0
322113,Farriers,ACT,0.6
322114,Metal Casting Trades Workers,NSW,25.4
322114,Metal Casting Trades Workers,VIC,31.4
322114,Metal Casting Trades Workers,QLD,18.9
322114,Metal Casting Trades Workers,SA,10.1
322114,Metal Casting Trades Workers,WA,13
322114,Metal Casting Trades Workers,TAS,3.6
322114,Metal Casting Trades Workers,NT,0
322114,Metal Casting Trades Workers,ACT,0
322115,Metal Polishers,NSW,17.4
322115,Metal Polishers,VIC,42.3
322115,Metal Polishers,QLD,22.3
322115,Metal Polishers,SA,5.2
322115,Metal Polishers,WA,7.5
322115,Metal Polishers,TAS,0
322115,Metal Polishers,NT,0
322115,Metal Polishers,ACT,1.4
322311,Metal Fabricators,NSW,23.3
322311,Metal Fabricators,VIC,18
322311,Metal Fabricators,QLD,27.2
322311,Metal Fabricators,SA,7.6
322311,Metal Fabricators,WA,19.9
322311,Metal Fabricators,TAS,2.5
322311,Metal Fabricators,NT,1
322311,Metal Fabricators,ACT,0.4
322312,Pressure Welders,NSW,38.7
322312,Pressure Welders,VIC,26.9
322312,Pressure Welders,QLD,17.6
322312,Pressure Welders,SA,6.7
322312,Pressure Welders,WA,10.9
322312,Pressure Welders,TAS,0
322312,Pressure Welders,NT,0
322312,Pressure Welders,ACT,0
322313,Welders (First Class),NSW,24.3
322313,Welders (First Class),VIC,30.4
322313,Welders (First Class),QLD,16.9
322313,Welders (First Class),SA,7.5
322313,Welders (First Class),WA,16.5
322313,Welders (First Class),TAS,3.2
322313,Welders (First Class),NT,0.7
322313,Welders (First Class),ACT,0.5
323111,Aircraft Maintenance Engineers (Avionics),NSW,38.9
323111,Aircraft Maintenance Engineers (Avionics),VIC,7.2
323111,Aircraft Maintenance Engineers (Avionics),QLD,33.6
323111,Aircraft Maintenance Engineers (Avionics),SA,8.5
323111,Aircraft Maintenance Engineers (Avionics),WA,4.4
323111,Aircraft Maintenance Engineers (Avionics),TAS,0.1
323111,Aircraft Maintenance Engineers (Avionics),NT,5.8
323111,Aircraft Maintenance Engineers (Avionics),ACT,1.6
323112,Aircraft Maintenance Engineers (Mechanical),NSW,40.1
323112,Aircraft Maintenance Engineers (Mechanical),VIC,5.9
323112,Aircraft Maintenance Engineers (Mechanical),QLD,37.9
323112,Aircraft Maintenance Engineers (Mechanical),SA,6.9
323112,Aircraft Maintenance Engineers (Mechanical),WA,2.4
323112,Aircraft Maintenance Engineers (Mechanical),TAS,0.2
323112,Aircraft Maintenance Engineers (Mechanical),NT,5.4
323112,Aircraft Maintenance Engineers (Mechanical),ACT,0.8
323113,Aircraft Maintenance Engineers (Structures),NSW,30.7
323113,Aircraft Maintenance Engineers (Structures),VIC,20.9
323113,Aircraft Maintenance Engineers (Structures),QLD,33.1
323113,Aircraft Maintenance Engineers (Structures),SA,5.9
323113,Aircraft Maintenance Engineers (Structures),WA,4.3
323113,Aircraft Maintenance Engineers (Structures),TAS,0
323113,Aircraft Maintenance Engineers (Structures),NT,4.3
323113,Aircraft Maintenance Engineers (Structures),ACT,0
323211,Fitters (General),NSW,25.7
323211,Fitters (General),VIC,12.1
323211,Fitters (General),QLD,26.2
323211,Fitters (General),SA,5.6
323211,Fitters (General),WA,27.1
323211,Fitters (General),TAS,2
323211,Fitters (General),NT,1.1
323211,Fitters (General),ACT,0.2
323212,Fitter and Turners,NSW,12.6
323212,Fitter and Turners,VIC,32.2
323212,Fitter and Turners,QLD,38.4
323212,Fitter and Turners,SA,9.6
323212,Fitter and Turners,WA,3.5
323212,Fitter and Turners,TAS,2.5
323212,Fitter and Turners,NT,0.9
323212,Fitter and Turners,ACT,0.2
323213,Fitter-Welders,NSW,38.6
323213,Fitter-Welders,VIC,22.4
323213,Fitter-Welders,QLD,20.7
323213,Fitter-Welders,SA,5.2
323213,Fitter-Welders,WA,7.9
323213,Fitter-Welders,TAS,4.5
323213,Fitter-Welders,NT,0.4
323213,Fitter-Welders,ACT,0.5
323214,Metal Machinists (First Class),NSW,20.6
323214,Metal Machinists (First Class),VIC,25.4
323214,Metal Machinists (First Class),QLD,19.6
323214,Metal Machinists (First Class),SA,8.9
323214,Metal Machinists (First Class),WA,23
323214,Metal Machinists (First Class),TAS,1.7
323214,Metal Machinists (First Class),NT,0.2
323214,Metal Machinists (First Class),ACT,0.4
323215,"Textile, Clothing and Footwear Mechanics",NSW,19.1
323215,"Textile, Clothing and Footwear Mechanics",VIC,39.8
323215,"Textile, Clothing and Footwear Mechanics",QLD,26.3
323215,"Textile, Clothing and Footwear Mechanics",SA,5.6
323215,"Textile, Clothing and Footwear Mechanics",WA,6
323215,"Textile, Clothing and Footwear Mechanics",TAS,1.6
323215,"Textile, Clothing and Footwear Mechanics",NT,0
323215,"Textile, Clothing and Footwear Mechanics",ACT,1.2
323299,Other Metal Fitters and Machinists,NSW,23.7
323299,Other Metal Fitters and Machinists,VIC,25.3
323299,Other Metal Fitters and Machinists,QLD,15.4
323299,Other Metal Fitters and Machinists,SA,13.6
323299,Other Metal Fitters and Machinists,WA,17.2
323299,Other Metal Fitters and Machinists,TAS,3.6
323299,Other Metal Fitters and Machinists,NT,0.7
323299,Other Metal Fitters and Machinists,ACT,0.5
323311,Engravers,NSW,36.8
323311,Engravers,VIC,19.5
323311,Engravers,QLD,19
323311,Engravers,SA,8.8
323311,Engravers,WA,12.9
323311,Engravers,TAS,1.8
323311,Engravers,NT,0.9
323311,Engravers,ACT,0
323312,Gunsmiths,NSW,25.4
323312,Gunsmiths,VIC,19.7
323312,Gunsmiths,QLD,29.5
323312,Gunsmiths,SA,6.4
323312,Gunsmiths,WA,6.9
323312,Gunsmiths,TAS,2.3
323312,Gunsmiths,NT,5.2
323312,Gunsmiths,ACT,1.7
323313,Locksmiths,NSW,31
323313,Locksmiths,VIC,25.6
323313,Locksmiths,QLD,20.1
323313,Locksmiths,SA,7.4
323313,Locksmiths,WA,10.2
323313,Locksmiths,TAS,2.2
323313,Locksmiths,NT,1.2
323313,Locksmiths,ACT,2
