anzsco_code,occupation,state,share_pct
8994,Motor Vehicle Parts and Accessories Fitters,WA,15.1
8994,Motor Vehicle Parts and Accessories Fitters,TAS,2.1
8994,Motor Vehicle Parts and Accessories Fitters,NT,1.1
8994,Motor Vehicle Parts and Accessories Fitters,ACT,0.7
8995,Printing Assistants and Table Workers,NSW,17.2
8995,Printing Assistants and Table Workers,VIC,36.7
8995,Printing Assistants and Table Workers,QLD,24.1
8995,Printing Assistants and Table Workers,SA,5.2
8995,Printing Assistants and Table Workers,WA,6.6
8995,Printing Assistants and Table Workers,TAS,3.3
8995,Printing Assistants and Table Workers,NT,3.4
8995,Printing Assistants and Table Workers,ACT,3.5
8996,Recycling and Rubbish Collectors,NSW,42.8
8996,Recycling and Rubbish Collectors,VIC,15.4
8996,Recycling and Rubbish Collectors,QLD,20.1
8996,Recycling and Rubbish Collectors,SA,5.4
8996,Recycling and Rubbish Collectors,WA,5.7
8996,Recycling and Rubbish Collectors,TAS,3.1
8996,Recycling and Rubbish Collectors,NT,4.7
8996,Recycling and Rubbish Collectors,ACT,2.7
8997,Vending Machine Attendants,NSW,47.3
8997,Vending Machine Attendants,VIC,17
8997,Vending Machine Attendants,QLD,20.4
8997,Vending Machine Attendants,SA,5.4
8997,Vending Machine Attendants,WA,2.2
8997,Vending Machine Attendants,TAS,3.3
8997,Vending Machine Attendants,NT,2.2
8997,Vending Machine Attendants,ACT,2.2
8999,Other Miscellaneous Labourers,NSW,30.2
8999,Other Miscellaneous Labourers,VIC,23.6
8999,Other Miscellaneous Labourers,QLD,25.2
8999,Other Miscellaneous Labourers,SA,2.9
8999,Other Miscellaneous Labourers,WA,15.4
8999,Other Miscellaneous Labourers,TAS,1.4
8999,Other Miscellaneous Labourers,NT,0.7
8999,Other Miscellaneous Labourers,ACT,0.6
111211,Corporate General Managers,NSW,32.2
111211,Corporate General Managers,VIC,26.8
111211,Corporate General Managers,QLD,19.4
111211,Corporate General Managers,SA,6.1
111211,Corporate General Managers,WA,10.4
111211,Corporate General Managers,TAS,1.8
111211,Corporate General Managers,NT,1
111211,Corporate General Managers,ACT,2.3
111212,Defence Force Senior Officers,NSW,30.7
111212,Defence Force Senior Officers,VIC,8.1
111212,Defence Force Senior Officers,QLD,12.2
111212,Defence Force Senior Officers,SA,4.1
111212,Defence Force Senior Officers,WA,3.2
111212,Defence Force Senior Officers,TAS,0.5
111212,Defence Force Senior Officers,NT,2
111212,Defence Force Senior Officers,ACT,39.1
111311,Local Government Legislators,NSW,22.1
111311,Local Government Legislators,VIC,19.7
111311,Local Government Legislators,QLD,31.4
111311,Local Government Legislators,SA,7.5
111311,Local Government Legislators,WA,12.2
111311,Local Government Legislators,TAS,4.6
111311,Local Government Legislators,NT,2.3
111311,Local Government Legislators,ACT,0.3
111312,Members of Parliament,NSW,23.2
111312,Members of Parliament,VIC,22.2
111312,Members of Parliament,QLD,16.3
111312,Members of Parliament,SA,11.1
111312,Members of Parliament,WA,13.7
111312,Members of Parliament,TAS,6.3
111312,Members of Parliament,NT,3.4
111312,Members of Parliament,ACT,4.6
111399,Other Legislators,NSW,13.5
111399,Other Legislators,VIC,17.6
111399,Other Legislators,QLD,32.4
111399,Other Legislators,SA,8.8
111399,Other Legislators,WA,2.7
111399,Other Legislators,TAS,2.7
111399,Other Legislators,NT,14.9
111399,Other Legislators,ACT,6.8
121211,Cotton Growers,NSW,45.8
121211,Cotton Growers,VIC,0
121211,Cotton Growers,QLD,48.4
121211,Cotton Growers,SA,0
121211,Cotton Growers,WA,2.6
121211,Cotton Growers,TAS,0
121211,Cotton Growers,NT,0
121211,Cotton Growers,ACT,0
121212,Flower Growers,NSW,28.9
121212,Flower Growers,VIC,37.3
121212,Flower Growers,QLD,13.6
121212,Flower Growers,SA,7.7
121212,Flower Growers,WA,6.5
121212,Flower Growers,TAS,5.8
121212,Flower Growers,NT,0.3
121212,Flower Growers,ACT,0
121213,Fruit and Nut Growers,NSW,26.3
121213,Fruit and Nut Growers,VIC,19
121213,Fruit and Nut Growers,QLD,31.5
121213,Fruit and Nut Growers,SA,8.3
