anzsco_code,occupation,industry_rank,industry
399918,,1,Public Administration and Safety
399918,,2,Construction
399918,,3,Other Services
399999,,1,Manufacturing
399999,,2,"Electricity, Gas, Water and Waste Services"
399999,,3,"Professional, Scientific and Technical Services"
411111,,1,Health Care and Social Assistance
411112,,1,Health Care and Social Assistance
411211,,1,Health Care and Social Assistance
411212,,1,Health Care and Social Assistance
411212,,2,Manufacturing
411213,,1,Manufacturing
411213,,2,Health Care and Social Assistance
411214,,1,Health Care and Social Assistance
411411,,1,Health Care and Social Assistance
411412,,1,Health Care and Social Assistance
411412,,2,Public Administration and Safety
411412,,3,Education and Training
411711,,1,Health Care and Social Assistance
411711,,2,Public Administration and Safety
411711,,3,Other Services
411712,,1,Health Care and Social Assistance
411712,,2,Administrative and Support Services
411713,,1,Health Care and Social Assistance
411713,,2,Public Administration and Safety
411713,,3,Other Services
411714,,1,Public Administration and Safety
411715,,1,Health Care and Social Assistance
411715,,2,Public Administration and Safety
411716,,1,Health Care and Social Assistance
411716,,2,Public Administration and Safety
411716,,3,Education and Training
421111,,1,Health Care and Social Assistance
421111,,2,Education and Training
421112,,1,Health Care and Social Assistance
421113,,1,Other Services
421113,,2,Health Care and Social Assistance
421113,,3,Education and Training
421114,,1,Health Care and Social Assistance
421114,,2,Education and Training
422111,,1,Education and Training
422112,,1,Education and Training
422115,,1,Education and Training
422115,,2,Health Care and Social Assistance
422116,,1,Education and Training
423311,,1,Health Care and Social Assistance
423312,,1,Health Care and Social Assistance
423313,,1,Health Care and Social Assistance
423314,,1,Health Care and Social Assistance
423411,,1,Health Care and Social Assistance
423411,,2,Public Administration and Safety
423412,,1,Education and Training
423413,,1,Health Care and Social Assistance
423413,,2,Other Services
423413,,3,Public Administration and Safety
431111,,1,Accommodation and Food Services
431112,,1,Accommodation and Food Services
431112,,2,Retail Trade
431911,,1,Accommodation and Food Services
431911,,2,Arts and Recreation Services
431912,,1,Accommodation and Food Services
431912,,2,Arts and Recreation Services
431912,,3,Manufacturing
431999,,1,Arts and Recreation Services
431999,,2,Accommodation and Food Services
441211,,1,Mining
441211,,2,Public Administration and Safety
441211,,3,Health Care and Social Assistance
441212,,1,Public Administration and Safety
441311,,1,Public Administration and Safety
441312,,1,Public Administration and Safety
442211,,1,Public Administration and Safety
442212,,1,Public Administration and Safety
442213,,1,Public Administration and Safety
442213,,2,Accommodation and Food Services
442213,,3,Arts and Recreation Services
442214,,1,Public Administration and Safety
442214,,2,Financial and Insurance Services
442214,,3,"Professional, Scientific and Technical Services"
442215,,1,Retail Trade
442215,,2,Public Administration and Safety
442216,,1,Public Administration and Safety
442216,,2,"Professional, Scientific and Technical Services"
442216,,3,Financial and Insurance Services
442217,,1,Public Administration and Safety
442217,,2,Health Care and Social Assistance
442299,,1,Public Administration and Safety
442299,,2,Accommodation and Food Services
442299,,3,Arts and Recreation Services
451311,,1,Other Services
451399,,1,Other Services
451411,,1,Arts and Recreation Services
451411,,2,Public Administration and Safety
451412,,1,Administrative and Support Services
451412,,2,Arts and Recreation Services
451412,,3,"Transport, Postal and Warehousing"
451511,,1,Health Care and Social Assistance
451511,,2,Other Services
451512,,1,Accommodation and Food Services
451512,,2,Other Services
451513,,1,Health Care and Social Assistance
451513,,2,Retail Trade
451611,,1,Public Administration and Safety
451611,,2,Administrative and Support Services
451611,,3,Arts and Recreation Services
451612,,1,Administrative and Support Services
451612,,2,"Transport, Postal and Warehousing"
451711,,1,"Transport, Postal and Warehousing"
451799,,1,"Transport, Postal and Warehousing"
451799,,2,Public Administration and Safety
451799,,3,Accommodation and Food Services
451811,,1,Other Services
451812,,1,Other Services
451814,,1,Other Services
451815,,1,Education and Training
451815,,2,Health Care and Social Assistance
451816,,1,Other Services
451816,,2,Health Care and Social Assistance
451816,,3,Education and Training
451899,,1,Other Services
451899,,2,Health Care and Social Assistance
451899,,3,Education and Training
452212,,1,"Transport, Postal and Warehousing"
452212,,2,"Agriculture, Forestry and Fishing"
452212,,3,Administrative and Support Services
452215,,1,Education and Training
452215,,2,Arts and Recreation Services
452216,,1,Administrative and Support Services
452216,,2,Arts and Recreation Services
452216,,3,"Transport, Postal and Warehousing"
452299,,1,Arts and Recreation Services
452299,,2,Administrative and Support Services
452299,,3,Education and Training
452311,,1,"Transport, Postal and Warehousing"
452311,,2,Education and Training
452311,,3,Arts and Recreation Services
452312,,1,Arts and Recreation Services
452312,,2,Education and Training
452313,,1,Education and Training
452313,,2,Arts and Recreation Services
452314,,1,Education and Training
452314,,2,Arts and Recreation Services
452314,,3,"Transport, Postal and Warehousing"
452315,,1,Education and Training
452315,,2,Arts and Recreation Services
452315,,3,Public Administration and Safety
452316,,1,Education and Training
452316,,2,Arts and Recreation Services
452317,,1,Education and Training
452317,,2,Arts and Recreation Services
452318,,1,Arts and Recreation Services
452321,,1,Arts and Recreation Services
452321,,2,Education and Training
452321,,3,Public Administration and Safety
452322,,1,Arts and Recreation Services
452323,,1,Arts and Recreation Services
452323,,2,Accommodation and Food Services
452323,,3,Education and Training
452411,,1,Arts and Recreation Services
452412,,1,Arts and Recreation Services
452412,,2,Education and Training
452412,,3,Accommodation and Food Services
452413,,1,Arts and Recreation Services
452414,,1,Arts and Recreation Services
452414,,2,Public Administration and Safety
452414,,3,Education and Training
452499,,1,Arts and Recreation Services
452499,,2,Education and Training
511111,,1,Construction
511111,,2,Public Administration and Safety
511111,,3,"Professional, Scientific and Technical Services"
511112,,1,Public Administration and Safety
511112,,2,Health Care and Social Assistance
511112,,3,"Professional, Scientific and Technical Services"
512211,,1,Health Care and Social Assistance
512299,,1,"Professional, Scientific and Technical Services"
512299,,2,Health Care and Social Assistance
512299,,3,Financial and Insurance Services
521211,,1,Construction
521211,,2,"Professional, Scientific and Technical Services"
521211,,3,Other Services
521212,,1,"Professional, Scientific and Technical Services"
532111,,1,Health Care and Social Assistance
532111,,2,Public Administration and Safety
532111,,3,"Professional, Scientific and Technical Services"
532112,,1,Administrative and Support Services
532112,,2,Public Administration and Safety
532112,,3,Information Media and Telecommunications
532113,,1,Health Care and Social Assistance
532113,,2,Administrative and Support Services
532113,,3,"Professional, Scientific and Technical Services"
541111,,1,Financial and Insurance Services
541111,,2,Public Administration and Safety
541111,,3,Administrative and Support Services
541112,,1,Public Administration and Safety
541112,,2,Administrative and Support Services
541112,,3,Financial and Insurance Services
542111,,1,Health Care and Social Assistance
542111,,2,"Professional, Scientific and Technical Services"
542111,,3,Education and Training
542112,,1,Health Care and Social Assistance
542113,,1,Accommodation and Food Services
542114,,1,Health Care and Social Assistance
551111,,1,Construction
551111,,2,Health Care and Social Assistance
551111,,3,Manufacturing
551112,,1,Construction
551112,,2,Manufacturing
551112,,3,Other Services
552311,,1,Arts and Recreation Services
552312,,1,Financial and Insurance Services
552313,,1,Financial and Insurance Services
552314,,1,"Professional, Scientific and Technical Services"
552314,,2,Public Administration and Safety
552314,,3,Financial and Insurance Services
561111,,1,Arts and Recreation Services
561111,,2,Accommodation and Food Services
561113,,1,Arts and Recreation Services
561199,,1,Accommodation and Food Services
561199,,2,Arts and Recreation Services
561211,,1,"Transport, Postal and Warehousing"
561211,,2,Health Care and Social Assistance
561212,,1,"Transport, Postal and Warehousing"
561411,,1,"Transport, Postal and Warehousing"
561411,,2,Public Administration and Safety
561411,,3,"Professional, Scientific and Technical Services"
561412,,1,"Transport, Postal and Warehousing"
561911,,1,Information Media and Telecommunications
561911,,2,"Professional, Scientific and Technical Services"
561911,,3,Public Administration and Safety
561912,,1,Administrative and Support Services
561912,,2,"Electricity, Gas, Water and Waste Services"
561912,,3,Construction
561913,,1,Public Administration and Safety
561913,,2,Other Services
561999,,1,"Professional, Scientific and Technical Services"
561999,,2,Public Administration and Safety
561999,,3,Retail Trade
591112,,1,Manufacturing
591112,,2,"Transport, Postal and Warehousing"
591112,,3,Public Administration and Safety
591113,,1,Manufacturing
591113,,2,Public Administration and Safety
591113,,3,Wholesale Trade
591115,,1,Retail Trade
591115,,2,Manufacturing
591115,,3,Wholesale Trade
591116,,1,Wholesale Trade
591116,,2,"Transport, Postal and Warehousing"
591116,,3,Retail Trade
591117,,1,Wholesale Trade
591117,,2,Retail Trade
591117,,3,Manufacturing
591211,,1,"Transport, Postal and Warehousing"
591211,,2,Manufacturing
591211,,3,Retail Trade
591212,,1,"Transport, Postal and Warehousing"
591212,,2,Wholesale Trade
591212,,3,Manufacturing
599111,,1,"Professional, Scientific and Technical Services"
599111,,2,"Rental, Hiring and Real Estate Services"
599112,,1,"Professional, Scientific and Technical Services"
599112,,2,Public Administration and Safety
599211,,1,Public Administration and Safety
599212,,1,Public Administration and Safety
599212,,2,"Professional, Scientific and Technical Services"
599213,,1,Public Administration and Safety
599213,,2,Administrative and Support Services
599214,,1,"Professional, Scientific and Technical Services"
599214,,2,Public Administration and Safety
599215,,1,Financial and Insurance Services
599215,,2,"Rental, Hiring and Real Estate Services"
599215,,3,"Professional, Scientific and Technical Services"
599511,,1,Public Administration and Safety
599511,,2,"Transport, Postal and Warehousing"
599512,,1,Public Administration and Safety
599513,,1,Public Administration and Safety
599513,,2,"Transport, Postal and Warehousing"
599513,,3,Retail Trade
599514,,1,Public Administration and Safety
599514,,2,Administrative and Support Services
599514,,3,"Agriculture, Forestry and Fishing"
599515,,1,Public Administration and Safety
599516,,1,Public Administration and Safety
599516,,2,"Professional, Scientific and Technical Services"
599517,,1,"Transport, Postal and Warehousing"
599517,,2,Mining
599517,,3,Manufacturing
599518,,1,"Transport, Postal and Warehousing"
599518,,2,Public Administration and Safety
599521,,1,"Electricity, Gas, Water and Waste Services"
599521,,2,Public Administration and Safety
599599,,1,Public Administration and Safety
599599,,2,Financial and Insurance Services
599611,,1,Financial and Insurance Services
599611,,2,Public Administration and Safety
599612,,1,Financial and Insurance Services
599613,,1,Financial and Insurance Services
599912,,1,Information Media and Telecommunications
599912,,2,Arts and Recreation Services
599913,,1,"Professional, Scientific and Technical Services"
599913,,2,Information Media and Telecommunications
599913,,3,Education and Training
599914,,1,Health Care and Social Assistance
599914,,2,Public Administration and Safety
599914,,3,Information Media and Telecommunications
599915,,1,Health Care and Social Assistance
599916,,1,Public Administration and Safety
599916,,2,Education and Training
599916,,3,Health Care and Social Assistance
599999,,1,Education and Training
599999,,2,"Professional, Scientific and Technical Services"
599999,,3,Public Administration and Safety
611111,,1,Wholesale Trade
611111,,2,"Rental, Hiring and Real Estate Services"
611111,,3,Retail Trade
611112,,1,Wholesale Trade
611112,,2,"Agriculture, Forestry and Fishing"
611112,,3,Retail Trade
611311,,1,Manufacturing
611311,,2,Wholesale Trade
611311,,3,Construction
611312,,1,"Professional, Scientific and Technical Services"
611312,,2,Information Media and Telecommunications
611312,,3,"Transport, Postal and Warehousing"
611313,,1,Retail Trade
611313,,2,Wholesale Trade
611313,,3,Manufacturing
611314,,1,Retail Trade
611314,,2,Wholesale Trade
611314,,3,Manufacturing
611399,,1,Construction
611399,,2,Wholesale Trade
611399,,3,Retail Trade
612111,,1,"Rental, Hiring and Real Estate Services"
612111,,2,Wholesale Trade
612111,,3,"Professional, Scientific and Technical Services"
612112,,1,"Rental, Hiring and Real Estate Services"
612113,,1,"Rental, Hiring and Real Estate Services"
612114,,1,"Rental, Hiring and Real Estate Services"
612115,,1,"Rental, Hiring and Real Estate Services"
612115,,2,Construction
621311,,1,Retail Trade
621311,,2,Wholesale Trade
621312,,1,Retail Trade
621312,,2,Wholesale Trade
621312,,3,Other Services
621711,,1,Accommodation and Food Services
621711,,2,Wholesale Trade
621711,,3,Retail Trade
621712,,1,Retail Trade
621712,,2,Health Care and Social Assistance
621712,,3,Other Services
621713,,1,Retail Trade
621713,,2,Accommodation and Food Services
621713,,3,Manufacturing
621911,,1,Wholesale Trade
621911,,2,"Electricity, Gas, Water and Waste Services"
621912,,1,"Rental, Hiring and Real Estate Services"
621999,,1,Retail Trade
621999,,2,Wholesale Trade
621999,,3,"Agriculture, Forestry and Fishing"
631111,,1,Retail Trade
631111,,2,Accommodation and Food Services
631112,,1,Accommodation and Food Services
631112,,2,Retail Trade
631112,,3,Arts and Recreation Services
639111,,1,Arts and Recreation Services
639111,,2,Administrative and Support Services
639111,,3,"Professional, Scientific and Technical Services"
639112,,1,Retail Trade
639112,,2,Wholesale Trade
639112,,3,Manufacturing
639211,,1,Retail Trade
639211,,2,Wholesale Trade
639212,,1,Wholesale Trade
639212,,2,"Agriculture, Forestry and Fishing"
639411,,1,"Transport, Postal and Warehousing"
639411,,2,Information Media and Telecommunications
639411,,3,Accommodation and Food Services
639412,,1,"Transport, Postal and Warehousing"
711111,,1,Manufacturing
711111,,2,Construction
711112,,1,Construction
711112,,2,Manufacturing
711113,,1,Manufacturing
711113,,2,Construction
711114,,1,Manufacturing
711114,,2,Construction
711114,,3,Mining
711199,,1,Manufacturing
711199,,2,Construction
711311,,1,Manufacturing
711313,,1,Manufacturing
711313,,2,"Agriculture, Forestry and Fishing"
711314,,1,Manufacturing
711314,,2,Wholesale Trade
711314,,3,Construction
711511,,1,Manufacturing
711511,,2,Construction
711511,,3,"Electricity, Gas, Water and Waste Services"
711512,,1,Manufacturing
711512,,2,Wholesale Trade
711512,,3,"Electricity, Gas, Water and Waste Services"
711513,,1,Manufacturing
711513,,2,Construction
711513,,3,Mining
711514,,1,Manufacturing
711515,,1,Manufacturing
711515,,2,Construction
711516,,1,Manufacturing
711516,,2,Mining
711516,,3,Wholesale Trade
711599,,1,Manufacturing
711599,,2,Construction
711711,,1,Manufacturing
711712,,1,Manufacturing
711712,,2,Other Services
711713,,1,Manufacturing
711714,,1,Manufacturing
711715,,1,Manufacturing
711716,,1,"Agriculture, Forestry and Fishing"
711716,,2,Manufacturing
711799,,1,Manufacturing
711799,,2,"Agriculture, Forestry and Fishing"
711911,,1,Manufacturing
711911,,2,Wholesale Trade
711911,,3,Retail Trade
711912,,1,Information Media and Telecommunications
711912,,2,Arts and Recreation Services
711913,,1,Construction
711913,,2,Manufacturing
711914,,1,Health Care and Social Assistance
711999,,1,"Electricity, Gas, Water and Waste Services"
711999,,2,Construction
711999,,3,Manufacturing
712211,,1,Mining
712211,,2,Construction
712212,,1,Mining
712213,,1,Mining
712213,,2,Manufacturing
712911,,1,Manufacturing
712911,,2,Mining
712911,,3,"Agriculture, Forestry and Fishing"
712912,,1,"Transport, Postal and Warehousing"
712912,,2,Mining
712912,,3,Wholesale Trade
712913,,1,Manufacturing
712913,,2,Construction
712914,,1,Manufacturing
712914,,2,Construction
712915,,1,Construction
712916,,1,Manufacturing
712917,,1,"Transport, Postal and Warehousing"
712917,,2,Construction
712917,,3,Manufacturing
712918,,1,"Transport, Postal and Warehousing"
712918,,2,Mining
712921,,1,"Electricity, Gas, Water and Waste Services"
712921,,2,Public Administration and Safety
712921,,3,Mining
712922,,1,"Electricity, Gas, Water and Waste Services"
712922,,2,Manufacturing
712922,,3,Mining
712999,,1,Mining
712999,,2,Manufacturing
712999,,3,Construction
721111,,1,"Agriculture, Forestry and Fishing"
721111,,2,Public Administration and Safety
721112,,1,"Agriculture, Forestry and Fishing"
721112,,2,Manufacturing
721211,,1,Construction
721211,,2,Public Administration and Safety
721212,,1,Construction
721212,,2,Public Administration and Safety
721212,,3,"Electricity, Gas, Water and Waste Services"
721213,,1,Mining
721213,,2,Construction
721213,,3,"Agriculture, Forestry and Fishing"
721214,,1,Construction
721215,,1,Construction
721215,,2,Public Administration and Safety
721215,,3,Mining
721216,,1,Construction
721216,,2,Mining
721216,,3,Manufacturing
721911,,1,"Transport, Postal and Warehousing"
721912,,1,Construction
721912,,2,Public Administration and Safety
721913,,1,Construction
721913,,2,Public Administration and Safety
721914,,1,Construction
721914,,2,"Transport, Postal and Warehousing"
721914,,3,Manufacturing
721915,,1,Construction
721915,,2,Public Administration and Safety
721916,,1,Public Administration and Safety
721916,,2,Administrative and Support Services
721916,,3,Construction
721999,,1,Construction
721999,,2,"Transport, Postal and Warehousing"
721999,,3,Public Administration and Safety
731111,,1,"Transport, Postal and Warehousing"
731111,,2,Public Administration and Safety
731112,,1,"Transport, Postal and Warehousing"
731199,,1,"Transport, Postal and Warehousing"
731211,,1,"Transport, Postal and Warehousing"
731212,,1,"Transport, Postal and Warehousing"
731212,,2,Administrative and Support Services
731213,,1,"Transport, Postal and Warehousing"
731311,,1,"Transport, Postal and Warehousing"
731311,,2,Mining
731312,,1,"Transport, Postal and Warehousing"
733111,,1,"Transport, Postal and Warehousing"
733111,,2,Construction
733111,,3,"Electricity, Gas, Water and Waste Services"
733112,,1,"Transport, Postal and Warehousing"
733112,,2,Wholesale Trade
733112,,3,Public Administration and Safety
733113,,1,"Transport, Postal and Warehousing"
733114,,1,"Transport, Postal and Warehousing"
733114,,2,Construction
733114,,3,"Electricity, Gas, Water and Waste Services"
733115,,1,"Transport, Postal and Warehousing"
733115,,2,"Electricity, Gas, Water and Waste Services"
733115,,3,Public Administration and Safety
811411,,1,Accommodation and Food Services
811411,,2,Administrative and Support Services
811411,,3,Health Care and Social Assistance
811412,,1,Administrative and Support Services
811412,,2,Health Care and Social Assistance
811412,,3,Accommodation and Food Services
811511,,1,Other Services
811511,,2,Health Care and Social Assistance
811512,,1,Other Services
811513,,1,Other Services
811513,,2,Manufacturing
811513,,3,Administrative and Support Services
811611,,1,Other Services
811611,,2,Administrative and Support Services
811612,,1,Administrative and Support Services
811699,,1,Administrative and Support Services
811699,,2,Public Administration and Safety
811699,,3,"Electricity, Gas, Water and Waste Services"
821111,,1,Construction
821112,,1,"Electricity, Gas, Water and Waste Services"
821112,,2,Public Administration and Safety
821112,,3,Construction
821113,,1,Construction
821113,,2,Other Services
821114,,1,Construction
821411,,1,Construction
821412,,1,Construction
821412,,2,Manufacturing
821711,,1,Construction
821711,,2,Mining
821712,,1,Construction
821712,,2,Mining
821713,,1,Construction
821714,,1,Construction
821714,,2,Manufacturing
821714,,3,"Transport, Postal and Warehousing"
821911,,1,Construction
821912,,1,Mining
821912,,2,Construction
821913,,1,Construction
821913,,2,Manufacturing
821914,,1,Mining
821914,,2,"Professional, Scientific and Technical Services"
821914,,3,Manufacturing
821915,,1,"Professional, Scientific and Technical Services"
821915,,2,Mining
821915,,3,Construction
831111,,1,Manufacturing
831111,,2,Retail Trade
831112,,1,Manufacturing
831112,,2,Accommodation and Food Services
831113,,1,Manufacturing
831113,,2,Retail Trade
831114,,1,Manufacturing
831114,,2,"Agriculture, Forestry and Fishing"
831115,,1,Manufacturing
831115,,2,"Agriculture, Forestry and Fishing"
831115,,3,Accommodation and Food Services
831116,,1,Manufacturing
831116,,2,"Agriculture, Forestry and Fishing"
831117,,1,Manufacturing
831118,,1,Manufacturing
831199,,1,Manufacturing
831199,,2,Accommodation and Food Services
831199,,3,Wholesale Trade
831211,,1,Manufacturing
831212,,1,Manufacturing
831311,,1,Manufacturing
831312,,1,Manufacturing
831312,,2,"Agriculture, Forestry and Fishing"
831313,,1,Manufacturing
831313,,2,"Agriculture, Forestry and Fishing"
831313,,3,Wholesale Trade
832111,,1,Manufacturing
832111,,2,Retail Trade
832111,,3,Administrative and Support Services
832112,,1,Manufacturing
832112,,2,Administrative and Support Services
832113,,1,"Agriculture, Forestry and Fishing"
832113,,2,Administrative and Support Services
832113,,3,Retail Trade
832114,,1,Manufacturing
832114,,2,Retail Trade
832115,,1,Manufacturing
832115,,2,Wholesale Trade
832115,,3,"Agriculture, Forestry and Fishing"
832199,,1,Manufacturing
832199,,2,Retail Trade
832199,,3,Administrative and Support Services
839211,,1,Manufacturing
839212,,1,Manufacturing
839212,,2,Wholesale Trade
839311,,1,Manufacturing
839311,,2,Retail Trade
839311,,3,Wholesale Trade
839312,,1,"Agriculture, Forestry and Fishing"
839312,,2,Manufacturing
839312,,3,Wholesale Trade
839313,,1,Manufacturing
839313,,2,"Professional, Scientific and Technical Services"
839313,,3,Construction
839411,,1,Manufacturing
839412,,1,Manufacturing
839412,,2,Wholesale Trade
839413,,1,Manufacturing
839413,,2,Construction
839413,,3,"Rental, Hiring and Real Estate Services"
839911,,1,Manufacturing
839911,,2,Construction
839912,,1,Manufacturing
839912,,2,Wholesale Trade
839913,,1,Manufacturing
839913,,2,Construction
839914,,1,Manufacturing
839914,,2,Retail Trade
839914,,3,Other Services
839915,,1,Manufacturing
839916,,1,Manufacturing
839916,,2,Construction
839917,,1,Manufacturing
839917,,2,Wholesale Trade
839918,,1,"Electricity, Gas, Water and Waste Services"
839918,,2,Wholesale Trade
839918,,3,Health Care and Social Assistance
839999,,1,Manufacturing
839999,,2,Health Care and Social Assistance
839999,,3,Administrative and Support Services
841211,,1,"Agriculture, Forestry and Fishing"
841212,,1,"Agriculture, Forestry and Fishing"
841212,,2,Administrative and Support Services
841213,,1,"Agriculture, Forestry and Fishing"
841214,,1,"Agriculture, Forestry and Fishing"
841215,,1,"Agriculture, Forestry and Fishing"
841215,,2,Wholesale Trade
841215,,3,Administrative and Support Services
841216,,1,"Agriculture, Forestry and Fishing"
841216,,2,Manufacturing
841217,,1,"Agriculture, Forestry and Fishing"
841299,,1,"Agriculture, Forestry and Fishing"
841311,,1,"Agriculture, Forestry and Fishing"
841311,,2,Administrative and Support Services
841311,,3,Public Administration and Safety
841312,,1,"Agriculture, Forestry and Fishing"
841312,,2,Manufacturing
841312,,3,Administrative and Support Services
841313,,1,"Agriculture, Forestry and Fishing"
841313,,2,Administrative and Support Services
841313,,3,Manufacturing
841411,,1,Administrative and Support Services
841411,,2,Construction
841411,,3,Public Administration and Safety
841412,,1,"Agriculture, Forestry and Fishing"
841412,,2,Wholesale Trade
841412,,3,Retail Trade
841511,,1,"Agriculture, Forestry and Fishing"
841512,,1,"Agriculture, Forestry and Fishing"
841513,,1,"Agriculture, Forestry and Fishing"
841514,,1,"Agriculture, Forestry and Fishing"
841514,,2,Manufacturing
841515,,1,"Agriculture, Forestry and Fishing"
841516,,1,Arts and Recreation Services
841516,,2,"Agriculture, Forestry and Fishing"
841516,,3,Education and Training
841517,,1,"Agriculture, Forestry and Fishing"
841599,,1,"Agriculture, Forestry and Fishing"
841599,,2,Manufacturing
841911,,1,"Agriculture, Forestry and Fishing"
841911,,2,Manufacturing
841911,,3,Administrative and Support Services
841913,,1,Administrative and Support Services
841999,,1,"Agriculture, Forestry and Fishing"
841999,,2,Construction
841999,,3,Public Administration and Safety
851211,,1,Retail Trade
851211,,2,Manufacturing
851299,,1,Accommodation and Food Services
851299,,2,Retail Trade
851299,,3,Health Care and Social Assistance
891111,,1,"Transport, Postal and Warehousing"
891111,,2,Retail Trade
891111,,3,Manufacturing
891112,,1,"Transport, Postal and Warehousing"
891112,,2,Manufacturing
891112,,3,Retail Trade
891113,,1,"Transport, Postal and Warehousing"
899211,,1,"Transport, Postal and Warehousing"
899212,,1,"Agriculture, Forestry and Fishing"
899411,,1,Retail Trade
899411,,2,Other Services
899411,,3,Manufacturing
899412,,1,Other Services
899412,,2,Construction
899413,,1,Other Services
899413,,2,Manufacturing
899413,,3,Administrative and Support Services
899414,,1,Other Services
899414,,2,Retail Trade
899414,,3,Manufacturing
899415,,1,Other Services
899415,,2,Retail Trade
899415,,3,Manufacturing
899511,,1,Manufacturing
899511,,2,Information Media and Telecommunications
899512,,1,Manufacturing
899512,,2,Information Media and Telecommunications
899911,,1,Retail Trade
899911,,2,Other Services
899912,,1,Other Services
899912,,2,"Rental, Hiring and Real Estate Services"
899912,,3,Public Administration and Safety
899913,,1,Public Administration and Safety
899913,,2,"Transport, Postal and Warehousing"
899913,,3,Education and Training
899914,,1,Construction
899914,,2,"Electricity, Gas, Water and Waste Services"
899914,,3,Manufacturing
899915,,1,"Transport, Postal and Warehousing"
899915,,2,"Professional, Scientific and Technical Services"
899915,,3,Manufacturing
899916,,1,Other Services
899916,,2,Retail Trade
899916,,3,Manufacturing
899917,,1,"Transport, Postal and Warehousing"
899918,,1,Construction
899918,,2,"Professional, Scientific and Technical Services"
899918,,3,Manufacturing
899921,,1,Arts and Recreation Services
899921,,2,Information Media and Telecommunications
899921,,3,Public Administration and Safety
899922,,1,Retail Trade
899922,,2,Administrative and Support Services
899923,,1,Public Administration and Safety
899923,,2,Construction
899923,,3,"Professional, Scientific and Technical Services"
899999,,1,Construction
899999,,2,Manufacturing
899999,,3,Administrative and Support Services
