anzsco_code,occupation,industry_rank,industry
4313,Gaming Workers,2,Accommodation and Food Services
4314,Hotel Service Managers,1,Accommodation and Food Services
4314,Hotel Service Managers,2,Administrative and Support Services
4315,Waiters,1,Accommodation and Food Services
4319,Other Hospitality Workers,1,Accommodation and Food Services
4319,Other Hospitality Workers,2,Arts and Recreation Services
4411,Defence Force Members - Other Ranks,1,Public Administration and Safety
4412,Fire and Emergency Workers,1,Public Administration and Safety
4412,Fire and Emergency Workers,2,Mining
4413,Police,1,Public Administration and Safety
4421,Prison Officers,1,Public Administration and Safety
4422,Security Officers and Guards,1,Public Administration and Safety
4422,Security Officers and Guards,2,"Transport, Postal and Warehousing"
4511,Beauty Therapists,1,Other Services
4512,Driving Instructors,1,Education and Training
4512,Driving Instructors,2,"Transport, Postal and Warehousing"
4513,Funeral Workers,1,Other Services
4514,"Gallery, Museum and Tour Guides",1,Administrative and Support Services
4514,"Gallery, Museum and Tour Guides",2,Arts and Recreation Services
4514,"Gallery, Museum and Tour Guides",3,"Transport, Postal and Warehousing"
4515,Personal Care Consultants,1,Health Care and Social Assistance
4516,Tourism and Travel Advisers,1,Administrative and Support Services
4517,Travel Attendants,1,"Transport, Postal and Warehousing"
4518,Other Personal Service Workers,1,Other Services
4518,Other Personal Service Workers,2,Health Care and Social Assistance
4518,Other Personal Service Workers,3,Education and Training
4521,Fitness Instructors,1,Other Services
4521,Fitness Instructors,2,Arts and Recreation Services
4521,Fitness Instructors,3,Education and Training
4522,Outdoor Adventure Guides,1,Education and Training
4522,Outdoor Adventure Guides,2,Arts and Recreation Services
4522,Outdoor Adventure Guides,3,"Transport, Postal and Warehousing"
4523,"Sports Coaches, Instructors and Officials",1,Education and Training
4523,"Sports Coaches, Instructors and Officials",2,Arts and Recreation Services
4524,Sportspersons,1,Arts and Recreation Services
4524,Sportspersons,2,Education and Training
5111,"Contract, Program and Project Administrators",1,Public Administration and Safety
5111,"Contract, Program and Project Administrators",2,"Professional, Scientific and Technical Services"
5111,"Contract, Program and Project Administrators",3,Construction
5121,Office Managers,1,"Professional, Scientific and Technical Services"
5121,Office Managers,2,Health Care and Social Assistance
5121,Office Managers,3,Construction
5122,Practice Managers,1,Health Care and Social Assistance
5122,Practice Managers,2,"Professional, Scientific and Technical Services"
5211,Personal Assistants,1,"Professional, Scientific and Technical Services"
5211,Personal Assistants,2,Public Administration and Safety
5211,Personal Assistants,3,Health Care and Social Assistance
5212,Secretaries,1,"Professional, Scientific and Technical Services"
5212,Secretaries,2,Health Care and Social Assistance
5212,Secretaries,3,Construction
5311,General Clerks,1,Public Administration and Safety
5311,General Clerks,2,Health Care and Social Assistance
5311,General Clerks,3,Education and Training
5321,Keyboard Operators,1,Public Administration and Safety
5321,Keyboard Operators,2,Health Care and Social Assistance
5321,Keyboard Operators,3,"Professional, Scientific and Technical Services"
5411,Call or Contact Centre Workers,1,Administrative and Support Services
5411,Call or Contact Centre Workers,2,Financial and Insurance Services
5411,Call or Contact Centre Workers,3,Public Administration and Safety
5412,Information Officers,1,Public Administration and Safety
5412,Information Officers,2,Retail Trade
5412,Information Officers,3,Financial and Insurance Services
5421,Receptionists,1,Health Care and Social Assistance
5421,Receptionists,2,Accommodation and Food Services
5421,Receptionists,3,Arts and Recreation Services
5511,Accounting Clerks,1,Construction
5511,Accounting Clerks,2,"Professional, Scientific and Technical Services"
5511,Accounting Clerks,3,Public Administration and Safety
5512,Bookkeepers,1,"Professional, Scientific and Technical Services"
5512,Bookkeepers,2,Construction
5512,Bookkeepers,3,Education and Training
5513,Payroll Clerks,1,Health Care and Social Assistance
5513,Payroll Clerks,2,Public Administration and Safety
5513,Payroll Clerks,3,Construction
5521,Bank Workers,1,Financial and Insurance Services
5522,Credit and Loans Officers,1,Financial and Insurance Services
5522,Credit and Loans Officers,2,Retail Trade
5523,"Insurance, Money Market and Statistical Clerks",1,Financial and Insurance Services
5523,"Insurance, Money Market and Statistical Clerks",2,Public Administration and Safety
5611,Betting Clerks,1,Arts and Recreation Services
5611,Betting Clerks,2,Accommodation and Food Services
5612,Couriers and Postal Deliverers,1,"Transport, Postal and Warehousing"
5612,Couriers and Postal Deliverers,2,Health Care and Social Assistance
5613,Filing and Registry Clerks,1,Health Care and Social Assistance
5613,Filing and Registry Clerks,2,Public Administration and Safety
5613,Filing and Registry Clerks,3,"Professional, Scientific and Technical Services"
5614,Mail Sorters,1,"Transport, Postal and Warehousing"
5615,Survey Interviewers,1,"Professional, Scientific and Technical Services"
5616,Switchboard Operators,1,Health Care and Social Assistance
5616,Switchboard Operators,2,Public Administration and Safety
5616,Switchboard Operators,3,Retail Trade
5619,Other Clerical and Office Support Workers,1,Public Administration and Safety
5619,Other Clerical and Office Support Workers,2,Arts and Recreation Services
5619,Other Clerical and Office Support Workers,3,Administrative and Support Services
5911,Purchasing and Supply Logistics Clerks,1,Retail Trade
5911,Purchasing and Supply Logistics Clerks,2,Wholesale Trade
5911,Purchasing and Supply Logistics Clerks,3,Manufacturing
5912,Transport and Despatch Clerks,1,"Transport, Postal and Warehousing"
5912,Transport and Despatch Clerks,2,Manufacturing
5912,Transport and Despatch Clerks,3,Wholesale Trade
5991,Conveyancers and Legal Executives,1,"Professional, Scientific and Technical Services"
5991,Conveyancers and Legal Executives,2,Public Administration and Safety
5991,Conveyancers and Legal Executives,3,"Rental, Hiring and Real Estate Services"
5992,Court and Legal Clerks,1,"Professional, Scientific and Technical Services"
5992,Court and Legal Clerks,2,Public Administration and Safety
5993,Debt Collectors,1,Administrative and Support Services
5993,Debt Collectors,2,Public Administration and Safety
5993,Debt Collectors,3,Financial and Insurance Services
5994,Human Resource Clerks,1,Health Care and Social Assistance
5994,Human Resource Clerks,2,Public Administration and Safety
5994,Human Resource Clerks,3,Construction
5995,Inspectors and Regulatory Officers,1,Public Administration and Safety
5995,Inspectors and Regulatory Officers,2,"Transport, Postal and Warehousing"
5995,Inspectors and Regulatory Officers,3,Health Care and Social Assistance
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",1,Financial and Insurance Services
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",2,Public Administration and Safety
5997,Library Assistants,1,Information Media and Telecommunications
5997,Library Assistants,2,Education and Training
5999,Other Miscellaneous Clerical and Administrative Workers,1,Public Administration and Safety
5999,Other Miscellaneous Clerical and Administrative Workers,2,Education and Training
5999,Other Miscellaneous Clerical and Administrative Workers,3,Health Care and Social Assistance
6111,"Auctioneers, and Stock and Station Agents",1,Wholesale Trade
6111,"Auctioneers, and Stock and Station Agents",2,Retail Trade
6111,"Auctioneers, and Stock and Station Agents",3,Manufacturing
6112,Insurance Agents,1,Financial and Insurance Services
6113,Sales Representatives,1,Wholesale Trade
6113,Sales Representatives,2,Retail Trade
6113,Sales Representatives,3,Manufacturing
6121,Real Estate Sales Agents,1,"Rental, Hiring and Real Estate Services"
6211,Sales Assistants (General),1,Retail Trade
6211,Sales Assistants (General),2,Accommodation and Food Services
6212,ICT Sales Assistants,1,"Professional, Scientific and Technical Services"
6212,ICT Sales Assistants,2,Retail Trade
6212,ICT Sales Assistants,3,Information Media and Telecommunications
6213,Motor Vehicle and Vehicle Parts Salespersons,1,Retail Trade
6213,Motor Vehicle and Vehicle Parts Salespersons,2,Wholesale Trade
6213,Motor Vehicle and Vehicle Parts Salespersons,3,Other Services
6214,Pharmacy Sales Assistants,1,Retail Trade
6215,Retail Supervisors,1,Retail Trade
6215,Retail Supervisors,2,Accommodation and Food Services
6216,Service Station Attendants,1,Retail Trade
6217,Street Vendors and Related Salespersons,1,Retail Trade
6217,Street Vendors and Related Salespersons,2,Other Services
6217,Street Vendors and Related Salespersons,3,"Professional, Scientific and Technical Services"
6219,Other Sales Assistants and Salespersons,1,Retail Trade
6219,Other Sales Assistants and Salespersons,2,"Rental, Hiring and Real Estate Services"
6219,Other Sales Assistants and Salespersons,3,Wholesale Trade
6311,Checkout Operators and Office Cashiers,1,Retail Trade
6311,Checkout Operators and Office Cashiers,2,Accommodation and Food Services
6391,Models and Sales Demonstrators,1,Retail Trade
6391,Models and Sales Demonstrators,2,Manufacturing
6391,Models and Sales Demonstrators,3,"Professional, Scientific and Technical Services"
6392,Retail and Wool Buyers,1,Retail Trade
6392,Retail and Wool Buyers,2,Wholesale Trade
6392,Retail and Wool Buyers,3,Manufacturing
6393,Telemarketers,1,"Professional, Scientific and Technical Services"
6393,Telemarketers,2,Administrative and Support Services
6393,Telemarketers,3,"Electricity, Gas, Water and Waste Services"
6394,Ticket Salespersons,1,"Transport, Postal and Warehousing"
6394,Ticket Salespersons,2,Information Media and Telecommunications
6394,Ticket Salespersons,3,Accommodation and Food Services
6395,Visual Merchandisers,1,Retail Trade
6395,Visual Merchandisers,2,"Professional, Scientific and Technical Services"
6395,Visual Merchandisers,3,Manufacturing
6399,Other Sales Support Workers,1,Retail Trade
6399,Other Sales Support Workers,2,"Professional, Scientific and Technical Services"
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",1,Manufacturing
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",2,Construction
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",3,Wholesale Trade
7112,Industrial Spraypainters,1,Construction
7112,Industrial Spraypainters,2,Manufacturing
7113,Paper and Wood Processing Machine Operators,1,Manufacturing
7113,Paper and Wood Processing Machine Operators,2,Wholesale Trade
7114,Photographic Developers and Printers,1,Other Services
7114,Photographic Developers and Printers,2,"Professional, Scientific and Technical Services"
7114,Photographic Developers and Printers,3,Retail Trade
7115,Plastics and Rubber Production Machine Operators,1,Manufacturing
7115,Plastics and Rubber Production Machine Operators,2,Other Services
7115,Plastics and Rubber Production Machine Operators,3,Wholesale Trade
7116,Sewing Machinists,1,Manufacturing
7116,Sewing Machinists,2,Retail Trade
7117,Textile and Footwear Production Machine Operators,1,Manufacturing
7117,Textile and Footwear Production Machine Operators,2,Construction
7117,Textile and Footwear Production Machine Operators,3,Wholesale Trade
7119,Other Machine Operators,1,Health Care and Social Assistance
7119,Other Machine Operators,2,Manufacturing
7119,Other Machine Operators,3,Construction
7121,"Crane, Hoist and Lift Operators",1,Construction
7121,"Crane, Hoist and Lift Operators",2,"Transport, Postal and Warehousing"
7121,"Crane, Hoist and Lift Operators",3,Mining
7122,"Drillers, Miners and Shot Firers",1,Mining
7122,"Drillers, Miners and Shot Firers",2,Construction
7123,Engineering Production Workers,1,Manufacturing
7123,Engineering Production Workers,2,Construction
7123,Engineering Production Workers,3,Other Services
7129,Other Stationary Plant Operators,1,"Electricity, Gas, Water and Waste Services"
7129,Other Stationary Plant Operators,2,Manufacturing
7129,Other Stationary Plant Operators,3,Mining
7211,"Agricultural, Forestry and Horticultural Plant Operators",1,"Agriculture, Forestry and Fishing"
7211,"Agricultural, Forestry and Horticultural Plant Operators",2,Public Administration and Safety
7211,"Agricultural, Forestry and Horticultural Plant Operators",3,Manufacturing
7212,Earthmoving Plant Operators,1,Construction
7212,Earthmoving Plant Operators,2,Mining
7213,Forklift Drivers,1,"Transport, Postal and Warehousing"
7213,Forklift Drivers,2,Manufacturing
7213,Forklift Drivers,3,Wholesale Trade
7219,Other Mobile Plant Operators,1,"Transport, Postal and Warehousing"
7219,Other Mobile Plant Operators,2,Construction
7219,Other Mobile Plant Operators,3,Public Administration and Safety
7311,Automobile Drivers,1,"Transport, Postal and Warehousing"
7312,Bus and Coach Drivers,1,"Transport, Postal and Warehousing"
7313,Train and Tram Drivers,1,"Transport, Postal and Warehousing"
7313,Train and Tram Drivers,2,Mining
7321,Delivery Drivers,1,"Transport, Postal and Warehousing"
7321,Delivery Drivers,2,Accommodation and Food Services
7321,Delivery Drivers,3,Retail Trade
7331,Truck Drivers,1,"Transport, Postal and Warehousing"
7331,Truck Drivers,2,Construction
7331,Truck Drivers,3,"Electricity, Gas, Water and Waste Services"
7411,Storepersons,1,"Transport, Postal and Warehousing"
7411,Storepersons,2,Retail Trade
7411,Storepersons,3,Wholesale Trade
8111,Car Detailers,1,Other Services
8111,Car Detailers,2,Retail Trade
8111,Car Detailers,3,"Rental, Hiring and Real Estate Services"
8112,Commercial Cleaners,1,Administrative and Support Services
8112,Commercial Cleaners,2,Health Care and Social Assistance
8112,Commercial Cleaners,3,Accommodation and Food Services
8113,Domestic Cleaners,1,Administrative and Support Services
8113,Domestic Cleaners,2,Health Care and Social Assistance
8114,Housekeepers,1,Accommodation and Food Services
8114,Housekeepers,2,Administrative and Support Services
8114,Housekeepers,3,Health Care and Social Assistance
8115,Laundry Workers,1,Other Services
8115,Laundry Workers,2,Health Care and Social Assistance
8116,Other Cleaners,1,Administrative and Support Services
8116,Other Cleaners,2,Other Services
8116,Other Cleaners,3,Construction
8211,Building and Plumbing Labourers,1,Construction
8212,Concreters,1,Construction
8213,Fencers,1,Construction
8214,Insulation and Home Improvement Installers,1,Construction
8214,Insulation and Home Improvement Installers,2,Manufacturing
8215,Paving and Surfacing Labourers,1,Construction
8215,Paving and Surfacing Labourers,2,Public Administration and Safety
8216,Railway Track Workers,1,Construction
8216,Railway Track Workers,2,"Transport, Postal and Warehousing"
8216,Railway Track Workers,3,Mining
8217,Structural Steel Construction Workers,1,Construction
8217,Structural Steel Construction Workers,2,Mining
8217,Structural Steel Construction Workers,3,Manufacturing
8219,Other Construction and Mining Labourers,1,Mining
8219,Other Construction and Mining Labourers,2,Construction
8219,Other Construction and Mining Labourers,3,"Professional, Scientific and Technical Services"
8311,Food and Drink Factory Workers,1,Manufacturing
8312,"Meat Boners and Slicers, and Slaughterers",1,Manufacturing
8312,"Meat Boners and Slicers, and Slaughterers",2,Wholesale Trade
8313,"Meat, Poultry and Seafood Process Workers",1,Manufacturing
8313,"Meat, Poultry and Seafood Process Workers",2,Retail Trade
8321,Packers,1,Manufacturing
8321,Packers,2,Retail Trade
8321,Packers,3,Wholesale Trade
8322,Product Assemblers,1,Manufacturing
8322,Product Assemblers,2,Other Services
8391,Metal Engineering Process Workers,1,Manufacturing
8391,Metal Engineering Process Workers,2,Construction
8392,Plastics and Rubber Factory Workers,1,Manufacturing
8392,Plastics and Rubber Factory Workers,2,Wholesale Trade
8393,Product Quality Controllers,1,Manufacturing
8393,Product Quality Controllers,2,"Professional, Scientific and Technical Services"
8393,Product Quality Controllers,3,Wholesale Trade
8394,Timber and Wood Process Workers,1,Manufacturing
8394,Timber and Wood Process Workers,2,Wholesale Trade
8394,Timber and Wood Process Workers,3,Retail Trade
8399,Other Factory Process Workers,1,"Electricity, Gas, Water and Waste Services"
8399,Other Factory Process Workers,2,Manufacturing
8399,Other Factory Process Workers,3,Wholesale Trade
8411,Aquaculture Workers,1,"Agriculture, Forestry and Fishing"
8411,Aquaculture Workers,2,Public Administration and Safety
8411,Aquaculture Workers,3,Wholesale Trade
8412,Crop Farm Workers,1,"Agriculture, Forestry and Fishing"
8413,Forestry and Logging Workers,1,"Agriculture, Forestry and Fishing"
8413,Forestry and Logging Workers,2,"Professional, Scientific and Technical Services"
8414,Garden and Nursery Labourers,1,Administrative and Support Services
8414,Garden and Nursery Labourers,2,Construction
8414,Garden and Nursery Labourers,3,"Agriculture, Forestry and Fishing"
8415,Livestock Farm Workers,1,"Agriculture, Forestry and Fishing"
8415,Livestock Farm Workers,2,Arts and Recreation Services
8416,Mixed Crop and Livestock Farm Workers,1,"Agriculture, Forestry and Fishing"
8419,"Other Farm, Forestry and Garden Workers",1,Administrative and Support Services
8419,"Other Farm, Forestry and Garden Workers",2,"Agriculture, Forestry and Fishing"
8419,"Other Farm, Forestry and Garden Workers",3,Public Administration and Safety
8511,Fast Food Cooks,1,Accommodation and Food Services
8512,Food Trades Assistants,1,Manufacturing
8512,Food Trades Assistants,2,Retail Trade
8512,Food Trades Assistants,3,Accommodation and Food Services
8513,Kitchenhands,1,Accommodation and Food Services
8513,Kitchenhands,2,Health Care and Social Assistance
8911,Freight and Furniture Handlers,1,"Transport, Postal and Warehousing"
8911,Freight and Furniture Handlers,2,Construction
8911,Freight and Furniture Handlers,3,"Electricity, Gas, Water and Waste Services"
8912,Shelf Fillers,1,Retail Trade
8991,Caretakers,1,Education and Training
8991,Caretakers,2,Accommodation and Food Services
8991,Caretakers,3,Health Care and Social Assistance
8992,Deck and Fishing Hands,1,"Transport, Postal and Warehousing"
8992,Deck and Fishing Hands,2,"Agriculture, Forestry and Fishing"
8993,Handypersons,1,Construction
8993,Handypersons,2,Accommodation and Food Services
8993,Handypersons,3,Administrative and Support Services
8994,Motor Vehicle Parts and Accessories Fitters,1,Other Services
8994,Motor Vehicle Parts and Accessories Fitters,2,Retail Trade
8994,Motor Vehicle Parts and Accessories Fitters,3,Manufacturing
8995,Printing Assistants and Table Workers,1,Manufacturing
8995,Printing Assistants and Table Workers,2,Information Media and Telecommunications
8995,Printing Assistants and Table Workers,3,Arts and Recreation Services
8996,Recycling and Rubbish Collectors,1,"Electricity, Gas, Water and Waste Services"
8996,Recycling and Rubbish Collectors,2,Public Administration and Safety
8996,Recycling and Rubbish Collectors,3,Wholesale Trade
8997,Vending Machine Attendants,1,Accommodation and Food Services
8997,Vending Machine Attendants,2,Arts and Recreation Services
8999,Other Miscellaneous Labourers,1,Public Administration and Safety
8999,Other Miscellaneous Labourers,2,Construction
8999,Other Miscellaneous Labourers,3,"Transport, Postal and Warehousing"
111211,,1,Health Care and Social Assistance
111211,,2,"Professional, Scientific and Technical Services"
111211,,3,Manufacturing
111212,,1,Public Administration and Safety
111311,,1,Public Administration and Safety
111311,,2,Health Care and Social Assistance
111312,,1,Public Administration and Safety
111399,,1,Public Administration and Safety
111399,,2,Other Services
111399,,3,Health Care and Social Assistance
121211,,1,"Agriculture, Forestry and Fishing"
121212,,1,"Agriculture, Forestry and Fishing"
121213,,1,"Agriculture, Forestry and Fishing"
121214,,1,"Agriculture, Forestry and Fishing"
121215,,1,"Agriculture, Forestry and Fishing"
121215,,2,Manufacturing
121216,,1,"Agriculture, Forestry and Fishing"
121217,,1,"Agriculture, Forestry and Fishing"
121218,,1,"Agriculture, Forestry and Fishing"
121221,,1,"Agriculture, Forestry and Fishing"
121299,,1,"Agriculture, Forestry and Fishing"
121299,,2,Wholesale Trade
121311,,1,"Agriculture, Forestry and Fishing"
121312,,1,"Agriculture, Forestry and Fishing"
121313,,1,"Agriculture, Forestry and Fishing"
121315,,1,"Agriculture, Forestry and Fishing"
121316,,1,"Agriculture, Forestry and Fishing"
121316,,2,Arts and Recreation Services
121317,,1,"Agriculture, Forestry and Fishing"
121318,,1,"Agriculture, Forestry and Fishing"
121318,,2,Manufacturing
121321,,1,"Agriculture, Forestry and Fishing"
121321,,2,Manufacturing
121322,,1,"Agriculture, Forestry and Fishing"
121399,,1,"Agriculture, Forestry and Fishing"
121399,,2,Other Services
131112,,1,"Professional, Scientific and Technical Services"
131112,,2,Wholesale Trade
131112,,3,Retail Trade
131113,,1,"Professional, Scientific and Technical Services"
131113,,2,Information Media and Telecommunications
131114,,1,Public Administration and Safety
131114,,2,"Professional, Scientific and Technical Services"
131114,,3,Financial and Insurance Services
133111,,1,Construction
133111,,2,"Professional, Scientific and Technical Services"
133111,,3,Public Administration and Safety
133112,,1,Construction
133311,,1,Wholesale Trade
133311,,2,"Transport, Postal and Warehousing"
133311,,3,Retail Trade
133312,,1,Wholesale Trade
133312,,2,Retail Trade
133511,,1,"Agriculture, Forestry and Fishing"
133511,,2,Public Administration and Safety
133511,,3,Manufacturing
133512,,1,Manufacturing
133512,,2,Construction
133513,,1,Mining
133513,,2,"Professional, Scientific and Technical Services"
133513,,3,Manufacturing
133611,,1,"Transport, Postal and Warehousing"
133611,,2,Manufacturing
133611,,3,Wholesale Trade
133612,,1,Manufacturing
133612,,2,Public Administration and Safety
133612,,3,Wholesale Trade
134211,,1,Health Care and Social Assistance
134212,,1,Health Care and Social Assistance
134213,,1,Health Care and Social Assistance
134213,,2,Public Administration and Safety
134214,,1,Health Care and Social Assistance
134214,,2,Public Administration and Safety
134299,,1,Health Care and Social Assistance
134299,,2,Public Administration and Safety
134411,,1,Education and Training
134412,,1,Education and Training
134412,,2,Public Administration and Safety
134499,,1,Education and Training
135111,,1,"Professional, Scientific and Technical Services"
135111,,2,Financial and Insurance Services
135111,,3,Information Media and Telecommunications
135112,,1,"Professional, Scientific and Technical Services"
135112,,2,Public Administration and Safety
135112,,3,Financial and Insurance Services
135199,,1,"Professional, Scientific and Technical Services"
135199,,2,Financial and Insurance Services
135199,,3,Information Media and Telecommunications
139111,,1,Public Administration and Safety
139112,,1,Public Administration and Safety
139113,,1,Public Administration and Safety
139911,,1,Arts and Recreation Services
139911,,2,Public Administration and Safety
139911,,3,Education and Training
139912,,1,Public Administration and Safety
139912,,2,"Professional, Scientific and Technical Services"
139912,,3,Construction
139913,,1,"Professional, Scientific and Technical Services"
139913,,2,Education and Training
139913,,3,Health Care and Social Assistance
139914,,1,Manufacturing
139914,,2,Health Care and Social Assistance
139914,,3,Financial and Insurance Services
139915,,1,Arts and Recreation Services
139915,,2,Education and Training
139915,,3,Public Administration and Safety
139999,,1,Public Administration and Safety
139999,,2,Financial and Insurance Services
139999,,3,"Electricity, Gas, Water and Waste Services"
141911,,1,Accommodation and Food Services
141911,,2,Administrative and Support Services
141912,,1,Health Care and Social Assistance
141912,,2,"Rental, Hiring and Real Estate Services"
141999,,1,Accommodation and Food Services
141999,,2,Education and Training
141999,,3,Health Care and Social Assistance
142111,,1,Retail Trade
142111,,2,Accommodation and Food Services
142112,,1,Retail Trade
142113,,1,Arts and Recreation Services
142113,,2,Accommodation and Food Services
142114,,1,Other Services
142115,,1,"Transport, Postal and Warehousing"
142116,,1,Administrative and Support Services
142116,,2,"Transport, Postal and Warehousing"
149111,,1,Arts and Recreation Services
149111,,2,Accommodation and Food Services
149112,,1,Arts and Recreation Services
149112,,2,Other Services
149113,,1,Arts and Recreation Services
149113,,2,Education and Training
149113,,3,Public Administration and Safety
149211,,1,Construction
149211,,2,Financial and Insurance Services
149211,,3,Administrative and Support Services
149212,,1,Retail Trade
149212,,2,Financial and Insurance Services
149212,,3,"Professional, Scientific and Technical Services"
149411,,1,"Transport, Postal and Warehousing"
149411,,2,Public Administration and Safety
149411,,3,"Rental, Hiring and Real Estate Services"
149412,,1,"Transport, Postal and Warehousing"
149413,,1,"Transport, Postal and Warehousing"
149413,,2,"Rental, Hiring and Real Estate Services"
149911,,1,Other Services
149911,,2,"Agriculture, Forestry and Fishing"
149912,,1,Information Media and Telecommunications
149912,,2,Arts and Recreation Services
149913,,1,"Rental, Hiring and Real Estate Services"
149913,,2,Health Care and Social Assistance
149913,,3,Construction
149914,,1,Financial and Insurance Services
149915,,1,"Rental, Hiring and Real Estate Services"
149915,,2,Construction
149999,,1,"Professional, Scientific and Technical Services"
149999,,2,Construction
149999,,3,Administrative and Support Services
211111,,1,Arts and Recreation Services
211111,,2,Information Media and Telecommunications
211111,,3,Education and Training
211112,,1,Arts and Recreation Services
211112,,2,Education and Training
211112,,3,Accommodation and Food Services
211113,,1,Arts and Recreation Services
211113,,2,Accommodation and Food Services
211199,,1,Arts and Recreation Services
211199,,2,Information Media and Telecommunications
211199,,3,Education and Training
211211,,1,Arts and Recreation Services
211211,,2,Information Media and Telecommunications
211211,,3,Education and Training
211212,,1,Education and Training
211212,,2,Arts and Recreation Services
211212,,3,Other Services
211213,,1,Arts and Recreation Services
211213,,2,Education and Training
211213,,3,Public Administration and Safety
211214,,1,Arts and Recreation Services
211214,,2,Other Services
211299,,1,Education and Training
211299,,2,Arts and Recreation Services
211299,,3,Other Services
211411,,1,Arts and Recreation Services
211412,,1,Manufacturing
211412,,2,Arts and Recreation Services
211412,,3,Education and Training
211413,,1,Arts and Recreation Services
211413,,2,Manufacturing
211499,,1,Arts and Recreation Services
211499,,2,Manufacturing
211499,,3,Information Media and Telecommunications
212111,,1,Arts and Recreation Services
212111,,2,Education and Training
212112,,1,Information Media and Telecommunications
212112,,2,"Professional, Scientific and Technical Services"
212112,,3,Arts and Recreation Services
212113,,1,Information Media and Telecommunications
212113,,2,Arts and Recreation Services
212114,,1,Information Media and Telecommunications
212114,,2,Arts and Recreation Services
212211,,1,Arts and Recreation Services
212211,,2,Information Media and Telecommunications
212211,,3,"Professional, Scientific and Technical Services"
212212,,1,Information Media and Telecommunications
212212,,2,Education and Training
212212,,3,Arts and Recreation Services
212311,,1,Information Media and Telecommunications
212311,,2,Arts and Recreation Services
212311,,3,"Professional, Scientific and Technical Services"
212312,,1,Information Media and Telecommunications
212312,,2,Arts and Recreation Services
212312,,3,"Professional, Scientific and Technical Services"
212313,,1,Information Media and Telecommunications
212313,,2,"Professional, Scientific and Technical Services"
212314,,1,Information Media and Telecommunications
212314,,2,"Professional, Scientific and Technical Services"
212315,,1,Information Media and Telecommunications
212316,,1,Arts and Recreation Services
212316,,2,Information Media and Telecommunications
212316,,3,Education and Training
212317,,1,Information Media and Telecommunications
212318,,1,Information Media and Telecommunications
212318,,2,Arts and Recreation Services
212318,,3,"Professional, Scientific and Technical Services"
212399,,1,Information Media and Telecommunications
212399,,2,Arts and Recreation Services
212411,,1,"Professional, Scientific and Technical Services"
212411,,2,Arts and Recreation Services
212411,,3,Retail Trade
212412,,1,Information Media and Telecommunications
212412,,2,"Professional, Scientific and Technical Services"
212412,,3,Public Administration and Safety
212413,,1,Information Media and Telecommunications
212413,,2,Arts and Recreation Services
212414,,1,Information Media and Telecommunications
212415,,1,"Professional, Scientific and Technical Services"
212415,,2,Education and Training
212415,,3,Public Administration and Safety
212416,,1,Information Media and Telecommunications
212499,,1,Information Media and Telecommunications
212499,,2,Arts and Recreation Services
212499,,3,"Professional, Scientific and Technical Services"
221111,,1,"Professional, Scientific and Technical Services"
221111,,2,Financial and Insurance Services
221112,,1,Public Administration and Safety
221112,,2,"Professional, Scientific and Technical Services"
221112,,3,Financial and Insurance Services
221113,,1,"Professional, Scientific and Technical Services"
221211,,1,Financial and Insurance Services
221211,,2,"Professional, Scientific and Technical Services"
221211,,3,Mining
221212,,1,Financial and Insurance Services
221212,,2,"Professional, Scientific and Technical Services"
221213,,1,"Professional, Scientific and Technical Services"
221213,,2,Public Administration and Safety
221213,,3,Financial and Insurance Services
221214,,1,Financial and Insurance Services
221214,,2,"Professional, Scientific and Technical Services"
221214,,3,Public Administration and Safety
222111,,1,Wholesale Trade
222111,,2,"Professional, Scientific and Technical Services"
222111,,3,"Agriculture, Forestry and Fishing"
222112,,1,Financial and Insurance Services
222113,,1,Financial and Insurance Services
222199,,1,"Rental, Hiring and Real Estate Services"
222199,,2,Financial and Insurance Services
222211,,1,Financial and Insurance Services
222212,,1,Financial and Insurance Services
222212,,2,"Professional, Scientific and Technical Services"
222213,,1,Financial and Insurance Services
222299,,1,Financial and Insurance Services
222311,,1,Financial and Insurance Services
222311,,2,"Professional, Scientific and Technical Services"
222312,,1,Financial and Insurance Services
222312,,2,"Rental, Hiring and Real Estate Services"
222312,,3,Public Administration and Safety
223111,,1,Public Administration and Safety
223111,,2,Health Care and Social Assistance
223111,,3,"Professional, Scientific and Technical Services"
223112,,1,Administrative and Support Services
223112,,2,"Professional, Scientific and Technical Services"
223112,,3,Health Care and Social Assistance
223113,,1,Other Services
223113,,2,Public Administration and Safety
223113,,3,"Professional, Scientific and Technical Services"
224111,,1,Financial and Insurance Services
224111,,2,"Professional, Scientific and Technical Services"
224112,,1,Financial and Insurance Services
224112,,2,Education and Training
224112,,3,"Professional, Scientific and Technical Services"
224113,,1,"Professional, Scientific and Technical Services"
224113,,2,Education and Training
224113,,3,Public Administration and Safety
224211,,1,Education and Training
224211,,2,Information Media and Telecommunications
224211,,3,Public Administration and Safety
224212,,1,Arts and Recreation Services
224212,,2,Public Administration and Safety
224212,,3,Education and Training
224213,,1,Health Care and Social Assistance
224213,,2,"Professional, Scientific and Technical Services"
