anzsco_code,occupation,age_group,share_pct
5615,Survey Interviewers,35_44,11.4
5615,Survey Interviewers,45_54,13.8
5615,Survey Interviewers,55_59,10
5615,Survey Interviewers,60_64,11.9
5615,Survey Interviewers,65,15.5
5616,Switchboard Operators,15_19,4.2
5616,Switchboard Operators,20_24,12.7
5616,Switchboard Operators,25_34,19.1
5616,Switchboard Operators,35_44,14.1
5616,Switchboard Operators,45_54,17
5616,Switchboard Operators,55_59,10.3
5616,Switchboard Operators,60_64,12.2
5616,Switchboard Operators,65,10.4
5619,Other Clerical and Office Support Workers,15_19,9
5619,Other Clerical and Office Support Workers,20_24,12.1
5619,Other Clerical and Office Support Workers,25_34,14.3
5619,Other Clerical and Office Support Workers,35_44,14.7
5619,Other Clerical and Office Support Workers,45_54,17.1
5619,Other Clerical and Office Support Workers,55_59,10.4
5619,Other Clerical and Office Support Workers,60_64,10.6
5619,Other Clerical and Office Support Workers,65,11.6
5911,Purchasing and Supply Logistics Clerks,15_19,2.1
5911,Purchasing and Supply Logistics Clerks,20_24,7.8
5911,Purchasing and Supply Logistics Clerks,25_34,23.2
5911,Purchasing and Supply Logistics Clerks,35_44,24.8
5911,Purchasing and Supply Logistics Clerks,45_54,22.8
5911,Purchasing and Supply Logistics Clerks,55_59,9.6
5911,Purchasing and Supply Logistics Clerks,60_64,6.6
5911,Purchasing and Supply Logistics Clerks,65,3.3
5912,Transport and Despatch Clerks,15_19,1.1
5912,Transport and Despatch Clerks,20_24,6.4
5912,Transport and Despatch Clerks,25_34,22.7
5912,Transport and Despatch Clerks,35_44,25.9
5912,Transport and Despatch Clerks,45_54,23.4
5912,Transport and Despatch Clerks,55_59,10.1
5912,Transport and Despatch Clerks,60_64,6.7
5912,Transport and Despatch Clerks,65,3.7
5991,Conveyancers and Legal Executives,15_19,1.4
5991,Conveyancers and Legal Executives,20_24,23
5991,Conveyancers and Legal Executives,25_34,24.3
5991,Conveyancers and Legal Executives,35_44,19.6
5991,Conveyancers and Legal Executives,45_54,16.4
5991,Conveyancers and Legal Executives,55_59,6.7
5991,Conveyancers and Legal Executives,60_64,4.7
5991,Conveyancers and Legal Executives,65,3.9
5992,Court and Legal Clerks,15_19,2.4
5992,Court and Legal Clerks,20_24,23.6
5992,Court and Legal Clerks,25_34,26.2
5992,Court and Legal Clerks,35_44,15.6
5992,Court and Legal Clerks,45_54,15.6
5992,Court and Legal Clerks,55_59,6.8
5992,Court and Legal Clerks,60_64,5.4
5992,Court and Legal Clerks,65,4.4
5993,Debt Collectors,15_19,0.9
5993,Debt Collectors,20_24,10.7
5993,Debt Collectors,25_34,23.8
5993,Debt Collectors,35_44,22.9
5993,Debt Collectors,45_54,21.8
5993,Debt Collectors,55_59,9.1
5993,Debt Collectors,60_64,6.1
5993,Debt Collectors,65,4.7
5994,Human Resource Clerks,15_19,0.9
5994,Human Resource Clerks,20_24,8.6
5994,Human Resource Clerks,25_34,26.5
5994,Human Resource Clerks,35_44,25.1
5994,Human Resource Clerks,45_54,21.3
5994,Human Resource Clerks,55_59,9.1
5994,Human Resource Clerks,60_64,5.9
5994,Human Resource Clerks,65,2.6
5995,Inspectors and Regulatory Officers,15_19,0.6
5995,Inspectors and Regulatory Officers,20_24,5.3
5995,Inspectors and Regulatory Officers,25_34,19.7
5995,Inspectors and Regulatory Officers,35_44,25.6
5995,Inspectors and Regulatory Officers,45_54,26.8
5995,Inspectors and Regulatory Officers,55_59,11.1
5995,Inspectors and Regulatory Officers,60_64,7.4
5995,Inspectors and Regulatory Officers,65,3.5
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",15_19,0.2
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",20_24,2.6
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",25_34,19.8
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",35_44,27.2
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",45_54,26.5
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",55_59,9.8
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",60_64,8.1
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",65,5.8
5997,Library Assistants,15_19,3.2
5997,Library Assistants,20_24,6.8
5997,Library Assistants,25_34,11.8
5997,Library Assistants,35_44,15.2
5997,Library Assistants,45_54,24.5
5997,Library Assistants,55_59,15.5
5997,Library Assistants,60_64,13
5997,Library Assistants,65,10
5999,Other Miscellaneous Clerical and Administrative Workers,15_19,1.9
5999,Other Miscellaneous Clerical and Administrative Workers,20_24,14.5
5999,Other Miscellaneous Clerical and Administrative Workers,25_34,25.1
5999,Other Miscellaneous Clerical and Administrative Workers,35_44,18.8
5999,Other Miscellaneous Clerical and Administrative Workers,45_54,18.7
5999,Other Miscellaneous Clerical and Administrative Workers,55_59,8.8
5999,Other Miscellaneous Clerical and Administrative Workers,60_64,6.6
5999,Other Miscellaneous Clerical and Administrative Workers,65,5.6
6111,"Auctioneers, and Stock and Station Agents",15_19,2.2
6111,"Auctioneers, and Stock and Station Agents",20_24,6.2
6111,"Auctioneers, and Stock and Station Agents",25_34,17.1
6111,"Auctioneers, and Stock and Station Agents",35_44,19.4
6111,"Auctioneers, and Stock and Station Agents",45_54,22.1
6111,"Auctioneers, and Stock and Station Agents",55_59,10
6111,"Auctioneers, and Stock and Station Agents",60_64,9.9
6111,"Auctioneers, and Stock and Station Agents",65,12.8
6112,Insurance Agents,15_19,0.5
6112,Insurance Agents,20_24,7.3
6112,Insurance Agents,25_34,27.9
6112,Insurance Agents,35_44,28.3
6112,Insurance Agents,45_54,22.1
6112,Insurance Agents,55_59,7
6112,Insurance Agents,60_64,4.4
6112,Insurance Agents,65,2.5
6113,Sales Representatives,15_19,0.7
6113,Sales Representatives,20_24,4.9
6113,Sales Representatives,25_34,21.7
6113,Sales Representatives,35_44,25.5
6113,Sales Representatives,45_54,25.9
6113,Sales Representatives,55_59,10
6113,Sales Representatives,60_64,6.8
6113,Sales Representatives,65,4.5
6121,Real Estate Sales Agents,15_19,1.1
6121,Real Estate Sales Agents,20_24,7.1
6121,Real Estate Sales Agents,25_34,21.5
6121,Real Estate Sales Agents,35_44,22.3
6121,Real Estate Sales Agents,45_54,21.7
6121,Real Estate Sales Agents,55_59,9.2
6121,Real Estate Sales Agents,60_64,7.3
6121,Real Estate Sales Agents,65,9.8
6211,Sales Assistants (General),15_19,29.2
6211,Sales Assistants (General),20_24,19.4
6211,Sales Assistants (General),25_34,15.5
6211,Sales Assistants (General),35_44,10.5
6211,Sales Assistants (General),45_54,11.5
6211,Sales Assistants (General),55_59,5.8
6211,Sales Assistants (General),60_64,4.7
6211,Sales Assistants (General),65,3.3
6212,ICT Sales Assistants,15_19,4.2
6212,ICT Sales Assistants,20_24,20.8
6212,ICT Sales Assistants,25_34,30.6
6212,ICT Sales Assistants,35_44,20.6
6212,ICT Sales Assistants,45_54,15.2
6212,ICT Sales Assistants,55_59,4.6
6212,ICT Sales Assistants,60_64,2.5
6212,ICT Sales Assistants,65,1.6
6213,Motor Vehicle and Vehicle Parts Salespersons,15_19,3
6213,Motor Vehicle and Vehicle Parts Salespersons,20_24,11
6213,Motor Vehicle and Vehicle Parts Salespersons,25_34,23.8
6213,Motor Vehicle and Vehicle Parts Salespersons,35_44,20.6
6213,Motor Vehicle and Vehicle Parts Salespersons,45_54,20.3
6213,Motor Vehicle and Vehicle Parts Salespersons,55_59,9.3
6213,Motor Vehicle and Vehicle Parts Salespersons,60_64,6.8
6213,Motor Vehicle and Vehicle Parts Salespersons,65,5.1
6214,Pharmacy Sales Assistants,15_19,24.1
6214,Pharmacy Sales Assistants,20_24,22.8
6214,Pharmacy Sales Assistants,25_34,16
6214,Pharmacy Sales Assistants,35_44,10.8
6214,Pharmacy Sales Assistants,45_54,12.5
6214,Pharmacy Sales Assistants,55_59,5.9
6214,Pharmacy Sales Assistants,60_64,4.9
6214,Pharmacy Sales Assistants,65,3
6215,Retail Supervisors,15_19,7.8
6215,Retail Supervisors,20_24,20.5
6215,Retail Supervisors,25_34,27
6215,Retail Supervisors,35_44,18.8
6215,Retail Supervisors,45_54,15.2
6215,Retail Supervisors,55_59,5.7
6215,Retail Supervisors,60_64,3.4
6215,Retail Supervisors,65,1.5
6216,Service Station Attendants,15_19,10.4
6216,Service Station Attendants,20_24,19.4
6216,Service Station Attendants,25_34,29.2
6216,Service Station Attendants,35_44,16.1
6216,Service Station Attendants,45_54,11.8
6216,Service Station Attendants,55_59,5.5
6216,Service Station Attendants,60_64,4.6
6216,Service Station Attendants,65,3.1
6217,Street Vendors and Related Salespersons,15_19,4.3
6217,Street Vendors and Related Salespersons,20_24,9.6
6217,Street Vendors and Related Salespersons,25_34,18.5
6217,Street Vendors and Related Salespersons,35_44,19.6
6217,Street Vendors and Related Salespersons,45_54,21.7
6217,Street Vendors and Related Salespersons,55_59,9.2
6217,Street Vendors and Related Salespersons,60_64,8.3
6217,Street Vendors and Related Salespersons,65,8.6
6219,Other Sales Assistants and Salespersons,15_19,5.5
6219,Other Sales Assistants and Salespersons,20_24,9.8
6219,Other Sales Assistants and Salespersons,25_34,20.2
6219,Other Sales Assistants and Salespersons,35_44,19.4
6219,Other Sales Assistants and Salespersons,45_54,21.2
6219,Other Sales Assistants and Salespersons,55_59,9.9
6219,Other Sales Assistants and Salespersons,60_64,7.7
6219,Other Sales Assistants and Salespersons,65,6.5
6311,Checkout Operators and Office Cashiers,15_19,39.6
6311,Checkout Operators and Office Cashiers,20_24,18.6
6311,Checkout Operators and Office Cashiers,25_34,13.7
6311,Checkout Operators and Office Cashiers,35_44,8.3
6311,Checkout Operators and Office Cashiers,45_54,8.6
6311,Checkout Operators and Office Cashiers,55_59,4.8
6311,Checkout Operators and Office Cashiers,60_64,4
6311,Checkout Operators and Office Cashiers,65,2.4
6391,Models and Sales Demonstrators,15_19,2.5
6391,Models and Sales Demonstrators,20_24,8.6
6391,Models and Sales Demonstrators,25_34,15.1
6391,Models and Sales Demonstrators,35_44,18.5
6391,Models and Sales Demonstrators,45_54,26.4
6391,Models and Sales Demonstrators,55_59,13.1
6391,Models and Sales Demonstrators,60_64,9.8
6391,Models and Sales Demonstrators,65,6
6392,Retail and Wool Buyers,15_19,0.1
6392,Retail and Wool Buyers,20_24,3.5
6392,Retail and Wool Buyers,25_34,34.4
6392,Retail and Wool Buyers,35_44,29.7
6392,Retail and Wool Buyers,45_54,18.4
6392,Retail and Wool Buyers,55_59,5.9
6392,Retail and Wool Buyers,60_64,4.5
6392,Retail and Wool Buyers,65,3.3
6393,Telemarketers,15_19,4.4
6393,Telemarketers,20_24,17
6393,Telemarketers,25_34,22.9
6393,Telemarketers,35_44,15.6
6393,Telemarketers,45_54,16.4
6393,Telemarketers,55_59,8.2
6393,Telemarketers,60_64,8.3
6393,Telemarketers,65,7.2
6394,Ticket Salespersons,15_19,12
6394,Ticket Salespersons,20_24,15
6394,Ticket Salespersons,25_34,19.6
6394,Ticket Salespersons,35_44,17.6
6394,Ticket Salespersons,45_54,17.8
6394,Ticket Salespersons,55_59,8.4
6394,Ticket Salespersons,60_64,5.7
6394,Ticket Salespersons,65,3.7
6395,Visual Merchandisers,15_19,1.6
6395,Visual Merchandisers,20_24,10
6395,Visual Merchandisers,25_34,29.1
6395,Visual Merchandisers,35_44,21.9
6395,Visual Merchandisers,45_54,21.1
6395,Visual Merchandisers,55_59,7.9
6395,Visual Merchandisers,60_64,5.4
6395,Visual Merchandisers,65,2.8
6399,Other Sales Support Workers,15_19,13.7
6399,Other Sales Support Workers,20_24,21.2
6399,Other Sales Support Workers,25_34,22.1
6399,Other Sales Support Workers,35_44,15.7
6399,Other Sales Support Workers,45_54,14.7
6399,Other Sales Support Workers,55_59,6.7
6399,Other Sales Support Workers,60_64,3.6
6399,Other Sales Support Workers,65,2.3
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",15_19,1.9
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",20_24,8
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",25_34,23
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",35_44,21.9
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",45_54,25.2
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",55_59,10.3
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",60_64,6.6
7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",65,3.5
7112,Industrial Spraypainters,15_19,2.7
7112,Industrial Spraypainters,20_24,8.4
7112,Industrial Spraypainters,25_34,23.2
7112,Industrial Spraypainters,35_44,24.9
7112,Industrial Spraypainters,45_54,22.3
7112,Industrial Spraypainters,55_59,9.1
7112,Industrial Spraypainters,60_64,6.3
7112,Industrial Spraypainters,65,2.8
7113,Paper and Wood Processing Machine Operators,15_19,3
7113,Paper and Wood Processing Machine Operators,20_24,8.9
7113,Paper and Wood Processing Machine Operators,25_34,19.6
7113,Paper and Wood Processing Machine Operators,35_44,19.6
7113,Paper and Wood Processing Machine Operators,45_54,23.2
7113,Paper and Wood Processing Machine Operators,55_59,12.2
7113,Paper and Wood Processing Machine Operators,60_64,8.5
7113,Paper and Wood Processing Machine Operators,65,4.9
7114,Photographic Developers and Printers,15_19,6
7114,Photographic Developers and Printers,20_24,18.1
7114,Photographic Developers and Printers,25_34,23
7114,Photographic Developers and Printers,35_44,15.2
7114,Photographic Developers and Printers,45_54,17.8
7114,Photographic Developers and Printers,55_59,7.5
7114,Photographic Developers and Printers,60_64,7.7
7114,Photographic Developers and Printers,65,4.1
7115,Plastics and Rubber Production Machine Operators,15_19,2
7115,Plastics and Rubber Production Machine Operators,20_24,8
7115,Plastics and Rubber Production Machine Operators,25_34,19.7
7115,Plastics and Rubber Production Machine Operators,35_44,20.6
7115,Plastics and Rubber Production Machine Operators,45_54,24.3
7115,Plastics and Rubber Production Machine Operators,55_59,11.6
7115,Plastics and Rubber Production Machine Operators,60_64,9.4
7115,Plastics and Rubber Production Machine Operators,65,4.3
7116,Sewing Machinists,15_19,1.4
7116,Sewing Machinists,20_24,4.2
7116,Sewing Machinists,25_34,10.2
7116,Sewing Machinists,35_44,14.2
7116,Sewing Machinists,45_54,26.4
7116,Sewing Machinists,55_59,17.5
7116,Sewing Machinists,60_64,15.5
7116,Sewing Machinists,65,10.7
7117,Textile and Footwear Production Machine Operators,15_19,1.7
7117,Textile and Footwear Production Machine Operators,20_24,6.7
7117,Textile and Footwear Production Machine Operators,25_34,15.8
7117,Textile and Footwear Production Machine Operators,35_44,17.4
7117,Textile and Footwear Production Machine Operators,45_54,23.5
7117,Textile and Footwear Production Machine Operators,55_59,15.2
7117,Textile and Footwear Production Machine Operators,60_64,12.4
7117,Textile and Footwear Production Machine Operators,65,7.3
7119,Other Machine Operators,15_19,3.2
7119,Other Machine Operators,20_24,7.9
7119,Other Machine Operators,25_34,19.4
7119,Other Machine Operators,35_44,22
7119,Other Machine Operators,45_54,23.5
7119,Other Machine Operators,55_59,11.5
7119,Other Machine Operators,60_64,8.3
7119,Other Machine Operators,65,4.4
7121,"Crane, Hoist and Lift Operators",15_19,1
7121,"Crane, Hoist and Lift Operators",20_24,4.3
7121,"Crane, Hoist and Lift Operators",25_34,16.6
7121,"Crane, Hoist and Lift Operators",35_44,25.3
7121,"Crane, Hoist and Lift Operators",45_54,27.3
7121,"Crane, Hoist and Lift Operators",55_59,12.7
7121,"Crane, Hoist and Lift Operators",60_64,8.9
7121,"Crane, Hoist and Lift Operators",65,3.7
7122,"Drillers, Miners and Shot Firers",15_19,0.7
7122,"Drillers, Miners and Shot Firers",20_24,5.7
7122,"Drillers, Miners and Shot Firers",25_34,24.3
7122,"Drillers, Miners and Shot Firers",35_44,28.8
7122,"Drillers, Miners and Shot Firers",45_54,24.3
7122,"Drillers, Miners and Shot Firers",55_59,8.9
7122,"Drillers, Miners and Shot Firers",60_64,5.3
7122,"Drillers, Miners and Shot Firers",65,1.9
7123,Engineering Production Workers,15_19,2.1
7123,Engineering Production Workers,20_24,7
7123,Engineering Production Workers,25_34,20
7123,Engineering Production Workers,35_44,22
7123,Engineering Production Workers,45_54,24.6
7123,Engineering Production Workers,55_59,12.4
7123,Engineering Production Workers,60_64,8.4
7123,Engineering Production Workers,65,3.7
7129,Other Stationary Plant Operators,15_19,1.6
7129,Other Stationary Plant Operators,20_24,6.1
7129,Other Stationary Plant Operators,25_34,21.3
7129,Other Stationary Plant Operators,35_44,22.3
7129,Other Stationary Plant Operators,45_54,23.9
7129,Other Stationary Plant Operators,55_59,12.2
7129,Other Stationary Plant Operators,60_64,8.7
7129,Other Stationary Plant Operators,65,3.9
7211,"Agricultural, Forestry and Horticultural Plant Operators",15_19,5.9
7211,"Agricultural, Forestry and Horticultural Plant Operators",20_24,11.3
7211,"Agricultural, Forestry and Horticultural Plant Operators",25_34,21
7211,"Agricultural, Forestry and Horticultural Plant Operators",35_44,16.7
7211,"Agricultural, Forestry and Horticultural Plant Operators",45_54,18.4
7211,"Agricultural, Forestry and Horticultural Plant Operators",55_59,9.6
7211,"Agricultural, Forestry and Horticultural Plant Operators",60_64,9.1
7211,"Agricultural, Forestry and Horticultural Plant Operators",65,8
7212,Earthmoving Plant Operators,15_19,1.2
7212,Earthmoving Plant Operators,20_24,5.3
7212,Earthmoving Plant Operators,25_34,19.5
7212,Earthmoving Plant Operators,35_44,21.7
7212,Earthmoving Plant Operators,45_54,24.1
7212,Earthmoving Plant Operators,55_59,12.2
7212,Earthmoving Plant Operators,60_64,9.5
7212,Earthmoving Plant Operators,65,6.5
7213,Forklift Drivers,15_19,1
7213,Forklift Drivers,20_24,7.5
7213,Forklift Drivers,25_34,23
7213,Forklift Drivers,35_44,22.6
7213,Forklift Drivers,45_54,23.5
7213,Forklift Drivers,55_59,11.3
7213,Forklift Drivers,60_64,7.9
7213,Forklift Drivers,65,3.2
7219,Other Mobile Plant Operators,15_19,3.4
7219,Other Mobile Plant Operators,20_24,13.9
7219,Other Mobile Plant Operators,25_34,23.4
7219,Other Mobile Plant Operators,35_44,19.5
7219,Other Mobile Plant Operators,45_54,20
7219,Other Mobile Plant Operators,55_59,9.9
7219,Other Mobile Plant Operators,60_64,6.4
7219,Other Mobile Plant Operators,65,3.3
7311,Automobile Drivers,15_19,0.1
7311,Automobile Drivers,20_24,3.1
7311,Automobile Drivers,25_34,22.4
7311,Automobile Drivers,35_44,23.5
7311,Automobile Drivers,45_54,17.5
7311,Automobile Drivers,55_59,10.9
7311,Automobile Drivers,60_64,10.8
7311,Automobile Drivers,65,11.8
7312,Bus and Coach Drivers,15_19,0
7312,Bus and Coach Drivers,20_24,0.3
7312,Bus and Coach Drivers,25_34,5.7
7312,Bus and Coach Drivers,35_44,14.8
7312,Bus and Coach Drivers,45_54,22.6
7312,Bus and Coach Drivers,55_59,16.9
7312,Bus and Coach Drivers,60_64,18.5
7312,Bus and Coach Drivers,65,21.1
7313,Train and Tram Drivers,15_19,0.2
7313,Train and Tram Drivers,20_24,2.4
7313,Train and Tram Drivers,25_34,15.5
7313,Train and Tram Drivers,35_44,23.7
7313,Train and Tram Drivers,45_54,25.6
7313,Train and Tram Drivers,55_59,15.4
7313,Train and Tram Drivers,60_64,11.7
7313,Train and Tram Drivers,65,5.5
7321,Delivery Drivers,15_19,11.4
7321,Delivery Drivers,20_24,15
7321,Delivery Drivers,25_34,25.8
7321,Delivery Drivers,35_44,15.4
7321,Delivery Drivers,45_54,14.1
7321,Delivery Drivers,55_59,7.6
7321,Delivery Drivers,60_64,6.2
7321,Delivery Drivers,65,4.6
7331,Truck Drivers,15_19,0.5
7331,Truck Drivers,20_24,4.1
7331,Truck Drivers,25_34,18
7331,Truck Drivers,35_44,19.7
7331,Truck Drivers,45_54,25.6
7331,Truck Drivers,55_59,14.2
7331,Truck Drivers,60_64,11.2
7331,Truck Drivers,65,6.7
7411,Storepersons,15_19,6.7
7411,Storepersons,20_24,16.2
7411,Storepersons,25_34,24.7
7411,Storepersons,35_44,18.6
7411,Storepersons,45_54,17.3
7411,Storepersons,55_59,8
7411,Storepersons,60_64,5.8
7411,Storepersons,65,2.8
8111,Car Detailers,15_19,10.6
8111,Car Detailers,20_24,15.6
8111,Car Detailers,25_34,22.5
8111,Car Detailers,35_44,17.5
8111,Car Detailers,45_54,17
8111,Car Detailers,55_59,7.3
8111,Car Detailers,60_64,5.7
8111,Car Detailers,65,3.9
8112,Commercial Cleaners,15_19,3.8
8112,Commercial Cleaners,20_24,8.1
8112,Commercial Cleaners,25_34,19.3
8112,Commercial Cleaners,35_44,16.5
8112,Commercial Cleaners,45_54,20.3
8112,Commercial Cleaners,55_59,12.2
8112,Commercial Cleaners,60_64,11.2
8112,Commercial Cleaners,65,8.5
8113,Domestic Cleaners,15_19,2.3
8113,Domestic Cleaners,20_24,5.6
8113,Domestic Cleaners,25_34,17.2
8113,Domestic Cleaners,35_44,21.4
8113,Domestic Cleaners,45_54,25.2
8113,Domestic Cleaners,55_59,12.2
8113,Domestic Cleaners,60_64,9.7
8113,Domestic Cleaners,65,6.5
8114,Housekeepers,15_19,2.9
8114,Housekeepers,20_24,9.6
8114,Housekeepers,25_34,22.4
8114,Housekeepers,35_44,20
8114,Housekeepers,45_54,21.7
8114,Housekeepers,55_59,10.6
8114,Housekeepers,60_64,8.5
8114,Housekeepers,65,4.3
8115,Laundry Workers,15_19,2.1
8115,Laundry Workers,20_24,6
8115,Laundry Workers,25_34,13.8
8115,Laundry Workers,35_44,17
8115,Laundry Workers,45_54,24.5
8115,Laundry Workers,55_59,14.8
8115,Laundry Workers,60_64,13.5
8115,Laundry Workers,65,8.3
8116,Other Cleaners,15_19,3.8
8116,Other Cleaners,20_24,8.6
8116,Other Cleaners,25_34,20.2
8116,Other Cleaners,35_44,18.7
8116,Other Cleaners,45_54,22.6
8116,Other Cleaners,55_59,10.9
8116,Other Cleaners,60_64,9
8116,Other Cleaners,65,6.3
8211,Building and Plumbing Labourers,15_19,7.8
8211,Building and Plumbing Labourers,20_24,14.7
8211,Building and Plumbing Labourers,25_34,27.7
8211,Building and Plumbing Labourers,35_44,19.3
8211,Building and Plumbing Labourers,45_54,16.9
8211,Building and Plumbing Labourers,55_59,6.9
8211,Building and Plumbing Labourers,60_64,4.6
8211,Building and Plumbing Labourers,65,2.1
8212,Concreters,15_19,4.9
8212,Concreters,20_24,12.1
8212,Concreters,25_34,29.6
8212,Concreters,35_44,22.7
8212,Concreters,45_54,17.7
8212,Concreters,55_59,6.5
8212,Concreters,60_64,4.3
8212,Concreters,65,2.2
8213,Fencers,15_19,4.4
8213,Fencers,20_24,10.7
8213,Fencers,25_34,21.4
8213,Fencers,35_44,19.9
8213,Fencers,45_54,21.3
8213,Fencers,55_59,9.5
8213,Fencers,60_64,7.5
8213,Fencers,65,5.4
8214,Insulation and Home Improvement Installers,15_19,3.2
8214,Insulation and Home Improvement Installers,20_24,9.6
8214,Insulation and Home Improvement Installers,25_34,24.8
8214,Insulation and Home Improvement Installers,35_44,23.2
8214,Insulation and Home Improvement Installers,45_54,21.1
8214,Insulation and Home Improvement Installers,55_59,8.3
8214,Insulation and Home Improvement Installers,60_64,6.2
8214,Insulation and Home Improvement Installers,65,3.7
8215,Paving and Surfacing Labourers,15_19,3.8
8215,Paving and Surfacing Labourers,20_24,9.9
8215,Paving and Surfacing Labourers,25_34,22.6
8215,Paving and Surfacing Labourers,35_44,19.3
8215,Paving and Surfacing Labourers,45_54,21.4
8215,Paving and Surfacing Labourers,55_59,11.2
8215,Paving and Surfacing Labourers,60_64,8.3
8215,Paving and Surfacing Labourers,65,3.4
8216,Railway Track Workers,15_19,1
8216,Railway Track Workers,20_24,6.8
8216,Railway Track Workers,25_34,26
8216,Railway Track Workers,35_44,22.8
8216,Railway Track Workers,45_54,19.6
8216,Railway Track Workers,55_59,11
8216,Railway Track Workers,60_64,8.8
8216,Railway Track Workers,65,4.1
8217,Structural Steel Construction Workers,15_19,2.6
8217,Structural Steel Construction Workers,20_24,10.2
8217,Structural Steel Construction Workers,25_34,33.8
8217,Structural Steel Construction Workers,35_44,26.7
8217,Structural Steel Construction Workers,45_54,16.7
8217,Structural Steel Construction Workers,55_59,5.6
8217,Structural Steel Construction Workers,60_64,3.2
8217,Structural Steel Construction Workers,65,1.2
8219,Other Construction and Mining Labourers,15_19,4.7
8219,Other Construction and Mining Labourers,20_24,18.7
8219,Other Construction and Mining Labourers,25_34,31.6
8219,Other Construction and Mining Labourers,35_44,18.7
8219,Other Construction and Mining Labourers,45_54,13.4
8219,Other Construction and Mining Labourers,55_59,5.5
8219,Other Construction and Mining Labourers,60_64,4.1
8219,Other Construction and Mining Labourers,65,3.4
8311,Food and Drink Factory Workers,15_19,3.6
8311,Food and Drink Factory Workers,20_24,9
8311,Food and Drink Factory Workers,25_34,22.3
8311,Food and Drink Factory Workers,35_44,22.1
8311,Food and Drink Factory Workers,45_54,22.6
8311,Food and Drink Factory Workers,55_59,10.2
8311,Food and Drink Factory Workers,60_64,7.2
8311,Food and Drink Factory Workers,65,2.8
8312,"Meat Boners and Slicers, and Slaughterers",15_19,2.8
8312,"Meat Boners and Slicers, and Slaughterers",20_24,9.8
8312,"Meat Boners and Slicers, and Slaughterers",25_34,34.4
8312,"Meat Boners and Slicers, and Slaughterers",35_44,27.5
8312,"Meat Boners and Slicers, and Slaughterers",45_54,17
8312,"Meat Boners and Slicers, and Slaughterers",55_59,4.7
8312,"Meat Boners and Slicers, and Slaughterers",60_64,2.9
8312,"Meat Boners and Slicers, and Slaughterers",65,0.9
8313,"Meat, Poultry and Seafood Process Workers",15_19,3.2
8313,"Meat, Poultry and Seafood Process Workers",20_24,10.4
8313,"Meat, Poultry and Seafood Process Workers",25_34,29.2
8313,"Meat, Poultry and Seafood Process Workers",35_44,22.1
8313,"Meat, Poultry and Seafood Process Workers",45_54,19.6
8313,"Meat, Poultry and Seafood Process Workers",55_59,7.8
8313,"Meat, Poultry and Seafood Process Workers",60_64,5.5
8313,"Meat, Poultry and Seafood Process Workers",65,2.1
8321,Packers,15_19,7.3
8321,Packers,20_24,12.8
8321,Packers,25_34,25.4
8321,Packers,35_44,18
8321,Packers,45_54,18.7
8321,Packers,55_59,8.7
8321,Packers,60_64,6.2
8321,Packers,65,3
8322,Product Assemblers,15_19,4.5
8322,Product Assemblers,20_24,10.8
8322,Product Assemblers,25_34,19.5
8322,Product Assemblers,35_44,17.4
8322,Product Assemblers,45_54,22
8322,Product Assemblers,55_59,12.1
8322,Product Assemblers,60_64,9.4
8322,Product Assemblers,65,4.4
8391,Metal Engineering Process Workers,15_19,7.2
8391,Metal Engineering Process Workers,20_24,13.2
8391,Metal Engineering Process Workers,25_34,20.7
8391,Metal Engineering Process Workers,35_44,17
8391,Metal Engineering Process Workers,45_54,19.8
8391,Metal Engineering Process Workers,55_59,10.2
8391,Metal Engineering Process Workers,60_64,7.9
8391,Metal Engineering Process Workers,65,3.9
8392,Plastics and Rubber Factory Workers,15_19,4.9
8392,Plastics and Rubber Factory Workers,20_24,10.5
8392,Plastics and Rubber Factory Workers,25_34,18
8392,Plastics and Rubber Factory Workers,35_44,18.3
8392,Plastics and Rubber Factory Workers,45_54,21.2
8392,Plastics and Rubber Factory Workers,55_59,12.9
8392,Plastics and Rubber Factory Workers,60_64,10.2
8392,Plastics and Rubber Factory Workers,65,4.6
8393,Product Quality Controllers,15_19,2
8393,Product Quality Controllers,20_24,8.1
8393,Product Quality Controllers,25_34,24.9
8393,Product Quality Controllers,35_44,21.4
8393,Product Quality Controllers,45_54,20.4
8393,Product Quality Controllers,55_59,10.3
8393,Product Quality Controllers,60_64,8.2
8393,Product Quality Controllers,65,4.8
8394,Timber and Wood Process Workers,15_19,7.4
8394,Timber and Wood Process Workers,20_24,15.2
