anzsco_code,occupation,age_group,share_pct
1111,Chief Executives and Managing Directors,15_19,0
1111,Chief Executives and Managing Directors,20_24,0.5
1111,Chief Executives and Managing Directors,25_34,6.9
1111,Chief Executives and Managing Directors,35_44,22.6
1111,Chief Executives and Managing Directors,45_54,33.3
1111,Chief Executives and Managing Directors,55_59,14.7
1111,Chief Executives and Managing Directors,60_64,10.5
1111,Chief Executives and Managing Directors,65,11.4
1112,General Managers,15_19,0.1
1112,General Managers,20_24,0.8
1112,General Managers,25_34,10.9
1112,General Managers,35_44,28.1
1112,General Managers,45_54,33.6
1112,General Managers,55_59,12.2
1112,General Managers,60_64,7.7
1112,General Managers,65,6.5
1113,Legislators,15_19,0.3
1113,Legislators,20_24,1.4
1113,Legislators,25_34,7.1
1113,Legislators,35_44,18.1
1113,Legislators,45_54,25.7
1113,Legislators,55_59,13.3
1113,Legislators,60_64,11.9
1113,Legislators,65,21.7
1211,Aquaculture Farmers,15_19,3.3
1211,Aquaculture Farmers,20_24,6.8
1211,Aquaculture Farmers,25_34,18.8
1211,Aquaculture Farmers,35_44,23.5
1211,Aquaculture Farmers,45_54,21.1
1211,Aquaculture Farmers,55_59,8.6
1211,Aquaculture Farmers,60_64,6.9
1211,Aquaculture Farmers,65,11.1
1212,Crop Farmers,15_19,1
1212,Crop Farmers,20_24,3
1212,Crop Farmers,25_34,12.4
1212,Crop Farmers,35_44,17.2
1212,Crop Farmers,45_54,22.1
1212,Crop Farmers,55_59,12
1212,Crop Farmers,60_64,11.6
1212,Crop Farmers,65,20.7
1213,Livestock Farmers,15_19,1.1
1213,Livestock Farmers,20_24,2
1213,Livestock Farmers,25_34,8.5
1213,Livestock Farmers,35_44,12.5
1213,Livestock Farmers,45_54,17.4
1213,Livestock Farmers,55_59,11.2
1213,Livestock Farmers,60_64,12.6
1213,Livestock Farmers,65,34.6
1214,Mixed Crop and Livestock Farmers,15_19,0.7
1214,Mixed Crop and Livestock Farmers,20_24,1.9
1214,Mixed Crop and Livestock Farmers,25_34,9
1214,Mixed Crop and Livestock Farmers,35_44,14.8
1214,Mixed Crop and Livestock Farmers,45_54,20.3
1214,Mixed Crop and Livestock Farmers,55_59,12.9
1214,Mixed Crop and Livestock Farmers,60_64,13.3
1214,Mixed Crop and Livestock Farmers,65,27.2
1311,"Advertising, Public Relations and Sales Manager",15_19,0.1
1311,"Advertising, Public Relations and Sales Manager",20_24,2.2
1311,"Advertising, Public Relations and Sales Manager",25_34,22.3
1311,"Advertising, Public Relations and Sales Manager",35_44,32.8
1311,"Advertising, Public Relations and Sales Manager",45_54,27
1311,"Advertising, Public Relations and Sales Manager",55_59,8.2
1311,"Advertising, Public Relations and Sales Manager",60_64,4.6
1311,"Advertising, Public Relations and Sales Manager",65,2.6
1321,Corporate Services Managers,15_19,0.1
1321,Corporate Services Managers,20_24,1
1321,Corporate Services Managers,25_34,14.5
1321,Corporate Services Managers,35_44,29.2
1321,Corporate Services Managers,45_54,31.4
1321,Corporate Services Managers,55_59,12.1
1321,Corporate Services Managers,60_64,7
1321,Corporate Services Managers,65,4.8
1322,Finance Managers,15_19,0
1322,Finance Managers,20_24,0.6
1322,Finance Managers,25_34,13.1
1322,Finance Managers,35_44,32.5
1322,Finance Managers,45_54,32.4
1322,Finance Managers,55_59,10.6
1322,Finance Managers,60_64,6.3
1322,Finance Managers,65,4.5
1323,Human Resource Managers,15_19,0.1
1323,Human Resource Managers,20_24,1.7
1323,Human Resource Managers,25_34,16.4
1323,Human Resource Managers,35_44,32.3
1323,Human Resource Managers,45_54,30.8
1323,Human Resource Managers,55_59,10.3
1323,Human Resource Managers,60_64,5.7
1323,Human Resource Managers,65,2.7
1324,Policy and Planning Managers,15_19,0.1
1324,Policy and Planning Managers,20_24,0.8
1324,Policy and Planning Managers,25_34,16.9
1324,Policy and Planning Managers,35_44,34.5
1324,Policy and Planning Managers,45_54,30.2
1324,Policy and Planning Managers,55_59,9.8
1324,Policy and Planning Managers,60_64,5.1
1324,Policy and Planning Managers,65,2.7
1325,Research and Development Managers,15_19,0.1
1325,Research and Development Managers,20_24,1.1
1325,Research and Development Managers,25_34,16.7
1325,Research and Development Managers,35_44,33.5
1325,Research and Development Managers,45_54,28.7
1325,Research and Development Managers,55_59,9.8
1325,Research and Development Managers,60_64,6.1
1325,Research and Development Managers,65,4.1
1331,Construction Managers,15_19,0.9
1331,Construction Managers,20_24,3.7
1331,Construction Managers,25_34,20.7
1331,Construction Managers,35_44,27.8
1331,Construction Managers,45_54,24.4
1331,Construction Managers,55_59,9.6
1331,Construction Managers,60_64,7.1
1331,Construction Managers,65,5.8
1332,Engineering Managers,15_19,0
1332,Engineering Managers,20_24,0.9
1332,Engineering Managers,25_34,14.8
1332,Engineering Managers,35_44,34.6
1332,Engineering Managers,45_54,28.1
1332,Engineering Managers,55_59,10.9
1332,Engineering Managers,60_64,6.5
1332,Engineering Managers,65,4.1
1333,"Importers, Exporters and Wholesalers",15_19,0.4
1333,"Importers, Exporters and Wholesalers",20_24,2.1
1333,"Importers, Exporters and Wholesalers",25_34,12.9
1333,"Importers, Exporters and Wholesalers",35_44,22.3
1333,"Importers, Exporters and Wholesalers",45_54,27.3
1333,"Importers, Exporters and Wholesalers",55_59,12.8
1333,"Importers, Exporters and Wholesalers",60_64,9.8
1333,"Importers, Exporters and Wholesalers",65,12.5
1334,Manufacturers,15_19,1.8
1334,Manufacturers,20_24,6.1
1334,Manufacturers,25_34,14.7
1334,Manufacturers,35_44,19.5
1334,Manufacturers,45_54,25.3
1334,Manufacturers,55_59,12.3
1334,Manufacturers,60_64,9.6
1334,Manufacturers,65,10.7
1335,Production Managers,15_19,0.1
1335,Production Managers,20_24,1.7
1335,Production Managers,25_34,16.1
1335,Production Managers,35_44,29.1
1335,Production Managers,45_54,30.1
1335,Production Managers,55_59,11.7
1335,Production Managers,60_64,7.1
1335,Production Managers,65,4.1
1336,"Supply, Distribution and Procurement Managers",15_19,0.1
1336,"Supply, Distribution and Procurement Managers",20_24,1.8
1336,"Supply, Distribution and Procurement Managers",25_34,16
1336,"Supply, Distribution and Procurement Managers",35_44,30
1336,"Supply, Distribution and Procurement Managers",45_54,30.1
1336,"Supply, Distribution and Procurement Managers",55_59,11.4
1336,"Supply, Distribution and Procurement Managers",60_64,6.9
1336,"Supply, Distribution and Procurement Managers",65,3.7
1341,Child Care Centre Managers,15_19,0.2
1341,Child Care Centre Managers,20_24,4.6
1341,Child Care Centre Managers,25_34,28.5
1341,Child Care Centre Managers,35_44,30
1341,Child Care Centre Managers,45_54,21.9
1341,Child Care Centre Managers,55_59,7.4
1341,Child Care Centre Managers,60_64,4.6
1341,Child Care Centre Managers,65,2.7
1342,Health and Welfare Services Managers,15_19,0.1
1342,Health and Welfare Services Managers,20_24,1.5
1342,Health and Welfare Services Managers,25_34,15.4
1342,Health and Welfare Services Managers,35_44,26.1
1342,Health and Welfare Services Managers,45_54,30.2
1342,Health and Welfare Services Managers,55_59,13.1
1342,Health and Welfare Services Managers,60_64,9.2
1342,Health and Welfare Services Managers,65,4.4
1343,School Principals,15_19,0
1343,School Principals,20_24,0
1343,School Principals,25_34,7
1343,School Principals,35_44,26.8
1343,School Principals,45_54,35.9
1343,School Principals,55_59,14.9
1343,School Principals,60_64,10.9
1343,School Principals,65,4.4
1344,Other Education Managers,15_19,0.1
1344,Other Education Managers,20_24,1
1344,Other Education Managers,25_34,10.7
1344,Other Education Managers,35_44,25
1344,Other Education Managers,45_54,32
1344,Other Education Managers,55_59,14.9
1344,Other Education Managers,60_64,10.6
1344,Other Education Managers,65,5.8
1351,ICT Managers,15_19,0
1351,ICT Managers,20_24,0.8
1351,ICT Managers,25_34,13.2
1351,ICT Managers,35_44,38.5
1351,ICT Managers,45_54,31.8
1351,ICT Managers,55_59,9.1
1351,ICT Managers,60_64,4.7
1351,ICT Managers,65,1.7
1391,Commissioned Officers (Management),15_19,4.7
1391,Commissioned Officers (Management),20_24,14.4
1391,Commissioned Officers (Management),25_34,22.1
1391,Commissioned Officers (Management),35_44,19.4
1391,Commissioned Officers (Management),45_54,22.7
1391,Commissioned Officers (Management),55_59,9.9
1391,Commissioned Officers (Management),60_64,5.1
1391,Commissioned Officers (Management),65,1.7
1392,Senior Non-Commissioned Defence Force Officers,15_19,0.5
1392,Senior Non-Commissioned Defence Force Officers,20_24,1.5
1392,Senior Non-Commissioned Defence Force Officers,25_34,13.8
1392,Senior Non-Commissioned Defence Force Officers,35_44,36.3
1392,Senior Non-Commissioned Defence Force Officers,45_54,34.3
1392,Senior Non-Commissioned Defence Force Officers,55_59,9.7
1392,Senior Non-Commissioned Defence Force Officers,60_64,3.3
1392,Senior Non-Commissioned Defence Force Officers,65,0.7
1399,Other Specialist Managers,15_19,0.2
1399,Other Specialist Managers,20_24,2.2
1399,Other Specialist Managers,25_34,18.1
1399,Other Specialist Managers,35_44,30.3
1399,Other Specialist Managers,45_54,28.3
1399,Other Specialist Managers,55_59,10.4
1399,Other Specialist Managers,60_64,6.8
1399,Other Specialist Managers,65,3.6
1411,Cafe and Restaurant Managers,15_19,1.2
1411,Cafe and Restaurant Managers,20_24,6.6
1411,Cafe and Restaurant Managers,25_34,25.8
1411,Cafe and Restaurant Managers,35_44,27
1411,Cafe and Restaurant Managers,45_54,21.8
1411,Cafe and Restaurant Managers,55_59,8.5
1411,Cafe and Restaurant Managers,60_64,5.6
1411,Cafe and Restaurant Managers,65,3.5
1412,Caravan Park and Camping Ground Managers,15_19,0.2
1412,Caravan Park and Camping Ground Managers,20_24,1
1412,Caravan Park and Camping Ground Managers,25_34,8
1412,Caravan Park and Camping Ground Managers,35_44,15.8
1412,Caravan Park and Camping Ground Managers,45_54,26.3
1412,Caravan Park and Camping Ground Managers,55_59,17.1
1412,Caravan Park and Camping Ground Managers,60_64,15.7
1412,Caravan Park and Camping Ground Managers,65,15.9
1413,Hotel and Motel Managers,15_19,0.3
1413,Hotel and Motel Managers,20_24,4.8
1413,Hotel and Motel Managers,25_34,21.6
1413,Hotel and Motel Managers,35_44,23.1
1413,Hotel and Motel Managers,45_54,21.9
1413,Hotel and Motel Managers,55_59,10.2
1413,Hotel and Motel Managers,60_64,8.4
1413,Hotel and Motel Managers,65,9.9
1414,Licensed Club Managers,15_19,0.4
1414,Licensed Club Managers,20_24,6.6
1414,Licensed Club Managers,25_34,23.8
1414,Licensed Club Managers,35_44,24.6
1414,Licensed Club Managers,45_54,23.3
1414,Licensed Club Managers,55_59,9.4
1414,Licensed Club Managers,60_64,7.4
1414,Licensed Club Managers,65,4.5
1419,Other Accommodation and Hospitality Managers,15_19,0.2
1419,Other Accommodation and Hospitality Managers,20_24,1.4
1419,Other Accommodation and Hospitality Managers,25_34,8.9
1419,Other Accommodation and Hospitality Managers,35_44,15.8
1419,Other Accommodation and Hospitality Managers,45_54,24.4
1419,Other Accommodation and Hospitality Managers,55_59,15
1419,Other Accommodation and Hospitality Managers,60_64,14.2
1419,Other Accommodation and Hospitality Managers,65,20.3
1421,Retail Managers,15_19,2.3
1421,Retail Managers,20_24,8.3
1421,Retail Managers,25_34,23.3
1421,Retail Managers,35_44,23.5
1421,Retail Managers,45_54,21.9
1421,Retail Managers,55_59,9
1421,Retail Managers,60_64,6.5
1421,Retail Managers,65,5.4
1491,"Amusement, Fitness and Sports Centre Managers",15_19,2.4
1491,"Amusement, Fitness and Sports Centre Managers",20_24,11.5
1491,"Amusement, Fitness and Sports Centre Managers",25_34,32.1
1491,"Amusement, Fitness and Sports Centre Managers",35_44,24.3
1491,"Amusement, Fitness and Sports Centre Managers",45_54,17.3
1491,"Amusement, Fitness and Sports Centre Managers",55_59,5.7
1491,"Amusement, Fitness and Sports Centre Managers",60_64,3.9
1491,"Amusement, Fitness and Sports Centre Managers",65,2.8
1492,"Call, Contact Centre and Customer Service Managers",15_19,0.4
1492,"Call, Contact Centre and Customer Service Managers",20_24,3.6
1492,"Call, Contact Centre and Customer Service Managers",25_34,22.8
1492,"Call, Contact Centre and Customer Service Managers",35_44,30.2
1492,"Call, Contact Centre and Customer Service Managers",45_54,26
1492,"Call, Contact Centre and Customer Service Managers",55_59,9.2
1492,"Call, Contact Centre and Customer Service Managers",60_64,5.4
1492,"Call, Contact Centre and Customer Service Managers",65,2.5
1493,Conference and Event Organisers,15_19,1
1493,Conference and Event Organisers,20_24,9.2
1493,Conference and Event Organisers,25_34,35
1493,Conference and Event Organisers,35_44,27.1
1493,Conference and Event Organisers,45_54,17.5
1493,Conference and Event Organisers,55_59,4.7
1493,Conference and Event Organisers,60_64,3.3
1493,Conference and Event Organisers,65,2.2
1494,Transport Services Managers,15_19,0.1
1494,Transport Services Managers,20_24,1.5
1494,Transport Services Managers,25_34,13.8
1494,Transport Services Managers,35_44,23.6
1494,Transport Services Managers,45_54,26.2
1494,Transport Services Managers,55_59,13.8
1494,Transport Services Managers,60_64,10.9
1494,Transport Services Managers,65,10.1
1499,"Other Hospitality, Retail and Service Managers",15_19,0.3
1499,"Other Hospitality, Retail and Service Managers",20_24,2.6
1499,"Other Hospitality, Retail and Service Managers",25_34,16.3
1499,"Other Hospitality, Retail and Service Managers",35_44,25.7
1499,"Other Hospitality, Retail and Service Managers",45_54,27.3
1499,"Other Hospitality, Retail and Service Managers",55_59,11.8
1499,"Other Hospitality, Retail and Service Managers",60_64,8.9
1499,"Other Hospitality, Retail and Service Managers",65,7
2111,"Actors, Dancers and Other Entertainers",15_19,6.6
2111,"Actors, Dancers and Other Entertainers",20_24,20
2111,"Actors, Dancers and Other Entertainers",25_34,34.7
2111,"Actors, Dancers and Other Entertainers",35_44,17.7
2111,"Actors, Dancers and Other Entertainers",45_54,11.4
2111,"Actors, Dancers and Other Entertainers",55_59,3.4
2111,"Actors, Dancers and Other Entertainers",60_64,3.1
2111,"Actors, Dancers and Other Entertainers",65,3.1
2112,Music Professionals,15_19,2.3
2112,Music Professionals,20_24,8.6
2112,Music Professionals,25_34,26.3
2112,Music Professionals,35_44,23.3
2112,Music Professionals,45_54,19
2112,Music Professionals,55_59,6.6
2112,Music Professionals,60_64,6.1
2112,Music Professionals,65,7.6
2113,Photographers,15_19,1.2
2113,Photographers,20_24,6.9
2113,Photographers,25_34,28.3
2113,Photographers,35_44,30.9
2113,Photographers,45_54,19.4
2113,Photographers,55_59,5.8
2113,Photographers,60_64,4.1
2113,Photographers,65,3.4
2114,Visual Arts and Crafts Professionals,15_19,0.9
2114,Visual Arts and Crafts Professionals,20_24,4
2114,Visual Arts and Crafts Professionals,25_34,16.3
2114,Visual Arts and Crafts Professionals,35_44,19
2114,Visual Arts and Crafts Professionals,45_54,22.1
2114,Visual Arts and Crafts Professionals,55_59,11.2
2114,Visual Arts and Crafts Professionals,60_64,10.5
2114,Visual Arts and Crafts Professionals,65,16
2121,"Artistic Directors, Media Producers and Presenters",15_19,0.6
2121,"Artistic Directors, Media Producers and Presenters",20_24,5.5
2121,"Artistic Directors, Media Producers and Presenters",25_34,27.1
2121,"Artistic Directors, Media Producers and Presenters",35_44,28.7
2121,"Artistic Directors, Media Producers and Presenters",45_54,22.2
2121,"Artistic Directors, Media Producers and Presenters",55_59,7.4
2121,"Artistic Directors, Media Producers and Presenters",60_64,4.4
2121,"Artistic Directors, Media Producers and Presenters",65,4.2
2122,"Authors, and Book and Script Editors",15_19,0.4
2122,"Authors, and Book and Script Editors",20_24,2.8
2122,"Authors, and Book and Script Editors",25_34,16.1
2122,"Authors, and Book and Script Editors",35_44,22.6
2122,"Authors, and Book and Script Editors",45_54,23.5
2122,"Authors, and Book and Script Editors",55_59,10.4
2122,"Authors, and Book and Script Editors",60_64,8.5
2122,"Authors, and Book and Script Editors",65,15.6
2123,"Film, Television, Radio and Stage Directors",15_19,1.3
2123,"Film, Television, Radio and Stage Directors",20_24,9.1
2123,"Film, Television, Radio and Stage Directors",25_34,32.5
2123,"Film, Television, Radio and Stage Directors",35_44,26.1
2123,"Film, Television, Radio and Stage Directors",45_54,18.7
2123,"Film, Television, Radio and Stage Directors",55_59,5.9
2123,"Film, Television, Radio and Stage Directors",60_64,3.7
2123,"Film, Television, Radio and Stage Directors",65,2.7
2124,Journalists and Other Writers,15_19,0.5
2124,Journalists and Other Writers,20_24,7.5
2124,Journalists and Other Writers,25_34,28.2
2124,Journalists and Other Writers,35_44,24.1
2124,Journalists and Other Writers,45_54,19.1
2124,Journalists and Other Writers,55_59,7.9
2124,Journalists and Other Writers,60_64,6.2
2124,Journalists and Other Writers,65,6.5
2211,Accountants,15_19,0.3
2211,Accountants,20_24,5.9
2211,Accountants,25_34,27.5
2211,Accountants,35_44,28.8
2211,Accountants,45_54,20.1
2211,Accountants,55_59,6.9
2211,Accountants,60_64,4.7
2211,Accountants,65,5.8
2212,"Auditors, Company Secretaries and Corporate Treasurers",15_19,0.3
2212,"Auditors, Company Secretaries and Corporate Treasurers",20_24,9.2
2212,"Auditors, Company Secretaries and Corporate Treasurers",25_34,30.1
2212,"Auditors, Company Secretaries and Corporate Treasurers",35_44,27.5
2212,"Auditors, Company Secretaries and Corporate Treasurers",45_54,18.6
2212,"Auditors, Company Secretaries and Corporate Treasurers",55_59,6.7
2212,"Auditors, Company Secretaries and Corporate Treasurers",60_64,4.2
2212,"Auditors, Company Secretaries and Corporate Treasurers",65,3.5
2221,Financial Brokers,15_19,0.2
2221,Financial Brokers,20_24,3.9
2221,Financial Brokers,25_34,20.6
2221,Financial Brokers,35_44,28.3
2221,Financial Brokers,45_54,25
2221,Financial Brokers,55_59,9.4
2221,Financial Brokers,60_64,6.4
2221,Financial Brokers,65,6.1
2222,Financial Dealers,15_19,0.2
2222,Financial Dealers,20_24,6.3
2222,Financial Dealers,25_34,29.5
2222,Financial Dealers,35_44,29.3
2222,Financial Dealers,45_54,20.8
2222,Financial Dealers,55_59,6.5
2222,Financial Dealers,60_64,3.8
2222,Financial Dealers,65,3.5
2223,Financial Investment Advisers and Managers,15_19,0.1
2223,Financial Investment Advisers and Managers,20_24,3.7
2223,Financial Investment Advisers and Managers,25_34,20.6
2223,Financial Investment Advisers and Managers,35_44,29.1
2223,Financial Investment Advisers and Managers,45_54,25.7
2223,Financial Investment Advisers and Managers,55_59,8.6
2223,Financial Investment Advisers and Managers,60_64,5.6
2223,Financial Investment Advisers and Managers,65,6.6
2231,Human Resource Professionals,15_19,0.4
2231,Human Resource Professionals,20_24,7.4
2231,Human Resource Professionals,25_34,34.1
2231,Human Resource Professionals,35_44,28
2231,Human Resource Professionals,45_54,18.6
2231,Human Resource Professionals,55_59,5.9
2231,Human Resource Professionals,60_64,3.6
2231,Human Resource Professionals,65,2.1
2232,ICT Trainers,15_19,1.4
2232,ICT Trainers,20_24,3.7
2232,ICT Trainers,25_34,16.9
2232,ICT Trainers,35_44,24.4
2232,ICT Trainers,45_54,27.2
2232,ICT Trainers,55_59,11
2232,ICT Trainers,60_64,8.4
2232,ICT Trainers,65,6.3
2233,Training and Development Professionals,15_19,0.8
2233,Training and Development Professionals,20_24,3.8
2233,Training and Development Professionals,25_34,21.8
2233,Training and Development Professionals,35_44,25.3
2233,Training and Development Professionals,45_54,26.1
2233,Training and Development Professionals,55_59,10.3
2233,Training and Development Professionals,60_64,7.5
2233,Training and Development Professionals,65,4.4
2241,"Actuaries, Mathematicians and Statisticians",15_19,0.4
2241,"Actuaries, Mathematicians and Statisticians",20_24,9.5
2241,"Actuaries, Mathematicians and Statisticians",25_34,32.6
2241,"Actuaries, Mathematicians and Statisticians",35_44,27.3
2241,"Actuaries, Mathematicians and Statisticians",45_54,17.5
2241,"Actuaries, Mathematicians and Statisticians",55_59,5.9
2241,"Actuaries, Mathematicians and Statisticians",60_64,3.5
2241,"Actuaries, Mathematicians and Statisticians",65,3.1
2242,"Archivists, Curators and Records Managers",15_19,0.3
2242,"Archivists, Curators and Records Managers",20_24,2.9
2242,"Archivists, Curators and Records Managers",25_34,17.6
2242,"Archivists, Curators and Records Managers",35_44,25.3
2242,"Archivists, Curators and Records Managers",45_54,25.7
2242,"Archivists, Curators and Records Managers",55_59,12.2
2242,"Archivists, Curators and Records Managers",60_64,9
2242,"Archivists, Curators and Records Managers",65,7
2243,Economists,15_19,0.1
2243,Economists,20_24,9.2
2243,Economists,25_34,30.9
2243,Economists,35_44,28.1
2243,Economists,45_54,17.1
2243,Economists,55_59,5.7
2243,Economists,60_64,4.5
2243,Economists,65,4.4
2244,Intelligence and Policy Analysts,15_19,0.1
2244,Intelligence and Policy Analysts,20_24,5.7
2244,Intelligence and Policy Analysts,25_34,33.1
2244,Intelligence and Policy Analysts,35_44,28.3
2244,Intelligence and Policy Analysts,45_54,19.3
2244,Intelligence and Policy Analysts,55_59,6.5
2244,Intelligence and Policy Analysts,60_64,4.4
2244,Intelligence and Policy Analysts,65,2.6
2245,Land Economists and Valuers,15_19,0.2
2245,Land Economists and Valuers,20_24,4.6
2245,Land Economists and Valuers,25_34,24.3
2245,Land Economists and Valuers,35_44,25.9
2245,Land Economists and Valuers,45_54,22.2
2245,Land Economists and Valuers,55_59,8.8
2245,Land Economists and Valuers,60_64,6.1
2245,Land Economists and Valuers,65,7.9
2246,Librarians,15_19,0.4
2246,Librarians,20_24,1.5
2246,Librarians,25_34,9.7
2246,Librarians,35_44,20.3
2246,Librarians,45_54,29.5
2246,Librarians,55_59,15.7
2246,Librarians,60_64,14.2
2246,Librarians,65,8.8
2247,Management and Organisation Analysts,15_19,0.1
2247,Management and Organisation Analysts,20_24,3.9
2247,Management and Organisation Analysts,25_34,22.2
2247,Management and Organisation Analysts,35_44,29.3
2247,Management and Organisation Analysts,45_54,23.8
2247,Management and Organisation Analysts,55_59,8.7
2247,Management and Organisation Analysts,60_64,6
2247,Management and Organisation Analysts,65,5.9
2249,Other Information and Organisation Professionals,15_19,0.3
2249,Other Information and Organisation Professionals,20_24,5.9
2249,Other Information and Organisation Professionals,25_34,29.1
2249,Other Information and Organisation Professionals,35_44,31.5
2249,Other Information and Organisation Professionals,45_54,20
2249,Other Information and Organisation Professionals,55_59,6.5
2249,Other Information and Organisation Professionals,60_64,4.1
2249,Other Information and Organisation Professionals,65,2.6
2251,Advertising and Marketing Professionals,15_19,0.6
2251,Advertising and Marketing Professionals,20_24,9.7
2251,Advertising and Marketing Professionals,25_34,37.8
2251,Advertising and Marketing Professionals,35_44,29
2251,Advertising and Marketing Professionals,45_54,15.7
2251,Advertising and Marketing Professionals,55_59,3.7
2251,Advertising and Marketing Professionals,60_64,2
2251,Advertising and Marketing Professionals,65,1.6
2252,ICT Sales Professionals,15_19,0.3
2252,ICT Sales Professionals,20_24,4.5
2252,ICT Sales Professionals,25_34,27.1
2252,ICT Sales Professionals,35_44,31.6
2252,ICT Sales Professionals,45_54,24.8
2252,ICT Sales Professionals,55_59,6.8
2252,ICT Sales Professionals,60_64,3.4
2252,ICT Sales Professionals,65,1.5
2253,Public Relations Professionals,15_19,0.9
2253,Public Relations Professionals,20_24,9.8
2253,Public Relations Professionals,25_34,36.2
2253,Public Relations Professionals,35_44,26.4
2253,Public Relations Professionals,45_54,17.1
2253,Public Relations Professionals,55_59,4.9
2253,Public Relations Professionals,60_64,2.8
2253,Public Relations Professionals,65,1.9
2254,Technical Sales Representatives,15_19,0.3
2254,Technical Sales Representatives,20_24,2.8
2254,Technical Sales Representatives,25_34,18.3
2254,Technical Sales Representatives,35_44,26.3
2254,Technical Sales Representatives,45_54,28.5
2254,Technical Sales Representatives,55_59,11.4
2254,Technical Sales Representatives,60_64,7.7
2254,Technical Sales Representatives,65,4.7
2311,Air Transport Professionals,15_19,0.2
2311,Air Transport Professionals,20_24,5.4
2311,Air Transport Professionals,25_34,25.6
2311,Air Transport Professionals,35_44,26.3
2311,Air Transport Professionals,45_54,24.4
2311,Air Transport Professionals,55_59,9.7
2311,Air Transport Professionals,60_64,5.2
2311,Air Transport Professionals,65,3.3
2312,Marine Transport Professionals,15_19,0.8
2312,Marine Transport Professionals,20_24,3
2312,Marine Transport Professionals,25_34,15.5
2312,Marine Transport Professionals,35_44,23.5
2312,Marine Transport Professionals,45_54,27.3
2312,Marine Transport Professionals,55_59,12.9
2312,Marine Transport Professionals,60_64,9.7
2312,Marine Transport Professionals,65,7.2
2321,Architects and Landscape Architects,15_19,0.1
2321,Architects and Landscape Architects,20_24,3.6
2321,Architects and Landscape Architects,25_34,31.3
2321,Architects and Landscape Architects,35_44,27.1
2321,Architects and Landscape Architects,45_54,19.1
2321,Architects and Landscape Architects,55_59,6.5
2321,Architects and Landscape Architects,60_64,5.3
2321,Architects and Landscape Architects,65,7
2322,Surveyors and Spatial Scientists,15_19,0.7
2322,Surveyors and Spatial Scientists,20_24,7.1
2322,Surveyors and Spatial Scientists,25_34,26.2
2322,Surveyors and Spatial Scientists,35_44,27.1
2322,Surveyors and Spatial Scientists,45_54,20.2
2322,Surveyors and Spatial Scientists,55_59,7.5
2322,Surveyors and Spatial Scientists,60_64,5.9
2322,Surveyors and Spatial Scientists,65,5.3
2323,"Fashion, Industrial and Jewellery Designers",15_19,0.3
2323,"Fashion, Industrial and Jewellery Designers",20_24,7
2323,"Fashion, Industrial and Jewellery Designers",25_34,34.4
2323,"Fashion, Industrial and Jewellery Designers",35_44,29.3
2323,"Fashion, Industrial and Jewellery Designers",45_54,16.8
2323,"Fashion, Industrial and Jewellery Designers",55_59,5.5
2323,"Fashion, Industrial and Jewellery Designers",60_64,3.5
2323,"Fashion, Industrial and Jewellery Designers",65,3.2
2324,"Graphic and Web Designers, and Illustrators",15_19,0.8
2324,"Graphic and Web Designers, and Illustrators",20_24,8.4
2324,"Graphic and Web Designers, and Illustrators",25_34,34.3
2324,"Graphic and Web Designers, and Illustrators",35_44,30.1
2324,"Graphic and Web Designers, and Illustrators",45_54,18
2324,"Graphic and Web Designers, and Illustrators",55_59,4.3
2324,"Graphic and Web Designers, and Illustrators",60_64,2.4
2324,"Graphic and Web Designers, and Illustrators",65,1.6
2325,Interior Designers,15_19,0.4
2325,Interior Designers,20_24,6.3
2325,Interior Designers,25_34,30.5
2325,Interior Designers,35_44,27.8
2325,Interior Designers,45_54,20.9
2325,Interior Designers,55_59,6.7
2325,Interior Designers,60_64,4
2325,Interior Designers,65,3.5
2326,Urban and Regional Planners,15_19,0.2
2326,Urban and Regional Planners,20_24,6
2326,Urban and Regional Planners,25_34,29.4
2326,Urban and Regional Planners,35_44,29
2326,Urban and Regional Planners,45_54,20.6
2326,Urban and Regional Planners,55_59,6.7
2326,Urban and Regional Planners,60_64,4.6
2326,Urban and Regional Planners,65,3.6
2331,Chemical and Materials Engineers,15_19,0.1
2331,Chemical and Materials Engineers,20_24,7.2
2331,Chemical and Materials Engineers,25_34,32.7
2331,Chemical and Materials Engineers,35_44,24.8
2331,Chemical and Materials Engineers,45_54,18.6
2331,Chemical and Materials Engineers,55_59,7.6
2331,Chemical and Materials Engineers,60_64,4.3
2331,Chemical and Materials Engineers,65,5
2332,Civil Engineering Professionals,15_19,0.3
2332,Civil Engineering Professionals,20_24,8.6
2332,Civil Engineering Professionals,25_34,40.6
2332,Civil Engineering Professionals,35_44,23.6
2332,Civil Engineering Professionals,45_54,13.6
2332,Civil Engineering Professionals,55_59,5.2
2332,Civil Engineering Professionals,60_64,3.7
2332,Civil Engineering Professionals,65,4.5
2333,Electrical Engineers,15_19,0.1
2333,Electrical Engineers,20_24,6.1
2333,Electrical Engineers,25_34,30.3
2333,Electrical Engineers,35_44,28.6
2333,Electrical Engineers,45_54,17.7
2333,Electrical Engineers,55_59,7.5
2333,Electrical Engineers,60_64,5.4
2333,Electrical Engineers,65,4.2
2334,Electronics Engineers,15_19,0.2
2334,Electronics Engineers,20_24,4.4
2334,Electronics Engineers,25_34,21.5
2334,Electronics Engineers,35_44,27.7
2334,Electronics Engineers,45_54,21
