anzsco_code,occupation,education_level,share_pct
8312,"Meat Boners and Slicers, and Slaughterers",post_graduate_graduate_diploma_or_graduate_certificate,0.9
8312,"Meat Boners and Slicers, and Slaughterers",bachelor_degree,6
8312,"Meat Boners and Slicers, and Slaughterers",advanced_diploma_diploma,3.5
8312,"Meat Boners and Slicers, and Slaughterers",certificate_iii_iv,17.9
8312,"Meat Boners and Slicers, and Slaughterers",year_12,29.3
8312,"Meat Boners and Slicers, and Slaughterers",year_11,6
8312,"Meat Boners and Slicers, and Slaughterers",year_10_and_below,25.6
8313,"Meat, Poultry and Seafood Process Workers",post_graduate_graduate_diploma_or_graduate_certificate,2.7
8313,"Meat, Poultry and Seafood Process Workers",bachelor_degree,8.4
8313,"Meat, Poultry and Seafood Process Workers",advanced_diploma_diploma,5.2
8313,"Meat, Poultry and Seafood Process Workers",certificate_iii_iv,13.3
8313,"Meat, Poultry and Seafood Process Workers",year_12,27.9
8313,"Meat, Poultry and Seafood Process Workers",year_11,6.7
8313,"Meat, Poultry and Seafood Process Workers",year_10_and_below,26.5
8321,Packers,post_graduate_graduate_diploma_or_graduate_certificate,3.3
8321,Packers,bachelor_degree,10.8
8321,Packers,advanced_diploma_diploma,6.4
8321,Packers,certificate_iii_iv,9.9
8321,Packers,year_12,31.8
8321,Packers,year_11,6.2
8321,Packers,year_10_and_below,23
8322,Product Assemblers,post_graduate_graduate_diploma_or_graduate_certificate,2.6
8322,Product Assemblers,bachelor_degree,9.1
8322,Product Assemblers,advanced_diploma_diploma,7.1
8322,Product Assemblers,certificate_iii_iv,20.4
8322,Product Assemblers,year_12,26.3
8322,Product Assemblers,year_11,6.8
8322,Product Assemblers,year_10_and_below,21.4
8391,Metal Engineering Process Workers,post_graduate_graduate_diploma_or_graduate_certificate,0.9
8391,Metal Engineering Process Workers,bachelor_degree,4
8391,Metal Engineering Process Workers,advanced_diploma_diploma,3.8
8391,Metal Engineering Process Workers,certificate_iii_iv,24
8391,Metal Engineering Process Workers,year_12,25.8
8391,Metal Engineering Process Workers,year_11,8.1
8391,Metal Engineering Process Workers,year_10_and_below,27.8
8392,Plastics and Rubber Factory Workers,post_graduate_graduate_diploma_or_graduate_certificate,2.1
8392,Plastics and Rubber Factory Workers,bachelor_degree,6
8392,Plastics and Rubber Factory Workers,advanced_diploma_diploma,5.8
8392,Plastics and Rubber Factory Workers,certificate_iii_iv,14.2
8392,Plastics and Rubber Factory Workers,year_12,28.2
8392,Plastics and Rubber Factory Workers,year_11,8.1
8392,Plastics and Rubber Factory Workers,year_10_and_below,28.7
8393,Product Quality Controllers,post_graduate_graduate_diploma_or_graduate_certificate,8.9
8393,Product Quality Controllers,bachelor_degree,20.5
8393,Product Quality Controllers,advanced_diploma_diploma,10.8
8393,Product Quality Controllers,certificate_iii_iv,19
8393,Product Quality Controllers,year_12,18.3
8393,Product Quality Controllers,year_11,4.7
8393,Product Quality Controllers,year_10_and_below,12.4
8394,Timber and Wood Process Workers,post_graduate_graduate_diploma_or_graduate_certificate,1
8394,Timber and Wood Process Workers,bachelor_degree,2.7
8394,Timber and Wood Process Workers,advanced_diploma_diploma,3
8394,Timber and Wood Process Workers,certificate_iii_iv,18.2
8394,Timber and Wood Process Workers,year_12,27.6
8394,Timber and Wood Process Workers,year_11,9.1
8394,Timber and Wood Process Workers,year_10_and_below,32.2
8399,Other Factory Process Workers,post_graduate_graduate_diploma_or_graduate_certificate,2.3
8399,Other Factory Process Workers,bachelor_degree,7.3
8399,Other Factory Process Workers,advanced_diploma_diploma,4.5
8399,Other Factory Process Workers,certificate_iii_iv,15.8
8399,Other Factory Process Workers,year_12,27.9
8399,Other Factory Process Workers,year_11,7.5
8399,Other Factory Process Workers,year_10_and_below,27.9
8411,Aquaculture Workers,post_graduate_graduate_diploma_or_graduate_certificate,4
8411,Aquaculture Workers,bachelor_degree,8.5
8411,Aquaculture Workers,advanced_diploma_diploma,5.9
8411,Aquaculture Workers,certificate_iii_iv,23.2
8411,Aquaculture Workers,year_12,18.3
8411,Aquaculture Workers,year_11,7.8
8411,Aquaculture Workers,year_10_and_below,26.9
8412,Crop Farm Workers,post_graduate_graduate_diploma_or_graduate_certificate,2.2
8412,Crop Farm Workers,bachelor_degree,8.7
8412,Crop Farm Workers,advanced_diploma_diploma,5.3
8412,Crop Farm Workers,certificate_iii_iv,13.1
8412,Crop Farm Workers,year_12,25.9
8412,Crop Farm Workers,year_11,6.9
8412,Crop Farm Workers,year_10_and_below,27.2
8413,Forestry and Logging Workers,post_graduate_graduate_diploma_or_graduate_certificate,1.3
8413,Forestry and Logging Workers,bachelor_degree,6.5
8413,Forestry and Logging Workers,advanced_diploma_diploma,5.6
8413,Forestry and Logging Workers,certificate_iii_iv,24.5
8413,Forestry and Logging Workers,year_12,18.9
8413,Forestry and Logging Workers,year_11,7.5
8413,Forestry and Logging Workers,year_10_and_below,29.7
8414,Garden and Nursery Labourers,post_graduate_graduate_diploma_or_graduate_certificate,1.1
8414,Garden and Nursery Labourers,bachelor_degree,5.5
8414,Garden and Nursery Labourers,advanced_diploma_diploma,6.5
8414,Garden and Nursery Labourers,certificate_iii_iv,28.1
8414,Garden and Nursery Labourers,year_12,21.7
8414,Garden and Nursery Labourers,year_11,7.2
8414,Garden and Nursery Labourers,year_10_and_below,25
8415,Livestock Farm Workers,post_graduate_graduate_diploma_or_graduate_certificate,1.3
8415,Livestock Farm Workers,bachelor_degree,7.1
8415,Livestock Farm Workers,advanced_diploma_diploma,5.6
8415,Livestock Farm Workers,certificate_iii_iv,21.3
8415,Livestock Farm Workers,year_12,23.1
8415,Livestock Farm Workers,year_11,8
8415,Livestock Farm Workers,year_10_and_below,28.1
8416,Mixed Crop and Livestock Farm Workers,post_graduate_graduate_diploma_or_graduate_certificate,0.8
8416,Mixed Crop and Livestock Farm Workers,bachelor_degree,6
8416,Mixed Crop and Livestock Farm Workers,advanced_diploma_diploma,5.7
8416,Mixed Crop and Livestock Farm Workers,certificate_iii_iv,26.8
8416,Mixed Crop and Livestock Farm Workers,year_12,21.3
8416,Mixed Crop and Livestock Farm Workers,year_11,8.9
8416,Mixed Crop and Livestock Farm Workers,year_10_and_below,25.4
8419,"Other Farm, Forestry and Garden Workers",post_graduate_graduate_diploma_or_graduate_certificate,2.6
8419,"Other Farm, Forestry and Garden Workers",bachelor_degree,9.4
8419,"Other Farm, Forestry and Garden Workers",advanced_diploma_diploma,8.6
8419,"Other Farm, Forestry and Garden Workers",certificate_iii_iv,31.6
8419,"Other Farm, Forestry and Garden Workers",year_12,14
8419,"Other Farm, Forestry and Garden Workers",year_11,4.4
8419,"Other Farm, Forestry and Garden Workers",year_10_and_below,14.2
8511,Fast Food Cooks,post_graduate_graduate_diploma_or_graduate_certificate,1.8
8511,Fast Food Cooks,bachelor_degree,4.7
8511,Fast Food Cooks,advanced_diploma_diploma,4.7
8511,Fast Food Cooks,certificate_iii_iv,8.1
8511,Fast Food Cooks,year_12,25.9
8511,Fast Food Cooks,year_11,15.1
8511,Fast Food Cooks,year_10_and_below,37
8512,Food Trades Assistants,post_graduate_graduate_diploma_or_graduate_certificate,2.7
8512,Food Trades Assistants,bachelor_degree,7.9
8512,Food Trades Assistants,advanced_diploma_diploma,5.6
8512,Food Trades Assistants,certificate_iii_iv,13.3
8512,Food Trades Assistants,year_12,30.6
8512,Food Trades Assistants,year_11,10.4
8512,Food Trades Assistants,year_10_and_below,25.1
8513,Kitchenhands,post_graduate_graduate_diploma_or_graduate_certificate,2.9
8513,Kitchenhands,bachelor_degree,8.2
8513,Kitchenhands,advanced_diploma_diploma,6.3
8513,Kitchenhands,certificate_iii_iv,10.6
8513,Kitchenhands,year_12,26.5
8513,Kitchenhands,year_11,11.4
8513,Kitchenhands,year_10_and_below,29.8
8911,Freight and Furniture Handlers,post_graduate_graduate_diploma_or_graduate_certificate,1.3
8911,Freight and Furniture Handlers,bachelor_degree,5.8
8911,Freight and Furniture Handlers,advanced_diploma_diploma,5.8
8911,Freight and Furniture Handlers,certificate_iii_iv,22.6
8911,Freight and Furniture Handlers,year_12,30.3
8911,Freight and Furniture Handlers,year_11,8
8911,Freight and Furniture Handlers,year_10_and_below,21.4
8912,Shelf Fillers,post_graduate_graduate_diploma_or_graduate_certificate,2.9
8912,Shelf Fillers,bachelor_degree,8.5
8912,Shelf Fillers,advanced_diploma_diploma,6.1
8912,Shelf Fillers,certificate_iii_iv,11.9
8912,Shelf Fillers,year_12,36.8
8912,Shelf Fillers,year_11,10.2
8912,Shelf Fillers,year_10_and_below,20.3
8991,Caretakers,post_graduate_graduate_diploma_or_graduate_certificate,2.8
8991,Caretakers,bachelor_degree,7.5
8991,Caretakers,advanced_diploma_diploma,9.5
8991,Caretakers,certificate_iii_iv,35.5
8991,Caretakers,year_12,14.7
8991,Caretakers,year_11,4.3
8991,Caretakers,year_10_and_below,20.3
8992,Deck and Fishing Hands,post_graduate_graduate_diploma_or_graduate_certificate,1.2
8992,Deck and Fishing Hands,bachelor_degree,5.7
8992,Deck and Fishing Hands,advanced_diploma_diploma,6.5
8992,Deck and Fishing Hands,certificate_iii_iv,28.7
8992,Deck and Fishing Hands,year_12,16.3
8992,Deck and Fishing Hands,year_11,5.7
8992,Deck and Fishing Hands,year_10_and_below,22
8993,Handypersons,post_graduate_graduate_diploma_or_graduate_certificate,2.1
8993,Handypersons,bachelor_degree,7
8993,Handypersons,advanced_diploma_diploma,8.7
8993,Handypersons,certificate_iii_iv,38.8
8993,Handypersons,year_12,14.5
8993,Handypersons,year_11,5.5
8993,Handypersons,year_10_and_below,18.6
8994,Motor Vehicle Parts and Accessories Fitters,post_graduate_graduate_diploma_or_graduate_certificate,0.5
8994,Motor Vehicle Parts and Accessories Fitters,bachelor_degree,1.9
8994,Motor Vehicle Parts and Accessories Fitters,advanced_diploma_diploma,3
8994,Motor Vehicle Parts and Accessories Fitters,certificate_iii_iv,30.9
8994,Motor Vehicle Parts and Accessories Fitters,year_12,21.3
8994,Motor Vehicle Parts and Accessories Fitters,year_11,9
8994,Motor Vehicle Parts and Accessories Fitters,year_10_and_below,28
8995,Printing Assistants and Table Workers,post_graduate_graduate_diploma_or_graduate_certificate,2.3
8995,Printing Assistants and Table Workers,bachelor_degree,9.9
8995,Printing Assistants and Table Workers,advanced_diploma_diploma,6.4
8995,Printing Assistants and Table Workers,certificate_iii_iv,19.4
8995,Printing Assistants and Table Workers,year_12,27.4
8995,Printing Assistants and Table Workers,year_11,6.7
8995,Printing Assistants and Table Workers,year_10_and_below,22.2
8996,Recycling and Rubbish Collectors,post_graduate_graduate_diploma_or_graduate_certificate,1
8996,Recycling and Rubbish Collectors,bachelor_degree,3.2
8996,Recycling and Rubbish Collectors,advanced_diploma_diploma,4.1
8996,Recycling and Rubbish Collectors,certificate_iii_iv,22.4
8996,Recycling and Rubbish Collectors,year_12,22.8
8996,Recycling and Rubbish Collectors,year_11,7.5
8996,Recycling and Rubbish Collectors,year_10_and_below,32.9
8997,Vending Machine Attendants,post_graduate_graduate_diploma_or_graduate_certificate,2.9
8997,Vending Machine Attendants,bachelor_degree,9.6
8997,Vending Machine Attendants,advanced_diploma_diploma,9.8
8997,Vending Machine Attendants,certificate_iii_iv,18.1
8997,Vending Machine Attendants,year_12,30.5
8997,Vending Machine Attendants,year_11,7.5
8997,Vending Machine Attendants,year_10_and_below,16.8
8999,Other Miscellaneous Labourers,post_graduate_graduate_diploma_or_graduate_certificate,2.3
8999,Other Miscellaneous Labourers,bachelor_degree,7.3
8999,Other Miscellaneous Labourers,advanced_diploma_diploma,7.3
8999,Other Miscellaneous Labourers,certificate_iii_iv,23.1
8999,Other Miscellaneous Labourers,year_12,23.4
8999,Other Miscellaneous Labourers,year_11,7.8
8999,Other Miscellaneous Labourers,year_10_and_below,23.2
111211,Corporate General Managers,post_graduate_graduate_diploma_or_graduate_certificate,22.2
111211,Corporate General Managers,bachelor_degree,30.5
111211,Corporate General Managers,advanced_diploma_diploma,15.4
111211,Corporate General Managers,certificate_iii_iv,11.9
111211,Corporate General Managers,year_12,11.2
111211,Corporate General Managers,year_11,2
111211,Corporate General Managers,year_10_and_below,3.7
111212,Defence Force Senior Officers,post_graduate_graduate_diploma_or_graduate_certificate,72.6
111212,Defence Force Senior Officers,bachelor_degree,12.6
111212,Defence Force Senior Officers,advanced_diploma_diploma,7.5
111212,Defence Force Senior Officers,certificate_iii_iv,1.7
111212,Defence Force Senior Officers,year_12,4
111212,Defence Force Senior Officers,year_11,0.2
111212,Defence Force Senior Officers,year_10_and_below,0.2
111311,Local Government Legislators,post_graduate_graduate_diploma_or_graduate_certificate,19.6
111311,Local Government Legislators,bachelor_degree,27.5
111311,Local Government Legislators,advanced_diploma_diploma,13.8
111311,Local Government Legislators,certificate_iii_iv,11.7
111311,Local Government Legislators,year_12,11.2
111311,Local Government Legislators,year_11,3.2
111311,Local Government Legislators,year_10_and_below,7.2
111312,Members of Parliament,post_graduate_graduate_diploma_or_graduate_certificate,31.1
111312,Members of Parliament,bachelor_degree,42.7
111312,Members of Parliament,advanced_diploma_diploma,7.7
111312,Members of Parliament,certificate_iii_iv,5
111312,Members of Parliament,year_12,6.5
111312,Members of Parliament,year_11,2.4
111312,Members of Parliament,year_10_and_below,2.2
111399,Other Legislators,post_graduate_graduate_diploma_or_graduate_certificate,25.7
111399,Other Legislators,bachelor_degree,18.2
111399,Other Legislators,advanced_diploma_diploma,7.4
111399,Other Legislators,certificate_iii_iv,16.9
111399,Other Legislators,year_12,10.1
111399,Other Legislators,year_11,2.7
111399,Other Legislators,year_10_and_below,10.8
121211,Cotton Growers,post_graduate_graduate_diploma_or_graduate_certificate,1.5
121211,Cotton Growers,bachelor_degree,13.2
121211,Cotton Growers,advanced_diploma_diploma,11.7
121211,Cotton Growers,certificate_iii_iv,21.2
121211,Cotton Growers,year_12,18.7
121211,Cotton Growers,year_11,4
121211,Cotton Growers,year_10_and_below,24.5
121212,Flower Growers,post_graduate_graduate_diploma_or_graduate_certificate,4.7
121212,Flower Growers,bachelor_degree,16.4
121212,Flower Growers,advanced_diploma_diploma,11
121212,Flower Growers,certificate_iii_iv,15.5
121212,Flower Growers,year_12,16.3
121212,Flower Growers,year_11,5
121212,Flower Growers,year_10_and_below,23.3
121213,Fruit and Nut Growers,post_graduate_graduate_diploma_or_graduate_certificate,4.3
121213,Fruit and Nut Growers,bachelor_degree,12.2
121213,Fruit and Nut Growers,advanced_diploma_diploma,9.7
121213,Fruit and Nut Growers,certificate_iii_iv,16.2
121213,Fruit and Nut Growers,year_12,19
121213,Fruit and Nut Growers,year_11,5.3
121213,Fruit and Nut Growers,year_10_and_below,25.5
121214,"Grain, Oilseed and Pasture Growers",post_graduate_graduate_diploma_or_graduate_certificate,2.1
121214,"Grain, Oilseed and Pasture Growers",bachelor_degree,10.3
121214,"Grain, Oilseed and Pasture Growers",advanced_diploma_diploma,9.4
121214,"Grain, Oilseed and Pasture Growers",certificate_iii_iv,20.7
121214,"Grain, Oilseed and Pasture Growers",year_12,18.8
121214,"Grain, Oilseed and Pasture Growers",year_11,9.7
121214,"Grain, Oilseed and Pasture Growers",year_10_and_below,24.2
121215,Grape Growers,post_graduate_graduate_diploma_or_graduate_certificate,6.4
121215,Grape Growers,bachelor_degree,16.1
121215,Grape Growers,advanced_diploma_diploma,12
121215,Grape Growers,certificate_iii_iv,16.2
121215,Grape Growers,year_12,15.4
121215,Grape Growers,year_11,7.4
121215,Grape Growers,year_10_and_below,19.3
121216,Mixed Crop Farmers,post_graduate_graduate_diploma_or_graduate_certificate,2.6
121216,Mixed Crop Farmers,bachelor_degree,10.8
121216,Mixed Crop Farmers,advanced_diploma_diploma,10
121216,Mixed Crop Farmers,certificate_iii_iv,17.5
121216,Mixed Crop Farmers,year_12,18.3
121216,Mixed Crop Farmers,year_11,6.4
121216,Mixed Crop Farmers,year_10_and_below,26.6
121217,Sugar Cane Growers,post_graduate_graduate_diploma_or_graduate_certificate,0.7
121217,Sugar Cane Growers,bachelor_degree,3.8
121217,Sugar Cane Growers,advanced_diploma_diploma,4.8
121217,Sugar Cane Growers,certificate_iii_iv,25.3
121217,Sugar Cane Growers,year_12,13.1
121217,Sugar Cane Growers,year_11,4.9
121217,Sugar Cane Growers,year_10_and_below,42.2
121218,Turf Growers,post_graduate_graduate_diploma_or_graduate_certificate,1
121218,Turf Growers,bachelor_degree,4.6
121218,Turf Growers,advanced_diploma_diploma,7.9
121218,Turf Growers,certificate_iii_iv,28.7
121218,Turf Growers,year_12,15
121218,Turf Growers,year_11,4.3
121218,Turf Growers,year_10_and_below,34
121221,Vegetable Growers,post_graduate_graduate_diploma_or_graduate_certificate,2.7
121221,Vegetable Growers,bachelor_degree,8.9
121221,Vegetable Growers,advanced_diploma_diploma,6.5
121221,Vegetable Growers,certificate_iii_iv,12.4
121221,Vegetable Growers,year_12,20.9
121221,Vegetable Growers,year_11,6.1
121221,Vegetable Growers,year_10_and_below,32.4
121299,Other Crop Farmers,post_graduate_graduate_diploma_or_graduate_certificate,5.9
121299,Other Crop Farmers,bachelor_degree,15.7
121299,Other Crop Farmers,advanced_diploma_diploma,11.8
121299,Other Crop Farmers,certificate_iii_iv,22.5
121299,Other Crop Farmers,year_12,17
121299,Other Crop Farmers,year_11,5.3
121299,Other Crop Farmers,year_10_and_below,17.1
121311,Beekeepers,post_graduate_graduate_diploma_or_graduate_certificate,5.1
121311,Beekeepers,bachelor_degree,10.9
121311,Beekeepers,advanced_diploma_diploma,7.4
121311,Beekeepers,certificate_iii_iv,25.9
121311,Beekeepers,year_12,14.4
121311,Beekeepers,year_11,5.2
121311,Beekeepers,year_10_and_below,24.3
121312,Beef Cattle Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3.6
121312,Beef Cattle Farmers,bachelor_degree,11.3
121312,Beef Cattle Farmers,advanced_diploma_diploma,10.1
121312,Beef Cattle Farmers,certificate_iii_iv,17.4
121312,Beef Cattle Farmers,year_12,14
121312,Beef Cattle Farmers,year_11,5.5
121312,Beef Cattle Farmers,year_10_and_below,31.5
121313,Dairy Cattle Farmers,post_graduate_graduate_diploma_or_graduate_certificate,1.8
121313,Dairy Cattle Farmers,bachelor_degree,9.2
121313,Dairy Cattle Farmers,advanced_diploma_diploma,10.6
121313,Dairy Cattle Farmers,certificate_iii_iv,24.9
121313,Dairy Cattle Farmers,year_12,13.5
121313,Dairy Cattle Farmers,year_11,9.1
121313,Dairy Cattle Farmers,year_10_and_below,26
121315,Goat Farmers,post_graduate_graduate_diploma_or_graduate_certificate,8.3
121315,Goat Farmers,bachelor_degree,14.4
121315,Goat Farmers,advanced_diploma_diploma,11.1
121315,Goat Farmers,certificate_iii_iv,20.8
121315,Goat Farmers,year_12,10.6
121315,Goat Farmers,year_11,5.6
121315,Goat Farmers,year_10_and_below,19
121316,Horse Breeders,post_graduate_graduate_diploma_or_graduate_certificate,3.4
121316,Horse Breeders,bachelor_degree,13
121316,Horse Breeders,advanced_diploma_diploma,15.2
121316,Horse Breeders,certificate_iii_iv,17.2
121316,Horse Breeders,year_12,19.8
121316,Horse Breeders,year_11,6.1
121316,Horse Breeders,year_10_and_below,18.1
121317,Mixed Livestock Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3
121317,Mixed Livestock Farmers,bachelor_degree,13.2
121317,Mixed Livestock Farmers,advanced_diploma_diploma,12.6
121317,Mixed Livestock Farmers,certificate_iii_iv,19.8
121317,Mixed Livestock Farmers,year_12,13.6
121317,Mixed Livestock Farmers,year_11,7.1
121317,Mixed Livestock Farmers,year_10_and_below,24.6
121318,Pig Farmers,post_graduate_graduate_diploma_or_graduate_certificate,2.4
121318,Pig Farmers,bachelor_degree,23.8
121318,Pig Farmers,advanced_diploma_diploma,10.5
121318,Pig Farmers,certificate_iii_iv,20.9
121318,Pig Farmers,year_12,16.1
121318,Pig Farmers,year_11,6.6
121318,Pig Farmers,year_10_and_below,14
121321,Poultry Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3.5
121321,Poultry Farmers,bachelor_degree,12.1
121321,Poultry Farmers,advanced_diploma_diploma,8.4
121321,Poultry Farmers,certificate_iii_iv,22.1
121321,Poultry Farmers,year_12,16.6
121321,Poultry Farmers,year_11,6.6
121321,Poultry Farmers,year_10_and_below,24.5
121322,Sheep Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3
121322,Sheep Farmers,bachelor_degree,11.8
121322,Sheep Farmers,advanced_diploma_diploma,10.8
121322,Sheep Farmers,certificate_iii_iv,19.4
121322,Sheep Farmers,year_12,15.3
121322,Sheep Farmers,year_11,9.1
121322,Sheep Farmers,year_10_and_below,24.5
121399,Other Livestock Farmers,post_graduate_graduate_diploma_or_graduate_certificate,6.6
121399,Other Livestock Farmers,bachelor_degree,12.6
121399,Other Livestock Farmers,advanced_diploma_diploma,10.3
121399,Other Livestock Farmers,certificate_iii_iv,20.6
121399,Other Livestock Farmers,year_12,15.3
121399,Other Livestock Farmers,year_11,6.2
121399,Other Livestock Farmers,year_10_and_below,21.4
131112,Sales and Marketing Managers,post_graduate_graduate_diploma_or_graduate_certificate,15.5
131112,Sales and Marketing Managers,bachelor_degree,36
131112,Sales and Marketing Managers,advanced_diploma_diploma,14
131112,Sales and Marketing Managers,certificate_iii_iv,11
131112,Sales and Marketing Managers,year_12,14
131112,Sales and Marketing Managers,year_11,2.4
131112,Sales and Marketing Managers,year_10_and_below,3.8
131113,Advertising Managers,post_graduate_graduate_diploma_or_graduate_certificate,10
131113,Advertising Managers,bachelor_degree,54
131113,Advertising Managers,advanced_diploma_diploma,10.6
131113,Advertising Managers,certificate_iii_iv,5.1
131113,Advertising Managers,year_12,13.3
131113,Advertising Managers,year_11,2.3
131113,Advertising Managers,year_10_and_below,1.9
131114,Public Relations Managers,post_graduate_graduate_diploma_or_graduate_certificate,29.1
131114,Public Relations Managers,bachelor_degree,51
131114,Public Relations Managers,advanced_diploma_diploma,7.1
131114,Public Relations Managers,certificate_iii_iv,3.1
131114,Public Relations Managers,year_12,6.2
131114,Public Relations Managers,year_11,0.5
131114,Public Relations Managers,year_10_and_below,1
133111,Construction Project Managers,post_graduate_graduate_diploma_or_graduate_certificate,10.8
133111,Construction Project Managers,bachelor_degree,32.1
133111,Construction Project Managers,advanced_diploma_diploma,15.9
133111,Construction Project Managers,certificate_iii_iv,26.2
133111,Construction Project Managers,year_12,7.7
133111,Construction Project Managers,year_11,1.3
133111,Construction Project Managers,year_10_and_below,3
133112,Project Builders,post_graduate_graduate_diploma_or_graduate_certificate,2.8
133112,Project Builders,bachelor_degree,9.8
133112,Project Builders,advanced_diploma_diploma,12.2
133112,Project Builders,certificate_iii_iv,54.8
133112,Project Builders,year_12,7.5
133112,Project Builders,year_11,2.4
133112,Project Builders,year_10_and_below,6
133311,Importers and Exporters,post_graduate_graduate_diploma_or_graduate_certificate,14.1
133311,Importers and Exporters,bachelor_degree,29.1
133311,Importers and Exporters,advanced_diploma_diploma,12.7
133311,Importers and Exporters,certificate_iii_iv,9.8
133311,Importers and Exporters,year_12,17.8
133311,Importers and Exporters,year_11,3
133311,Importers and Exporters,year_10_and_below,8.2
133312,Wholesalers,post_graduate_graduate_diploma_or_graduate_certificate,6.8
133312,Wholesalers,bachelor_degree,17.7
133312,Wholesalers,advanced_diploma_diploma,11.4
133312,Wholesalers,certificate_iii_iv,17.4
133312,Wholesalers,year_12,24.3
133312,Wholesalers,year_11,5.5
133312,Wholesalers,year_10_and_below,12.4
133511,Forest Managers,post_graduate_graduate_diploma_or_graduate_certificate,8.7
133511,Forest Managers,bachelor_degree,29.4
133511,Forest Managers,advanced_diploma_diploma,14.5
133511,Forest Managers,certificate_iii_iv,20.9
133511,Forest Managers,year_12,7.4
133511,Forest Managers,year_11,3.1
133511,Forest Managers,year_10_and_below,10.9
133512,Manufacturing Production Managers,post_graduate_graduate_diploma_or_graduate_certificate,7.5
133512,Manufacturing Production Managers,bachelor_degree,17.6
133512,Manufacturing Production Managers,advanced_diploma_diploma,13.4
133512,Manufacturing Production Managers,certificate_iii_iv,28.5
133512,Manufacturing Production Managers,year_12,14.8
133512,Manufacturing Production Managers,year_11,4.3
133512,Manufacturing Production Managers,year_10_and_below,10.2
133513,Mine Managers,post_graduate_graduate_diploma_or_graduate_certificate,15.5
133513,Mine Managers,bachelor_degree,25
133513,Mine Managers,advanced_diploma_diploma,16.3
133513,Mine Managers,certificate_iii_iv,25.1
133513,Mine Managers,year_12,7
133513,Mine Managers,year_11,2.2
133513,Mine Managers,year_10_and_below,5.4
133611,Supply and Distribution Managers,post_graduate_graduate_diploma_or_graduate_certificate,12.3
133611,Supply and Distribution Managers,bachelor_degree,21.2
133611,Supply and Distribution Managers,advanced_diploma_diploma,15.6
133611,Supply and Distribution Managers,certificate_iii_iv,16.3
133611,Supply and Distribution Managers,year_12,17.6
133611,Supply and Distribution Managers,year_11,4.2
133611,Supply and Distribution Managers,year_10_and_below,9
133612,Procurement Managers,post_graduate_graduate_diploma_or_graduate_certificate,22.5
133612,Procurement Managers,bachelor_degree,31
133612,Procurement Managers,advanced_diploma_diploma,15.4
133612,Procurement Managers,certificate_iii_iv,9.7
133612,Procurement Managers,year_12,11.7
133612,Procurement Managers,year_11,2.3
133612,Procurement Managers,year_10_and_below,4
134211,Medical Administrators,post_graduate_graduate_diploma_or_graduate_certificate,32.7
134211,Medical Administrators,bachelor_degree,29.7
134211,Medical Administrators,advanced_diploma_diploma,10.9
134211,Medical Administrators,certificate_iii_iv,9.3
134211,Medical Administrators,year_12,9.1
134211,Medical Administrators,year_11,1.4
134211,Medical Administrators,year_10_and_below,2.6
134212,Nursing Clinical Directors,post_graduate_graduate_diploma_or_graduate_certificate,44.7
134212,Nursing Clinical Directors,bachelor_degree,43.6
134212,Nursing Clinical Directors,advanced_diploma_diploma,8.3
134212,Nursing Clinical Directors,certificate_iii_iv,1
134212,Nursing Clinical Directors,year_12,0.7
134212,Nursing Clinical Directors,year_11,0
134212,Nursing Clinical Directors,year_10_and_below,0
134213,Primary Health Organisation Managers,post_graduate_graduate_diploma_or_graduate_certificate,39.1
134213,Primary Health Organisation Managers,bachelor_degree,30.5
134213,Primary Health Organisation Managers,advanced_diploma_diploma,11.7
134213,Primary Health Organisation Managers,certificate_iii_iv,7.1
134213,Primary Health Organisation Managers,year_12,4.9
134213,Primary Health Organisation Managers,year_11,1.1
134213,Primary Health Organisation Managers,year_10_and_below,0
134214,Welfare Centre Managers,post_graduate_graduate_diploma_or_graduate_certificate,20.5
134214,Welfare Centre Managers,bachelor_degree,32.3
134214,Welfare Centre Managers,advanced_diploma_diploma,22.7
134214,Welfare Centre Managers,certificate_iii_iv,11.5
134214,Welfare Centre Managers,year_12,6.5
134214,Welfare Centre Managers,year_11,1
134214,Welfare Centre Managers,year_10_and_below,2.1
134299,Other Health and Welfare Services Managers,post_graduate_graduate_diploma_or_graduate_certificate,26.2
134299,Other Health and Welfare Services Managers,bachelor_degree,33.5
134299,Other Health and Welfare Services Managers,advanced_diploma_diploma,18.7
134299,Other Health and Welfare Services Managers,certificate_iii_iv,11.4
134299,Other Health and Welfare Services Managers,year_12,4.9
134299,Other Health and Welfare Services Managers,year_11,0.8
134299,Other Health and Welfare Services Managers,year_10_and_below,2
134411,Faculty Heads,post_graduate_graduate_diploma_or_graduate_certificate,61.4
134411,Faculty Heads,bachelor_degree,22.3
134411,Faculty Heads,advanced_diploma_diploma,9.2
134411,Faculty Heads,certificate_iii_iv,3.1
134411,Faculty Heads,year_12,2.1
134411,Faculty Heads,year_11,0.2
134411,Faculty Heads,year_10_and_below,0.4
134412,Regional Education Managers,post_graduate_graduate_diploma_or_graduate_certificate,41.3
134412,Regional Education Managers,bachelor_degree,39.3
134412,Regional Education Managers,advanced_diploma_diploma,8.9
