anzsco_code,occupation,education_level,share_pct
1111,Chief Executives and Managing Directors,post_graduate_graduate_diploma_or_graduate_certificate,25.3
1111,Chief Executives and Managing Directors,bachelor_degree,31.5
1111,Chief Executives and Managing Directors,advanced_diploma_diploma,11.8
1111,Chief Executives and Managing Directors,certificate_iii_iv,11.8
1111,Chief Executives and Managing Directors,year_12,10.2
1111,Chief Executives and Managing Directors,year_11,1.9
1111,Chief Executives and Managing Directors,year_10_and_below,4.2
1112,General Managers,post_graduate_graduate_diploma_or_graduate_certificate,23.6
1112,General Managers,bachelor_degree,30
1112,General Managers,advanced_diploma_diploma,15.2
1112,General Managers,certificate_iii_iv,11.6
1112,General Managers,year_12,11
1112,General Managers,year_11,2
1112,General Managers,year_10_and_below,3.6
1113,Legislators,post_graduate_graduate_diploma_or_graduate_certificate,24.2
1113,Legislators,bachelor_degree,32.5
1113,Legislators,advanced_diploma_diploma,10.9
1113,Legislators,certificate_iii_iv,9.5
1113,Legislators,year_12,9.4
1113,Legislators,year_11,2.5
1113,Legislators,year_10_and_below,5.9
1211,Aquaculture Farmers,post_graduate_graduate_diploma_or_graduate_certificate,5
1211,Aquaculture Farmers,bachelor_degree,15.6
1211,Aquaculture Farmers,advanced_diploma_diploma,8.5
1211,Aquaculture Farmers,certificate_iii_iv,20.7
1211,Aquaculture Farmers,year_12,14.9
1211,Aquaculture Farmers,year_11,5.8
1211,Aquaculture Farmers,year_10_and_below,21.7
1212,Crop Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3.3
1212,Crop Farmers,bachelor_degree,11.3
1212,Crop Farmers,advanced_diploma_diploma,9.2
1212,Crop Farmers,certificate_iii_iv,18.2
1212,Crop Farmers,year_12,18.1
1212,Crop Farmers,year_11,6.9
1212,Crop Farmers,year_10_and_below,26.1
1213,Livestock Farmers,post_graduate_graduate_diploma_or_graduate_certificate,3.2
1213,Livestock Farmers,bachelor_degree,11.4
1213,Livestock Farmers,advanced_diploma_diploma,10.5
1213,Livestock Farmers,certificate_iii_iv,19.6
1213,Livestock Farmers,year_12,14.3
1213,Livestock Farmers,year_11,6.9
1213,Livestock Farmers,year_10_and_below,27.7
1214,Mixed Crop and Livestock Farmers,post_graduate_graduate_diploma_or_graduate_certificate,2
1214,Mixed Crop and Livestock Farmers,bachelor_degree,11
1214,Mixed Crop and Livestock Farmers,advanced_diploma_diploma,10.2
1214,Mixed Crop and Livestock Farmers,certificate_iii_iv,20.1
1214,Mixed Crop and Livestock Farmers,year_12,18.7
1214,Mixed Crop and Livestock Farmers,year_11,8.4
1214,Mixed Crop and Livestock Farmers,year_10_and_below,23.6
1311,"Advertising, Public Relations and Sales Manager",post_graduate_graduate_diploma_or_graduate_certificate,16.7
1311,"Advertising, Public Relations and Sales Manager",bachelor_degree,37.9
1311,"Advertising, Public Relations and Sales Manager",advanced_diploma_diploma,13.2
1311,"Advertising, Public Relations and Sales Manager",certificate_iii_iv,10.1
1311,"Advertising, Public Relations and Sales Manager",year_12,13.2
1311,"Advertising, Public Relations and Sales Manager",year_11,2.2
1311,"Advertising, Public Relations and Sales Manager",year_10_and_below,3.4
1321,Corporate Services Managers,post_graduate_graduate_diploma_or_graduate_certificate,20.1
1321,Corporate Services Managers,bachelor_degree,28.6
1321,Corporate Services Managers,advanced_diploma_diploma,16.3
1321,Corporate Services Managers,certificate_iii_iv,12.4
1321,Corporate Services Managers,year_12,11.7
1321,Corporate Services Managers,year_11,2.8
1321,Corporate Services Managers,year_10_and_below,4.6
1322,Finance Managers,post_graduate_graduate_diploma_or_graduate_certificate,26.8
1322,Finance Managers,bachelor_degree,47.8
1322,Finance Managers,advanced_diploma_diploma,9.3
1322,Finance Managers,certificate_iii_iv,4.3
1322,Finance Managers,year_12,6.2
1322,Finance Managers,year_11,1.3
1322,Finance Managers,year_10_and_below,1.9
1323,Human Resource Managers,post_graduate_graduate_diploma_or_graduate_certificate,24.8
1323,Human Resource Managers,bachelor_degree,34
1323,Human Resource Managers,advanced_diploma_diploma,18.2
1323,Human Resource Managers,certificate_iii_iv,9.2
1323,Human Resource Managers,year_12,8
1323,Human Resource Managers,year_11,1.3
1323,Human Resource Managers,year_10_and_below,2
1324,Policy and Planning Managers,post_graduate_graduate_diploma_or_graduate_certificate,39.8
1324,Policy and Planning Managers,bachelor_degree,37.3
1324,Policy and Planning Managers,advanced_diploma_diploma,9.6
1324,Policy and Planning Managers,certificate_iii_iv,5
1324,Policy and Planning Managers,year_12,5.1
1324,Policy and Planning Managers,year_11,0.6
1324,Policy and Planning Managers,year_10_and_below,0.9
1325,Research and Development Managers,post_graduate_graduate_diploma_or_graduate_certificate,47.5
1325,Research and Development Managers,bachelor_degree,35.6
1325,Research and Development Managers,advanced_diploma_diploma,6.6
1325,Research and Development Managers,certificate_iii_iv,3.8
1325,Research and Development Managers,year_12,3.7
1325,Research and Development Managers,year_11,0.5
1325,Research and Development Managers,year_10_and_below,0.7
1331,Construction Managers,post_graduate_graduate_diploma_or_graduate_certificate,7.3
1331,Construction Managers,bachelor_degree,22.2
1331,Construction Managers,advanced_diploma_diploma,14.3
1331,Construction Managers,certificate_iii_iv,38.8
1331,Construction Managers,year_12,7.6
1331,Construction Managers,year_11,1.8
1331,Construction Managers,year_10_and_below,4.4
1332,Engineering Managers,post_graduate_graduate_diploma_or_graduate_certificate,26.6
1332,Engineering Managers,bachelor_degree,45.6
1332,Engineering Managers,advanced_diploma_diploma,11.3
1332,Engineering Managers,certificate_iii_iv,10.8
1332,Engineering Managers,year_12,2.7
1332,Engineering Managers,year_11,0.5
1332,Engineering Managers,year_10_and_below,0.8
1333,"Importers, Exporters and Wholesalers",post_graduate_graduate_diploma_or_graduate_certificate,8.4
1333,"Importers, Exporters and Wholesalers",bachelor_degree,20.4
1333,"Importers, Exporters and Wholesalers",advanced_diploma_diploma,11.8
1333,"Importers, Exporters and Wholesalers",certificate_iii_iv,15.6
1333,"Importers, Exporters and Wholesalers",year_12,22.9
1333,"Importers, Exporters and Wholesalers",year_11,4.9
1333,"Importers, Exporters and Wholesalers",year_10_and_below,11.4
1334,Manufacturers,post_graduate_graduate_diploma_or_graduate_certificate,4.4
1334,Manufacturers,bachelor_degree,12.7
1334,Manufacturers,advanced_diploma_diploma,9.5
1334,Manufacturers,certificate_iii_iv,26.3
1334,Manufacturers,year_12,20.8
1334,Manufacturers,year_11,6.1
1334,Manufacturers,year_10_and_below,15.1
1335,Production Managers,post_graduate_graduate_diploma_or_graduate_certificate,9.8
1335,Production Managers,bachelor_degree,20.2
1335,Production Managers,advanced_diploma_diploma,14.5
1335,Production Managers,certificate_iii_iv,26.4
1335,Production Managers,year_12,13.3
1335,Production Managers,year_11,3.6
1335,Production Managers,year_10_and_below,8.5
1336,"Supply, Distribution and Procurement Managers",post_graduate_graduate_diploma_or_graduate_certificate,14.8
1336,"Supply, Distribution and Procurement Managers",bachelor_degree,23.6
1336,"Supply, Distribution and Procurement Managers",advanced_diploma_diploma,15.5
1336,"Supply, Distribution and Procurement Managers",certificate_iii_iv,14.7
1336,"Supply, Distribution and Procurement Managers",year_12,16.2
1336,"Supply, Distribution and Procurement Managers",year_11,3.7
1336,"Supply, Distribution and Procurement Managers",year_10_and_below,7.7
1341,Child Care Centre Managers,post_graduate_graduate_diploma_or_graduate_certificate,21.6
1341,Child Care Centre Managers,bachelor_degree,27.5
1341,Child Care Centre Managers,advanced_diploma_diploma,38.4
1341,Child Care Centre Managers,certificate_iii_iv,5.6
1341,Child Care Centre Managers,year_12,3.9
1341,Child Care Centre Managers,year_11,0.3
1341,Child Care Centre Managers,year_10_and_below,0.9
1342,Health and Welfare Services Managers,post_graduate_graduate_diploma_or_graduate_certificate,28.5
1342,Health and Welfare Services Managers,bachelor_degree,33.7
1342,Health and Welfare Services Managers,advanced_diploma_diploma,17
1342,Health and Welfare Services Managers,certificate_iii_iv,10.3
1342,Health and Welfare Services Managers,year_12,5.2
1342,Health and Welfare Services Managers,year_11,0.8
1342,Health and Welfare Services Managers,year_10_and_below,1.9
1343,School Principals,post_graduate_graduate_diploma_or_graduate_certificate,43.9
1343,School Principals,bachelor_degree,52.6
1343,School Principals,advanced_diploma_diploma,2.5
1343,School Principals,certificate_iii_iv,0.2
1343,School Principals,year_12,0.2
1343,School Principals,year_11,0
1343,School Principals,year_10_and_below,0.1
1344,Other Education Managers,post_graduate_graduate_diploma_or_graduate_certificate,52
1344,Other Education Managers,bachelor_degree,29.3
1344,Other Education Managers,advanced_diploma_diploma,9.2
1344,Other Education Managers,certificate_iii_iv,4
1344,Other Education Managers,year_12,2.8
1344,Other Education Managers,year_11,0.5
1344,Other Education Managers,year_10_and_below,0.6
1351,ICT Managers,post_graduate_graduate_diploma_or_graduate_certificate,26
1351,ICT Managers,bachelor_degree,42.3
1351,ICT Managers,advanced_diploma_diploma,12.2
1351,ICT Managers,certificate_iii_iv,5.4
1351,ICT Managers,year_12,8.8
1351,ICT Managers,year_11,0.9
1351,ICT Managers,year_10_and_below,1.1
1391,Commissioned Officers (Management),post_graduate_graduate_diploma_or_graduate_certificate,25.2
1391,Commissioned Officers (Management),bachelor_degree,25.7
1391,Commissioned Officers (Management),advanced_diploma_diploma,16.4
1391,Commissioned Officers (Management),certificate_iii_iv,10.5
1391,Commissioned Officers (Management),year_12,18
1391,Commissioned Officers (Management),year_11,0.8
1391,Commissioned Officers (Management),year_10_and_below,1
1392,Senior Non-Commissioned Defence Force Officers,post_graduate_graduate_diploma_or_graduate_certificate,3.8
1392,Senior Non-Commissioned Defence Force Officers,bachelor_degree,6.7
1392,Senior Non-Commissioned Defence Force Officers,advanced_diploma_diploma,35.7
1392,Senior Non-Commissioned Defence Force Officers,certificate_iii_iv,25.3
1392,Senior Non-Commissioned Defence Force Officers,year_12,16.5
1392,Senior Non-Commissioned Defence Force Officers,year_11,4.1
1392,Senior Non-Commissioned Defence Force Officers,year_10_and_below,5.2
1399,Other Specialist Managers,post_graduate_graduate_diploma_or_graduate_certificate,23.4
1399,Other Specialist Managers,bachelor_degree,34.1
1399,Other Specialist Managers,advanced_diploma_diploma,14.5
1399,Other Specialist Managers,certificate_iii_iv,11.9
1399,Other Specialist Managers,year_12,8.4
1399,Other Specialist Managers,year_11,1.5
1399,Other Specialist Managers,year_10_and_below,3.1
1411,Cafe and Restaurant Managers,post_graduate_graduate_diploma_or_graduate_certificate,7.2
1411,Cafe and Restaurant Managers,bachelor_degree,20.6
1411,Cafe and Restaurant Managers,advanced_diploma_diploma,16.3
1411,Cafe and Restaurant Managers,certificate_iii_iv,16.8
1411,Cafe and Restaurant Managers,year_12,22
1411,Cafe and Restaurant Managers,year_11,3.7
1411,Cafe and Restaurant Managers,year_10_and_below,8.4
1412,Caravan Park and Camping Ground Managers,post_graduate_graduate_diploma_or_graduate_certificate,3.4
1412,Caravan Park and Camping Ground Managers,bachelor_degree,9.9
1412,Caravan Park and Camping Ground Managers,advanced_diploma_diploma,13.1
1412,Caravan Park and Camping Ground Managers,certificate_iii_iv,27.3
1412,Caravan Park and Camping Ground Managers,year_12,13.8
1412,Caravan Park and Camping Ground Managers,year_11,6.8
1412,Caravan Park and Camping Ground Managers,year_10_and_below,20.1
1413,Hotel and Motel Managers,post_graduate_graduate_diploma_or_graduate_certificate,6.1
1413,Hotel and Motel Managers,bachelor_degree,17.9
1413,Hotel and Motel Managers,advanced_diploma_diploma,15.8
1413,Hotel and Motel Managers,certificate_iii_iv,17.6
1413,Hotel and Motel Managers,year_12,21.7
1413,Hotel and Motel Managers,year_11,5.1
1413,Hotel and Motel Managers,year_10_and_below,11.2
1414,Licensed Club Managers,post_graduate_graduate_diploma_or_graduate_certificate,2.3
1414,Licensed Club Managers,bachelor_degree,13.2
1414,Licensed Club Managers,advanced_diploma_diploma,20.7
1414,Licensed Club Managers,certificate_iii_iv,21.1
1414,Licensed Club Managers,year_12,22.6
1414,Licensed Club Managers,year_11,5.5
1414,Licensed Club Managers,year_10_and_below,10.5
1419,Other Accommodation and Hospitality Managers,post_graduate_graduate_diploma_or_graduate_certificate,9.6
1419,Other Accommodation and Hospitality Managers,bachelor_degree,21.8
1419,Other Accommodation and Hospitality Managers,advanced_diploma_diploma,19.1
1419,Other Accommodation and Hospitality Managers,certificate_iii_iv,16.8
1419,Other Accommodation and Hospitality Managers,year_12,13.3
1419,Other Accommodation and Hospitality Managers,year_11,4.3
1419,Other Accommodation and Hospitality Managers,year_10_and_below,8.6
1421,Retail Managers,post_graduate_graduate_diploma_or_graduate_certificate,6.3
1421,Retail Managers,bachelor_degree,16.4
1421,Retail Managers,advanced_diploma_diploma,13.1
1421,Retail Managers,certificate_iii_iv,17.8
1421,Retail Managers,year_12,25.4
1421,Retail Managers,year_11,5.2
1421,Retail Managers,year_10_and_below,11
1491,"Amusement, Fitness and Sports Centre Managers",post_graduate_graduate_diploma_or_graduate_certificate,5.5
1491,"Amusement, Fitness and Sports Centre Managers",bachelor_degree,23.7
1491,"Amusement, Fitness and Sports Centre Managers",advanced_diploma_diploma,16.2
1491,"Amusement, Fitness and Sports Centre Managers",certificate_iii_iv,23.2
1491,"Amusement, Fitness and Sports Centre Managers",year_12,19.3
1491,"Amusement, Fitness and Sports Centre Managers",year_11,2.8
1491,"Amusement, Fitness and Sports Centre Managers",year_10_and_below,4.5
1492,"Call, Contact Centre and Customer Service Managers",post_graduate_graduate_diploma_or_graduate_certificate,9.9
1492,"Call, Contact Centre and Customer Service Managers",bachelor_degree,21.6
1492,"Call, Contact Centre and Customer Service Managers",advanced_diploma_diploma,16.4
1492,"Call, Contact Centre and Customer Service Managers",certificate_iii_iv,24.5
1492,"Call, Contact Centre and Customer Service Managers",year_12,15.7
1492,"Call, Contact Centre and Customer Service Managers",year_11,3
1492,"Call, Contact Centre and Customer Service Managers",year_10_and_below,5.1
1493,Conference and Event Organisers,post_graduate_graduate_diploma_or_graduate_certificate,8.7
1493,Conference and Event Organisers,bachelor_degree,37.1
1493,Conference and Event Organisers,advanced_diploma_diploma,20.2
1493,Conference and Event Organisers,certificate_iii_iv,10.1
1493,Conference and Event Organisers,year_12,15.3
1493,Conference and Event Organisers,year_11,2
1493,Conference and Event Organisers,year_10_and_below,3.3
1494,Transport Services Managers,post_graduate_graduate_diploma_or_graduate_certificate,6
1494,Transport Services Managers,bachelor_degree,11.8
1494,Transport Services Managers,advanced_diploma_diploma,11.8
1494,Transport Services Managers,certificate_iii_iv,25.5
1494,Transport Services Managers,year_12,16.9
1494,Transport Services Managers,year_11,5.4
1494,Transport Services Managers,year_10_and_below,17.9
1499,"Other Hospitality, Retail and Service Managers",post_graduate_graduate_diploma_or_graduate_certificate,9.1
1499,"Other Hospitality, Retail and Service Managers",bachelor_degree,19.4
1499,"Other Hospitality, Retail and Service Managers",advanced_diploma_diploma,16.1
1499,"Other Hospitality, Retail and Service Managers",certificate_iii_iv,24.8
1499,"Other Hospitality, Retail and Service Managers",year_12,15.4
1499,"Other Hospitality, Retail and Service Managers",year_11,3.4
1499,"Other Hospitality, Retail and Service Managers",year_10_and_below,7.3
2111,"Actors, Dancers and Other Entertainers",post_graduate_graduate_diploma_or_graduate_certificate,7.3
2111,"Actors, Dancers and Other Entertainers",bachelor_degree,29.3
2111,"Actors, Dancers and Other Entertainers",advanced_diploma_diploma,14.9
2111,"Actors, Dancers and Other Entertainers",certificate_iii_iv,11.3
2111,"Actors, Dancers and Other Entertainers",year_12,23.5
2111,"Actors, Dancers and Other Entertainers",year_11,3.4
2111,"Actors, Dancers and Other Entertainers",year_10_and_below,6.2
2112,Music Professionals,post_graduate_graduate_diploma_or_graduate_certificate,17.8
2112,Music Professionals,bachelor_degree,35.1
2112,Music Professionals,advanced_diploma_diploma,10.5
2112,Music Professionals,certificate_iii_iv,6.6
2112,Music Professionals,year_12,20.3
2112,Music Professionals,year_11,2.7
2112,Music Professionals,year_10_and_below,4.3
2113,Photographers,post_graduate_graduate_diploma_or_graduate_certificate,6.5
2113,Photographers,bachelor_degree,31.3
2113,Photographers,advanced_diploma_diploma,20.8
2113,Photographers,certificate_iii_iv,11.8
2113,Photographers,year_12,18.6
2113,Photographers,year_11,2.8
2113,Photographers,year_10_and_below,3.6
2114,Visual Arts and Crafts Professionals,post_graduate_graduate_diploma_or_graduate_certificate,12.6
2114,Visual Arts and Crafts Professionals,bachelor_degree,32.7
2114,Visual Arts and Crafts Professionals,advanced_diploma_diploma,15.6
2114,Visual Arts and Crafts Professionals,certificate_iii_iv,10.8
2114,Visual Arts and Crafts Professionals,year_12,12.9
2114,Visual Arts and Crafts Professionals,year_11,3.4
2114,Visual Arts and Crafts Professionals,year_10_and_below,6.7
2121,"Artistic Directors, Media Producers and Presenters",post_graduate_graduate_diploma_or_graduate_certificate,11.2
2121,"Artistic Directors, Media Producers and Presenters",bachelor_degree,45
2121,"Artistic Directors, Media Producers and Presenters",advanced_diploma_diploma,12.8
2121,"Artistic Directors, Media Producers and Presenters",certificate_iii_iv,5.5
2121,"Artistic Directors, Media Producers and Presenters",year_12,17.1
2121,"Artistic Directors, Media Producers and Presenters",year_11,2.1
2121,"Artistic Directors, Media Producers and Presenters",year_10_and_below,2.6
2122,"Authors, and Book and Script Editors",post_graduate_graduate_diploma_or_graduate_certificate,34.3
2122,"Authors, and Book and Script Editors",bachelor_degree,42.1
2122,"Authors, and Book and Script Editors",advanced_diploma_diploma,7.4
2122,"Authors, and Book and Script Editors",certificate_iii_iv,3.1
2122,"Authors, and Book and Script Editors",year_12,8.2
2122,"Authors, and Book and Script Editors",year_11,0.9
2122,"Authors, and Book and Script Editors",year_10_and_below,1.6
2123,"Film, Television, Radio and Stage Directors",post_graduate_graduate_diploma_or_graduate_certificate,10.9
2123,"Film, Television, Radio and Stage Directors",bachelor_degree,44.2
2123,"Film, Television, Radio and Stage Directors",advanced_diploma_diploma,14.5
2123,"Film, Television, Radio and Stage Directors",certificate_iii_iv,6.8
2123,"Film, Television, Radio and Stage Directors",year_12,16.1
2123,"Film, Television, Radio and Stage Directors",year_11,2
2123,"Film, Television, Radio and Stage Directors",year_10_and_below,2.4
2124,Journalists and Other Writers,post_graduate_graduate_diploma_or_graduate_certificate,21.5
2124,Journalists and Other Writers,bachelor_degree,52.8
2124,Journalists and Other Writers,advanced_diploma_diploma,7
2124,Journalists and Other Writers,certificate_iii_iv,3.9
2124,Journalists and Other Writers,year_12,10.1
2124,Journalists and Other Writers,year_11,0.7
2124,Journalists and Other Writers,year_10_and_below,1.1
2211,Accountants,post_graduate_graduate_diploma_or_graduate_certificate,29.1
2211,Accountants,bachelor_degree,56.4
2211,Accountants,advanced_diploma_diploma,5.9
2211,Accountants,certificate_iii_iv,1.9
2211,Accountants,year_12,3.8
2211,Accountants,year_11,0.3
2211,Accountants,year_10_and_below,0.6
2212,"Auditors, Company Secretaries and Corporate Treasurers",post_graduate_graduate_diploma_or_graduate_certificate,27.7
2212,"Auditors, Company Secretaries and Corporate Treasurers",bachelor_degree,48.8
2212,"Auditors, Company Secretaries and Corporate Treasurers",advanced_diploma_diploma,7.5
2212,"Auditors, Company Secretaries and Corporate Treasurers",certificate_iii_iv,5.1
2212,"Auditors, Company Secretaries and Corporate Treasurers",year_12,6.3
2212,"Auditors, Company Secretaries and Corporate Treasurers",year_11,0.8
2212,"Auditors, Company Secretaries and Corporate Treasurers",year_10_and_below,1.4
2221,Financial Brokers,post_graduate_graduate_diploma_or_graduate_certificate,11.4
2221,Financial Brokers,bachelor_degree,27.3
2221,Financial Brokers,advanced_diploma_diploma,33.6
2221,Financial Brokers,certificate_iii_iv,8.6
2221,Financial Brokers,year_12,10.4
2221,Financial Brokers,year_11,1.5
2221,Financial Brokers,year_10_and_below,2
2222,Financial Dealers,post_graduate_graduate_diploma_or_graduate_certificate,23.8
2222,Financial Dealers,bachelor_degree,48.4
2222,Financial Dealers,advanced_diploma_diploma,8.4
2222,Financial Dealers,certificate_iii_iv,3.8
2222,Financial Dealers,year_12,10.5
2222,Financial Dealers,year_11,1.2
2222,Financial Dealers,year_10_and_below,1.6
2223,Financial Investment Advisers and Managers,post_graduate_graduate_diploma_or_graduate_certificate,27.9
2223,Financial Investment Advisers and Managers,bachelor_degree,44.1
2223,Financial Investment Advisers and Managers,advanced_diploma_diploma,15.7
2223,Financial Investment Advisers and Managers,certificate_iii_iv,2.8
2223,Financial Investment Advisers and Managers,year_12,5.7
2223,Financial Investment Advisers and Managers,year_11,0.7
2223,Financial Investment Advisers and Managers,year_10_and_below,1
2231,Human Resource Professionals,post_graduate_graduate_diploma_or_graduate_certificate,15
2231,Human Resource Professionals,bachelor_degree,36.8
2231,Human Resource Professionals,advanced_diploma_diploma,14.8
2231,Human Resource Professionals,certificate_iii_iv,12.5
2231,Human Resource Professionals,year_12,13.3
2231,Human Resource Professionals,year_11,1.9
2231,Human Resource Professionals,year_10_and_below,2.8
2232,ICT Trainers,post_graduate_graduate_diploma_or_graduate_certificate,18.6
2232,ICT Trainers,bachelor_degree,32.6
2232,ICT Trainers,advanced_diploma_diploma,16.3
2232,ICT Trainers,certificate_iii_iv,14.2
2232,ICT Trainers,year_12,11.8
2232,ICT Trainers,year_11,1
2232,ICT Trainers,year_10_and_below,1.5
2233,Training and Development Professionals,post_graduate_graduate_diploma_or_graduate_certificate,18.4
2233,Training and Development Professionals,bachelor_degree,25.8
2233,Training and Development Professionals,advanced_diploma_diploma,18.2
2233,Training and Development Professionals,certificate_iii_iv,21.3
2233,Training and Development Professionals,year_12,9.6
2233,Training and Development Professionals,year_11,1.7
2233,Training and Development Professionals,year_10_and_below,2.5
2241,"Actuaries, Mathematicians and Statisticians",post_graduate_graduate_diploma_or_graduate_certificate,46.2
2241,"Actuaries, Mathematicians and Statisticians",bachelor_degree,45
2241,"Actuaries, Mathematicians and Statisticians",advanced_diploma_diploma,2
2241,"Actuaries, Mathematicians and Statisticians",certificate_iii_iv,1.3
2241,"Actuaries, Mathematicians and Statisticians",year_12,3.4
2241,"Actuaries, Mathematicians and Statisticians",year_11,0.2
2241,"Actuaries, Mathematicians and Statisticians",year_10_and_below,0.5
2242,"Archivists, Curators and Records Managers",post_graduate_graduate_diploma_or_graduate_certificate,35.3
2242,"Archivists, Curators and Records Managers",bachelor_degree,32.8
2242,"Archivists, Curators and Records Managers",advanced_diploma_diploma,10
2242,"Archivists, Curators and Records Managers",certificate_iii_iv,7.6
2242,"Archivists, Curators and Records Managers",year_12,8
2242,"Archivists, Curators and Records Managers",year_11,1.4
2242,"Archivists, Curators and Records Managers",year_10_and_below,2.6
2243,Economists,post_graduate_graduate_diploma_or_graduate_certificate,52.7
2243,Economists,bachelor_degree,43.1
2243,Economists,advanced_diploma_diploma,0.7
2243,Economists,certificate_iii_iv,0.5
2243,Economists,year_12,2.4
2243,Economists,year_11,0.1
2243,Economists,year_10_and_below,0.2
2244,Intelligence and Policy Analysts,post_graduate_graduate_diploma_or_graduate_certificate,40.3
2244,Intelligence and Policy Analysts,bachelor_degree,41.4
2244,Intelligence and Policy Analysts,advanced_diploma_diploma,6.3
2244,Intelligence and Policy Analysts,certificate_iii_iv,4.1
2244,Intelligence and Policy Analysts,year_12,5.6
2244,Intelligence and Policy Analysts,year_11,0.4
2244,Intelligence and Policy Analysts,year_10_and_below,0.5
2245,Land Economists and Valuers,post_graduate_graduate_diploma_or_graduate_certificate,19
2245,Land Economists and Valuers,bachelor_degree,49.7
2245,Land Economists and Valuers,advanced_diploma_diploma,11.5
2245,Land Economists and Valuers,certificate_iii_iv,5.7
2245,Land Economists and Valuers,year_12,7.4
2245,Land Economists and Valuers,year_11,0.9
2245,Land Economists and Valuers,year_10_and_below,2.2
2246,Librarians,post_graduate_graduate_diploma_or_graduate_certificate,49.1
2246,Librarians,bachelor_degree,29.6
2246,Librarians,advanced_diploma_diploma,9.5
2246,Librarians,certificate_iii_iv,3.5
2246,Librarians,year_12,4.1
2246,Librarians,year_11,1
2246,Librarians,year_10_and_below,1.3
2247,Management and Organisation Analysts,post_graduate_graduate_diploma_or_graduate_certificate,33.1
2247,Management and Organisation Analysts,bachelor_degree,42.1
2247,Management and Organisation Analysts,advanced_diploma_diploma,8.6
2247,Management and Organisation Analysts,certificate_iii_iv,4.7
2247,Management and Organisation Analysts,year_12,7.1
2247,Management and Organisation Analysts,year_11,0.8
2247,Management and Organisation Analysts,year_10_and_below,1.1
2249,Other Information and Organisation Professionals,post_graduate_graduate_diploma_or_graduate_certificate,32
2249,Other Information and Organisation Professionals,bachelor_degree,38.9
2249,Other Information and Organisation Professionals,advanced_diploma_diploma,9
2249,Other Information and Organisation Professionals,certificate_iii_iv,6.5
2249,Other Information and Organisation Professionals,year_12,8.7
2249,Other Information and Organisation Professionals,year_11,1.1
2249,Other Information and Organisation Professionals,year_10_and_below,1.5
2251,Advertising and Marketing Professionals,post_graduate_graduate_diploma_or_graduate_certificate,18.2
2251,Advertising and Marketing Professionals,bachelor_degree,52.5
2251,Advertising and Marketing Professionals,advanced_diploma_diploma,9.8
2251,Advertising and Marketing Professionals,certificate_iii_iv,4.6
2251,Advertising and Marketing Professionals,year_12,10
2251,Advertising and Marketing Professionals,year_11,0.9
2251,Advertising and Marketing Professionals,year_10_and_below,1.3
2252,ICT Sales Professionals,post_graduate_graduate_diploma_or_graduate_certificate,16.1
2252,ICT Sales Professionals,bachelor_degree,39.6
2252,ICT Sales Professionals,advanced_diploma_diploma,12.1
2252,ICT Sales Professionals,certificate_iii_iv,7.5
2252,ICT Sales Professionals,year_12,16.7
2252,ICT Sales Professionals,year_11,1.8
2252,ICT Sales Professionals,year_10_and_below,2.3
2253,Public Relations Professionals,post_graduate_graduate_diploma_or_graduate_certificate,19.5
2253,Public Relations Professionals,bachelor_degree,55.2
2253,Public Relations Professionals,advanced_diploma_diploma,7.5
2253,Public Relations Professionals,certificate_iii_iv,4
2253,Public Relations Professionals,year_12,9.6
2253,Public Relations Professionals,year_11,0.9
2253,Public Relations Professionals,year_10_and_below,1.1
2254,Technical Sales Representatives,post_graduate_graduate_diploma_or_graduate_certificate,10.6
2254,Technical Sales Representatives,bachelor_degree,27.6
2254,Technical Sales Representatives,advanced_diploma_diploma,12.6
2254,Technical Sales Representatives,certificate_iii_iv,19.7
2254,Technical Sales Representatives,year_12,15.5
2254,Technical Sales Representatives,year_11,3.5
2254,Technical Sales Representatives,year_10_and_below,6.8
2311,Air Transport Professionals,post_graduate_graduate_diploma_or_graduate_certificate,7.6
2311,Air Transport Professionals,bachelor_degree,29.5
2311,Air Transport Professionals,advanced_diploma_diploma,34.4
2311,Air Transport Professionals,certificate_iii_iv,10.2
2311,Air Transport Professionals,year_12,12.9
2311,Air Transport Professionals,year_11,0.9
2311,Air Transport Professionals,year_10_and_below,1.2
2312,Marine Transport Professionals,post_graduate_graduate_diploma_or_graduate_certificate,5.1
2312,Marine Transport Professionals,bachelor_degree,16.1
2312,Marine Transport Professionals,advanced_diploma_diploma,27.8
2312,Marine Transport Professionals,certificate_iii_iv,26.8
2312,Marine Transport Professionals,year_12,6.5
2312,Marine Transport Professionals,year_11,1.9
2312,Marine Transport Professionals,year_10_and_below,5.7
2321,Architects and Landscape Architects,post_graduate_graduate_diploma_or_graduate_certificate,46.1
2321,Architects and Landscape Architects,bachelor_degree,45.3
2321,Architects and Landscape Architects,advanced_diploma_diploma,4.4
2321,Architects and Landscape Architects,certificate_iii_iv,0.9
2321,Architects and Landscape Architects,year_12,1.6
2321,Architects and Landscape Architects,year_11,0.1
2321,Architects and Landscape Architects,year_10_and_below,0.2
2322,Surveyors and Spatial Scientists,post_graduate_graduate_diploma_or_graduate_certificate,13.8
2322,Surveyors and Spatial Scientists,bachelor_degree,44.3
2322,Surveyors and Spatial Scientists,advanced_diploma_diploma,22.2
2322,Surveyors and Spatial Scientists,certificate_iii_iv,7
