classification_level,asced_field_code,field_name,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,detailed_field_code,detailed_field_name,data_source
narrow,0599,"Other Agriculture, Environmental and Related Studies",05,"AGRICULTURE, ENVIRONMENTAL AND RELATED STUDIES",0599,"Other Agriculture, Environmental and Related Studies",,,ASCED 2001
detailed,059901,Pest and Weed Control,05,"AGRICULTURE, ENVIRONMENTAL AND RELATED STUDIES",0599,"Other Agriculture, Environmental and Related Studies",059901,Pest and Weed Control,ASCED 2001
detailed,059999,"Agriculture, Environmental and Related Studies, n.e.c.",05,"AGRICULTURE, ENVIRONMENTAL AND RELATED STUDIES",0599,"Other Agriculture, Environmental and Related Studies",059999,"Agriculture, Environmental and Related Studies, n.e.c.",ASCED 2001
broad,06,HEALTH,06,HEALTH,,,,,ASCED 2001
narrow,0601,Medical Studies,06,HEALTH,0601,Medical Studies,,,ASCED 2001
detailed,060101,General Medicine,06,HEALTH,0601,Medical Studies,060101,General Medicine,ASCED 2001
detailed,060103,Surgery,06,HEALTH,0601,Medical Studies,060103,Surgery,ASCED 2001
detailed,060105,Psychiatry,06,HEALTH,0601,Medical Studies,060105,Psychiatry,ASCED 2001
detailed,060107,Obstetrics and Gynaecology,06,HEALTH,0601,Medical Studies,060107,Obstetrics and Gynaecology,ASCED 2001
detailed,060109,Paediatrics,06,HEALTH,0601,Medical Studies,060109,Paediatrics,ASCED 2001
detailed,060111,Anaesthesiology,06,HEALTH,0601,Medical Studies,060111,Anaesthesiology,ASCED 2001
detailed,060113,Pathology,06,HEALTH,0601,Medical Studies,060113,Pathology,ASCED 2001
detailed,060115,Radiology,06,HEALTH,0601,Medical Studies,060115,Radiology,ASCED 2001
detailed,060117,Internal Medicine,06,HEALTH,0601,Medical Studies,060117,Internal Medicine,ASCED 2001
detailed,060119,General Practice,06,HEALTH,0601,Medical Studies,060119,General Practice,ASCED 2001
detailed,060199,"Medical Studies, n.e.c.",06,HEALTH,0601,Medical Studies,060199,"Medical Studies, n.e.c.",ASCED 2001
narrow,0603,Nursing,06,HEALTH,0603,Nursing,,,ASCED 2001
detailed,060301,General Nursing,06,HEALTH,0603,Nursing,060301,General Nursing,ASCED 2001
detailed,060303,Midwifery,06,HEALTH,0603,Nursing,060303,Midwifery,ASCED 2001
detailed,060305,Mental Health Nursing,06,HEALTH,0603,Nursing,060305,Mental Health Nursing,ASCED 2001
detailed,060307,Community Nursing,06,HEALTH,0603,Nursing,060307,Community Nursing,ASCED 2001
detailed,060309,Critical Care Nursing,06,HEALTH,0603,Nursing,060309,Critical Care Nursing,ASCED 2001
detailed,060311,Aged Care Nursing,06,HEALTH,0603,Nursing,060311,Aged Care Nursing,ASCED 2001
detailed,060313,Palliative Care Nursing,06,HEALTH,0603,Nursing,060313,Palliative Care Nursing,ASCED 2001
detailed,060315,Mothercraft Nursing and Family and Child Health Nursing,06,HEALTH,0603,Nursing,060315,Mothercraft Nursing and Family and Child Health Nursing,ASCED 2001
detailed,060399,"Nursing, n.e.c.",06,HEALTH,0603,Nursing,060399,"Nursing, n.e.c.",ASCED 2001
narrow,0605,Pharmacy,06,HEALTH,0605,Pharmacy,,,ASCED 2001
detailed,060501,Pharmacy,06,HEALTH,0605,Pharmacy,060501,Pharmacy,ASCED 2001
narrow,0607,Dental Studies,06,HEALTH,0607,Dental Studies,,,ASCED 2001
detailed,060701,Dentistry,06,HEALTH,0607,Dental Studies,060701,Dentistry,ASCED 2001
detailed,060703,Dental Assisting,06,HEALTH,0607,Dental Studies,060703,Dental Assisting,ASCED 2001
detailed,060705,Dental Technology,06,HEALTH,0607,Dental Studies,060705,Dental Technology,ASCED 2001
detailed,060799,"Dental Studies, n.e.c.",06,HEALTH,0607,Dental Studies,060799,"Dental Studies, n.e.c.",ASCED 2001
narrow,0609,Optical Science,06,HEALTH,0609,Optical Science,,,ASCED 2001
detailed,060901,Optometry,06,HEALTH,0609,Optical Science,060901,Optometry,ASCED 2001
detailed,060903,Optical Technology,06,HEALTH,0609,Optical Science,060903,Optical Technology,ASCED 2001
detailed,060999,"Optical Science, n.e.c.",06,HEALTH,0609,Optical Science,060999,"Optical Science, n.e.c.",ASCED 2001
narrow,0611,Veterinary Studies,06,HEALTH,0611,Veterinary Studies,,,ASCED 2001
detailed,061101,Veterinary Science,06,HEALTH,0611,Veterinary Studies,061101,Veterinary Science,ASCED 2001
detailed,061103,Veterinary Assisting,06,HEALTH,0611,Veterinary Studies,061103,Veterinary Assisting,ASCED 2001
detailed,061199,"Veterinary Studies, n.e.c.",06,HEALTH,0611,Veterinary Studies,061199,"Veterinary Studies, n.e.c.",ASCED 2001
narrow,0613,Public Health,06,HEALTH,0613,Public Health,,,ASCED 2001
detailed,061301,Occupational Health and Safety,06,HEALTH,0613,Public Health,061301,Occupational Health and Safety,ASCED 2001
detailed,061303,Environmental Health,06,HEALTH,0613,Public Health,061303,Environmental Health,ASCED 2001
detailed,061305,Indigenous Health,06,HEALTH,0613,Public Health,061305,Indigenous Health,ASCED 2001
detailed,061307,Health Promotion,06,HEALTH,0613,Public Health,061307,Health Promotion,ASCED 2001
detailed,061309,Community Health,06,HEALTH,0613,Public Health,061309,Community Health,ASCED 2001
detailed,061311,Epidemiology,06,HEALTH,0613,Public Health,061311,Epidemiology,ASCED 2001
detailed,061399,"Public Health, n.e.c.",06,HEALTH,0613,Public Health,061399,"Public Health, n.e.c.",ASCED 2001
narrow,0615,Radiography,06,HEALTH,0615,Radiography,,,ASCED 2001
detailed,061501,Radiography,06,HEALTH,0615,Radiography,061501,Radiography,ASCED 2001
narrow,0617,Rehabilitation Therapies,06,HEALTH,0617,Rehabilitation Therapies,,,ASCED 2001
detailed,061701,Physiotherapy,06,HEALTH,0617,Rehabilitation Therapies,061701,Physiotherapy,ASCED 2001
detailed,061703,Occupational Therapy,06,HEALTH,0617,Rehabilitation Therapies,061703,Occupational Therapy,ASCED 2001
detailed,061705,Chiropractic and Osteopathy,06,HEALTH,0617,Rehabilitation Therapies,061705,Chiropractic and Osteopathy,ASCED 2001
detailed,061707,Speech Pathology,06,HEALTH,0617,Rehabilitation Therapies,061707,Speech Pathology,ASCED 2001
detailed,061709,Audiology,06,HEALTH,0617,Rehabilitation Therapies,061709,Audiology,ASCED 2001
detailed,061711,Massage Therapy,06,HEALTH,0617,Rehabilitation Therapies,061711,Massage Therapy,ASCED 2001
detailed,061713,Podiatry,06,HEALTH,0617,Rehabilitation Therapies,061713,Podiatry,ASCED 2001
detailed,061799,"Rehabilitation Therapies, n.e.c.",06,HEALTH,0617,Rehabilitation Therapies,061799,"Rehabilitation Therapies, n.e.c.",ASCED 2001
narrow,0619,Complementary Therapies,06,HEALTH,0619,Complementary Therapies,,,ASCED 2001
detailed,061901,Naturopathy,06,HEALTH,0619,Complementary Therapies,061901,Naturopathy,ASCED 2001
detailed,061903,Acupuncture,06,HEALTH,0619,Complementary Therapies,061903,Acupuncture,ASCED 2001
detailed,061905,Traditional Chinese Medicine,06,HEALTH,0619,Complementary Therapies,061905,Traditional Chinese Medicine,ASCED 2001
detailed,061999,"Complementary Therapies, n.e.c.",06,HEALTH,0619,Complementary Therapies,061999,"Complementary Therapies, n.e.c.",ASCED 2001
narrow,0699,Other Health,06,HEALTH,0699,Other Health,,,ASCED 2001
detailed,069901,Nutrition and Dietetics,06,HEALTH,0699,Other Health,069901,Nutrition and Dietetics,ASCED 2001
detailed,069903,Human Movement,06,HEALTH,0699,Other Health,069903,Human Movement,ASCED 2001
detailed,069905,Paramedical Studies,06,HEALTH,0699,Other Health,069905,Paramedical Studies,ASCED 2001
detailed,069907,First Aid,06,HEALTH,0699,Other Health,069907,First Aid,ASCED 2001
detailed,069999,"Health, n.e.c.",06,HEALTH,0699,Other Health,069999,"Health, n.e.c.",ASCED 2001
broad,07,EDUCATION,07,EDUCATION,,,,,ASCED 2001
narrow,0701,Teacher Education,07,EDUCATION,0701,Teacher Education,,,ASCED 2001
detailed,070101,Teacher Education: Early Childhood,07,EDUCATION,0701,Teacher Education,070101,Teacher Education: Early Childhood,ASCED 2001
detailed,070103,Teacher Education: Primary,07,EDUCATION,0701,Teacher Education,070103,Teacher Education: Primary,ASCED 2001
detailed,070105,Teacher Education: Secondary,07,EDUCATION,0701,Teacher Education,070105,Teacher Education: Secondary,ASCED 2001
detailed,070107,Teacher-Librarianship,07,EDUCATION,0701,Teacher Education,070107,Teacher-Librarianship,ASCED 2001
detailed,070109,Teacher Education: Vocational Education and Training,07,EDUCATION,0701,Teacher Education,070109,Teacher Education: Vocational Education and Training,ASCED 2001
detailed,070111,Teacher Education: Higher Education,07,EDUCATION,0701,Teacher Education,070111,Teacher Education: Higher Education,ASCED 2001
detailed,070113,Teacher Education: Special Education,07,EDUCATION,0701,Teacher Education,070113,Teacher Education: Special Education,ASCED 2001
detailed,070115,English as a Second Language Teaching,07,EDUCATION,0701,Teacher Education,070115,English as a Second Language Teaching,ASCED 2001
detailed,070117,Nursing Education Teacher Training,07,EDUCATION,0701,Teacher Education,070117,Nursing Education Teacher Training,ASCED 2001
detailed,070199,"Teacher Education, n.e.c.",07,EDUCATION,0701,Teacher Education,070199,"Teacher Education, n.e.c.",ASCED 2001
narrow,0703,Curriculum and Education Studies,07,EDUCATION,0703,Curriculum and Education Studies,,,ASCED 2001
detailed,070301,Curriculum Studies,07,EDUCATION,0703,Curriculum and Education Studies,070301,Curriculum Studies,ASCED 2001
detailed,070303,Education Studies,07,EDUCATION,0703,Curriculum and Education Studies,070303,Education Studies,ASCED 2001
narrow,0799,Other Education,07,EDUCATION,0799,Other Education,,,ASCED 2001
detailed,079999,"Education, n.e.c.",07,EDUCATION,0799,Other Education,079999,"Education, n.e.c.",ASCED 2001
broad,08,MANAGEMENT AND COMMERCE,08,MANAGEMENT AND COMMERCE,,,,,ASCED 2001
narrow,0801,Accounting,08,MANAGEMENT AND COMMERCE,0801,Accounting,,,ASCED 2001
detailed,080101,Accounting,08,MANAGEMENT AND COMMERCE,0801,Accounting,080101,Accounting,ASCED 2001
narrow,0803,Business and Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,,,ASCED 2001
detailed,080301,Business Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080301,Business Management,ASCED 2001
detailed,080303,Human Resource Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080303,Human Resource Management,ASCED 2001
detailed,080305,Personal Management Training,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080305,Personal Management Training,ASCED 2001
detailed,080307,Organisation Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080307,Organisation Management,ASCED 2001
detailed,080309,Industrial Relations,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080309,Industrial Relations,ASCED 2001
detailed,080311,International Business,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080311,International Business,ASCED 2001
detailed,080313,Public and Health Care Administration,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080313,Public and Health Care Administration,ASCED 2001
detailed,080315,Project Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080315,Project Management,ASCED 2001
detailed,080317,Quality Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080317,Quality Management,ASCED 2001
detailed,080319,Hospitality Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080319,Hospitality Management,ASCED 2001
detailed,080321,Farm Management and Agribusiness,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080321,Farm Management and Agribusiness,ASCED 2001
detailed,080323,Tourism Management,08,MANAGEMENT AND COMMERCE,0803,Business and Management,080323,Tourism Management,ASCED 2001
detailed,080399,"Business and Management, n.e.c.",08,MANAGEMENT AND COMMERCE,0803,Business and Management,080399,"Business and Management, n.e.c.",ASCED 2001
narrow,0805,Sales and Marketing,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,,,ASCED 2001
detailed,080501,Sales,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080501,Sales,ASCED 2001
detailed,080503,Real Estate,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080503,Real Estate,ASCED 2001
detailed,080505,Marketing,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080505,Marketing,ASCED 2001
detailed,080507,Advertising,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080507,Advertising,ASCED 2001
detailed,080509,Public Relations,08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080509,Public Relations,ASCED 2001
detailed,080599,"Sales and Marketing, n.e.c.",08,MANAGEMENT AND COMMERCE,0805,Sales and Marketing,080599,"Sales and Marketing, n.e.c.",ASCED 2001
narrow,0807,Tourism,08,MANAGEMENT AND COMMERCE,0807,Tourism,,,ASCED 2001
detailed,080701,Tourism,08,MANAGEMENT AND COMMERCE,0807,Tourism,080701,Tourism,ASCED 2001
narrow,0809,Office Studies,08,MANAGEMENT AND COMMERCE,0809,Office Studies,,,ASCED 2001
detailed,080901,Secretarial and Clerical Studies,08,MANAGEMENT AND COMMERCE,0809,Office Studies,080901,Secretarial and Clerical Studies,ASCED 2001
detailed,080903,Keyboard Skills,08,MANAGEMENT AND COMMERCE,0809,Office Studies,080903,Keyboard Skills,ASCED 2001
detailed,080905,Practical Computing Skills,08,MANAGEMENT AND COMMERCE,0809,Office Studies,080905,Practical Computing Skills,ASCED 2001
detailed,080999,"Office Studies, n.e.c.",08,MANAGEMENT AND COMMERCE,0809,Office Studies,080999,"Office Studies, n.e.c.",ASCED 2001
narrow,0811,"Banking, Finance and Related Fields",08,MANAGEMENT AND COMMERCE,0811,"Banking, Finance and Related Fields",,,ASCED 2001
detailed,081101,Banking and Finance,08,MANAGEMENT AND COMMERCE,0811,"Banking, Finance and Related Fields",081101,Banking and Finance,ASCED 2001
detailed,081103,Insurance and Actuarial Studies,08,MANAGEMENT AND COMMERCE,0811,"Banking, Finance and Related Fields",081103,Insurance and Actuarial Studies,ASCED 2001
detailed,081105,Investment and Securities,08,MANAGEMENT AND COMMERCE,0811,"Banking, Finance and Related Fields",081105,Investment and Securities,ASCED 2001
detailed,081199,"Banking, Finance and Related Fields, n.e.c.",08,MANAGEMENT AND COMMERCE,0811,"Banking, Finance and Related Fields",081199,"Banking, Finance and Related Fields, n.e.c.",ASCED 2001
narrow,0899,Other Management and Commerce,08,MANAGEMENT AND COMMERCE,0899,Other Management and Commerce,,,ASCED 2001
detailed,089901,"Purchasing, Warehousing and Distribution",08,MANAGEMENT AND COMMERCE,0899,Other Management and Commerce,089901,"Purchasing, Warehousing and Distribution",ASCED 2001
detailed,089903,Valuation,08,MANAGEMENT AND COMMERCE,0899,Other Management and Commerce,089903,Valuation,ASCED 2001
detailed,089999,"Management and Commerce, n.e.c.",08,MANAGEMENT AND COMMERCE,0899,Other Management and Commerce,089999,"Management and Commerce, n.e.c.",ASCED 2001
broad,09,SOCIETY AND CULTURE,09,SOCIETY AND CULTURE,,,,,ASCED 2001
narrow,0901,Political Science and Policy Studies,09,SOCIETY AND CULTURE,0901,Political Science and Policy Studies,,,ASCED 2001
detailed,090101,Political Science,09,SOCIETY AND CULTURE,0901,Political Science and Policy Studies,090101,Political Science,ASCED 2001
detailed,090103,Policy Studies,09,SOCIETY AND CULTURE,0901,Political Science and Policy Studies,090103,Policy Studies,ASCED 2001
narrow,0903,Studies in Human Society,09,SOCIETY AND CULTURE,0903,Studies in Human Society,,,ASCED 2001
detailed,090301,Sociology,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090301,Sociology,ASCED 2001
detailed,090303,Anthropology,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090303,Anthropology,ASCED 2001
detailed,090305,History,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090305,History,ASCED 2001
detailed,090307,Archaeology,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090307,Archaeology,ASCED 2001
detailed,090309,Human Geography,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090309,Human Geography,ASCED 2001
detailed,090311,Indigenous Studies,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090311,Indigenous Studies,ASCED 2001
detailed,090313,Gender Specific Studies,09,SOCIETY AND CULTURE,0903,Studies in Human Society,090313,Gender Specific Studies,ASCED 2001
detailed,090399,"Studies in Human Society, n.e.c.",09,SOCIETY AND CULTURE,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",ASCED 2001
narrow,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,,,ASCED 2001
detailed,090501,Social Work,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090501,Social Work,ASCED 2001
detailed,090503,Children's Services,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090503,Children's Services,ASCED 2001
detailed,090505,Youth Work,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090505,Youth Work,ASCED 2001
detailed,090507,Care for the Aged,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090507,Care for the Aged,ASCED 2001
detailed,090509,Care for the Disabled,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090509,Care for the Disabled,ASCED 2001
detailed,090511,Residential Client Care,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090511,Residential Client Care,ASCED 2001
detailed,090513,Counselling,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090513,Counselling,ASCED 2001
detailed,090515,Welfare Studies,09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090515,Welfare Studies,ASCED 2001
detailed,090599,"Human Welfare Studies and Services, n.e.c.",09,SOCIETY AND CULTURE,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",ASCED 2001
narrow,0907,Behavioural Science,09,SOCIETY AND CULTURE,0907,Behavioural Science,,,ASCED 2001
detailed,090701,Psychology,09,SOCIETY AND CULTURE,0907,Behavioural Science,090701,Psychology,ASCED 2001
detailed,090799,"Behavioural Science, n.e.c.",09,SOCIETY AND CULTURE,0907,Behavioural Science,090799,"Behavioural Science, n.e.c.",ASCED 2001
narrow,0909,Law,09,SOCIETY AND CULTURE,0909,Law,,,ASCED 2001
detailed,090901,Business and Commercial Law,09,SOCIETY AND CULTURE,0909,Law,090901,Business and Commercial Law,ASCED 2001
detailed,090903,Constitutional Law,09,SOCIETY AND CULTURE,0909,Law,090903,Constitutional Law,ASCED 2001
detailed,090905,Criminal Law,09,SOCIETY AND CULTURE,0909,Law,090905,Criminal Law,ASCED 2001
detailed,090907,Family Law,09,SOCIETY AND CULTURE,0909,Law,090907,Family Law,ASCED 2001
detailed,090909,International Law,09,SOCIETY AND CULTURE,0909,Law,090909,International Law,ASCED 2001
detailed,090911,Taxation Law,09,SOCIETY AND CULTURE,0909,Law,090911,Taxation Law,ASCED 2001
detailed,090913,Legal Practice,09,SOCIETY AND CULTURE,0909,Law,090913,Legal Practice,ASCED 2001
detailed,090999,"Law, n.e.c.",09,SOCIETY AND CULTURE,0909,Law,090999,"Law, n.e.c.",ASCED 2001
narrow,0911,Justice and Law Enforcement,09,SOCIETY AND CULTURE,0911,Justice and Law Enforcement,,,ASCED 2001
detailed,091101,Justice Administration,09,SOCIETY AND CULTURE,0911,Justice and Law Enforcement,091101,Justice Administration,ASCED 2001
detailed,091103,Legal Studies,09,SOCIETY AND CULTURE,0911,Justice and Law Enforcement,091103,Legal Studies,ASCED 2001
detailed,091105,Police Studies,09,SOCIETY AND CULTURE,0911,Justice and Law Enforcement,091105,Police Studies,ASCED 2001
detailed,091199,"Justice and Law Enforcement, n.e.c.",09,SOCIETY AND CULTURE,0911,Justice and Law Enforcement,091199,"Justice and Law Enforcement, n.e.c.",ASCED 2001
narrow,0913,"Librarianship, Information Management and Curatorial Studies",09,SOCIETY AND CULTURE,0913,"Librarianship, Information Management and Curatorial Studies",,,ASCED 2001
detailed,091301,Librarianship and Information Management,09,SOCIETY AND CULTURE,0913,"Librarianship, Information Management and Curatorial Studies",091301,Librarianship and Information Management,ASCED 2001
detailed,091303,Curatorial Studies,09,SOCIETY AND CULTURE,0913,"Librarianship, Information Management and Curatorial Studies",091303,Curatorial Studies,ASCED 2001
narrow,0915,Language and Literature,09,SOCIETY AND CULTURE,0915,Language and Literature,,,ASCED 2001
detailed,091501,English Language,09,SOCIETY AND CULTURE,0915,Language and Literature,091501,English Language,ASCED 2001
detailed,091503,Northern European Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091503,Northern European Languages,ASCED 2001
detailed,091505,Southern European Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091505,Southern European Languages,ASCED 2001
detailed,091507,Eastern European Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091507,Eastern European Languages,ASCED 2001
detailed,091509,Southwest Asian and North African Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091509,Southwest Asian and North African Languages,ASCED 2001
detailed,091511,Southern Asian Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091511,Southern Asian Languages,ASCED 2001
detailed,091513,Southeast Asian Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091513,Southeast Asian Languages,ASCED 2001
detailed,091515,Eastern Asian Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091515,Eastern Asian Languages,ASCED 2001
detailed,091517,Australian Indigenous Languages,09,SOCIETY AND CULTURE,0915,Language and Literature,091517,Australian Indigenous Languages,ASCED 2001
detailed,091519,Translating and Interpreting,09,SOCIETY AND CULTURE,0915,Language and Literature,091519,Translating and Interpreting,ASCED 2001
detailed,091521,Linguistics,09,SOCIETY AND CULTURE,0915,Language and Literature,091521,Linguistics,ASCED 2001
detailed,091523,Literature,09,SOCIETY AND CULTURE,0915,Language and Literature,091523,Literature,ASCED 2001
detailed,091599,"Language and Literature, n.e.c.",09,SOCIETY AND CULTURE,0915,Language and Literature,091599,"Language and Literature, n.e.c.",ASCED 2001
narrow,0917,Philosophy and Religious Studies,09,SOCIETY AND CULTURE,0917,Philosophy and Religious Studies,,,ASCED 2001
detailed,091701,Philosophy,09,SOCIETY AND CULTURE,0917,Philosophy and Religious Studies,091701,Philosophy,ASCED 2001
detailed,091703,Religious Studies,09,SOCIETY AND CULTURE,0917,Philosophy and Religious Studies,091703,Religious Studies,ASCED 2001
narrow,0919,Economics and Econometrics,09,SOCIETY AND CULTURE,0919,Economics and Econometrics,,,ASCED 2001
detailed,091901,Economics,09,SOCIETY AND CULTURE,0919,Economics and Econometrics,091901,Economics,ASCED 2001
detailed,091903,Econometrics,09,SOCIETY AND CULTURE,0919,Economics and Econometrics,091903,Econometrics,ASCED 2001
narrow,0921,Sport and Recreation,09,SOCIETY AND CULTURE,0921,Sport and Recreation,,,ASCED 2001
detailed,092101,Sport and Recreation Activities,09,SOCIETY AND CULTURE,0921,Sport and Recreation,092101,Sport and Recreation Activities,ASCED 2001
detailed,092103,"Sports Coaching, Officiating and Instruction",09,SOCIETY AND CULTURE,0921,Sport and Recreation,092103,"Sports Coaching, Officiating and Instruction",ASCED 2001
detailed,092199,"Sport and Recreation, n.e.c.",09,SOCIETY AND CULTURE,0921,Sport and Recreation,092199,"Sport and Recreation, n.e.c.",ASCED 2001
narrow,0999,Other Society and Culture,09,SOCIETY AND CULTURE,0999,Other Society and Culture,,,ASCED 2001
detailed,099901,Family and Consumer Studies,09,SOCIETY AND CULTURE,0999,Other Society and Culture,099901,Family and Consumer Studies,ASCED 2001
detailed,099903,Criminology,09,SOCIETY AND CULTURE,0999,Other Society and Culture,099903,Criminology,ASCED 2001
detailed,099905,Security Services,09,SOCIETY AND CULTURE,0999,Other Society and Culture,099905,Security Services,ASCED 2001
detailed,099999,"Society and Culture, n.e.c.",09,SOCIETY AND CULTURE,0999,Other Society and Culture,099999,"Society and Culture, n.e.c.",ASCED 2001
broad,10,CREATIVE ARTS,10,CREATIVE ARTS,,,,,ASCED 2001
narrow,1001,Performing Arts,10,CREATIVE ARTS,1001,Performing Arts,,,ASCED 2001
detailed,100101,Music,10,CREATIVE ARTS,1001,Performing Arts,100101,Music,ASCED 2001
detailed,100103,Drama and Theatre Studies,10,CREATIVE ARTS,1001,Performing Arts,100103,Drama and Theatre Studies,ASCED 2001
detailed,100105,Dance,10,CREATIVE ARTS,1001,Performing Arts,100105,Dance,ASCED 2001
detailed,100199,"Performing Arts, n.e.c.",10,CREATIVE ARTS,1001,Performing Arts,100199,"Performing Arts, n.e.c.",ASCED 2001
narrow,1003,Visual Arts and Crafts,10,CREATIVE ARTS,1003,Visual Arts and Crafts,,,ASCED 2001
detailed,100301,Fine Arts,10,CREATIVE ARTS,1003,Visual Arts and Crafts,100301,Fine Arts,ASCED 2001
detailed,100303,Photography,10,CREATIVE ARTS,1003,Visual Arts and Crafts,100303,Photography,ASCED 2001
detailed,100305,Crafts,10,CREATIVE ARTS,1003,Visual Arts and Crafts,100305,Crafts,ASCED 2001
detailed,100307,Jewellery Making,10,CREATIVE ARTS,1003,Visual Arts and Crafts,100307,Jewellery Making,ASCED 2001
detailed,100309,Floristry,10,CREATIVE ARTS,1003,Visual Arts and Crafts,100309,Floristry,ASCED 2001
detailed,100399,"Visual Arts and Crafts, n.e.c.",10,CREATIVE ARTS,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",ASCED 2001
narrow,1005,Graphic and Design Studies,10,CREATIVE ARTS,1005,Graphic and Design Studies,,,ASCED 2001
detailed,100501,Graphic Arts and Design Studies,10,CREATIVE ARTS,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,ASCED 2001
detailed,100503,Textile Design,10,CREATIVE ARTS,1005,Graphic and Design Studies,100503,Textile Design,ASCED 2001
detailed,100505,Fashion Design,10,CREATIVE ARTS,1005,Graphic and Design Studies,100505,Fashion Design,ASCED 2001
detailed,100599,"Graphic and Design Studies, n.e.c.",10,CREATIVE ARTS,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",ASCED 2001
narrow,1007,Communication and Media Studies,10,CREATIVE ARTS,1007,Communication and Media Studies,,,ASCED 2001
detailed,100701,Audio Visual Studies,10,CREATIVE ARTS,1007,Communication and Media Studies,100701,Audio Visual Studies,ASCED 2001
detailed,100703,Journalism,10,CREATIVE ARTS,1007,Communication and Media Studies,100703,Journalism,ASCED 2001
detailed,100705,Written Communication,10,CREATIVE ARTS,1007,Communication and Media Studies,100705,Written Communication,ASCED 2001
detailed,100707,Verbal Communication,10,CREATIVE ARTS,1007,Communication and Media Studies,100707,Verbal Communication,ASCED 2001
detailed,100799,"Communication and Media Studies, n.e.c.",10,CREATIVE ARTS,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",ASCED 2001
narrow,1099,Other Creative Arts,10,CREATIVE ARTS,1099,Other Creative Arts,,,ASCED 2001
detailed,109999,"Creative Arts, n.e.c.",10,CREATIVE ARTS,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",ASCED 2001
broad,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",,,,,ASCED 2001
narrow,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,,,ASCED 2001
detailed,110101,Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110101,Hospitality,ASCED 2001
detailed,110103,Food and Beverage Service,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110103,Food and Beverage Service,ASCED 2001
detailed,110105,Butchery,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110105,Butchery,ASCED 2001
detailed,110107,Baking and Pastrymaking,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",1101,Food and Hospitality,110107,Baking and Pastrymaking,ASCED 2001
