level,state,region,anzsco_code,anzsco_title,date,vacancies
3,NSW,"Blue Mountains, Bathurst & Central West NSW",45,"Sports, Travel and Personal Service Workers",2026-07-01,17.667
2,NSW,"Blue Mountains, Bathurst & Central West NSW",5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,204.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",55,Numerical Clerks,2026-07-01,26.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",56,Clerical and Office Support Workers,2026-07-01,11.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",59,Other Clerical and Administrative Workers,2026-07-01,35.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",5A,"Office Managers, Administrators and Secretaries",2026-07-01,29.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,102
2,NSW,"Blue Mountains, Bathurst & Central West NSW",6,SALES WORKERS,2026-07-01,149.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",61,Sales Representatives and Agents,2026-07-01,23.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",62,Sales Assistants and Salespersons,2026-07-01,112.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",63,Sales Support Workers,2026-07-01,13.333
2,NSW,"Blue Mountains, Bathurst & Central West NSW",7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,177.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",71,Machine and Stationary Plant Operators,2026-07-01,49
3,NSW,"Blue Mountains, Bathurst & Central West NSW",72,Mobile Plant Operators,2026-07-01,50.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",7A,Drivers and Storepersons,2026-07-01,78
2,NSW,"Blue Mountains, Bathurst & Central West NSW",8,LABOURERS,2026-07-01,173.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",81,Cleaners and Laundry Workers,2026-07-01,51.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",82,Construction and Mining Labourers,2026-07-01,18.667
3,NSW,"Blue Mountains, Bathurst & Central West NSW",83,Factory Process Workers,2026-07-01,16
3,NSW,"Blue Mountains, Bathurst & Central West NSW",84,"Farm, Forestry and Garden Workers",2026-07-01,11
3,NSW,"Blue Mountains, Bathurst & Central West NSW",85,Food Preparation Assistants,2026-07-01,8.333
3,NSW,"Blue Mountains, Bathurst & Central West NSW",89,Other Labourers,2026-07-01,68
1,NSW,Dubbo & Western NSW,0,Dubbo & Western NSW TOTAL,2026-07-01,1344.667
2,NSW,Dubbo & Western NSW,1,MANAGERS,2026-07-01,101
3,NSW,Dubbo & Western NSW,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,2.667
3,NSW,Dubbo & Western NSW,12,Farmers and Farm Managers,2026-07-01,4
3,NSW,Dubbo & Western NSW,14,"Hospitality, Retail and Service Managers",2026-07-01,43.333
3,NSW,Dubbo & Western NSW,1A,Corporate Managers,2026-07-01,21.667
3,NSW,Dubbo & Western NSW,1B,"Construction, Production and Distribution Managers",2026-07-01,20.333
3,NSW,Dubbo & Western NSW,1C,"Health, Education, ICT and Other Managers",2026-07-01,9
2,NSW,Dubbo & Western NSW,2,PROFESSIONALS,2026-07-01,471.333
3,NSW,Dubbo & Western NSW,21,Arts and Media Professionals,2026-07-01,6.667
3,NSW,Dubbo & Western NSW,24,Education Professionals,2026-07-01,15.333
3,NSW,Dubbo & Western NSW,26,ICT Professionals,2026-07-01,6
3,NSW,Dubbo & Western NSW,27,"Legal, Social and Welfare Professionals",2026-07-01,97.667
3,NSW,Dubbo & Western NSW,2A,"Business, Finance and Human Resource Professionals",2026-07-01,27
3,NSW,Dubbo & Western NSW,2B,Information Professionals,2026-07-01,8
3,NSW,Dubbo & Western NSW,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,3.333
3,NSW,Dubbo & Western NSW,2D,"Transport and Design Professionals, and Architects",2026-07-01,8.667
3,NSW,Dubbo & Western NSW,2E,Engineers,2026-07-01,44.333
3,NSW,Dubbo & Western NSW,2F,Science Professionals and Veterinarians,2026-07-01,17.333
3,NSW,Dubbo & Western NSW,2G,Health Diagnostic and Therapy Professionals,2026-07-01,41.333
3,NSW,Dubbo & Western NSW,2H,Medical Practitioners and Nurses,2026-07-01,195.667
2,NSW,Dubbo & Western NSW,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,192.667
3,NSW,Dubbo & Western NSW,31,"Engineering, ICT and Science Technicians",2026-07-01,24.667
3,NSW,Dubbo & Western NSW,32,Automotive and Engineering Trades Workers,2026-07-01,84
3,NSW,Dubbo & Western NSW,33,Construction Trades Workers,2026-07-01,12.667
3,NSW,Dubbo & Western NSW,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,34.333
3,NSW,Dubbo & Western NSW,35,Food Trades Workers,2026-07-01,20
3,NSW,Dubbo & Western NSW,36,Skilled Animal and Horticultural Workers,2026-07-01,6.667
3,NSW,Dubbo & Western NSW,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,1
3,NSW,Dubbo & Western NSW,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,9.333
2,NSW,Dubbo & Western NSW,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,156.667
3,NSW,Dubbo & Western NSW,41,Health and Welfare Support Workers,2026-07-01,24
3,NSW,Dubbo & Western NSW,42,Carers and Aides,2026-07-01,100.667
3,NSW,Dubbo & Western NSW,43,Hospitality Workers,2026-07-01,18.667
3,NSW,Dubbo & Western NSW,44,Protective Service Workers,2026-07-01,5.667
3,NSW,Dubbo & Western NSW,45,"Sports, Travel and Personal Service Workers",2026-07-01,7.667
2,NSW,Dubbo & Western NSW,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,116.333
3,NSW,Dubbo & Western NSW,55,Numerical Clerks,2026-07-01,13.333
3,NSW,Dubbo & Western NSW,56,Clerical and Office Support Workers,2026-07-01,9.333
3,NSW,Dubbo & Western NSW,59,Other Clerical and Administrative Workers,2026-07-01,24
3,NSW,Dubbo & Western NSW,5A,"Office Managers, Administrators and Secretaries",2026-07-01,13.333
3,NSW,Dubbo & Western NSW,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,56.333
2,NSW,Dubbo & Western NSW,6,SALES WORKERS,2026-07-01,83
3,NSW,Dubbo & Western NSW,61,Sales Representatives and Agents,2026-07-01,10
3,NSW,Dubbo & Western NSW,62,Sales Assistants and Salespersons,2026-07-01,60.333
3,NSW,Dubbo & Western NSW,63,Sales Support Workers,2026-07-01,12.667
2,NSW,Dubbo & Western NSW,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,141.333
3,NSW,Dubbo & Western NSW,71,Machine and Stationary Plant Operators,2026-07-01,56.667
3,NSW,Dubbo & Western NSW,72,Mobile Plant Operators,2026-07-01,27.667
3,NSW,Dubbo & Western NSW,7A,Drivers and Storepersons,2026-07-01,57
2,NSW,Dubbo & Western NSW,8,LABOURERS,2026-07-01,82.333
3,NSW,Dubbo & Western NSW,81,Cleaners and Laundry Workers,2026-07-01,19
3,NSW,Dubbo & Western NSW,82,Construction and Mining Labourers,2026-07-01,10
3,NSW,Dubbo & Western NSW,83,Factory Process Workers,2026-07-01,3
3,NSW,Dubbo & Western NSW,84,"Farm, Forestry and Garden Workers",2026-07-01,11.333
3,NSW,Dubbo & Western NSW,85,Food Preparation Assistants,2026-07-01,2.667
3,NSW,Dubbo & Western NSW,89,Other Labourers,2026-07-01,36.333
1,NSW,Gosford & Central Coast,0,Gosford & Central Coast TOTAL,2026-07-01,1474.333
2,NSW,Gosford & Central Coast,1,MANAGERS,2026-07-01,134.667
3,NSW,Gosford & Central Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,3.333
3,NSW,Gosford & Central Coast,12,Farmers and Farm Managers,2026-07-01,1.333
3,NSW,Gosford & Central Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,61
3,NSW,Gosford & Central Coast,1A,Corporate Managers,2026-07-01,35.667
3,NSW,Gosford & Central Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,21.667
3,NSW,Gosford & Central Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,11.667
2,NSW,Gosford & Central Coast,2,PROFESSIONALS,2026-07-01,355
3,NSW,Gosford & Central Coast,21,Arts and Media Professionals,2026-07-01,1
3,NSW,Gosford & Central Coast,24,Education Professionals,2026-07-01,23
3,NSW,Gosford & Central Coast,26,ICT Professionals,2026-07-01,14.667
3,NSW,Gosford & Central Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,69.333
3,NSW,Gosford & Central Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,36.333
3,NSW,Gosford & Central Coast,2B,Information Professionals,2026-07-01,4.667
3,NSW,Gosford & Central Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,8.667
3,NSW,Gosford & Central Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,4.667
3,NSW,Gosford & Central Coast,2E,Engineers,2026-07-01,13
3,NSW,Gosford & Central Coast,2F,Science Professionals and Veterinarians,2026-07-01,4.667
3,NSW,Gosford & Central Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,53.667
3,NSW,Gosford & Central Coast,2H,Medical Practitioners and Nurses,2026-07-01,121.333
2,NSW,Gosford & Central Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,208.333
3,NSW,Gosford & Central Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,28
3,NSW,Gosford & Central Coast,32,Automotive and Engineering Trades Workers,2026-07-01,53
3,NSW,Gosford & Central Coast,33,Construction Trades Workers,2026-07-01,34.667
3,NSW,Gosford & Central Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,24.667
3,NSW,Gosford & Central Coast,35,Food Trades Workers,2026-07-01,33.667
3,NSW,Gosford & Central Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,14.333
3,NSW,Gosford & Central Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,15
3,NSW,Gosford & Central Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,5
2,NSW,Gosford & Central Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,267
3,NSW,Gosford & Central Coast,41,Health and Welfare Support Workers,2026-07-01,31.333
3,NSW,Gosford & Central Coast,42,Carers and Aides,2026-07-01,166
3,NSW,Gosford & Central Coast,43,Hospitality Workers,2026-07-01,45.333
3,NSW,Gosford & Central Coast,44,Protective Service Workers,2026-07-01,5
3,NSW,Gosford & Central Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,19.333
2,NSW,Gosford & Central Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,150.333
3,NSW,Gosford & Central Coast,55,Numerical Clerks,2026-07-01,18.667
3,NSW,Gosford & Central Coast,56,Clerical and Office Support Workers,2026-07-01,3.333
3,NSW,Gosford & Central Coast,59,Other Clerical and Administrative Workers,2026-07-01,25.333
3,NSW,Gosford & Central Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,17.333
3,NSW,Gosford & Central Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,85.667
2,NSW,Gosford & Central Coast,6,SALES WORKERS,2026-07-01,134.333
3,NSW,Gosford & Central Coast,61,Sales Representatives and Agents,2026-07-01,28
3,NSW,Gosford & Central Coast,62,Sales Assistants and Salespersons,2026-07-01,102.667
3,NSW,Gosford & Central Coast,63,Sales Support Workers,2026-07-01,3.667
2,NSW,Gosford & Central Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,90.667
3,NSW,Gosford & Central Coast,71,Machine and Stationary Plant Operators,2026-07-01,25.333
3,NSW,Gosford & Central Coast,72,Mobile Plant Operators,2026-07-01,16.667
3,NSW,Gosford & Central Coast,7A,Drivers and Storepersons,2026-07-01,48.667
2,NSW,Gosford & Central Coast,8,LABOURERS,2026-07-01,134
3,NSW,Gosford & Central Coast,81,Cleaners and Laundry Workers,2026-07-01,32.667
3,NSW,Gosford & Central Coast,82,Construction and Mining Labourers,2026-07-01,10
3,NSW,Gosford & Central Coast,83,Factory Process Workers,2026-07-01,18.333
3,NSW,Gosford & Central Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,9
3,NSW,Gosford & Central Coast,85,Food Preparation Assistants,2026-07-01,10.667
3,NSW,Gosford & Central Coast,89,Other Labourers,2026-07-01,53.333
1,NSW,Illawarra & South Coast,0,Illawarra & South Coast TOTAL,2026-07-01,2208.333
2,NSW,Illawarra & South Coast,1,MANAGERS,2026-07-01,172.667
3,NSW,Illawarra & South Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,5
3,NSW,Illawarra & South Coast,12,Farmers and Farm Managers,2026-07-01,1.333
3,NSW,Illawarra & South Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,76
3,NSW,Illawarra & South Coast,1A,Corporate Managers,2026-07-01,39.333
3,NSW,Illawarra & South Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,35.333
3,NSW,Illawarra & South Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,15.667
2,NSW,Illawarra & South Coast,2,PROFESSIONALS,2026-07-01,716.667
3,NSW,Illawarra & South Coast,21,Arts and Media Professionals,2026-07-01,6
3,NSW,Illawarra & South Coast,24,Education Professionals,2026-07-01,39.333
3,NSW,Illawarra & South Coast,26,ICT Professionals,2026-07-01,16.667
3,NSW,Illawarra & South Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,195.667
3,NSW,Illawarra & South Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,41
3,NSW,Illawarra & South Coast,2B,Information Professionals,2026-07-01,10.333
3,NSW,Illawarra & South Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,9.667
3,NSW,Illawarra & South Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,9.667
3,NSW,Illawarra & South Coast,2E,Engineers,2026-07-01,28
3,NSW,Illawarra & South Coast,2F,Science Professionals and Veterinarians,2026-07-01,13.667
3,NSW,Illawarra & South Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,124.333
3,NSW,Illawarra & South Coast,2H,Medical Practitioners and Nurses,2026-07-01,222.333
2,NSW,Illawarra & South Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,342
3,NSW,Illawarra & South Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,45
3,NSW,Illawarra & South Coast,32,Automotive and Engineering Trades Workers,2026-07-01,102.667
3,NSW,Illawarra & South Coast,33,Construction Trades Workers,2026-07-01,38.333
3,NSW,Illawarra & South Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,39.667
3,NSW,Illawarra & South Coast,35,Food Trades Workers,2026-07-01,65
3,NSW,Illawarra & South Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,25.333
3,NSW,Illawarra & South Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,8
3,NSW,Illawarra & South Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,18
2,NSW,Illawarra & South Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,328.333
3,NSW,Illawarra & South Coast,41,Health and Welfare Support Workers,2026-07-01,38
3,NSW,Illawarra & South Coast,42,Carers and Aides,2026-07-01,210.333
3,NSW,Illawarra & South Coast,43,Hospitality Workers,2026-07-01,45.333
3,NSW,Illawarra & South Coast,44,Protective Service Workers,2026-07-01,7.333
3,NSW,Illawarra & South Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,27.333
2,NSW,Illawarra & South Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,247.667
3,NSW,Illawarra & South Coast,55,Numerical Clerks,2026-07-01,33.667
3,NSW,Illawarra & South Coast,56,Clerical and Office Support Workers,2026-07-01,7
3,NSW,Illawarra & South Coast,59,Other Clerical and Administrative Workers,2026-07-01,32.333
3,NSW,Illawarra & South Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,30.667
3,NSW,Illawarra & South Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,144
2,NSW,Illawarra & South Coast,6,SALES WORKERS,2026-07-01,161.333
3,NSW,Illawarra & South Coast,61,Sales Representatives and Agents,2026-07-01,39.667
3,NSW,Illawarra & South Coast,62,Sales Assistants and Salespersons,2026-07-01,108
3,NSW,Illawarra & South Coast,63,Sales Support Workers,2026-07-01,13.667
2,NSW,Illawarra & South Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,94
3,NSW,Illawarra & South Coast,71,Machine and Stationary Plant Operators,2026-07-01,23.333
3,NSW,Illawarra & South Coast,72,Mobile Plant Operators,2026-07-01,18
3,NSW,Illawarra & South Coast,7A,Drivers and Storepersons,2026-07-01,52.667
2,NSW,Illawarra & South Coast,8,LABOURERS,2026-07-01,145.667
3,NSW,Illawarra & South Coast,81,Cleaners and Laundry Workers,2026-07-01,41
3,NSW,Illawarra & South Coast,82,Construction and Mining Labourers,2026-07-01,19.333
3,NSW,Illawarra & South Coast,83,Factory Process Workers,2026-07-01,9.667
3,NSW,Illawarra & South Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,5
3,NSW,Illawarra & South Coast,85,Food Preparation Assistants,2026-07-01,9.667
3,NSW,Illawarra & South Coast,89,Other Labourers,2026-07-01,61
1,NSW,NSW North Coast,0,NSW North Coast TOTAL,2026-07-01,3565.667
2,NSW,NSW North Coast,1,MANAGERS,2026-07-01,269.667
3,NSW,NSW North Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,11.667
3,NSW,NSW North Coast,12,Farmers and Farm Managers,2026-07-01,3.667
3,NSW,NSW North Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,115
3,NSW,NSW North Coast,1A,Corporate Managers,2026-07-01,69.333
3,NSW,NSW North Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,46
3,NSW,NSW North Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,24
2,NSW,NSW North Coast,2,PROFESSIONALS,2026-07-01,1472.667
3,NSW,NSW North Coast,21,Arts and Media Professionals,2026-07-01,12
3,NSW,NSW North Coast,24,Education Professionals,2026-07-01,59.667
3,NSW,NSW North Coast,26,ICT Professionals,2026-07-01,8.667
3,NSW,NSW North Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,473.333
3,NSW,NSW North Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,61.333
3,NSW,NSW North Coast,2B,Information Professionals,2026-07-01,8.333
3,NSW,NSW North Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,13.333
3,NSW,NSW North Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,15
3,NSW,NSW North Coast,2E,Engineers,2026-07-01,26.333
3,NSW,NSW North Coast,2F,Science Professionals and Veterinarians,2026-07-01,10.333
3,NSW,NSW North Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,114
3,NSW,NSW North Coast,2H,Medical Practitioners and Nurses,2026-07-01,670.333
2,NSW,NSW North Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,339.333
3,NSW,NSW North Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,47.667
3,NSW,NSW North Coast,32,Automotive and Engineering Trades Workers,2026-07-01,81.333
3,NSW,NSW North Coast,33,Construction Trades Workers,2026-07-01,38
3,NSW,NSW North Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,38.333
3,NSW,NSW North Coast,35,Food Trades Workers,2026-07-01,83.333
3,NSW,NSW North Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,26.667
3,NSW,NSW North Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,9
3,NSW,NSW North Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,15
2,NSW,NSW North Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,477.333
3,NSW,NSW North Coast,41,Health and Welfare Support Workers,2026-07-01,63
3,NSW,NSW North Coast,42,Carers and Aides,2026-07-01,307
3,NSW,NSW North Coast,43,Hospitality Workers,2026-07-01,58.667
3,NSW,NSW North Coast,44,Protective Service Workers,2026-07-01,9
3,NSW,NSW North Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,39.667
2,NSW,NSW North Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,350.333
3,NSW,NSW North Coast,55,Numerical Clerks,2026-07-01,50.333
3,NSW,NSW North Coast,56,Clerical and Office Support Workers,2026-07-01,19.667
3,NSW,NSW North Coast,59,Other Clerical and Administrative Workers,2026-07-01,58.333
3,NSW,NSW North Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,36
3,NSW,NSW North Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,186
2,NSW,NSW North Coast,6,SALES WORKERS,2026-07-01,258.333
3,NSW,NSW North Coast,61,Sales Representatives and Agents,2026-07-01,46
3,NSW,NSW North Coast,62,Sales Assistants and Salespersons,2026-07-01,193
3,NSW,NSW North Coast,63,Sales Support Workers,2026-07-01,19.333
2,NSW,NSW North Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,157.333
3,NSW,NSW North Coast,71,Machine and Stationary Plant Operators,2026-07-01,25.667
3,NSW,NSW North Coast,72,Mobile Plant Operators,2026-07-01,34
3,NSW,NSW North Coast,7A,Drivers and Storepersons,2026-07-01,97.667
2,NSW,NSW North Coast,8,LABOURERS,2026-07-01,240.667
3,NSW,NSW North Coast,81,Cleaners and Laundry Workers,2026-07-01,74
3,NSW,NSW North Coast,82,Construction and Mining Labourers,2026-07-01,17.667
3,NSW,NSW North Coast,83,Factory Process Workers,2026-07-01,23.333
3,NSW,NSW North Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,16
3,NSW,NSW North Coast,85,Food Preparation Assistants,2026-07-01,17
3,NSW,NSW North Coast,89,Other Labourers,2026-07-01,92.667
1,NSW,Newcastle & Hunter,0,Newcastle & Hunter TOTAL,2026-07-01,4748
2,NSW,Newcastle & Hunter,1,MANAGERS,2026-07-01,447.333
3,NSW,Newcastle & Hunter,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,21
3,NSW,Newcastle & Hunter,12,Farmers and Farm Managers,2026-07-01,3.333
3,NSW,Newcastle & Hunter,14,"Hospitality, Retail and Service Managers",2026-07-01,157.333
3,NSW,Newcastle & Hunter,1A,Corporate Managers,2026-07-01,112.667
3,NSW,Newcastle & Hunter,1B,"Construction, Production and Distribution Managers",2026-07-01,110.333
3,NSW,Newcastle & Hunter,1C,"Health, Education, ICT and Other Managers",2026-07-01,42.667
2,NSW,Newcastle & Hunter,2,PROFESSIONALS,2026-07-01,1388.667
3,NSW,Newcastle & Hunter,21,Arts and Media Professionals,2026-07-01,19
3,NSW,Newcastle & Hunter,24,Education Professionals,2026-07-01,98.333
3,NSW,Newcastle & Hunter,26,ICT Professionals,2026-07-01,48.667
3,NSW,Newcastle & Hunter,27,"Legal, Social and Welfare Professionals",2026-07-01,224.333
3,NSW,Newcastle & Hunter,2A,"Business, Finance and Human Resource Professionals",2026-07-01,134
3,NSW,Newcastle & Hunter,2B,Information Professionals,2026-07-01,20.667
3,NSW,Newcastle & Hunter,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,30.333
3,NSW,Newcastle & Hunter,2D,"Transport and Design Professionals, and Architects",2026-07-01,24.333
3,NSW,Newcastle & Hunter,2E,Engineers,2026-07-01,127
3,NSW,Newcastle & Hunter,2F,Science Professionals and Veterinarians,2026-07-01,25.667
3,NSW,Newcastle & Hunter,2G,Health Diagnostic and Therapy Professionals,2026-07-01,166.667
3,NSW,Newcastle & Hunter,2H,Medical Practitioners and Nurses,2026-07-01,469.667
2,NSW,Newcastle & Hunter,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,748
3,NSW,Newcastle & Hunter,31,"Engineering, ICT and Science Technicians",2026-07-01,117.667
3,NSW,Newcastle & Hunter,32,Automotive and Engineering Trades Workers,2026-07-01,253
3,NSW,Newcastle & Hunter,33,Construction Trades Workers,2026-07-01,86.333
3,NSW,Newcastle & Hunter,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,106
3,NSW,Newcastle & Hunter,35,Food Trades Workers,2026-07-01,100
3,NSW,Newcastle & Hunter,36,Skilled Animal and Horticultural Workers,2026-07-01,36.333
3,NSW,Newcastle & Hunter,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,18.667
3,NSW,Newcastle & Hunter,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,30
2,NSW,Newcastle & Hunter,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,617.667
3,NSW,Newcastle & Hunter,41,Health and Welfare Support Workers,2026-07-01,74.667
3,NSW,Newcastle & Hunter,42,Carers and Aides,2026-07-01,364
3,NSW,Newcastle & Hunter,43,Hospitality Workers,2026-07-01,99.333
3,NSW,Newcastle & Hunter,44,Protective Service Workers,2026-07-01,27.333
3,NSW,Newcastle & Hunter,45,"Sports, Travel and Personal Service Workers",2026-07-01,52.333
2,NSW,Newcastle & Hunter,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,560.667
3,NSW,Newcastle & Hunter,55,Numerical Clerks,2026-07-01,72.667
3,NSW,Newcastle & Hunter,56,Clerical and Office Support Workers,2026-07-01,21.667
3,NSW,Newcastle & Hunter,59,Other Clerical and Administrative Workers,2026-07-01,93
3,NSW,Newcastle & Hunter,5A,"Office Managers, Administrators and Secretaries",2026-07-01,75.667
3,NSW,Newcastle & Hunter,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,297.667
2,NSW,Newcastle & Hunter,6,SALES WORKERS,2026-07-01,352.333
3,NSW,Newcastle & Hunter,61,Sales Representatives and Agents,2026-07-01,94.667
3,NSW,Newcastle & Hunter,62,Sales Assistants and Salespersons,2026-07-01,240.667
3,NSW,Newcastle & Hunter,63,Sales Support Workers,2026-07-01,17
2,NSW,Newcastle & Hunter,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,290.667
3,NSW,Newcastle & Hunter,71,Machine and Stationary Plant Operators,2026-07-01,67.333
3,NSW,Newcastle & Hunter,72,Mobile Plant Operators,2026-07-01,60.333
3,NSW,Newcastle & Hunter,7A,Drivers and Storepersons,2026-07-01,163
2,NSW,Newcastle & Hunter,8,LABOURERS,2026-07-01,342.667
3,NSW,Newcastle & Hunter,81,Cleaners and Laundry Workers,2026-07-01,87
3,NSW,Newcastle & Hunter,82,Construction and Mining Labourers,2026-07-01,51.667
3,NSW,Newcastle & Hunter,83,Factory Process Workers,2026-07-01,29
3,NSW,Newcastle & Hunter,84,"Farm, Forestry and Garden Workers",2026-07-01,16
3,NSW,Newcastle & Hunter,85,Food Preparation Assistants,2026-07-01,16
3,NSW,Newcastle & Hunter,89,Other Labourers,2026-07-01,143
1,NSW,Riverina & Murray,0,Riverina & Murray TOTAL,2026-07-01,1974
2,NSW,Riverina & Murray,1,MANAGERS,2026-07-01,191
3,NSW,Riverina & Murray,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,6
3,NSW,Riverina & Murray,12,Farmers and Farm Managers,2026-07-01,15.667
3,NSW,Riverina & Murray,14,"Hospitality, Retail and Service Managers",2026-07-01,67.667
3,NSW,Riverina & Murray,1A,Corporate Managers,2026-07-01,42.333
3,NSW,Riverina & Murray,1B,"Construction, Production and Distribution Managers",2026-07-01,38.333
3,NSW,Riverina & Murray,1C,"Health, Education, ICT and Other Managers",2026-07-01,21
2,NSW,Riverina & Murray,2,PROFESSIONALS,2026-07-01,626.667
