level,state,region,anzsco_code,anzsco_title,date,vacancies
2,VIC,Bendigo & High Country,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,174.667
3,VIC,Bendigo & High Country,71,Machine and Stationary Plant Operators,2026-07-01,41.333
3,VIC,Bendigo & High Country,72,Mobile Plant Operators,2026-07-01,40.333
3,VIC,Bendigo & High Country,7A,Drivers and Storepersons,2026-07-01,93
2,VIC,Bendigo & High Country,8,LABOURERS,2026-07-01,292
3,VIC,Bendigo & High Country,81,Cleaners and Laundry Workers,2026-07-01,74
3,VIC,Bendigo & High Country,82,Construction and Mining Labourers,2026-07-01,18
3,VIC,Bendigo & High Country,83,Factory Process Workers,2026-07-01,34
3,VIC,Bendigo & High Country,84,"Farm, Forestry and Garden Workers",2026-07-01,49.667
3,VIC,Bendigo & High Country,85,Food Preparation Assistants,2026-07-01,24.667
3,VIC,Bendigo & High Country,89,Other Labourers,2026-07-01,91.667
1,VIC,Geelong & Surf Coast,0,Geelong & Surf Coast TOTAL,2026-07-01,2102
2,VIC,Geelong & Surf Coast,1,MANAGERS,2026-07-01,207.667
3,VIC,Geelong & Surf Coast,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,11.667
3,VIC,Geelong & Surf Coast,12,Farmers and Farm Managers,2026-07-01,4
3,VIC,Geelong & Surf Coast,14,"Hospitality, Retail and Service Managers",2026-07-01,77.333
3,VIC,Geelong & Surf Coast,1A,Corporate Managers,2026-07-01,46.667
3,VIC,Geelong & Surf Coast,1B,"Construction, Production and Distribution Managers",2026-07-01,45
3,VIC,Geelong & Surf Coast,1C,"Health, Education, ICT and Other Managers",2026-07-01,23
2,VIC,Geelong & Surf Coast,2,PROFESSIONALS,2026-07-01,522.333
3,VIC,Geelong & Surf Coast,21,Arts and Media Professionals,2026-07-01,8
3,VIC,Geelong & Surf Coast,24,Education Professionals,2026-07-01,26.667
3,VIC,Geelong & Surf Coast,26,ICT Professionals,2026-07-01,33
3,VIC,Geelong & Surf Coast,27,"Legal, Social and Welfare Professionals",2026-07-01,100.333
3,VIC,Geelong & Surf Coast,2A,"Business, Finance and Human Resource Professionals",2026-07-01,50
3,VIC,Geelong & Surf Coast,2B,Information Professionals,2026-07-01,16
3,VIC,Geelong & Surf Coast,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,13.333
3,VIC,Geelong & Surf Coast,2D,"Transport and Design Professionals, and Architects",2026-07-01,14
3,VIC,Geelong & Surf Coast,2E,Engineers,2026-07-01,23
3,VIC,Geelong & Surf Coast,2F,Science Professionals and Veterinarians,2026-07-01,11.333
3,VIC,Geelong & Surf Coast,2G,Health Diagnostic and Therapy Professionals,2026-07-01,77
3,VIC,Geelong & Surf Coast,2H,Medical Practitioners and Nurses,2026-07-01,149.667
2,VIC,Geelong & Surf Coast,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,277
3,VIC,Geelong & Surf Coast,31,"Engineering, ICT and Science Technicians",2026-07-01,38.333
3,VIC,Geelong & Surf Coast,32,Automotive and Engineering Trades Workers,2026-07-01,66.333
3,VIC,Geelong & Surf Coast,33,Construction Trades Workers,2026-07-01,39.667
3,VIC,Geelong & Surf Coast,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,34
3,VIC,Geelong & Surf Coast,35,Food Trades Workers,2026-07-01,58.333
3,VIC,Geelong & Surf Coast,36,Skilled Animal and Horticultural Workers,2026-07-01,16.667
3,VIC,Geelong & Surf Coast,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,11
3,VIC,Geelong & Surf Coast,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,12.667
2,VIC,Geelong & Surf Coast,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,284
3,VIC,Geelong & Surf Coast,41,Health and Welfare Support Workers,2026-07-01,48.667
3,VIC,Geelong & Surf Coast,42,Carers and Aides,2026-07-01,170
3,VIC,Geelong & Surf Coast,43,Hospitality Workers,2026-07-01,36
3,VIC,Geelong & Surf Coast,44,Protective Service Workers,2026-07-01,8.333
3,VIC,Geelong & Surf Coast,45,"Sports, Travel and Personal Service Workers",2026-07-01,21
2,VIC,Geelong & Surf Coast,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,307.667
3,VIC,Geelong & Surf Coast,55,Numerical Clerks,2026-07-01,47.667
3,VIC,Geelong & Surf Coast,56,Clerical and Office Support Workers,2026-07-01,4
3,VIC,Geelong & Surf Coast,59,Other Clerical and Administrative Workers,2026-07-01,63.667
3,VIC,Geelong & Surf Coast,5A,"Office Managers, Administrators and Secretaries",2026-07-01,37
3,VIC,Geelong & Surf Coast,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,155.333
2,VIC,Geelong & Surf Coast,6,SALES WORKERS,2026-07-01,213.667
3,VIC,Geelong & Surf Coast,61,Sales Representatives and Agents,2026-07-01,49.333
3,VIC,Geelong & Surf Coast,62,Sales Assistants and Salespersons,2026-07-01,152
3,VIC,Geelong & Surf Coast,63,Sales Support Workers,2026-07-01,12.333
2,VIC,Geelong & Surf Coast,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,113
3,VIC,Geelong & Surf Coast,71,Machine and Stationary Plant Operators,2026-07-01,27.333
3,VIC,Geelong & Surf Coast,72,Mobile Plant Operators,2026-07-01,22
3,VIC,Geelong & Surf Coast,7A,Drivers and Storepersons,2026-07-01,63.667
2,VIC,Geelong & Surf Coast,8,LABOURERS,2026-07-01,176.667
3,VIC,Geelong & Surf Coast,81,Cleaners and Laundry Workers,2026-07-01,49.667
3,VIC,Geelong & Surf Coast,82,Construction and Mining Labourers,2026-07-01,11
3,VIC,Geelong & Surf Coast,83,Factory Process Workers,2026-07-01,16.333
3,VIC,Geelong & Surf Coast,84,"Farm, Forestry and Garden Workers",2026-07-01,25.333
3,VIC,Geelong & Surf Coast,85,Food Preparation Assistants,2026-07-01,19.333
3,VIC,Geelong & Surf Coast,89,Other Labourers,2026-07-01,55
1,VIC,Gippsland,0,Gippsland TOTAL,2026-07-01,1906.333
2,VIC,Gippsland,1,MANAGERS,2026-07-01,160.333
3,VIC,Gippsland,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,8
3,VIC,Gippsland,12,Farmers and Farm Managers,2026-07-01,4.333
3,VIC,Gippsland,14,"Hospitality, Retail and Service Managers",2026-07-01,69.333
3,VIC,Gippsland,1A,Corporate Managers,2026-07-01,36
3,VIC,Gippsland,1B,"Construction, Production and Distribution Managers",2026-07-01,24
3,VIC,Gippsland,1C,"Health, Education, ICT and Other Managers",2026-07-01,18.667
2,VIC,Gippsland,2,PROFESSIONALS,2026-07-01,548.333
3,VIC,Gippsland,21,Arts and Media Professionals,2026-07-01,4.667
3,VIC,Gippsland,24,Education Professionals,2026-07-01,41.667
3,VIC,Gippsland,26,ICT Professionals,2026-07-01,7
3,VIC,Gippsland,27,"Legal, Social and Welfare Professionals",2026-07-01,119
3,VIC,Gippsland,2A,"Business, Finance and Human Resource Professionals",2026-07-01,44.667
3,VIC,Gippsland,2B,Information Professionals,2026-07-01,10
3,VIC,Gippsland,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,13
3,VIC,Gippsland,2D,"Transport and Design Professionals, and Architects",2026-07-01,8
3,VIC,Gippsland,2E,Engineers,2026-07-01,13
3,VIC,Gippsland,2F,Science Professionals and Veterinarians,2026-07-01,12.667
3,VIC,Gippsland,2G,Health Diagnostic and Therapy Professionals,2026-07-01,78
3,VIC,Gippsland,2H,Medical Practitioners and Nurses,2026-07-01,196.667
2,VIC,Gippsland,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,257.333
3,VIC,Gippsland,31,"Engineering, ICT and Science Technicians",2026-07-01,27.667
3,VIC,Gippsland,32,Automotive and Engineering Trades Workers,2026-07-01,73.667
3,VIC,Gippsland,33,Construction Trades Workers,2026-07-01,30
3,VIC,Gippsland,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,26
3,VIC,Gippsland,35,Food Trades Workers,2026-07-01,60.667
3,VIC,Gippsland,36,Skilled Animal and Horticultural Workers,2026-07-01,18.333
3,VIC,Gippsland,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,12.667
3,VIC,Gippsland,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,8.333
2,VIC,Gippsland,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,338
3,VIC,Gippsland,41,Health and Welfare Support Workers,2026-07-01,62.667
3,VIC,Gippsland,42,Carers and Aides,2026-07-01,214.667
3,VIC,Gippsland,43,Hospitality Workers,2026-07-01,19.333
3,VIC,Gippsland,44,Protective Service Workers,2026-07-01,10.667
3,VIC,Gippsland,45,"Sports, Travel and Personal Service Workers",2026-07-01,30.667
2,VIC,Gippsland,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,244.667
3,VIC,Gippsland,55,Numerical Clerks,2026-07-01,35.333
3,VIC,Gippsland,56,Clerical and Office Support Workers,2026-07-01,6.333
3,VIC,Gippsland,59,Other Clerical and Administrative Workers,2026-07-01,49.333
3,VIC,Gippsland,5A,"Office Managers, Administrators and Secretaries",2026-07-01,33.667
3,VIC,Gippsland,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,120
2,VIC,Gippsland,6,SALES WORKERS,2026-07-01,134
3,VIC,Gippsland,61,Sales Representatives and Agents,2026-07-01,26.333
3,VIC,Gippsland,62,Sales Assistants and Salespersons,2026-07-01,98
3,VIC,Gippsland,63,Sales Support Workers,2026-07-01,9.667
2,VIC,Gippsland,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,78
3,VIC,Gippsland,71,Machine and Stationary Plant Operators,2026-07-01,13.333
3,VIC,Gippsland,72,Mobile Plant Operators,2026-07-01,20.667
3,VIC,Gippsland,7A,Drivers and Storepersons,2026-07-01,44
2,VIC,Gippsland,8,LABOURERS,2026-07-01,145.667
3,VIC,Gippsland,81,Cleaners and Laundry Workers,2026-07-01,30.333
3,VIC,Gippsland,82,Construction and Mining Labourers,2026-07-01,9
3,VIC,Gippsland,83,Factory Process Workers,2026-07-01,18.667
3,VIC,Gippsland,84,"Farm, Forestry and Garden Workers",2026-07-01,28.333
3,VIC,Gippsland,85,Food Preparation Assistants,2026-07-01,12.667
3,VIC,Gippsland,89,Other Labourers,2026-07-01,46.667
1,VIC,Melbourne,0,Melbourne TOTAL,2026-07-01,35537.333
2,VIC,Melbourne,1,MANAGERS,2026-07-01,5094
3,VIC,Melbourne,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,237.667
3,VIC,Melbourne,12,Farmers and Farm Managers,2026-07-01,19.667
3,VIC,Melbourne,14,"Hospitality, Retail and Service Managers",2026-07-01,1329.333
3,VIC,Melbourne,1A,Corporate Managers,2026-07-01,1933.333
3,VIC,Melbourne,1B,"Construction, Production and Distribution Managers",2026-07-01,1126
3,VIC,Melbourne,1C,"Health, Education, ICT and Other Managers",2026-07-01,448
2,VIC,Melbourne,2,PROFESSIONALS,2026-07-01,11072
3,VIC,Melbourne,21,Arts and Media Professionals,2026-07-01,261.333
3,VIC,Melbourne,24,Education Professionals,2026-07-01,538.667
3,VIC,Melbourne,26,ICT Professionals,2026-07-01,1533.333
3,VIC,Melbourne,27,"Legal, Social and Welfare Professionals",2026-07-01,1492
3,VIC,Melbourne,2A,"Business, Finance and Human Resource Professionals",2026-07-01,1668.333
3,VIC,Melbourne,2B,Information Professionals,2026-07-01,441.667
3,VIC,Melbourne,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,710.667
3,VIC,Melbourne,2D,"Transport and Design Professionals, and Architects",2026-07-01,411
3,VIC,Melbourne,2E,Engineers,2026-07-01,648.333
3,VIC,Melbourne,2F,Science Professionals and Veterinarians,2026-07-01,167
3,VIC,Melbourne,2G,Health Diagnostic and Therapy Professionals,2026-07-01,1323
3,VIC,Melbourne,2H,Medical Practitioners and Nurses,2026-07-01,1876.667
2,VIC,Melbourne,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,4308.333
3,VIC,Melbourne,31,"Engineering, ICT and Science Technicians",2026-07-01,812.667
3,VIC,Melbourne,32,Automotive and Engineering Trades Workers,2026-07-01,1098
3,VIC,Melbourne,33,Construction Trades Workers,2026-07-01,542.667
3,VIC,Melbourne,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,556.667
3,VIC,Melbourne,35,Food Trades Workers,2026-07-01,703
3,VIC,Melbourne,36,Skilled Animal and Horticultural Workers,2026-07-01,218
3,VIC,Melbourne,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,164.333
3,VIC,Melbourne,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,213
2,VIC,Melbourne,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,3149
3,VIC,Melbourne,41,Health and Welfare Support Workers,2026-07-01,339
3,VIC,Melbourne,42,Carers and Aides,2026-07-01,1621.333
3,VIC,Melbourne,43,Hospitality Workers,2026-07-01,597.667
3,VIC,Melbourne,44,Protective Service Workers,2026-07-01,184
3,VIC,Melbourne,45,"Sports, Travel and Personal Service Workers",2026-07-01,407
2,VIC,Melbourne,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,5887.667
3,VIC,Melbourne,55,Numerical Clerks,2026-07-01,1261.667
3,VIC,Melbourne,56,Clerical and Office Support Workers,2026-07-01,119.333
3,VIC,Melbourne,59,Other Clerical and Administrative Workers,2026-07-01,1268.333
3,VIC,Melbourne,5A,"Office Managers, Administrators and Secretaries",2026-07-01,899.667
3,VIC,Melbourne,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,2338.667
2,VIC,Melbourne,6,SALES WORKERS,2026-07-01,2780
3,VIC,Melbourne,61,Sales Representatives and Agents,2026-07-01,939.667
3,VIC,Melbourne,62,Sales Assistants and Salespersons,2026-07-01,1632.333
3,VIC,Melbourne,63,Sales Support Workers,2026-07-01,208
2,VIC,Melbourne,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,1538.333
3,VIC,Melbourne,71,Machine and Stationary Plant Operators,2026-07-01,363.667
3,VIC,Melbourne,72,Mobile Plant Operators,2026-07-01,438.667
3,VIC,Melbourne,7A,Drivers and Storepersons,2026-07-01,736
2,VIC,Melbourne,8,LABOURERS,2026-07-01,1708
3,VIC,Melbourne,81,Cleaners and Laundry Workers,2026-07-01,394.667
3,VIC,Melbourne,82,Construction and Mining Labourers,2026-07-01,133.667
3,VIC,Melbourne,83,Factory Process Workers,2026-07-01,370
3,VIC,Melbourne,84,"Farm, Forestry and Garden Workers",2026-07-01,58.333
3,VIC,Melbourne,85,Food Preparation Assistants,2026-07-01,140
3,VIC,Melbourne,89,Other Labourers,2026-07-01,611.333
1,VIC,Wimmera & Western,0,Wimmera & Western TOTAL,2026-07-01,965.333
2,VIC,Wimmera & Western,1,MANAGERS,2026-07-01,95.667
3,VIC,Wimmera & Western,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,6
3,VIC,Wimmera & Western,12,Farmers and Farm Managers,2026-07-01,5.667
3,VIC,Wimmera & Western,14,"Hospitality, Retail and Service Managers",2026-07-01,34
3,VIC,Wimmera & Western,1A,Corporate Managers,2026-07-01,21
3,VIC,Wimmera & Western,1B,"Construction, Production and Distribution Managers",2026-07-01,16.667
3,VIC,Wimmera & Western,1C,"Health, Education, ICT and Other Managers",2026-07-01,12.333
2,VIC,Wimmera & Western,2,PROFESSIONALS,2026-07-01,311.667
3,VIC,Wimmera & Western,21,Arts and Media Professionals,2026-07-01,2.333
3,VIC,Wimmera & Western,24,Education Professionals,2026-07-01,22.667
3,VIC,Wimmera & Western,26,ICT Professionals,2026-07-01,4.333
3,VIC,Wimmera & Western,27,"Legal, Social and Welfare Professionals",2026-07-01,58.333
3,VIC,Wimmera & Western,2A,"Business, Finance and Human Resource Professionals",2026-07-01,23
3,VIC,Wimmera & Western,2B,Information Professionals,2026-07-01,3.667
3,VIC,Wimmera & Western,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,7.667
3,VIC,Wimmera & Western,2D,"Transport and Design Professionals, and Architects",2026-07-01,3
3,VIC,Wimmera & Western,2E,Engineers,2026-07-01,7.667
3,VIC,Wimmera & Western,2F,Science Professionals and Veterinarians,2026-07-01,8
3,VIC,Wimmera & Western,2G,Health Diagnostic and Therapy Professionals,2026-07-01,38.667
3,VIC,Wimmera & Western,2H,Medical Practitioners and Nurses,2026-07-01,132.333
2,VIC,Wimmera & Western,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,112.667
3,VIC,Wimmera & Western,31,"Engineering, ICT and Science Technicians",2026-07-01,17.333
3,VIC,Wimmera & Western,32,Automotive and Engineering Trades Workers,2026-07-01,38
3,VIC,Wimmera & Western,33,Construction Trades Workers,2026-07-01,8.667
3,VIC,Wimmera & Western,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,11
3,VIC,Wimmera & Western,35,Food Trades Workers,2026-07-01,25.333
3,VIC,Wimmera & Western,36,Skilled Animal and Horticultural Workers,2026-07-01,3
3,VIC,Wimmera & Western,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,4.667
3,VIC,Wimmera & Western,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,4.667
2,VIC,Wimmera & Western,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,135.667
3,VIC,Wimmera & Western,41,Health and Welfare Support Workers,2026-07-01,37
3,VIC,Wimmera & Western,42,Carers and Aides,2026-07-01,84.667
3,VIC,Wimmera & Western,43,Hospitality Workers,2026-07-01,6.667
3,VIC,Wimmera & Western,44,Protective Service Workers,2026-07-01,2
3,VIC,Wimmera & Western,45,"Sports, Travel and Personal Service Workers",2026-07-01,5.333
2,VIC,Wimmera & Western,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,108
3,VIC,Wimmera & Western,55,Numerical Clerks,2026-07-01,17.333
3,VIC,Wimmera & Western,56,Clerical and Office Support Workers,2026-07-01,4.333
3,VIC,Wimmera & Western,59,Other Clerical and Administrative Workers,2026-07-01,22.333
3,VIC,Wimmera & Western,5A,"Office Managers, Administrators and Secretaries",2026-07-01,10.333
3,VIC,Wimmera & Western,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,53.667
2,VIC,Wimmera & Western,6,SALES WORKERS,2026-07-01,71.667
3,VIC,Wimmera & Western,61,Sales Representatives and Agents,2026-07-01,9.333
3,VIC,Wimmera & Western,62,Sales Assistants and Salespersons,2026-07-01,54.333
3,VIC,Wimmera & Western,63,Sales Support Workers,2026-07-01,8
2,VIC,Wimmera & Western,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,54.333
3,VIC,Wimmera & Western,71,Machine and Stationary Plant Operators,2026-07-01,8
3,VIC,Wimmera & Western,72,Mobile Plant Operators,2026-07-01,19
3,VIC,Wimmera & Western,7A,Drivers and Storepersons,2026-07-01,27.333
2,VIC,Wimmera & Western,8,LABOURERS,2026-07-01,75.667
3,VIC,Wimmera & Western,81,Cleaners and Laundry Workers,2026-07-01,13.333
3,VIC,Wimmera & Western,82,Construction and Mining Labourers,2026-07-01,3.333
3,VIC,Wimmera & Western,83,Factory Process Workers,2026-07-01,6.333
3,VIC,Wimmera & Western,84,"Farm, Forestry and Garden Workers",2026-07-01,21.667
3,VIC,Wimmera & Western,85,Food Preparation Assistants,2026-07-01,7.667
3,VIC,Wimmera & Western,89,Other Labourers,2026-07-01,23.333
1,QLD,Brisbane,0,Brisbane TOTAL,2026-07-01,26899.333
2,QLD,Brisbane,1,MANAGERS,2026-07-01,3475
3,QLD,Brisbane,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,159
3,QLD,Brisbane,12,Farmers and Farm Managers,2026-07-01,7
3,QLD,Brisbane,14,"Hospitality, Retail and Service Managers",2026-07-01,897.667
3,QLD,Brisbane,1A,Corporate Managers,2026-07-01,1201.667
3,QLD,Brisbane,1B,"Construction, Production and Distribution Managers",2026-07-01,919
3,QLD,Brisbane,1C,"Health, Education, ICT and Other Managers",2026-07-01,290.667
2,QLD,Brisbane,2,PROFESSIONALS,2026-07-01,7242
3,QLD,Brisbane,21,Arts and Media Professionals,2026-07-01,149
3,QLD,Brisbane,24,Education Professionals,2026-07-01,356.667
3,QLD,Brisbane,26,ICT Professionals,2026-07-01,850.667
3,QLD,Brisbane,27,"Legal, Social and Welfare Professionals",2026-07-01,920
3,QLD,Brisbane,2A,"Business, Finance and Human Resource Professionals",2026-07-01,1242.667
3,QLD,Brisbane,2B,Information Professionals,2026-07-01,281.333
3,QLD,Brisbane,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,342.333
3,QLD,Brisbane,2D,"Transport and Design Professionals, and Architects",2026-07-01,291
3,QLD,Brisbane,2E,Engineers,2026-07-01,828
3,QLD,Brisbane,2F,Science Professionals and Veterinarians,2026-07-01,126
3,QLD,Brisbane,2G,Health Diagnostic and Therapy Professionals,2026-07-01,769.333
3,QLD,Brisbane,2H,Medical Practitioners and Nurses,2026-07-01,1085
2,QLD,Brisbane,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,3773.667
3,QLD,Brisbane,31,"Engineering, ICT and Science Technicians",2026-07-01,804.333
3,QLD,Brisbane,32,Automotive and Engineering Trades Workers,2026-07-01,1080.333
3,QLD,Brisbane,33,Construction Trades Workers,2026-07-01,453
3,QLD,Brisbane,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,553
3,QLD,Brisbane,35,Food Trades Workers,2026-07-01,424.667
3,QLD,Brisbane,36,Skilled Animal and Horticultural Workers,2026-07-01,152
3,QLD,Brisbane,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,155.667
3,QLD,Brisbane,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,150.667
2,QLD,Brisbane,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,2424
3,QLD,Brisbane,41,Health and Welfare Support Workers,2026-07-01,241.667
3,QLD,Brisbane,42,Carers and Aides,2026-07-01,1452.333
3,QLD,Brisbane,43,Hospitality Workers,2026-07-01,343.667
3,QLD,Brisbane,44,Protective Service Workers,2026-07-01,120.333
3,QLD,Brisbane,45,"Sports, Travel and Personal Service Workers",2026-07-01,266
2,QLD,Brisbane,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,4235.667
3,QLD,Brisbane,55,Numerical Clerks,2026-07-01,770.667
3,QLD,Brisbane,56,Clerical and Office Support Workers,2026-07-01,101
3,QLD,Brisbane,59,Other Clerical and Administrative Workers,2026-07-01,933
3,QLD,Brisbane,5A,"Office Managers, Administrators and Secretaries",2026-07-01,668
3,QLD,Brisbane,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,1763
2,QLD,Brisbane,6,SALES WORKERS,2026-07-01,2108.333
3,QLD,Brisbane,61,Sales Representatives and Agents,2026-07-01,764.333
3,QLD,Brisbane,62,Sales Assistants and Salespersons,2026-07-01,1220.667
3,QLD,Brisbane,63,Sales Support Workers,2026-07-01,123.333
2,QLD,Brisbane,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,1892.333
3,QLD,Brisbane,71,Machine and Stationary Plant Operators,2026-07-01,404.667
3,QLD,Brisbane,72,Mobile Plant Operators,2026-07-01,599.333
3,QLD,Brisbane,7A,Drivers and Storepersons,2026-07-01,888.333
2,QLD,Brisbane,8,LABOURERS,2026-07-01,1748.333
3,QLD,Brisbane,81,Cleaners and Laundry Workers,2026-07-01,335.667
3,QLD,Brisbane,82,Construction and Mining Labourers,2026-07-01,220.667
3,QLD,Brisbane,83,Factory Process Workers,2026-07-01,289.667
3,QLD,Brisbane,84,"Farm, Forestry and Garden Workers",2026-07-01,62.667
3,QLD,Brisbane,85,Food Preparation Assistants,2026-07-01,88.667
3,QLD,Brisbane,89,Other Labourers,2026-07-01,751
1,QLD,Central Queensland,0,Central Queensland TOTAL,2026-07-01,4215
2,QLD,Central Queensland,1,MANAGERS,2026-07-01,346
3,QLD,Central Queensland,11,"Chief Executives, Managing Directors & Legislators",2026-07-01,7.333
3,QLD,Central Queensland,12,Farmers and Farm Managers,2026-07-01,3.333
3,QLD,Central Queensland,14,"Hospitality, Retail and Service Managers",2026-07-01,128.667
3,QLD,Central Queensland,1A,Corporate Managers,2026-07-01,81.333
3,QLD,Central Queensland,1B,"Construction, Production and Distribution Managers",2026-07-01,85.667
3,QLD,Central Queensland,1C,"Health, Education, ICT and Other Managers",2026-07-01,39.667
2,QLD,Central Queensland,2,PROFESSIONALS,2026-07-01,1032.333
3,QLD,Central Queensland,21,Arts and Media Professionals,2026-07-01,18
3,QLD,Central Queensland,24,Education Professionals,2026-07-01,60
3,QLD,Central Queensland,26,ICT Professionals,2026-07-01,16
3,QLD,Central Queensland,27,"Legal, Social and Welfare Professionals",2026-07-01,181.667
3,QLD,Central Queensland,2A,"Business, Finance and Human Resource Professionals",2026-07-01,82.667
3,QLD,Central Queensland,2B,Information Professionals,2026-07-01,12.667
3,QLD,Central Queensland,2C,"Sales, Marketing & Public Relations Professionals",2026-07-01,13
3,QLD,Central Queensland,2D,"Transport and Design Professionals, and Architects",2026-07-01,25.333
3,QLD,Central Queensland,2E,Engineers,2026-07-01,96.667
3,QLD,Central Queensland,2F,Science Professionals and Veterinarians,2026-07-01,25.333
3,QLD,Central Queensland,2G,Health Diagnostic and Therapy Professionals,2026-07-01,153.333
3,QLD,Central Queensland,2H,Medical Practitioners and Nurses,2026-07-01,347.667
2,QLD,Central Queensland,3,TECHNICIANS AND TRADES WORKERS,2026-07-01,783.667
3,QLD,Central Queensland,31,"Engineering, ICT and Science Technicians",2026-07-01,104.667
3,QLD,Central Queensland,32,Automotive and Engineering Trades Workers,2026-07-01,322.667
3,QLD,Central Queensland,33,Construction Trades Workers,2026-07-01,98
3,QLD,Central Queensland,34,Electrotechnology and Telecommunications Trades Workers,2026-07-01,105.333
3,QLD,Central Queensland,35,Food Trades Workers,2026-07-01,74
3,QLD,Central Queensland,36,Skilled Animal and Horticultural Workers,2026-07-01,25
3,QLD,Central Queensland,3A,"Hairdressers, Printing, Clothing and Wood Trades Workers",2026-07-01,21.667
3,QLD,Central Queensland,3B,"Jewellers, Arts and Other Trades Workers",2026-07-01,32.333
2,QLD,Central Queensland,4,COMMUNITY AND PERSONAL SERVICE WORKERS,2026-07-01,460.333
3,QLD,Central Queensland,41,Health and Welfare Support Workers,2026-07-01,92.333
3,QLD,Central Queensland,42,Carers and Aides,2026-07-01,281.667
3,QLD,Central Queensland,43,Hospitality Workers,2026-07-01,39
3,QLD,Central Queensland,44,Protective Service Workers,2026-07-01,13
3,QLD,Central Queensland,45,"Sports, Travel and Personal Service Workers",2026-07-01,34.333
2,QLD,Central Queensland,5,CLERICAL AND ADMINISTRATIVE WORKERS,2026-07-01,441.333
3,QLD,Central Queensland,55,Numerical Clerks,2026-07-01,43
3,QLD,Central Queensland,56,Clerical and Office Support Workers,2026-07-01,17
3,QLD,Central Queensland,59,Other Clerical and Administrative Workers,2026-07-01,74.667
3,QLD,Central Queensland,5A,"Office Managers, Administrators and Secretaries",2026-07-01,48
3,QLD,Central Queensland,5B,"General-Inquiry Clerks, Call Centre Workers, and Receptionists",2026-07-01,258.667
2,QLD,Central Queensland,6,SALES WORKERS,2026-07-01,324.333
3,QLD,Central Queensland,61,Sales Representatives and Agents,2026-07-01,65.333
3,QLD,Central Queensland,62,Sales Assistants and Salespersons,2026-07-01,233
3,QLD,Central Queensland,63,Sales Support Workers,2026-07-01,26
2,QLD,Central Queensland,7,MACHINERY OPERATORS AND DRIVERS,2026-07-01,468
3,QLD,Central Queensland,71,Machine and Stationary Plant Operators,2026-07-01,107.667
