anzsic_level,nfd_indicator,code_text,anzsic_title,covid_adjusted,industry_1_digit_code,trend_data_for_feb_2026_000,qtr_change_to_feb_2026_000,qtr_change_to_feb_2026_pct,1_year_change_to_feb_2026_000,1_year_change_to_feb_2026_pct,5_year_change_to_feb_2026_000,5_year_change_to_feb_2026_pct,10_year_change_to_feb_2026_000,10_year_change_to_feb_2026_pct,share_of_national_emp_pct,share_of_level_1_group_pct,female_share_2025_4_quarter_avg_pct,part_time_share_2025_4_quarter_avg_pct,female_part_time_share_2025_4_quarter_avg_pct,male_part_time_share_2025_4_quarter_avg_pct,median_age_2025_abs_customised_report
1,N,A,"Agriculture, Forestry and Fishing",,A,292.171319278372,-1.98138094541025,-0.673589242561051,-7.86869314541258,-2.62254793347316,-34.0235252682065,-10.4304301055096,-22.8944450268868,-7.26656070594362,1.97637648923539,,32.263499955647,27.5814386282854,45.7692360153457,18.9184282886443,51
1,N,B,Mining,,B,314.513722176692,0.730581442388882,0.232830049657609,2.24314584255137,0.71833403866752,30.0191483505719,10.551747243137,82.2170345005661,35.3931152971046,2.12751041952782,,20.1313268074103,5.31029112879823,10.4792508604421,4.00742714540288,42
1,N,C,Manufacturing,,C,868.055952694937,1.4355132826247,0.165644983356055,-8.69495685755817,-0.99172487451381,-14.1052700578356,-1.59894469333171,-21.8554593729987,-2.45591404679393,5.87191576669621,,29.7424875903427,16.8690320210021,33.8942808299297,9.66164260876106,43
1,N,D,"Electricity, Gas, Water and Waste Services",,D,216.280394767176,4.1823626688828,1.97190074207975,16.603581938514,8.31522784408678,61.4654098063371,39.7024938005096,72.3529917806334,50.2704768371303,1.46301659025311,,28.0432988658696,9.68621876373654,16.3130850656125,7.10356573229864,41
1,N,E,Construction,,E,1371.49557259635,10.6345255330007,0.781455649417648,21.9529155621155,1.62669297244442,219.710405361481,19.075641153545,318.637018245179,30.2639910107908,9.27740481668321,,12.9194157171892,14.3843455239572,37.8914723093156,10.8967903386314,37
1,N,F,Wholesale Trade,,F,328.930229359345,-5.23982504654174,-1.56801154904724,-20.3559426152161,-5.82786959476273,-46.2795989231221,-12.3343248056609,-46.3187687836567,-12.3434756689225,2.22503007314427,,32.3034273049105,16.5259017564883,28.8347319056412,10.6523784139913,43
1,N,G,Retail Trade,Y,G,1338.34475468562,0.785668317094633,0.0587389615233914,2.36038787319239,0.176677806404586,75.359893810971,5.96680895753434,84.6282300009166,6.75018860600883,9.05315796973221,,55.123079574584,50.3682331294596,58.9302060005779,39.8514171735589,33
1,N,H,Accommodation and Food Services,Y,H,967.227276048945,1.32314183190351,0.136984798494112,8.91224112055522,0.929990743724603,,0,130.815923868225,15.6401420816632,6.5427546168863,,51.6598748234231,60.7678298761266,66.1664956479113,54.998411666449,26
1,N,I,"Transport, Postal and Warehousing",Y,I,754.545381945292,6.01865022398817,0.804066170108281,15.3044305956762,2.07028987879192,100.700849413027,15.4013445708607,133.833610990802,21.5613135199614,5.10407988238224,,22.3988659306169,22.9876511639037,33.5948424298387,19.9259812844011,43
1,N,J,Information Media and Telecommunications,,J,178.08024654109,-1.10943776706574,-0.619141537834187,-4.29236771950019,-2.35362515194681,-17.5673416070746,-8.97907394277242,-31.3945285580447,-14.9872597037935,1.20461383181052,,40.6165477684596,21.876557154436,30.5449056051061,15.9476598759422,38
1,N,K,Financial and Insurance Services,,K,546.041065691228,-2.32234506677821,-0.423504745432964,-3.56867765920879,-0.649311207158378,62.4541673912541,12.9147765604917,112.519110900803,25.9546511214635,3.6936641387479,,52.0478446276338,13.8300918247441,19.2664147387077,7.92944173194731,41
1,N,L,"Rental, Hiring and Real Estate Services",,L,226.162822857681,-1.41600970108132,-0.622206241749526,-4.32862857276692,-1.87799961599578,9.1343402664578,4.20882096091621,14.0922643388366,6.64508286169501,1.52986572035553,,47.80002887928,23.8968779464923,31.6653085176792,16.7832493953574,42
