cricos_provider_code,institution_name,cricos_course_code,course_name,vet_national_code,dual_qualification,course_level,primary_broad_field_code,primary_broad_field_name,primary_narrow_field_code,primary_narrow_field_name,primary_detailed_field_code,primary_detailed_field_name,secondary_broad_field_code,secondary_broad_field_name,secondary_narrow_field_code,secondary_narrow_field_name,secondary_detailed_field_code,secondary_detailed_field_name,foundation_studies,work_component,work_component_hours_per_week,work_component_weeks,work_component_total_hours,course_language,duration_weeks,tuition_fee_aud,non_tuition_fee_aud,estimated_total_course_cost_aud,data_source
03479C,Australian Institute of English Pty Ltd,113083H,Certificate IV in Business,BSB40120,No,Certificate IV,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,78,11700,400,12100,CRICOS
03479C,Australian Institute of English Pty Ltd,113084G,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080300,"Business and Management, n.f.d.",,,,,,,No,No,,,,English,78,11700,400,12100,CRICOS
03479C,Australian Institute of English Pty Ltd,116304J,Diploma of Project Management,BSB50820,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,12000,500,12500,CRICOS
03479C,Australian Institute of English Pty Ltd,116305H,Advanced Diploma of Program Management,BSB60720,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,,,,English,78,20000,500,20500,CRICOS
03480K,Australasian International Academy Pty Ltd,097986F,General English,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,70,22800,3000,25800,CRICOS
03480K,Australasian International Academy Pty Ltd,097987E,English for Academic Purposes,,No,Non AQF Award,09,Society and Culture,0915,Language and Literature,091501,ELICOS,,,,,,,No,No,,,,English,22,7600,1000,8600,CRICOS
03480K,Australasian International Academy Pty Ltd,098044M,Diploma of Accounting,FNS50217,No,Diploma,08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,52,13500,0,13500,CRICOS
03480K,Australasian International Academy Pty Ltd,098045K,Advanced Diploma of Accounting,FNS60217,No,Advanced Diploma,08,Management and Commerce,0801,Accounting,080101,Accounting,,,,,,,No,No,,,,English,52,13500,0,13500,CRICOS
03480K,Australasian International Academy Pty Ltd,104286E,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,18000,0,18000,CRICOS
03480K,Australasian International Academy Pty Ltd,104546A,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,,,,,,,No,No,,,,English,52,15000,0,15000,CRICOS
03480K,Australasian International Academy Pty Ltd,105404G,Diploma of Information Technology,ICT50220,No,Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,78,18500,0,18500,CRICOS
03480K,Australasian International Academy Pty Ltd,105405F,Advanced Diploma of Information Technology,ICT60220,No,Advanced Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,52,16000,0,16000,CRICOS
03480K,Australasian International Academy Pty Ltd,106375K,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,78,15000,850,15850,CRICOS
03480K,Australasian International Academy Pty Ltd,106376J,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,10000,650,10650,CRICOS
03480K,Australasian International Academy Pty Ltd,106467F,Advanced Diploma of Business,BSB60120,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,10000,650,10650,CRICOS
03480K,Australasian International Academy Pty Ltd,107700E,Certificate III in Early Childhood Education and Care,CHC30121,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,,8,160,English,52,12000,1250,13250,CRICOS
03480K,Australasian International Academy Pty Ltd,107701D,Diploma of Early Childhood Education and Care,CHC50121,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,,8,280,English,52,12000,1250,13250,CRICOS
03480K,Australasian International Academy Pty Ltd,112301M,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110101,Hospitality,,,,,,,No,No,,,,English,78,18000,1000,19000,CRICOS
03480K,Australasian International Academy Pty Ltd,112302K,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,78,16000,1000,17000,CRICOS
03480K,Australasian International Academy Pty Ltd,112303J,Advanced Diploma of Hospitality Management,SIT60322,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,104,20000,1000,21000,CRICOS
03480K,Australasian International Academy Pty Ltd,112515H,Graduate Diploma of Strategic Leadership,BSB80320,No,Graduate Diploma,08,Management and Commerce,0803,Business and Management,080307,Organisation Management,,,,,,,No,No,,,,English,104,32000,1050,33050,CRICOS
03480K,Australasian International Academy Pty Ltd,112516G,Diploma of Community Services,CHC52021,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",,,,,,,No,Yes,20.0,20,400,English,104,26000,2250,28250,CRICOS
03480K,Australasian International Academy Pty Ltd,118411A,Diploma of Civil Construction Design,RII50520,No,Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030901,Construction Engineering,,,,,,,No,No,,,,English,78,21000,2000,23000,CRICOS
03480K,Australasian International Academy Pty Ltd,118412M,Advanced Diploma of Civil Construction Design,RII60520,No,Advanced Diploma,03,Engineering and Related Technologies,0309,Civil Engineering,030901,Construction Engineering,,,,,,,No,No,,,,English,104,28000,2500,30500,CRICOS
03480K,Australasian International Academy Pty Ltd,118615M,Diploma of Early Childhood Education and Care,CHC50125,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,,8,280,English,52,12000,1250,13250,CRICOS
03480K,Australasian International Academy Pty Ltd,118743C,Diploma of Community Services,CHC52025,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",,,,,,,No,Yes,20.0,20,400,English,104,26000,2250,28250,CRICOS
03480K,Australasian International Academy Pty Ltd,119624B,Certificate III in Early Childhood Education and Care,CHC30125,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,Yes,,8,160,English,52,12000,1250,13250,CRICOS
03481J,Sydney Training Institute Incorporated,098339G,Certificate IV in Christian Leadership,10715NAT,No,Certificate IV,09,Society and Culture,0917,Philosophy and Religious Studies,091703,Religious Studies,,,,,,,No,No,,,,English,44,3900,0,3900,CRICOS
03481J,Sydney Training Institute Incorporated,098340C,Diploma of Christian Leadership,10716NAT,No,Diploma,09,Society and Culture,0917,Philosophy and Religious Studies,091703,Religious Studies,,,,,,,No,No,,,,English,44,3900,0,3900,CRICOS
03482G,Thinkgate Learning Pty Ltd,106358M,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",,,,,,,No,No,,,,English,78,18000,250,18250,CRICOS
03482G,Thinkgate Learning Pty Ltd,108248A,Diploma of Hospitality Management,SIT50416,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,65,18000,500,18500,CRICOS
03482G,Thinkgate Learning Pty Ltd,109501G,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,Yes,20.0,9,180,English,75,20000,1000,21000,CRICOS
03482G,Thinkgate Learning Pty Ltd,109843G,Certificate III in Commercial Cookery,SIT30821,No,Certificate III,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,Yes,20.0,9,180,English,52,15000,1000,16000,CRICOS
03482G,Thinkgate Learning Pty Ltd,112551D,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,Yes,4.0,12,48,English,67,20000,1000,21000,CRICOS
03482G,Thinkgate Learning Pty Ltd,113802D,Advanced Diploma of Information Technology,ICT60220,No,Advanced Diploma,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",,,,,,,No,No,,,,English,102,28000,2000,30000,CRICOS
03482G,Thinkgate Learning Pty Ltd,118069K,Advanced Diploma of Hospitality Management,SIT60322,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,104,25000,5000,30000,CRICOS
03482G,Thinkgate Learning Pty Ltd,120415A,Certificate III in Painting and Decorating,CPC30620,No,Certificate III,04,Architecture and Building,0403,Building,040325,"Painting, Decorating and Sign Writing",,,,,,,No,No,,,,English,58,15000,3000,18000,CRICOS
03482G,Thinkgate Learning Pty Ltd,120416M,Certificate III in Solid Plastering,CPC31020,No,Certificate III,04,Architecture and Building,0403,Building,040317,Plastering,,,,,,,No,No,,,,English,54,15000,3000,18000,CRICOS
03482G,Thinkgate Learning Pty Ltd,120417K,Certificate III in Wall and Floor Tiling,CPC31320,No,Certificate III,04,Architecture and Building,0403,Building,040313,"Ceiling, Wall and Floor Fixing",,,,,,,No,No,,,,English,54,15000,3000,18000,CRICOS
03483G,RTO Connect Pty Ltd,104633B,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03483G,RTO Connect Pty Ltd,106803F,Certificate IV in Leadership and Management,BSB40520,No,Certificate IV,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,40,20000,3500,23500,CRICOS
03483G,RTO Connect Pty Ltd,107072F,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03483G,RTO Connect Pty Ltd,107073E,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03483G,RTO Connect Pty Ltd,109502F,Certificate IV in Kitchen Management,SIT40521,No,Certificate IV,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,92,45000,10500,55500,CRICOS
03483G,RTO Connect Pty Ltd,109844F,Certificate III in Commercial Cookery,SIT30821,No,Certificate III,11,"Food, Hospitality and Personal Services",1101,Food and Hospitality,110109,Cookery,,,,,,,No,No,,,,English,56,25000,5500,30500,CRICOS
03483G,RTO Connect Pty Ltd,112633B,Diploma of Hospitality Management,SIT50422,No,Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,No,,,,English,64,40000,8000,48000,CRICOS
03483G,RTO Connect Pty Ltd,112634A,Advanced Diploma of Hospitality Management,SIT60322,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080319,Hospitality Management,,,,,,,No,Yes,28.0,7,196,English,92,45000,10500,55500,CRICOS
03483G,RTO Connect Pty Ltd,120964E,Certificate III in Individual Support,CHC33021,No,Certificate III,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",,,,,,,No,No,,,,English,56,25000,5500,30500,CRICOS
03483G,RTO Connect Pty Ltd,120965D,Certificate IV in Mental Health,CHC43315,No,Certificate IV,09,Society and Culture,0905,Human Welfare Studies and Services,090500,"Human Welfare Studies and Services, n.f.d.",,,,,,,No,No,,,,English,40,20000,3500,23500,CRICOS
03483G,RTO Connect Pty Ltd,120966C,Certificate IV in Disability Support,CHC43121,No,Certificate IV,09,Society and Culture,0905,Human Welfare Studies and Services,090509,Care for the Disabled,,,,,,,No,No,,,,English,38,20000,3500,23500,CRICOS
03483G,RTO Connect Pty Ltd,120967B,Diploma of Community Services,CHC52025,No,Diploma,09,Society and Culture,0905,Human Welfare Studies and Services,090599,"Human Welfare Studies and Services, n.e.c.",,,,,,,No,No,,,,English,94,45000,10500,55500,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,103983K,Certificate IV in Leadership and Management,BSB40520,No,Certificate IV,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,12750,0,12750,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,104073G,Diploma of Project Management,BSB50820,No,Diploma,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,,,,English,52,12750,0,12750,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,104287D,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,12750,0,12750,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,108470F,Certificate III in Early Childhood Education and Care,CHC30121,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,No,,,,English,52,12000,1100,13100,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,108471E,Diploma of Early Childhood Education and Care,CHC50121,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,No,,,,English,60,12000,1100,13100,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,108809F,Advanced Diploma of Program Management,BSB60720,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080315,Project Management,,,,,,,No,No,,,,English,52,12650,850,13500,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,108810B,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,12000,650,12650,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,118616K,Diploma of Early Childhood Education and Care,CHC50125,No,Diploma,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,No,,,,English,60,12000,1100,13100,CRICOS
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,119625A,Certificate III in Early Childhood Education and Care,CHC30125,No,Certificate III,07,Education,0701,Teacher Education,070101,Teacher Education: Early Childhood,,,,,,,No,No,,,,English,52,12000,1100,13100,CRICOS
03487C,Vocational Training Institute Pty Ltd,104288C,Diploma of Leadership and Management,BSB50420,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,12000,0,12000,CRICOS
03487C,Vocational Training Institute Pty Ltd,108719H,Advanced Diploma of Leadership and Management,BSB60420,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,11000,1000,12000,CRICOS
03487C,Vocational Training Institute Pty Ltd,108722B,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",,,,,,,No,No,,,,English,52,14000,1000,15000,CRICOS
03489A,M.S Aviation Pty Ltd,107346G,Certificate IV in Project Management Practice,BSB40920,No,Certificate IV,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,30,20000,3500,23500,CRICOS
03489A,M.S Aviation Pty Ltd,107347F,Diploma of Project Management,BSB50820,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03489A,M.S Aviation Pty Ltd,107348E,Advanced Diploma of Program Management,BSB60720,No,Advanced Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03489A,M.S Aviation Pty Ltd,107349D,Graduate Diploma of Management (Learning),BSB80120,No,Graduate Diploma,07,Education,0701,Teacher Education,070100,"Teacher Education, n.f.c.",,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
03489A,M.S Aviation Pty Ltd,108692C,Diploma of Business,BSB50120,No,Diploma,08,Management and Commerce,0803,Business and Management,080301,Business Management,,,,,,,No,No,,,,English,52,25000,5500,30500,CRICOS
