qualification_code,qualification_title,osca_code,osca_description,pathway,special_conditions,special_conditions_description,jsc
RII40220,Certificate IV in Surface Coal Mining (Open Cut Examiner),732331,Miner,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40220,Certificate IV in Surface Coal Mining (Open Cut Examiner),312234,Safety Inspector,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40220,Certificate IV in Surface Coal Mining (Open Cut Examiner),313531,Mining Supervisor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII40320,Certificate IV in Underground Metalliferous Mining Operations,732331,Miner,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40320,Certificate IV in Underground Metalliferous Mining Operations,313531,Mining Supervisor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII40320,Certificate IV in Underground Metalliferous Mining Operations,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII40420,Certificate IV in Underground Coal Operations,732331,Miner,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40420,Certificate IV in Underground Coal Operations,313531,Mining Supervisor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII40420,Certificate IV in Underground Coal Operations,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII40520,Certificate IV in Resource Processing,313531,Mining Supervisor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII40520,Certificate IV in Resource Processing,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII40520,Certificate IV in Resource Processing,312431,Civil Construction Leading Hand,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40720,Certificate IV in Civil Construction,312431,Civil Construction Leading Hand,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,741235,Grader Operator,Specialised training,,,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,371231,Concreter,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,312432,Construction Site Supervisor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,243234,Structural Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,223932,Cost Controller,Progression pathway,,,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,313132,Civil Engineering Technician,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,241232,Engineering Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,313131,Civil Engineering Draftsperson,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,241932,Quantity Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,312331,Construction Estimator,Progression pathway,,,BuildSkills Australia
RII40720,Certificate IV in Civil Construction,243231,Civil Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,313131,Civil Engineering Draftsperson,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,313132,Civil Engineering Technician,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,313937,Other Draftsperson,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,313933,Mechanical Engineering Draftsperson,Progression pathway,,,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,313231,Electrical Engineering Draftsperson,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,241232,Engineering Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,243231,Civil Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,243234,Structural Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,243235,Transport Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,312431,Civil Construction Leading Hand,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII40820,Certificate IV in Civil Construction Design,312133,Detailer Drafter,Progression pathway,,,BuildSkills Australia
RII40920,Certificate IV in Drilling Operations,399231,Driller,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40920,Certificate IV in Drilling Operations,741234,Excavator Operator,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40920,Certificate IV in Drilling Operations,741232,Backhoe Operator,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII40920,Certificate IV in Drilling Operations,313531,Mining Supervisor,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII41120,Certificate IV in Drilling Oil & Gas (Onshore),399231,Driller,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII41220,Certificate IV in Well Servicing Operations,741231,Earthmoving Plant Operator (General),Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII41220,Certificate IV in Well Servicing Operations,399231,Driller,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII41319,Certificate IV in Emergency Response Coordination,599936,Radio Dispatcher,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII41319,Certificate IV in Emergency Response Coordination,141334,Paramedic Manager,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
RII41319,Certificate IV in Emergency Response Coordination,149933,Emergency Management Officer,Progression pathway,State Emergency Service Restriction.,It is a requirement to be a current and serving officer of a State Emergency Service to undertake this occupation.,BuildSkills Australia
RII41319,Certificate IV in Emergency Response Coordination,451231,Emergency Services Officer,Related,State Emergency Service Restriction.,It is a requirement to be a current and serving officer of a State Emergency Service to undertake this occupation.,BuildSkills Australia
RII41319,Certificate IV in Emergency Response Coordination,551132,Call or Contact Centre Team Leader,Related,,,Mining and Automotive Skills Alliance
RII41421,Certificate IV in Civil Infrastructure Asset Management,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII41421,Certificate IV in Civil Infrastructure Asset Management,312431,Civil Construction Leading Hand,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII41522,Certificate IV in Autonomous Control and Remote Operations,732331,Miner,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII41522,Certificate IV in Autonomous Control and Remote Operations,732935,Railway Signal Operator,Specialised training,,,Mining and Automotive Skills Alliance
RII41522,Certificate IV in Autonomous Control and Remote Operations,732999,Stationary Plant Operators nec,Specialised training,,,Mining and Automotive Skills Alliance
RII50120,Diploma of Surface Operations Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII50120,Diploma of Surface Operations Management,172932,Equipment Hire Manager,Related,,,Mining and Automotive Skills Alliance
RII50120,Diploma of Surface Operations Management,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII50315,Diploma of Minerals Processing,731938,Stone Processing Machine Operator,Specialised training,,,Mining and Automotive Skills Alliance
RII50315,Diploma of Minerals Processing,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII50315,Diploma of Minerals Processing,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII50420,Diploma of Civil Construction Management,313132,Civil Engineering Technician,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50420,Diploma of Civil Construction Management,312431,Civil Construction Leading Hand,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50420,Diploma of Civil Construction Management,241932,Quantity Surveyor,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50420,Diploma of Civil Construction Management,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50420,Diploma of Civil Construction Management,131331,Project Builder,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",BuildSkills Australia
RII50420,Diploma of Civil Construction Management,223932,Cost Controller,Progression pathway,,,BuildSkills Australia
RII50420,Diploma of Civil Construction Management,312432,Construction Site Supervisor,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,313131,Civil Engineering Draftsperson,Occupation ready,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,312431,Civil Construction Leading Hand,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,243231,Civil Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,312132,Building Designer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,243234,Structural Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,312199,Building and Landscape Designers and Technicians nec,Related,,,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,313937,Other Draftsperson,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50520,Diploma of Civil Construction Design,313132,Civil Engineering Technician,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII50620,Diploma of Drilling Operations,313531,Mining Supervisor,Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,741232,Backhoe Operator,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,741233,Bulldozer Operator,Specialised training,,,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,741231,Earthmoving Plant Operator (General),Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,741234,Excavator Operator,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,399231,Driller,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII50620,Diploma of Drilling Operations,172932,Equipment Hire Manager,Related,,,Mining and Automotive Skills Alliance
RII50820,Diploma of Drilling Oil & Gas (Onshore),399231,Driller,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII50820,Diploma of Drilling Oil & Gas (Onshore),132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII50820,Diploma of Drilling Oil & Gas (Onshore),313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII50920,Diploma of Underground Coal Mining Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII50920,Diploma of Underground Coal Mining Management,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII51020,Diploma of Well Servicing Operations,399231,Driller,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII51020,Diploma of Well Servicing Operations,732431,Wastewater or Water Plant Operator,Specialised training,,,Mining and Automotive Skills Alliance
RII60120,Advanced Diploma of Metalliferous Mining,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII60120,Advanced Diploma of Metalliferous Mining,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII60220,Advanced Diploma of Extractive Industries Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII60220,Advanced Diploma of Extractive Industries Management,172932,Equipment Hire Manager,Related,,,Mining and Automotive Skills Alliance
RII60220,Advanced Diploma of Extractive Industries Management,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII60320,Advanced Diploma of Underground Coal Mining Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII60320,Advanced Diploma of Underground Coal Mining Management,131999,Construction and Engineering Managers nec,Progression pathway,,,Mining and Automotive Skills Alliance
RII60320,Advanced Diploma of Underground Coal Mining Management,149999,Specialist Managers nec,Progression pathway,,,Mining and Automotive Skills Alliance
RII60320,Advanced Diploma of Underground Coal Mining Management,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII60415,Advanced Diploma of Drilling Management,313531,Mining Supervisor,Specialised training,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
RII60415,Advanced Diploma of Drilling Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII60415,Advanced Diploma of Drilling Management,172932,Equipment Hire Manager,Related,,,Mining and Automotive Skills Alliance
RII60520,Advanced Diploma of Civil Construction Design,313131,Civil Engineering Draftsperson,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,312431,Civil Construction Leading Hand,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,243231,Civil Engineer,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,313937,Other Draftsperson,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,312133,Detailer Drafter,Related,,,BuildSkills Australia
RII60520,Advanced Diploma of Civil Construction Design,313132,Civil Engineering Technician,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60620,Advanced Diploma of Civil Construction,313132,Civil Engineering Technician,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60620,Advanced Diploma of Civil Construction,312431,Civil Construction Leading Hand,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60620,Advanced Diploma of Civil Construction,131131,Construction Project Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60620,Advanced Diploma of Civil Construction,312331,Construction Estimator,Related,,,BuildSkills Australia
RII60620,Advanced Diploma of Civil Construction,312432,Construction Site Supervisor,Related,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,BuildSkills Australia
RII60720,Advanced Diploma of Surface Coal Mining Management,132233,Production Manager (Mining),Progression pathway,,,Mining and Automotive Skills Alliance
RII60720,Advanced Diploma of Surface Coal Mining Management,131231,Engineering Manager,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Mining and Automotive Skills Alliance
RII60720,Advanced Diploma of Surface Coal Mining Management,172932,Equipment Hire Manager,Related,,,Mining and Automotive Skills Alliance
RII60720,Advanced Diploma of Surface Coal Mining Management,313531,Mining Supervisor,Related,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Mining and Automotive Skills Alliance
SFI10119,Certificate I in Seafood Industry,831333,Seafood Process Worker,Pre-vocational,,,Skills Insight
SFI10119,Certificate I in Seafood Industry,832135,Seafood Packer,Pre-vocational,,,Skills Insight
SFI20119,Certificate II in Aquaculture,841331,Aquaculture Worker,Progression pathway,,,Skills Insight
SFI20119,Certificate II in Aquaculture,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Progression pathway,,,Skills Insight
SFI20119,Certificate II in Aquaculture,899232,Fishing Hand,Progression pathway,,,Skills Insight
SFI20119,Certificate II in Aquaculture,841399,Mixed Production and Aquaculture Farm Workers nec,Progression pathway,,,Skills Insight
SFI20119,Certificate II in Aquaculture,311133,Aquaculture or Fisheries Technician,Progression pathway,,,Skills Insight
SFI20219,Certificate II in Fishing Operations,899231,Deck Hand,Occupation ready,,,Skills Insight
SFI20219,Certificate II in Fishing Operations,899232,Fishing Hand,Occupation ready,,,Skills Insight
SFI20319,Certificate II in Seafood Post Harvest Operations,831333,Seafood Process Worker,Occupation ready,,,Skills Insight
SFI20319,Certificate II in Seafood Post Harvest Operations,832135,Seafood Packer,Occupation ready,,,Skills Insight
SFI20319,Certificate II in Seafood Post Harvest Operations,841331,Aquaculture Worker,Progression pathway,,,Skills Insight
SFI20419,Certificate II in Fisheries Compliance Support,591999,Inspectors and Regulatory Officers nec,Progression pathway,,,Skills Insight
SFI20419,Certificate II in Fisheries Compliance Support,591132,Council Ranger,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
SFI20419,Certificate II in Fisheries Compliance Support,311135,Fisheries Officer,Progression pathway,,,Skills Insight
SFI30119,Certificate III in Aquaculture,841331,Aquaculture Worker,Occupation ready,,,Skills Insight
SFI30119,Certificate III in Aquaculture,311133,Aquaculture or Fisheries Technician,Occupation ready,,,Skills Insight
SFI30119,Certificate III in Aquaculture,399932,Diver,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
SFI30119,Certificate III in Aquaculture,841399,Mixed Production and Aquaculture Farm Workers nec,Specialised training,,,Skills Insight
SFI30119,Certificate III in Aquaculture,899232,Fishing Hand,Specialised training,,,Skills Insight
SFI30119,Certificate III in Aquaculture,343131,Aquaculture Supervisor,Progression pathway,,,Skills Insight
SFI30119,Certificate III in Aquaculture,244635,Microbiologist,Progression pathway,,,Skills Insight
SFI30119,Certificate III in Aquaculture,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Progression pathway,,,Skills Insight
SFI30219,Certificate III in Fishing Operations,899231,Deck Hand,Occupation ready,,,Skills Insight
SFI30219,Certificate III in Fishing Operations,899232,Fishing Hand,Occupation ready,,,Skills Insight
SFI30219,Certificate III in Fishing Operations,399932,Diver,Specialised training,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
SFI30219,Certificate III in Fishing Operations,311133,Aquaculture or Fisheries Technician,Specialised training,,,Skills Insight
SFI30219,Certificate III in Fishing Operations,313434,Master Fisher,Progression pathway,Licensing and registration is required.,"Licensing and regulation requirements apply to this occupation, but vary depending on the location, industry and individual circumstances of the work. Contact your state or territory government for further information.",Skills Insight
SFI30219,Certificate III in Fishing Operations,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Progression pathway,,,Skills Insight
SFI30219,Certificate III in Fishing Operations,343132,Fishing Leading Hand,Progression pathway,,,Skills Insight
SFI30319,Certificate III in Seafood Post Harvest Operations,841331,Aquaculture Worker,Specialised training,,,Skills Insight
SFI30319,Certificate III in Seafood Post Harvest Operations,832135,Seafood Packer,Specialised training,,,Skills Insight
SFI30319,Certificate III in Seafood Post Harvest Operations,831333,Seafood Process Worker,Specialised training,,,Skills Insight
SFI30419,Certificate III in Fisheries Compliance,311135,Fisheries Officer,Occupation ready,,,Skills Insight
SFI30419,Certificate III in Fisheries Compliance,591132,Council Ranger,Progression pathway,Licensing and registration may be required.,Licensing and regulation requirements apply to this occupation in some circumstances. Contact your state or territory government for further information.,Skills Insight
SFI30419,Certificate III in Fisheries Compliance,244634,Marine Biologist,Progression pathway,,,Skills Insight
SFI30419,Certificate III in Fisheries Compliance,311133,Aquaculture or Fisheries Technician,Progression pathway,,,Skills Insight
SFI30520,Certificate III in Working with Crocodiles,341199,Animal Trainers and Zookeepers nec,Specialised training,,,Skills Insight
SFI30520,Certificate III in Working with Crocodiles,341134,Zookeeper,Specialised training,,,Skills Insight
SFI30520,Certificate III in Working with Crocodiles,152999,Livestock Farmers nec,Progression pathway,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,151399,Mixed Production and Aquaculture Farmers nec,Occupation ready,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,151331,Aquaculture Farmer,Occupation ready,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Occupation ready,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,343131,Aquaculture Supervisor,Occupation ready,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,841331,Aquaculture Worker,Specialised training,,,Skills Insight
SFI40119,Certificate IV in Aquaculture,311133,Aquaculture or Fisheries Technician,Specialised training,,,Skills Insight
SFI40219,Certificate IV in Seafood Post Harvest Operations,151331,Aquaculture Farmer,Specialised training,,,Skills Insight
SFI40219,Certificate IV in Seafood Post Harvest Operations,832135,Seafood Packer,Specialised training,,,Skills Insight
SFI40219,Certificate IV in Seafood Post Harvest Operations,831333,Seafood Process Worker,Specialised training,,,Skills Insight
SFI40319,Certificate IV in Fisheries Compliance,311135,Fisheries Officer,Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,151331,Aquaculture Farmer,Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,311133,Aquaculture or Fisheries Technician,Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,343199,"Senior Aquaculture, Crop and Forestry Workers nec",Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,151399,Mixed Production and Aquaculture Farmers nec,Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,343131,Aquaculture Supervisor,Specialised training,,,Skills Insight
SFI50119,Diploma of Aquaculture,244634,Marine Biologist,Progression pathway,,,Skills Insight
