anzsco4_code,occupation,description,employed,median_weekly_earnings_aud,median_age,annual_employment_growth,average_full_time_hours_worked_per_week,vacancies_aust_jul_2026,vacancies_nsw_jul_2026,vacancies_vic_jul_2026,vacancies_qld_jul_2026,vacancies_sa_jul_2026,vacancies_wa_jul_2026,vacancies_tas_jul_2026,vacancies_nt_jul_2026,vacancies_act_jul_2026,employment_may_2025_thousands,employment_may_2030_thousands,employment_may_2035_thousands,change_5y_thousands,change_5y_pct,change_10y_thousands,change_10y_pct
2322,Surveyors and Spatial Scientists,"Surveyors and Spatial Scientists plan, direct and conduct survey work to determine and delineate boundaries and features of tracts of land, marine floors and underground works, prepare and revise maps, charts and other geographic products, and analyse, present and maintain geographical information about locations in space and time.",18500,2300,39,200,46,410.0,105.0,48.33333,136.0,21.33333,86.66667,5.0,3.66667,4.0,19.558574923503098,21.553452483845597,23.199043832235997,1.9948775603424984,10.199503635335411,3.640468908732899,18.61316032978573
2323,"Fashion, Industrial and Jewellery Designers","Fashion, Industrial and Jewellery Designers plan, design, develop and document products for manufacture and prepare designs and specifications of products for mass, batch and one-off production.",14100,,40,0,43,94.33333,32.0,34.66667,16.66667,3.33333,7.33333,0.0,0.0,0.33333,14.6008084853573,16.2396564043922,17.6557343026258,1.6388479190349,11.224364189684769,3.054925817268499,20.92299080788704
2324,"Graphic and Web Designers, and Illustrators","Graphic and Web Designers, and Illustrators design information for visual and audio communication, publication and display using print, film, electronic, digital and other forms of visual and audio media.",58700,1850,38,1400,42,411.33333,151.0,128.0,77.33333,17.33333,22.33333,2.0,1.66667,11.66667,55.6878273127744,61.178236470917,66.2453005511437,5.490409158142597,9.85926264873892,10.557473238369298,18.958314137616725
2325,Interior Designers,"Interior Designers plan, design, detail and supervise the construction of commercial, industrial, retail and residential building interiors to produce an environment tailored to a purpose, with particular emphasis on space creation, space planning, and factors that enhance living and working environments.",19300,1692,40,700,43,223.0,84.66667,68.66667,42.0,12.0,12.0,0.0,0.33333,3.33333,18.9625829679616,21.057340081142502,22.7594662118095,2.094757113180904,11.046792078484877,3.796883243847901,20.023027718654994
2326,Urban and Regional Planners,"Urban and Regional Planners develop and implement plans and policies for the controlled use of urban and rural land, and advise on economic, environmental and social factors affecting land use.",18800,2316,39,200,40,242.33333,81.66667,61.33333,44.66667,11.33333,32.66667,4.66667,2.0,4.0,20.525251966552602,22.558187518521002,24.1440371413249,2.0329355519684,9.904558322992658,3.6187851747722988,17.63089281763446
2331,Chemical and Materials Engineers,"Chemical and Materials Engineers design and prepare specifications for chemical process systems and the construction and operation of commercial-scale chemical plants, supervise industrial processing and fabrication of products undergoing physical and chemical change, and investigate the properties of metals, ceramics, polymers and other materials and assess and develop their engineering and commercial applications.",6700,2849,34,0,42,39.0,7.66667,10.66667,5.66667,5.0,9.66667,0.0,0.0,0.33333,7.14673440122589,8.086780742842171,8.80368315602761,0.9400463416162808,13.153508845313086,1.6569487548017197,23.18469753846597
2332,Civil Engineering Professionals,"Civil Engineering Professionals design, plan, organise and oversee the construction of civil engineering projects such as dams, bridges, pipelines, gas and water supply schemes, sewerage systems, roads, airports and other structures; analyse the likely behaviour of soil and rock when placed under pressure by proposed structures and design structural foundations; analyse the statical properties of all types of structures and test the behaviour and durability of materials used in their construction; plan and develop transportation systems; and estimate and monitor the construction costs of projects.",76800,2217,35,1700,44,2275.66667,653.33333,349.0,657.0,141.66667,387.66667,16.0,28.33333,42.66667,76.2856735621662,85.1196428741541,92.29541302470881,8.8339693119879,11.58011576680775,16.009739462542612,20.98656106050642
2333,Electrical Engineers,"Electrical Engineers design, develop and supervise the manufacture, installation, operation and maintenance of equipment, machines and systems for the generation, distribution, utilisation and control of electric power.",33100,2553,35,2100,43,535.33333,130.0,99.0,132.0,34.33333,121.33333,10.0,5.33333,3.33333,32.2499920321048,36.1313798008443,39.279178548176596,3.8813877687395006,12.03531388434325,7.029186516071796,21.795932566663133
2334,Electronics Engineers,"Electronics Engineers design, develop, adapt, install, test and maintain electronic components, circuits and systems used for computer systems, communication systems, entertainment, transport and other industrial applications.",6300,2762,46,0,41,53.33333,16.66667,12.66667,8.66667,6.33333,8.0,0.33333,0.33333,0.33333,5.62391263632112,6.312274958263419,6.91440818646793,0.6883623219422992,12.239918477691559,1.2904955501468098,22.946578896200403
2335,"Industrial, Mechanical and Production Engineers","Industrial, Mechanical and Production Engineers design, organise and oversee the construction, operation and maintenance of mechanical and process plant and installations, establish programs for the coordination of manufacturing activities, and ensure usage of resources is cost effective.",42500,2614,38,1300,43,868.66667,224.66667,178.33333,211.66667,61.66667,169.33333,4.66667,7.66667,10.66667,40.099899343373295,45.1950577671611,49.3493030150294,5.095158423787808,12.706162626889006,9.249403671656104,23.065902466372684
2336,Mining Engineers,"Mining Engineers plan and direct the engineering aspects of locating and extracting minerals, petroleum and natural gas from the earth.",17300,3518,40,1500,50,857.33333,98.66667,16.0,231.33333,37.66667,452.66667,5.0,12.33333,3.66667,15.5042264093311,17.2340227964228,18.3688585630877,1.7297963870916995,11.156934512067206,2.864632153756599,18.476459760885213
2339,Other Engineering Professionals,"Other Engineering Professionals includes occupations such as Aeronautical Engineers, Agricultural Engineers, Biomedical Engineers, Engineering Technologists, Environmental Engineers and Naval Architects.",20600,2649,35,2000,42,350.33333,108.66667,88.33333,74.0,23.33333,44.0,1.0,5.33333,5.66667,17.1100765622474,19.232729739726,21.0391356712702,2.1226531774786004,12.405866038975754,3.9290591090227984,22.963422137409292
2341,Agricultural and Forestry Scientists,"Agricultural and Forestry Scientists advise farmers, rural industries and government on aspects of farming, develop techniques for increasing productivity, and study and develop plans and policies for the management of forest areas.",8900,2074,38,0,43,30.66667,7.0,7.66667,6.33333,4.0,3.66667,1.66667,0.33333,0.0,9.43819756885182,10.2649615610563,11.088021640188598,0.82676399220448,8.759765688026999,1.6498240713367789,17.48028751571773
2342,"Chemists, and Food and Wine Scientists","Chemists, and Food and Wine Scientists study the chemical and physical properties of substances, develop and monitor chemical processes and production, develop new and improve existing food products, and plan and coordinate the production of wine and spirits.",9100,2194,42,-400,42,117.66667,34.33333,39.33333,24.0,4.33333,9.66667,3.0,0.66667,2.33333,10.245205590446199,11.304812816693701,12.2502559257873,1.0596072262475023,10.34246913732606,2.0050503353411013,19.570620790771045
2343,Environmental Scientists,"Environmental Scientists study, develop, implement and advise on policies and plans for managing and protecting the environment, flora, fauna and other natural resources.",32000,1953,39,1000,42,443.33333,118.66667,65.0,97.33333,20.66667,114.0,10.66667,10.66667,6.33333,31.523510383864,34.3277048902345,36.7687554276959,2.8041945063705,8.895565475493138,5.2452450438319005,16.639152746506284
2344,"Geologists, Geophysicists and Hydrogeologists","Geologists, Geophysicists and Hydrogeologists study the composition, structure and other physical attributes of the earth, locate and advise on the extraction of minerals, petroleum and ground water, and detect, monitor and forecast seismic, magnetic, electrical, thermal and oceanographic activity. Geographers are not included here, they are included in Social Professionals.",13600,2914,44,400,51,236.66667,18.0,9.0,25.0,8.33333,171.33333,1.33333,2.33333,1.33333,14.0145573923201,15.4390318636919,16.3340870291169,1.4244744713718003,10.164248727201363,2.3195296367968012,16.550859023688403
2345,Life Scientists,"Life Scientists examine the anatomy, physiology and biochemistry of humans, animals, plants and other living organisms to better understand how living organisms function and interact with each other and the environment in which they live.",9700,1544,41,-100,42,187.33333,52.0,38.33333,45.66667,18.33333,19.66667,2.0,5.0,6.33333,10.5200462928112,11.5676610148746,12.5978175360599,1.0476147220634004,9.95827102756459,2.0777712432486997,19.750590305562916
2346,Medical Laboratory Scientists,"Medical Laboratory Scientists conduct medical laboratory tests to assist in the diagnosis, treatment and prevention of disease.",33300,2056,39,1700,42,94.33333,14.0,37.33333,21.33333,12.66667,2.66667,3.33333,1.66667,1.33333,32.3457490276364,36.4491952602362,40.3695677951533,4.103446232599801,12.686199441830182,8.0238187675169,24.806408906039866
2347,Veterinarians,"Veterinarians diagnose, treat and prevent animal diseases, ailments and injuries.",14500,2413,37,100,45,157.66667,49.66667,36.66667,34.66667,8.0,21.66667,3.66667,0.33333,3.0,13.1230175005733,14.3149369637851,15.4586223205181,1.1919194632118,9.082663062513856,2.3356048199448,17.797772652842728
2349,Other Natural and Physical Science Professionals,"Other Natural and Physical Science Professionals includes occupations such as Conservators, Metallurgists, Meteorologists and Physicists.",14600,1848,38,200,42,62.33333,9.0,12.33333,10.66667,5.33333,22.66667,0.33333,0.66667,1.33333,14.8763478779435,16.8271391700288,18.5484646448257,1.9507912920853006,13.113375057447078,3.6721167668821995,24.684262542197498
2411,Early Childhood (Pre-primary School) Teachers,"Early Childhood (Pre-Primary School) Teachers teach the basics of numeracy, literacy, music, art and literature to early childhood (pre-primary) students and promote students' social, emotional, intellectual and physical development.",71900,1906,37,2700,41,1082.66667,365.33333,299.33333,242.0,41.33333,99.0,15.0,9.0,11.66667,79.7878378592184,84.3542622901931,89.4296648108271,4.566424430974706,5.723208641186557,9.641826951608707,12.084331660448328
2412,Primary School Teachers,"Primary School Teachers teach a range of subjects within a prescribed curriculum to primary school students and promote students' social, emotional, intellectual and physical development.",165900,2226,41,1600,45,436.66667,100.33333,113.0,151.33333,14.0,31.33333,7.0,5.66667,14.0,168.61119174327098,177.821725262416,188.35956836121701,9.21053351914503,5.462587283748683,19.748376617946036,11.71237591868463
2413,Middle School Teachers,"Middle School Teachers teach one or more subjects within a prescribed curriculum to middle school or intermediate school students and promote students' social, emotional, intellectual and physical development.",1000,2424,40,-200,45,4.0,0.33333,0.33333,1.33333,1.66667,0.33333,0.0,0.0,0.0,1.1616620542882499,1.22606488587429,1.29982415986355,0.0644028315860401,5.544024731486965,0.13816210557530018,11.893485292497747
2414,Secondary School Teachers,"Secondary School Teachers teach one or more subjects within a prescribed curriculum to secondary school students and promote students' social, emotional, intellectual and physical development.",161400,2322,40,6400,45,743.66667,201.0,206.0,241.0,14.66667,51.0,5.0,10.0,15.0,153.485610408868,161.850460976269,171.41317346888698,8.364850567400993,5.449924944180756,17.92756306001897,11.68028912434332
2415,Special Education Teachers,"Special Education Teachers teach primary, middle or intermediate, and secondary school students with learning difficulties, hearing impairment and sight impairment, and promote students' social, emotional, intellectual and physical development.",34000,2160,42,2700,43,53.33333,13.33333,12.66667,21.33333,2.66667,1.66667,0.33333,0.33333,1.0,29.616527147982,31.3557116226941,33.360153962156105,1.739184474712097,5.872344404264836,3.743626814174103,12.640330162509228
2421,University Lecturers and Tutors,University Lecturers and Tutors prepare and deliver lectures and conduct tutorials in one or more subjects within a prescribed course of study at a university and conduct research in a particular field of knowledge.,65200,2924,47,1300,45,320.0,105.0,62.33333,50.0,18.0,49.0,5.66667,12.0,18.0,63.8285743306936,69.4608905952534,76.61930608151269,5.632316264559805,8.824129825270688,12.790731750819091,20.039193864100362
2422,Vocational Education Teachers,"Vocational Education Teachers teach one or more subjects within a prescribed course of study at technical and further education (TAFE) institutes, polytechnics and other training institutes to tertiary students for vocational education and training purposes.",39400,2128,49,1800,42,57.0,9.66667,16.66667,19.0,2.0,5.0,2.66667,0.66667,1.33333,35.2436437518456,38.399493537167594,42.008528805138305,3.1558497853219905,8.954379994142144,6.764885053292701,19.194624429088563
2491,Education Advisers and Reviewers,"Education Advisers and Reviewers conduct educational research, develop course curricula and associated teaching materials for use by educational institutions, and review and examine the work of teachers and the results from curriculum programs in school settings.",25300,2524,42,0,42,51.33333,13.33333,13.66667,11.66667,3.0,3.66667,0.33333,2.33333,3.33333,25.422761897137,27.1523174688613,29.0820256516654,1.7295555717242976,6.8031773208680075,3.6592637545284,14.393651521161004
2492,Private Tutors and Teachers,"Private Tutors and Teachers teach students in the practice, theory and performance of subjects, such as art, dance, drama and music, in private training establishments.",50800,2518,34,2600,43,91.33333,25.33333,31.0,21.0,3.33333,6.66667,0.66667,1.0,2.33333,45.4324587921028,48.2357187508632,51.6868841624274,2.8032599587603997,6.17017003545419,6.254425370324597,13.766425011123895
2493,Teachers of English to Speakers of Other Languages,Teachers of English to Speakers of other Languages teach classes in English to students whose first language is a language other than English.,4000,2366,46,300,42,6.66667,1.66667,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.227968597715391,4.49487718299197,4.824502225815699,0.2669085852765791,6.312927333963758,0.5965336281003086,14.109225608313395
2511,Nutrition Professionals,Nutrition Professionals apply the science of human nutrition to assist people to attain better health and to help prevent and treat various illnesses and diseases.,8900,1667,35,-600,41,124.66667,22.66667,49.0,21.0,15.33333,11.66667,0.33333,3.66667,1.0,10.8755816922535,12.6858954299753,14.1813418008641,1.8103137377218008,16.645672746049602,3.3057601086106008,30.39616824326041
2512,Medical Imaging Professionals,"Medical Imaging Professionals operate X-ray and other radiation producing and imaging equipment for diagnostic, monitoring and treatment purposes under the direction of Radiologists and other Medical Practitioners.",26000,2360,36,1700,40,855.66667,226.66667,226.0,214.0,60.0,72.33333,31.0,10.66667,15.0,22.9178478965871,27.068040807269497,30.509940073720603,4.150192910682396,18.108999280427362,7.592092177133502,33.127421961222225
2513,Occupational and Environmental Health Professionals,"Occupational and Environmental Health Professionals develop, implement and evaluate policies and programs to monitor environmental health and occupational health and safety and related legislation to ensure safe and healthy working conditions, and assist injured staff through the workers' compensation and rehabilitation process.",42000,2284,42,2600,44,1006.66667,219.33333,168.66667,238.0,68.66667,261.33333,12.66667,22.33333,15.66667,40.0298274550554,44.5556997487419,47.944700660283196,4.525872293686504,11.306249817759152,7.914873205227799,19.772438974698165
2514,Optometrists and Orthoptists,"Optometrists and Orthoptists perform eye examinations and vision tests, prescribe lenses, other optical aids and therapy, and diagnose and manage eye movement disorders and associated sensory problems.",9700,,33,200,40,110.66667,37.33333,18.0,29.66667,8.0,10.0,3.33333,1.66667,2.66667,10.0474538421174,11.856260725063299,13.356857218892301,1.8088068829458983,18.002639388734035,3.3094033767749007,32.937731576356036
2515,Pharmacists,"Pharmacists ensure safe and quality use of medicines, and optimise health outcomes by contributing to selecting, prescribing, monitoring and evaluating medicine therapy, and researching, testing and developing pharmaceuticals and medical products.",46300,1956,38,2900,42,513.33333,98.33333,143.0,155.33333,61.33333,27.0,8.66667,6.66667,13.0,41.985407845815004,46.557490916508,50.365263377780906,4.572083070692997,10.889695504407802,8.379855531965902,19.95897137105263
2519,Other Health Diagnostic and Promotion Professionals,Other Health Diagnostic and Promotion Professionals includes occupations such as Health Promotion Officers and Orthotists or Prosthetists.,10700,2024,45,200,41,47.0,11.0,15.0,4.33333,3.0,8.66667,0.66667,4.0,0.33333,10.443936954177799,12.0065316130635,13.258679689653599,1.5625946588857005,14.961739674813233,2.8147427354758,26.950974022778283
2521,Chiropractors and Osteopaths,"Chiropractors and Osteopaths diagnose and treat physiological and mechanical disorders of the locomotor system and tissue strain, stress and dysfunction that impede normal neural, vascular and biochemical mechanisms, and provide advice on preventing these disorders.",7700,,41,-500,42,15.66667,2.33333,9.0,2.33333,0.66667,0.66667,0.0,0.0,0.66667,8.93593778016823,10.7312541835205,12.150352316201602,1.7953164033522704,20.090968038482373,3.214414536033372,35.971764968722255
2522,Complementary Health Therapists,"Complementary Health Therapists treat patients with physical, mental, spiritual and emotional needs by considering the whole person rather than focusing on specific symptoms and by using various therapies, techniques and practices.",7500,,50,-700,43,74.66667,14.66667,20.66667,11.0,10.66667,6.66667,5.0,2.0,4.0,9.488846393611881,11.291163673365299,12.711940096818,1.8023172797534173,18.994061079614276,3.2230937032061178,33.96718177855615
2523,Dental Practitioners,"Dental Practitioners diagnose and treat dental disease, restore normal oral function using a broad range of treatments, such as surgery and other specialist techniques, and advise on oral health.",25800,3232,42,2300,42,543.33333,141.33333,113.0,145.0,41.66667,69.0,13.33333,6.66667,13.33333,24.458473353318002,29.3476471261724,33.2093762003848,4.889173772854399,19.9896931514376,8.7509028470668,35.778614309464515
2524,Occupational Therapists,"Occupational Therapists assess functional limitations of people resulting from illnesses and disabilities, and provide therapy to enable people to perform their daily activities and occupations.",35600,1913,33,3000,40,1497.33333,431.66667,374.0,276.33333,137.0,162.66667,37.33333,34.33333,44.0,31.2848159725791,37.1519088296396,41.6389930308548,5.867092857060502,18.75380332172311,10.354177058275699,33.09649341505175
2525,Physiotherapists,"Physiotherapists assess, treat and prevent disorders in human movement caused by injury or disease.",46600,1888,33,2000,41,1220.33333,351.33333,335.33333,266.0,97.66667,101.66667,26.66667,18.66667,23.0,46.9803075540637,56.2290312577349,63.4700794866016,9.248723703671203,19.686383902506417,16.4897719325379,35.09932733744219
2526,Podiatrists,"Podiatrists prevent, diagnose and treat disorders of the feet.",6600,,43,300,42,222.0,46.0,74.33333,52.0,21.33333,13.66667,7.33333,3.66667,3.66667,6.143695107151729,7.37058053188119,8.337791825291681,1.2268854247294607,19.969829285656974,2.194096718139952,35.7129818435465
2527,Audiologists and Speech Pathologists \ Therapists,"Audiologists and Speech Pathologists provide diagnostic assessment, treatment, rehabilitative services and management of human hearing defects, and communication and swallowing impairments.",21200,2003,33,1000,41,1004.0,281.33333,263.0,222.33333,45.33333,118.66667,29.66667,20.66667,23.0,22.102896151032898,26.1882960926755,29.334816373497297,4.085399941642603,18.483550362479022,7.2319202224643995,32.71933312742114
2531,General Practitioners and Resident Medical Officers,"General Practitioners and Resident Medical Officers diagnose and treat physical and mental illnesses, disorders and injuries, recommend preventative action and refer patients to specialist Medical Practitioners, other health care workers, and social, welfare and support workers.",97300,2446,40,7000,45,5590.33333,2759.66667,878.0,974.0,294.66667,359.33333,155.0,65.66667,104.0,89.00622985955641,105.037876114222,118.344778076459,16.03164625466559,18.011824880080912,29.33854821690258,32.962353605130886
2532,Anaesthetists,"Anaesthetists provide direct medical care to patients requiring general or local anaesthesia for surgical, diagnostic and other procedures such as prevention of pain and maintenance of body function. Anaesthetic Registrars training as Anaesthetists are included here.",7400,8293,49,200,46,52.0,20.0,14.33333,11.33333,2.33333,2.0,1.33333,0.66667,0.0,7.07688706370659,8.359856781949729,9.42546088636699,1.2829697182431383,18.12901218705008,2.3485738226603994,33.18653811369869
2533,Specialist Physicians,"Specialist Physicians diagnose and treat internal human disorders and diseases using specialist testing, diagnostic and medical techniques. Medical Registrars training as Specialist Physicians are included here.",15900,3620,41,600,48,451.0,94.0,151.33333,94.66667,33.33333,27.33333,26.0,10.33333,14.0,16.1014404809884,18.9919926053744,21.390280041856098,2.890552124385998,17.952133710017968,5.288839560867697,32.846996311370006
2534,Psychiatrists,"Psychiatrists diagnose, assess, treat and prevent human mental, emotional and behavioural disorders. Psychiatric Registrars training as Psychiatrists are included here.",8100,,46,1100,44,193.0,52.0,43.33333,48.0,11.33333,17.66667,17.0,3.33333,0.33333,6.40974650840512,7.544070810094969,8.47783531434739,1.1343243016898494,17.696866798123867,2.0680888059422697,32.26475186234555
2535,Surgeons,"Surgeons perform surgery to correct deformities, repair injuries, prevent and treat diseases, and improve human functioning and appearance. Medical Registrars training as Surgeons are included here.",7400,3905,43,-800,54,78.66667,45.66667,20.66667,3.0,1.0,3.0,4.0,0.33333,1.0,10.4518611695042,12.3436604607703,13.9161560575551,1.8917992912661,18.100118826548098,3.4642948880508992,33.14524400839543
2539,Other Medical Practitioners,"Other Medical Practitioners includes occupations such as Dermatologists, Emergency Medicine Specialists, Obstetricians and Gynaecologists, Ophthalmologists, Pathologists, Diagnostic and Interventional Radiologists, and Radiation Oncologists. Medical Registrars training in these specialties are included here.",23400,5013,43,1400,46,290.66667,150.66667,62.0,24.66667,24.66667,10.0,9.66667,3.33333,5.66667,21.690913679092,25.6031367729729,28.8535296022444,3.9122230938809004,18.03623006278392,7.162615923152401,33.021273465564015
2541,Midwives,"Midwives provide care and advice to women during pregnancy, labour and childbirth, and postnatal care for women and babies in a range of settings such as the home, community, hospitals, clinics and health units.",19400,2114,38,-200,41,242.0,70.0,62.0,45.66667,25.66667,19.66667,7.0,5.0,7.0,21.274288189679798,24.2331184081668,26.9630935626728,2.9588302184870017,13.908010421342023,5.688805372993002,26.740285372991483
2542,Nurse Educators and Researchers,"Nurse Educators and Researchers provide clinical and theoretical education to and promote professional development of nurses and midwives, and conduct research into nursing practice.",9000,2732,41,200,41,174.0,50.66667,63.0,23.33333,9.66667,12.0,5.33333,5.0,5.0,8.82589732279666,9.861006513031251,10.8735610329562,1.035109190234591,11.728090100946204,2.04766371015954,23.200629185551154
2543,Nurse Managers,"Nurse Managers manage health service units and sub-units of hospitals, aged care and community health care facilities, supervise nursing staff and financial resources to enable the provision of safe, cost effective nursing care within specified fields or for particular units, and monitor quality, clinical standards and professional development of nurses.",24200,2658,45,1400,43,250.33333,59.66667,74.33333,46.66667,19.0,29.33333,8.33333,4.66667,8.33333,21.8711083421437,24.8547673408194,27.5705781426276,2.9836589986757005,13.642010967164625,5.6994698004839,26.05935516080602
2544,Registered Nurses,"Registered Nurses provide nursing care to patients in hospitals, aged care and other health care facilities, and in the community.",366200,2192,38,12600,41,7344.0,2532.33333,1681.33333,1467.0,711.33333,550.66667,152.33333,120.66667,128.33333,363.765570259861,413.48174528595797,458.643143002301,49.71617502609695,13.667091965460475,94.87757274243995,26.08206507137628
2611,ICT Business and Systems Analysts,"ICT Business and Systems Analysts work with users to formulate system requirements, develop system plans and documentation, review and evaluate existing systems, and design and modify systems to meet users' business needs.",51000,2697,44,800,41,1743.33333,620.33333,469.0,293.33333,91.0,135.33333,15.0,8.66667,110.66667,51.4216745161059,59.1708475755063,64.7298234187704,7.749173059400398,15.069857472209042,13.308148902664492,25.88042693649779
2612,Multimedia Specialists and Web Developers,"Multimedia Specialists and Web Developers create computer animation, audio, video and graphic image files for multimedia presentations, games, motion pictures, CD-ROMs, information kiosks and the web, and plan, produce and maintain websites and web applications using web programming, scripting, authoring, content management and file transfer software.",12400,2476,37,-600,41,66.33333,23.66667,23.0,12.0,2.33333,3.66667,0.0,0.66667,1.0,13.463889344601402,15.6025807527074,17.0830130002478,2.1386914081059984,15.884647841105043,3.6191236556463977,26.88022430233024
2613,Software and Applications Programmers,"Software and Applications Programmers design, develop, test, maintain and document program code in accordance with user requirements, and system and technical specifications.",203200,2537,38,13700,41,3049.0,1067.66667,823.33333,476.66667,162.33333,221.0,25.0,13.33333,259.66667,186.065836799349,215.25848492193802,235.692213531838,29.19264812258902,15.689418662099694,49.62637673248901,26.6714070600749
2621,"Database and Systems Administrators, and ICT Security Specialists","Database and Systems Administrators, and ICT Security Specialists plan, develop, maintain, manage and administer organisations' database management systems, operating systems and security policies and procedures to ensure optimal database and system integrity, security, backup, reliability and performance.",72600,2461,41,3300,41,533.0,170.66667,130.66667,91.66667,32.0,46.33333,7.33333,3.66667,50.66667,68.857017280793,78.50606496099431,85.4108900608668,9.649047680201306,14.01316534065558,16.553872780073803,24.040937922954942
2631,Computer Network Professionals,"Computer Network Professionals research, analyse and recommend strategies for network architecture and development, implement, manage, maintain and configure network hardware and software, and monitor and optimise performance, and troubleshoot and provide user support.",48600,2309,42,2600,41,370.66667,133.66667,89.0,46.33333,24.66667,26.66667,3.33333,3.66667,43.33333,45.040033195998305,51.6917575154818,56.3711541320972,6.651724319483492,14.768471174382885,11.331120936098898,25.157887621418627
2632,ICT Support and Test Engineers,"ICT Support and Test Engineers develop procedures and strategies to support, create, maintain and manage technical quality assurance processes and guidelines and systems infrastructure, investigate, analyse and resolve system problems and performance issues, and test the behaviour, functionality and integrity of systems.",14800,2115,38,200,40,325.66667,99.33333,90.0,56.66667,26.0,22.66667,3.33333,4.66667,23.0,15.565313948909399,17.89025105559,19.5162154564995,2.3249371066806006,14.936654116401552,3.9509015075900997,25.382729320836628
2633,Telecommunications Engineering Professionals,"Telecommunications Engineering Professionals design, construct, install, service and support telecommunications equipment, systems and facilities.",13700,2797,42,-300,41,65.33333,17.66667,12.66667,12.33333,7.33333,8.0,1.0,0.0,6.33333,15.4239324567665,17.183071154464,18.7995349524563,1.759138697697498,11.405254156995232,3.3756024956897974,21.885485463267287
2711,Barristers,"Barristers plead cases before civil, criminal and industrial courts and other tribunals.",8900,3495,40,0,48,61.66667,24.0,18.33333,5.66667,4.33333,3.0,0.33333,3.33333,2.66667,8.714949843022,9.735592591236621,10.5405061465354,1.0206427482146214,11.71140128857819,1.8255563035134,20.94741032818577
2712,Judicial and Other Legal Professionals,"Judicial and Other Legal Professionals hear legal and other matters in courts and tribunals; interpret, analyse, administer and provide advice on the law; and draft legislation.",14500,2803,44,800,44,,,,,,,,,,12.8831225909622,14.4104703467742,15.5166027510697,1.5273477558120003,11.855415835936151,2.6334801601074993,20.441318799177964
2713,Solicitors,"Solicitors provide legal advice, prepare and draft legal documents, and conduct negotiations on behalf of clients on matters associated with the law.",106100,2070,37,5400,46,1771.33333,600.0,487.66667,419.0,64.0,129.66667,13.33333,13.66667,44.0,100.23833855113,111.941088575524,121.536089777878,11.702750024394007,11.674924179259634,21.297751226748005,21.247111169828855
2721,Counsellors,"Counsellors provide information on vocational, relationship, social and educational difficulties and issues, and work with people to help them to identify and define their emotional issues through therapies such as cognitive behaviour therapy, interpersonal therapy and other talking therapies.",40100,2154,44,2800,41,429.66667,129.33333,74.33333,109.0,23.33333,58.66667,8.66667,10.0,16.33333,34.0453599923963,38.464795082483896,41.9996648871713,4.419435090087596,12.981020294908422,7.9543048947749995,23.363844284658807
2722,Ministers of Religion,"Ministers of Religion perform spiritual functions associated with beliefs and practices of religious faiths, and provide motivation, guidance and training in religious life for the people of congregations and parishes, and the wider community.",18800,1994,49,-400,45,65.66667,19.0,19.0,11.33333,5.33333,8.33333,1.33333,0.66667,0.66667,19.450632162236403,21.261826218323897,23.0767128660692,1.8111940560874942,9.311749052578074,3.6260807038327982,18.642482535209677
2723,Psychologists and Psychotherapists,"Psychologists and Psychotherapists investigate, assess and provide treatment and counselling to foster optimal personal, social, educational and occupational adjustment and development.",54200,2204,44,4400,42,610.66667,161.33333,171.66667,126.0,42.33333,65.33333,11.66667,12.33333,20.0,51.1987831531178,59.805948851846296,66.8662465722192,8.607165698728494,16.811270051062436,15.667463419101395,30.601241776089573
2724,Social Professionals,"Social Professionals research and study human behaviour, society and institutions from current and historical perspectives, and verbally render spoken statements, and transcribe text and recorded spoken material from one language into another.",16000,2113,45,200,41,310.33333,104.33333,86.33333,45.66667,17.0,33.33333,8.33333,7.0,8.33333,15.7974188288936,17.6315350370978,19.1521396062479,1.8341162082042022,11.610227139446284,3.3547207773543004,21.235879188177822
2725,Social Workers,"Social Workers assess the social needs of individuals, families and groups, assist and empower people to develop and use the skills and resources needed to resolve social and other problems, and further human wellbeing and human rights, social justice and social development.",47400,2172,38,1700,40,1231.66667,285.66667,339.0,252.66667,103.0,130.0,42.66667,43.0,35.66667,49.8455521241429,57.122365899242304,62.460059968348496,7.276813775099406,14.598722383445825,12.614507844205598,25.30718851862353
2726,"Welfare, Recreation and Community Arts Workers","Welfare, Recreation and Community Arts Workers design and implement strategies and programs to meet community and individual needs and assist individuals, families and groups with social, emotional and financial difficulties to improve quality of life by educating and supporting them and working towards change in their social environment.",42600,1960,39,1300,41,2150.33333,641.0,464.0,564.33333,157.33333,204.66667,37.0,47.66667,34.33333,40.4505092891839,45.9812398553085,49.915427101921104,5.530730566124603,13.672832958875677,9.464917812737205,23.398760557182996
3111,Agricultural Technicians,"Agricultural Technicians perform tests and experiments, and provide technical support to assist Agricultural Scientists in areas such as research, production, servicing and marketing.",2800,1808,33,200,41,85.0,19.33333,13.66667,14.33333,7.0,8.33333,19.0,3.33333,0.0,2.63749949601997,2.72210110956987,2.86783338980197,0.08460161354989992,3.2076447285607124,0.23033389378199987,8.733040295536643
