industry,date,employed
Information Media and Telecommunications,2015-02-01,209200
Information Media and Telecommunications,2015-05-01,209300
Information Media and Telecommunications,2015-08-01,209300
Information Media and Telecommunications,2015-11-01,209400
Information Media and Telecommunications,2016-02-01,209500
Information Media and Telecommunications,2016-05-01,209500
Information Media and Telecommunications,2016-08-01,209600
Information Media and Telecommunications,2016-11-01,209600
Information Media and Telecommunications,2017-02-01,209500
Information Media and Telecommunications,2017-05-01,209300
Information Media and Telecommunications,2017-08-01,209100
Information Media and Telecommunications,2017-11-01,208700
Information Media and Telecommunications,2018-02-01,208200
Information Media and Telecommunications,2018-05-01,207500
Information Media and Telecommunications,2018-08-01,206800
Information Media and Telecommunications,2018-11-01,205900
Information Media and Telecommunications,2019-02-01,204900
Information Media and Telecommunications,2019-05-01,203800
Information Media and Telecommunications,2019-08-01,202600
Information Media and Telecommunications,2019-11-01,201400
Information Media and Telecommunications,2020-02-01,200200
Information Media and Telecommunications,2020-05-01,199000
Information Media and Telecommunications,2020-08-01,197800
Information Media and Telecommunications,2020-11-01,196700
Information Media and Telecommunications,2021-02-01,195600
Information Media and Telecommunications,2021-05-01,194700
Information Media and Telecommunications,2021-08-01,193800
Information Media and Telecommunications,2021-11-01,192900
Information Media and Telecommunications,2022-02-01,192200
Information Media and Telecommunications,2022-05-01,191400
Information Media and Telecommunications,2022-08-01,190700
Information Media and Telecommunications,2022-11-01,190000
Information Media and Telecommunications,2023-02-01,189200
Information Media and Telecommunications,2023-05-01,188500
Information Media and Telecommunications,2023-08-01,187700
Information Media and Telecommunications,2023-11-01,186900
Information Media and Telecommunications,2024-02-01,186100
Information Media and Telecommunications,2024-05-01,185200
Information Media and Telecommunications,2024-08-01,184300
Information Media and Telecommunications,2024-11-01,183400
Information Media and Telecommunications,2025-02-01,182400
Information Media and Telecommunications,2025-05-01,181300
Information Media and Telecommunications,2025-08-01,180300
Information Media and Telecommunications,2025-11-01,179200
Information Media and Telecommunications,2026-02-01,178100
Financial and Insurance Services,2006-02-01,378600
Financial and Insurance Services,2006-05-01,384300
Financial and Insurance Services,2006-08-01,390600
Financial and Insurance Services,2006-11-01,397300
Financial and Insurance Services,2007-02-01,402500
Financial and Insurance Services,2007-05-01,405300
Financial and Insurance Services,2007-08-01,406500
Financial and Insurance Services,2007-11-01,407200
Financial and Insurance Services,2008-02-01,407100
Financial and Insurance Services,2008-05-01,406500
Financial and Insurance Services,2008-08-01,405200
Financial and Insurance Services,2008-11-01,403000
Financial and Insurance Services,2009-02-01,401100
Financial and Insurance Services,2009-05-01,399800
Financial and Insurance Services,2009-08-01,399600
Financial and Insurance Services,2009-11-01,399900
Financial and Insurance Services,2010-02-01,399600
Financial and Insurance Services,2010-05-01,398200
Financial and Insurance Services,2010-08-01,398400
Financial and Insurance Services,2010-11-01,401400
Financial and Insurance Services,2011-02-01,407700
Financial and Insurance Services,2011-05-01,414900
Financial and Insurance Services,2011-08-01,420400
Financial and Insurance Services,2011-11-01,423500
Financial and Insurance Services,2012-02-01,424800
Financial and Insurance Services,2012-05-01,424800
Financial and Insurance Services,2012-08-01,423400
Financial and Insurance Services,2012-11-01,421900
Financial and Insurance Services,2013-02-01,420700
Financial and Insurance Services,2013-05-01,419900
Financial and Insurance Services,2013-08-01,418200
Financial and Insurance Services,2013-11-01,415300
Financial and Insurance Services,2014-02-01,412400
Financial and Insurance Services,2014-05-01,410100
Financial and Insurance Services,2014-08-01,409100
Financial and Insurance Services,2014-11-01,409400
Financial and Insurance Services,2015-02-01,411400
Financial and Insurance Services,2015-05-01,415700
Financial and Insurance Services,2015-08-01,422600
Financial and Insurance Services,2015-11-01,429600
Financial and Insurance Services,2016-02-01,433500
Financial and Insurance Services,2016-05-01,435600
Financial and Insurance Services,2016-08-01,436300
Financial and Insurance Services,2016-11-01,436200
Financial and Insurance Services,2017-02-01,436100
Financial and Insurance Services,2017-05-01,434500
Financial and Insurance Services,2017-08-01,432800
Financial and Insurance Services,2017-11-01,432900
Financial and Insurance Services,2018-02-01,435300
Financial and Insurance Services,2018-05-01,438600
Financial and Insurance Services,2018-08-01,441100
Financial and Insurance Services,2018-11-01,442000
Financial and Insurance Services,2019-02-01,443000
Financial and Insurance Services,2019-05-01,445100
Financial and Insurance Services,2019-08-01,449500
Financial and Insurance Services,2019-11-01,455900
Financial and Insurance Services,2020-02-01,462700
Financial and Insurance Services,2020-05-01,468700
Financial and Insurance Services,2020-08-01,473200
Financial and Insurance Services,2020-11-01,477400
Financial and Insurance Services,2021-02-01,483600
Financial and Insurance Services,2021-05-01,493700
Financial and Insurance Services,2021-08-01,507300
Financial and Insurance Services,2021-11-01,521300
Financial and Insurance Services,2022-02-01,534400
Financial and Insurance Services,2022-05-01,543800
Financial and Insurance Services,2022-08-01,549200
Financial and Insurance Services,2022-11-01,552400
Financial and Insurance Services,2023-02-01,553200
Financial and Insurance Services,2023-05-01,553400
Financial and Insurance Services,2023-08-01,552200
Financial and Insurance Services,2023-11-01,548900
Financial and Insurance Services,2024-02-01,543900
Financial and Insurance Services,2024-05-01,540300
Financial and Insurance Services,2024-08-01,541000
Financial and Insurance Services,2024-11-01,544900
Financial and Insurance Services,2025-02-01,549600
Financial and Insurance Services,2025-05-01,552300
Financial and Insurance Services,2025-08-01,551000
Financial and Insurance Services,2025-11-01,548400
Financial and Insurance Services,2026-02-01,546000
"Rental, Hiring and Real Estate Services",2006-02-01,188100
"Rental, Hiring and Real Estate Services",2006-05-01,189800
"Rental, Hiring and Real Estate Services",2006-08-01,191300
"Rental, Hiring and Real Estate Services",2006-11-01,192600
"Rental, Hiring and Real Estate Services",2007-02-01,193700
"Rental, Hiring and Real Estate Services",2007-05-01,194500
"Rental, Hiring and Real Estate Services",2007-08-01,195100
"Rental, Hiring and Real Estate Services",2007-11-01,195400
"Rental, Hiring and Real Estate Services",2008-02-01,195500
"Rental, Hiring and Real Estate Services",2008-05-01,195400
"Rental, Hiring and Real Estate Services",2008-08-01,195100
"Rental, Hiring and Real Estate Services",2008-11-01,194800
"Rental, Hiring and Real Estate Services",2009-02-01,194400
"Rental, Hiring and Real Estate Services",2009-05-01,194100
"Rental, Hiring and Real Estate Services",2009-08-01,193900
"Rental, Hiring and Real Estate Services",2009-11-01,194000
"Rental, Hiring and Real Estate Services",2010-02-01,194300
"Rental, Hiring and Real Estate Services",2010-05-01,194800
"Rental, Hiring and Real Estate Services",2010-08-01,195500
"Rental, Hiring and Real Estate Services",2010-11-01,196300
"Rental, Hiring and Real Estate Services",2011-02-01,197200
"Rental, Hiring and Real Estate Services",2011-05-01,198100
"Rental, Hiring and Real Estate Services",2011-08-01,199000
"Rental, Hiring and Real Estate Services",2011-11-01,199900
"Rental, Hiring and Real Estate Services",2012-02-01,200700
"Rental, Hiring and Real Estate Services",2012-05-01,201500
"Rental, Hiring and Real Estate Services",2012-08-01,202300
"Rental, Hiring and Real Estate Services",2012-11-01,203000
"Rental, Hiring and Real Estate Services",2013-02-01,203800
"Rental, Hiring and Real Estate Services",2013-05-01,204600
"Rental, Hiring and Real Estate Services",2013-08-01,205600
"Rental, Hiring and Real Estate Services",2013-11-01,206600
"Rental, Hiring and Real Estate Services",2014-02-01,207600
"Rental, Hiring and Real Estate Services",2014-05-01,208600
"Rental, Hiring and Real Estate Services",2014-08-01,209500
"Rental, Hiring and Real Estate Services",2014-11-01,210200
"Rental, Hiring and Real Estate Services",2015-02-01,210800
"Rental, Hiring and Real Estate Services",2015-05-01,211300
"Rental, Hiring and Real Estate Services",2015-08-01,211600
"Rental, Hiring and Real Estate Services",2015-11-01,211900
"Rental, Hiring and Real Estate Services",2016-02-01,212100
"Rental, Hiring and Real Estate Services",2016-05-01,212100
"Rental, Hiring and Real Estate Services",2016-08-01,212100
"Rental, Hiring and Real Estate Services",2016-11-01,212100
"Rental, Hiring and Real Estate Services",2017-02-01,212100
"Rental, Hiring and Real Estate Services",2017-05-01,212000
"Rental, Hiring and Real Estate Services",2017-08-01,212000
"Rental, Hiring and Real Estate Services",2017-11-01,212100
"Rental, Hiring and Real Estate Services",2018-02-01,212100
"Rental, Hiring and Real Estate Services",2018-05-01,212200
"Rental, Hiring and Real Estate Services",2018-08-01,212300
"Rental, Hiring and Real Estate Services",2018-11-01,212500
"Rental, Hiring and Real Estate Services",2019-02-01,212600
"Rental, Hiring and Real Estate Services",2019-05-01,212900
"Rental, Hiring and Real Estate Services",2019-08-01,213200
"Rental, Hiring and Real Estate Services",2019-11-01,213600
"Rental, Hiring and Real Estate Services",2020-02-01,214000
"Rental, Hiring and Real Estate Services",2020-05-01,214600
"Rental, Hiring and Real Estate Services",2020-08-01,215300
"Rental, Hiring and Real Estate Services",2020-11-01,216100
"Rental, Hiring and Real Estate Services",2021-02-01,217000
"Rental, Hiring and Real Estate Services",2021-05-01,218100
"Rental, Hiring and Real Estate Services",2021-08-01,219200
"Rental, Hiring and Real Estate Services",2021-11-01,220300
"Rental, Hiring and Real Estate Services",2022-02-01,221400
"Rental, Hiring and Real Estate Services",2022-05-01,222400
"Rental, Hiring and Real Estate Services",2022-08-01,223300
"Rental, Hiring and Real Estate Services",2022-11-01,224200
"Rental, Hiring and Real Estate Services",2023-02-01,225200
"Rental, Hiring and Real Estate Services",2023-05-01,226200
"Rental, Hiring and Real Estate Services",2023-08-01,227200
"Rental, Hiring and Real Estate Services",2023-11-01,228200
"Rental, Hiring and Real Estate Services",2024-02-01,229200
"Rental, Hiring and Real Estate Services",2024-05-01,230000
"Rental, Hiring and Real Estate Services",2024-08-01,230600
"Rental, Hiring and Real Estate Services",2024-11-01,230800
"Rental, Hiring and Real Estate Services",2025-02-01,230500
"Rental, Hiring and Real Estate Services",2025-05-01,229800
"Rental, Hiring and Real Estate Services",2025-08-01,228800
"Rental, Hiring and Real Estate Services",2025-11-01,227600
"Rental, Hiring and Real Estate Services",2026-02-01,226200
"Professional, Scientific and Technical Services",2006-02-01,713100
"Professional, Scientific and Technical Services",2006-05-01,722700
"Professional, Scientific and Technical Services",2006-08-01,730300
"Professional, Scientific and Technical Services",2006-11-01,735500
"Professional, Scientific and Technical Services",2007-02-01,740400
"Professional, Scientific and Technical Services",2007-05-01,748500
"Professional, Scientific and Technical Services",2007-08-01,758900
"Professional, Scientific and Technical Services",2007-11-01,768900
"Professional, Scientific and Technical Services",2008-02-01,776800
"Professional, Scientific and Technical Services",2008-05-01,780700
"Professional, Scientific and Technical Services",2008-08-01,782800
"Professional, Scientific and Technical Services",2008-11-01,784900
"Professional, Scientific and Technical Services",2009-02-01,786400
"Professional, Scientific and Technical Services",2009-05-01,791800
"Professional, Scientific and Technical Services",2009-08-01,802600
"Professional, Scientific and Technical Services",2009-11-01,817000
"Professional, Scientific and Technical Services",2010-02-01,829500
"Professional, Scientific and Technical Services",2010-05-01,837800
"Professional, Scientific and Technical Services",2010-08-01,843500
"Professional, Scientific and Technical Services",2010-11-01,848000
"Professional, Scientific and Technical Services",2011-02-01,852500
"Professional, Scientific and Technical Services",2011-05-01,856900
"Professional, Scientific and Technical Services",2011-08-01,863800
"Professional, Scientific and Technical Services",2011-11-01,873200
"Professional, Scientific and Technical Services",2012-02-01,885100
"Professional, Scientific and Technical Services",2012-05-01,896600
"Professional, Scientific and Technical Services",2012-08-01,903900
"Professional, Scientific and Technical Services",2012-11-01,907000
"Professional, Scientific and Technical Services",2013-02-01,907300
"Professional, Scientific and Technical Services",2013-05-01,905900
"Professional, Scientific and Technical Services",2013-08-01,904900
"Professional, Scientific and Technical Services",2013-11-01,906100
"Professional, Scientific and Technical Services",2014-02-01,912800
"Professional, Scientific and Technical Services",2014-05-01,924200
"Professional, Scientific and Technical Services",2014-08-01,938200
"Professional, Scientific and Technical Services",2014-11-01,954200
"Professional, Scientific and Technical Services",2015-02-01,971400
"Professional, Scientific and Technical Services",2015-05-01,986200
"Professional, Scientific and Technical Services",2015-08-01,995600
"Professional, Scientific and Technical Services",2015-11-01,1002900
"Professional, Scientific and Technical Services",2016-02-01,1007800
"Professional, Scientific and Technical Services",2016-05-01,1010400
"Professional, Scientific and Technical Services",2016-08-01,1012300
"Professional, Scientific and Technical Services",2016-11-01,1010600
"Professional, Scientific and Technical Services",2017-02-01,1008300
"Professional, Scientific and Technical Services",2017-05-01,1007900
"Professional, Scientific and Technical Services",2017-08-01,1010700
"Professional, Scientific and Technical Services",2017-11-01,1017400
"Professional, Scientific and Technical Services",2018-02-01,1028600
"Professional, Scientific and Technical Services",2018-05-01,1044900
"Professional, Scientific and Technical Services",2018-08-01,1064000
"Professional, Scientific and Technical Services",2018-11-01,1083800
"Professional, Scientific and Technical Services",2019-02-01,1103500
"Professional, Scientific and Technical Services",2019-05-01,1119000
"Professional, Scientific and Technical Services",2019-08-01,1128000
"Professional, Scientific and Technical Services",2019-11-01,1129600
"Professional, Scientific and Technical Services",2020-02-01,1127800
"Professional, Scientific and Technical Services",2020-05-01,1127100
"Professional, Scientific and Technical Services",2020-08-01,1133500
"Professional, Scientific and Technical Services",2020-11-01,1147500
"Professional, Scientific and Technical Services",2021-02-01,1164500
"Professional, Scientific and Technical Services",2021-05-01,1180700
"Professional, Scientific and Technical Services",2021-08-01,1195800
"Professional, Scientific and Technical Services",2021-11-01,1213200
"Professional, Scientific and Technical Services",2022-02-01,1232500
"Professional, Scientific and Technical Services",2022-05-01,1250800
"Professional, Scientific and Technical Services",2022-08-01,1267200
"Professional, Scientific and Technical Services",2022-11-01,1281800
"Professional, Scientific and Technical Services",2023-02-01,1296000
"Professional, Scientific and Technical Services",2023-05-01,1308800
"Professional, Scientific and Technical Services",2023-08-01,1314900
"Professional, Scientific and Technical Services",2023-11-01,1316400
"Professional, Scientific and Technical Services",2024-02-01,1314500
"Professional, Scientific and Technical Services",2024-05-01,1310600
"Professional, Scientific and Technical Services",2024-08-01,1307900
"Professional, Scientific and Technical Services",2024-11-01,1310100
"Professional, Scientific and Technical Services",2025-02-01,1320300
"Professional, Scientific and Technical Services",2025-05-01,1339900
"Professional, Scientific and Technical Services",2025-08-01,1360400
"Professional, Scientific and Technical Services",2025-11-01,1380200
"Professional, Scientific and Technical Services",2026-02-01,1401200
Administrative and Support Services,2006-02-01,347200
Administrative and Support Services,2006-05-01,347400
Administrative and Support Services,2006-08-01,347600
Administrative and Support Services,2006-11-01,347800
Administrative and Support Services,2007-02-01,348100
Administrative and Support Services,2007-05-01,348300
Administrative and Support Services,2007-08-01,348700
Administrative and Support Services,2007-11-01,349300
Administrative and Support Services,2008-02-01,350200
Administrative and Support Services,2008-05-01,351300
Administrative and Support Services,2008-08-01,352900
Administrative and Support Services,2008-11-01,355000
Administrative and Support Services,2009-02-01,357400
Administrative and Support Services,2009-05-01,360200
Administrative and Support Services,2009-08-01,363300
Administrative and Support Services,2009-11-01,366700
Administrative and Support Services,2010-02-01,370100
Administrative and Support Services,2010-05-01,373400
Administrative and Support Services,2010-08-01,376600
Administrative and Support Services,2010-11-01,379700
Administrative and Support Services,2011-02-01,382400
Administrative and Support Services,2011-05-01,384700
Administrative and Support Services,2011-08-01,386700
Administrative and Support Services,2011-11-01,388400
Administrative and Support Services,2012-02-01,389700
Administrative and Support Services,2012-05-01,390800
Administrative and Support Services,2012-08-01,391700
Administrative and Support Services,2012-11-01,392400
Administrative and Support Services,2013-02-01,393100
Administrative and Support Services,2013-05-01,393800
Administrative and Support Services,2013-08-01,394700
Administrative and Support Services,2013-11-01,395700
Administrative and Support Services,2014-02-01,396900
Administrative and Support Services,2014-05-01,398400
Administrative and Support Services,2014-08-01,400200
Administrative and Support Services,2014-11-01,402100
Administrative and Support Services,2015-02-01,404300
Administrative and Support Services,2015-05-01,406600
Administrative and Support Services,2015-08-01,408800
Administrative and Support Services,2015-11-01,411000
Administrative and Support Services,2016-02-01,413000
Administrative and Support Services,2016-05-01,414700
Administrative and Support Services,2016-08-01,416000
Administrative and Support Services,2016-11-01,417100
Administrative and Support Services,2017-02-01,418000
Administrative and Support Services,2017-05-01,418700
Administrative and Support Services,2017-08-01,419300
Administrative and Support Services,2017-11-01,420100
Administrative and Support Services,2018-02-01,420800
Administrative and Support Services,2018-05-01,421600
Administrative and Support Services,2018-08-01,422400
Administrative and Support Services,2018-11-01,423200
Administrative and Support Services,2019-02-01,423900
Administrative and Support Services,2019-05-01,424400
Administrative and Support Services,2019-08-01,424600
Administrative and Support Services,2019-11-01,424400
Administrative and Support Services,2020-02-01,424000
Administrative and Support Services,2020-05-01,423500
Administrative and Support Services,2020-08-01,423100
Administrative and Support Services,2020-11-01,422800
Administrative and Support Services,2021-02-01,422600
Administrative and Support Services,2021-05-01,422700
Administrative and Support Services,2021-08-01,423000
Administrative and Support Services,2021-11-01,423500
Administrative and Support Services,2022-02-01,424000
Administrative and Support Services,2022-05-01,424700
Administrative and Support Services,2022-08-01,425300
Administrative and Support Services,2022-11-01,425800
Administrative and Support Services,2023-02-01,426400
Administrative and Support Services,2023-05-01,426900
Administrative and Support Services,2023-08-01,427500
Administrative and Support Services,2023-11-01,428100
Administrative and Support Services,2024-02-01,428800
Administrative and Support Services,2024-05-01,429500
Administrative and Support Services,2024-08-01,430200
Administrative and Support Services,2024-11-01,430900
Administrative and Support Services,2025-02-01,431500
Administrative and Support Services,2025-05-01,432100
Administrative and Support Services,2025-08-01,432800
Administrative and Support Services,2025-11-01,433500
Administrative and Support Services,2026-02-01,434200
Public Administration and Safety,2006-02-01,616000
Public Administration and Safety,2006-05-01,621700
Public Administration and Safety,2006-08-01,627500
Public Administration and Safety,2006-11-01,632400
Public Administration and Safety,2007-02-01,635800
Public Administration and Safety,2007-05-01,637100
Public Administration and Safety,2007-08-01,636800
Public Administration and Safety,2007-11-01,636600
Public Administration and Safety,2008-02-01,638400
Public Administration and Safety,2008-05-01,643100
Public Administration and Safety,2008-08-01,650700
Public Administration and Safety,2008-11-01,658100
Public Administration and Safety,2009-02-01,664100
Public Administration and Safety,2009-05-01,668500
Public Administration and Safety,2009-08-01,671200
Public Administration and Safety,2009-11-01,675700
Public Administration and Safety,2010-02-01,681300
Public Administration and Safety,2010-05-01,687600
Public Administration and Safety,2010-08-01,693800
Public Administration and Safety,2010-11-01,700000
Public Administration and Safety,2011-02-01,706800
Public Administration and Safety,2011-05-01,713700
Public Administration and Safety,2011-08-01,719000
Public Administration and Safety,2011-11-01,720300
Public Administration and Safety,2012-02-01,717400
Public Administration and Safety,2012-05-01,712300
Public Administration and Safety,2012-08-01,709900
Public Administration and Safety,2012-11-01,713200
Public Administration and Safety,2013-02-01,722100
Public Administration and Safety,2013-05-01,733300
Public Administration and Safety,2013-08-01,742900
Public Administration and Safety,2013-11-01,746000
Public Administration and Safety,2014-02-01,744000
Public Administration and Safety,2014-05-01,739300
Public Administration and Safety,2014-08-01,735200
Public Administration and Safety,2014-11-01,732800
Public Administration and Safety,2015-02-01,732100
Public Administration and Safety,2015-05-01,732800
Public Administration and Safety,2015-08-01,735500
Public Administration and Safety,2015-11-01,741200
Public Administration and Safety,2016-02-01,749500
Public Administration and Safety,2016-05-01,758400
Public Administration and Safety,2016-08-01,766000
Public Administration and Safety,2016-11-01,771100
Public Administration and Safety,2017-02-01,771700
Public Administration and Safety,2017-05-01,765100
Public Administration and Safety,2017-08-01,757300
Public Administration and Safety,2017-11-01,755000
Public Administration and Safety,2018-02-01,762700
Public Administration and Safety,2018-05-01,781900
Public Administration and Safety,2018-08-01,804500
Public Administration and Safety,2018-11-01,823500
Public Administration and Safety,2019-02-01,835600
Public Administration and Safety,2019-05-01,839600
Public Administration and Safety,2019-08-01,840300
Public Administration and Safety,2019-11-01,842500
Public Administration and Safety,2020-02-01,846800
Public Administration and Safety,2020-05-01,853800
Public Administration and Safety,2020-08-01,862400
Public Administration and Safety,2020-11-01,870700
Public Administration and Safety,2021-02-01,878300
Public Administration and Safety,2021-05-01,886300
Public Administration and Safety,2021-08-01,893600
Public Administration and Safety,2021-11-01,897600
Public Administration and Safety,2022-02-01,896000
Public Administration and Safety,2022-05-01,891100
Public Administration and Safety,2022-08-01,885800
Public Administration and Safety,2022-11-01,886500
Public Administration and Safety,2023-02-01,895300
Public Administration and Safety,2023-05-01,908100
Public Administration and Safety,2023-08-01,920700
Public Administration and Safety,2023-11-01,931400
Public Administration and Safety,2024-02-01,941500
Public Administration and Safety,2024-05-01,952200
Public Administration and Safety,2024-08-01,963200
Public Administration and Safety,2024-11-01,971900
Public Administration and Safety,2025-02-01,978900
Public Administration and Safety,2025-05-01,982800
Public Administration and Safety,2025-08-01,983100
Public Administration and Safety,2025-11-01,979800
Public Administration and Safety,2026-02-01,976200
Education and Training,2006-02-01,734500
Education and Training,2006-05-01,737200
Education and Training,2006-08-01,739800
Education and Training,2006-11-01,744200
Education and Training,2007-02-01,750800
Education and Training,2007-05-01,761000
Education and Training,2007-08-01,771800
Education and Training,2007-11-01,782100
Education and Training,2008-02-01,791100
Education and Training,2008-05-01,799200
Education and Training,2008-08-01,803100
Education and Training,2008-11-01,803100
Education and Training,2009-02-01,803800
Education and Training,2009-05-01,808800
Education and Training,2009-08-01,815500
Education and Training,2009-11-01,822100
Education and Training,2010-02-01,828000
Education and Training,2010-05-01,835900
Education and Training,2010-08-01,842900
Education and Training,2010-11-01,845400
Education and Training,2011-02-01,845600
Education and Training,2011-05-01,848800
Education and Training,2011-08-01,852400
Education and Training,2011-11-01,856900
Education and Training,2012-02-01,863500
Education and Training,2012-05-01,874200
Education and Training,2012-08-01,883400
Education and Training,2012-11-01,889100
Education and Training,2013-02-01,891900
Education and Training,2013-05-01,894000
Education and Training,2013-08-01,894500
Education and Training,2013-11-01,895700
Education and Training,2014-02-01,898000
Education and Training,2014-05-01,903500
Education and Training,2014-08-01,908500
Education and Training,2014-11-01,912300
Education and Training,2015-02-01,917000
Education and Training,2015-05-01,924300
Education and Training,2015-08-01,930400
Education and Training,2015-11-01,933600
Education and Training,2016-02-01,937400
Education and Training,2016-05-01,947200
Education and Training,2016-08-01,959400
Education and Training,2016-11-01,970400
Education and Training,2017-02-01,980000
Education and Training,2017-05-01,992700
Education and Training,2017-08-01,1003600
Education and Training,2017-11-01,1009500
Education and Training,2018-02-01,1011700
Education and Training,2018-05-01,1016000
Education and Training,2018-08-01,1023300
Education and Training,2018-11-01,1032200
Education and Training,2019-02-01,1041900
Education and Training,2019-05-01,1056100
Education and Training,2019-08-01,1067600
Education and Training,2019-11-01,1072300
Education and Training,2020-02-01,1072900
Education and Training,2020-05-01,1074800
Education and Training,2020-08-01,1081200
Education and Training,2020-11-01,1087700
Education and Training,2021-02-01,1094700
Education and Training,2021-05-01,1105500
Education and Training,2021-08-01,1113500
Education and Training,2021-11-01,1118900
Education and Training,2022-02-01,1123500
Education and Training,2022-05-01,1131000
Education and Training,2022-08-01,1139300
Education and Training,2022-11-01,1147400
Education and Training,2023-02-01,1155000
Education and Training,2023-05-01,1166300
Education and Training,2023-08-01,1178700
Education and Training,2023-11-01,1193200
Education and Training,2024-02-01,1207400
Education and Training,2024-05-01,1224600
Education and Training,2024-08-01,1241600
Education and Training,2024-11-01,1255100
Education and Training,2025-02-01,1265300
Education and Training,2025-05-01,1279600
Education and Training,2025-08-01,1295300
Education and Training,2025-11-01,1308400
Education and Training,2026-02-01,1318100
Health Care and Social Assistance,2006-02-01,1028200
Health Care and Social Assistance,2006-05-01,1040500
Health Care and Social Assistance,2006-08-01,1049200
Health Care and Social Assistance,2006-11-01,1055900
Health Care and Social Assistance,2007-02-01,1062200
Health Care and Social Assistance,2007-05-01,1068500
Health Care and Social Assistance,2007-08-01,1075000
Health Care and Social Assistance,2007-11-01,1082600
Health Care and Social Assistance,2008-02-01,1091200
Health Care and Social Assistance,2008-05-01,1100800
Health Care and Social Assistance,2008-08-01,1113400
Health Care and Social Assistance,2008-11-01,1130900
Health Care and Social Assistance,2009-02-01,1151700
Health Care and Social Assistance,2009-05-01,1171500
Health Care and Social Assistance,2009-08-01,1186900
Health Care and Social Assistance,2009-11-01,1198100
Health Care and Social Assistance,2010-02-01,1210300
Health Care and Social Assistance,2010-05-01,1225600
Health Care and Social Assistance,2010-08-01,1243300
Health Care and Social Assistance,2010-11-01,1260100
Health Care and Social Assistance,2011-02-01,1275100
Health Care and Social Assistance,2011-05-01,1289600
Health Care and Social Assistance,2011-08-01,1305300
Health Care and Social Assistance,2011-11-01,1320100
Health Care and Social Assistance,2012-02-01,1332200
Health Care and Social Assistance,2012-05-01,1342600
Health Care and Social Assistance,2012-08-01,1352400
Health Care and Social Assistance,2012-11-01,1361000
Health Care and Social Assistance,2013-02-01,1368000
Health Care and Social Assistance,2013-05-01,1373000
Health Care and Social Assistance,2013-08-01,1377400
Health Care and Social Assistance,2013-11-01,1382400
Health Care and Social Assistance,2014-02-01,1386700
Health Care and Social Assistance,2014-05-01,1392100
Health Care and Social Assistance,2014-08-01,1402500
Health Care and Social Assistance,2014-11-01,1420300
Health Care and Social Assistance,2015-02-01,1445800
Health Care and Social Assistance,2015-05-01,1473300
Health Care and Social Assistance,2015-08-01,1498300
Health Care and Social Assistance,2015-11-01,1517300
Health Care and Social Assistance,2016-02-01,1530200
Health Care and Social Assistance,2016-05-01,1540400
Health Care and Social Assistance,2016-08-01,1549100
Health Care and Social Assistance,2016-11-01,1562000
Health Care and Social Assistance,2017-02-01,1581700
Health Care and Social Assistance,2017-05-01,1608800
Health Care and Social Assistance,2017-08-01,1634600
Health Care and Social Assistance,2017-11-01,1653900
Health Care and Social Assistance,2018-02-01,1666800
Health Care and Social Assistance,2018-05-01,1674500
Health Care and Social Assistance,2018-08-01,1680300
Health Care and Social Assistance,2018-11-01,1686500
Health Care and Social Assistance,2019-02-01,1694900
Health Care and Social Assistance,2019-05-01,1707000
Health Care and Social Assistance,2019-08-01,1722900
Health Care and Social Assistance,2019-11-01,1737200
Health Care and Social Assistance,2020-02-01,1746100
Health Care and Social Assistance,2020-05-01,1751100
Health Care and Social Assistance,2020-08-01,1759500
Health Care and Social Assistance,2020-11-01,1773500
Health Care and Social Assistance,2021-02-01,1797100
Health Care and Social Assistance,2021-05-01,1830500
Health Care and Social Assistance,2021-08-01,1871700
Health Care and Social Assistance,2021-11-01,1918800
Health Care and Social Assistance,2022-02-01,1968300
Health Care and Social Assistance,2022-05-01,2012700
Health Care and Social Assistance,2022-08-01,2051200
Health Care and Social Assistance,2022-11-01,2085600
Health Care and Social Assistance,2023-02-01,2118000
Health Care and Social Assistance,2023-05-01,2148100
Health Care and Social Assistance,2023-08-01,2175500
Health Care and Social Assistance,2023-11-01,2202300
Health Care and Social Assistance,2024-02-01,2225200
Health Care and Social Assistance,2024-05-01,2245500
Health Care and Social Assistance,2024-08-01,2264400
Health Care and Social Assistance,2024-11-01,2286900
Health Care and Social Assistance,2025-02-01,2314000
Health Care and Social Assistance,2025-05-01,2340800
Health Care and Social Assistance,2025-08-01,2362300
Health Care and Social Assistance,2025-11-01,2383700
Health Care and Social Assistance,2026-02-01,2409000
Arts and Recreation Services,2006-02-01,173700
Arts and Recreation Services,2006-05-01,176000
Arts and Recreation Services,2006-08-01,178300
Arts and Recreation Services,2006-11-01,180500
Arts and Recreation Services,2007-02-01,182700
Arts and Recreation Services,2007-05-01,184700
Arts and Recreation Services,2007-08-01,186600
Arts and Recreation Services,2007-11-01,188300
Arts and Recreation Services,2008-02-01,189900
Arts and Recreation Services,2008-05-01,191300
Arts and Recreation Services,2008-08-01,192600
Arts and Recreation Services,2008-11-01,193800
Arts and Recreation Services,2009-02-01,194900
Arts and Recreation Services,2009-05-01,195800
Arts and Recreation Services,2009-08-01,196600
Arts and Recreation Services,2009-11-01,197300
Arts and Recreation Services,2010-02-01,198100
Arts and Recreation Services,2010-05-01,198800
Arts and Recreation Services,2010-08-01,199600
Arts and Recreation Services,2010-11-01,200500
Arts and Recreation Services,2011-02-01,201400
