industry,date,employed
Arts and Recreation Services,2011-05-01,202300
Arts and Recreation Services,2011-08-01,203200
Arts and Recreation Services,2011-11-01,204100
Arts and Recreation Services,2012-02-01,204900
Arts and Recreation Services,2012-05-01,205700
Arts and Recreation Services,2012-08-01,206500
Arts and Recreation Services,2012-11-01,207300
Arts and Recreation Services,2013-02-01,208100
Arts and Recreation Services,2013-05-01,208900
Arts and Recreation Services,2013-08-01,209800
Arts and Recreation Services,2013-11-01,210900
Arts and Recreation Services,2014-02-01,212100
Arts and Recreation Services,2014-05-01,213500
Arts and Recreation Services,2014-08-01,215100
Arts and Recreation Services,2014-11-01,216700
Arts and Recreation Services,2015-02-01,218400
Arts and Recreation Services,2015-05-01,220100
Arts and Recreation Services,2015-08-01,221700
Arts and Recreation Services,2015-11-01,223200
Arts and Recreation Services,2016-02-01,224700
Arts and Recreation Services,2016-05-01,226100
Arts and Recreation Services,2016-08-01,227500
Arts and Recreation Services,2016-11-01,229000
Arts and Recreation Services,2017-02-01,230500
Arts and Recreation Services,2017-05-01,232100
Arts and Recreation Services,2017-08-01,233700
Arts and Recreation Services,2017-11-01,235100
Arts and Recreation Services,2018-02-01,236400
Arts and Recreation Services,2018-05-01,237500
Arts and Recreation Services,2018-08-01,238400
Arts and Recreation Services,2018-11-01,239000
Arts and Recreation Services,2019-02-01,239400
Arts and Recreation Services,2019-05-01,239600
Arts and Recreation Services,2019-08-01,239500
Arts and Recreation Services,2019-11-01,239300
Arts and Recreation Services,2020-02-01,239000
Arts and Recreation Services,2022-02-01,241100
Arts and Recreation Services,2022-05-01,242600
Arts and Recreation Services,2022-08-01,244600
Arts and Recreation Services,2022-11-01,246800
Arts and Recreation Services,2023-02-01,249100
Arts and Recreation Services,2023-05-01,251600
Arts and Recreation Services,2023-08-01,254000
Arts and Recreation Services,2023-11-01,256200
Arts and Recreation Services,2024-02-01,258200
Arts and Recreation Services,2024-05-01,259800
Arts and Recreation Services,2024-08-01,261100
Arts and Recreation Services,2024-11-01,261900
Arts and Recreation Services,2025-02-01,262500
Arts and Recreation Services,2025-05-01,262800
Arts and Recreation Services,2025-08-01,262900
Arts and Recreation Services,2025-11-01,262900
Arts and Recreation Services,2026-02-01,262700
Other Services,2006-02-01,409100
Other Services,2006-05-01,411600
Other Services,2006-08-01,413800
Other Services,2006-11-01,417600
Other Services,2007-02-01,424400
Other Services,2007-05-01,434500
Other Services,2007-08-01,445400
Other Services,2007-11-01,454100
Other Services,2008-02-01,457700
Other Services,2008-05-01,457600
Other Services,2008-08-01,455800
Other Services,2008-11-01,452600
Other Services,2009-02-01,449200
Other Services,2009-05-01,446500
Other Services,2009-08-01,445400
Other Services,2009-11-01,446400
Other Services,2010-02-01,449000
Other Services,2010-05-01,450700
Other Services,2010-08-01,451100
Other Services,2010-11-01,450600
Other Services,2011-02-01,449100
Other Services,2011-05-01,448200
Other Services,2011-08-01,448400
Other Services,2011-11-01,449400
Other Services,2012-02-01,450600
Other Services,2012-05-01,450100
Other Services,2012-08-01,450100
Other Services,2012-11-01,451600
Other Services,2013-02-01,454800
Other Services,2013-05-01,459800
Other Services,2013-08-01,466200
Other Services,2013-11-01,473100
Other Services,2014-02-01,479500
Other Services,2014-05-01,483300
Other Services,2014-08-01,483100
Other Services,2014-11-01,481300
Other Services,2015-02-01,480000
Other Services,2015-05-01,478500
Other Services,2015-08-01,476400
Other Services,2015-11-01,474600
Other Services,2016-02-01,474300
Other Services,2016-05-01,476500
Other Services,2016-08-01,479400
Other Services,2016-11-01,482900
Other Services,2017-02-01,488800
Other Services,2017-05-01,495000
Other Services,2017-08-01,498800
Other Services,2017-11-01,498800
Other Services,2018-02-01,495100
Other Services,2018-05-01,492500
Other Services,2018-08-01,493400
Other Services,2018-11-01,497500
Other Services,2019-02-01,503200
Other Services,2019-05-01,506400
Other Services,2019-08-01,506400
Other Services,2019-11-01,505200
Other Services,2020-02-01,505400
Other Services,2021-02-01,520000
Other Services,2021-05-01,525100
Other Services,2021-08-01,528700
Other Services,2021-11-01,529800
Other Services,2022-02-01,528700
Other Services,2022-05-01,527100
Other Services,2022-08-01,523800
Other Services,2022-11-01,520600
Other Services,2023-02-01,519500
Other Services,2023-05-01,519600
Other Services,2023-08-01,519900
Other Services,2023-11-01,521300
Other Services,2024-02-01,523600
Other Services,2024-05-01,527500
Other Services,2024-08-01,533600
Other Services,2024-11-01,541200
Other Services,2025-02-01,548300
Other Services,2025-05-01,556000
Other Services,2025-08-01,565100
Other Services,2025-11-01,573500
Other Services,2026-02-01,579900
