anzsco_level,nfd_indicator,anzsco_code,anzsco_title,skill_level,date,employment_thousands
4,N,1111,Chief Executives and Managing Directors,1,1986-08-01,23.0844493448233
4,N,1111,Chief Executives and Managing Directors,1,1986-11-01,23.0248793604936
4,N,1111,Chief Executives and Managing Directors,1,1987-02-01,22.9660845442495
4,N,1111,Chief Executives and Managing Directors,1,1987-05-01,22.9095735705224
4,N,1111,Chief Executives and Managing Directors,1,1987-08-01,22.8567376798889
4,N,1111,Chief Executives and Managing Directors,1,1987-11-01,22.8081009633968
4,N,1111,Chief Executives and Managing Directors,1,1988-02-01,22.7626972478428
4,N,1111,Chief Executives and Managing Directors,1,1988-05-01,22.7193638606892
4,N,1111,Chief Executives and Managing Directors,1,1988-08-01,22.6771770003213
4,N,1111,Chief Executives and Managing Directors,1,1988-11-01,22.6349998580809
4,N,1111,Chief Executives and Managing Directors,1,1989-02-01,22.5902424281953
4,N,1111,Chief Executives and Managing Directors,1,1989-05-01,22.540144954443
4,N,1111,Chief Executives and Managing Directors,1,1989-08-01,22.4821633458487
4,N,1111,Chief Executives and Managing Directors,1,1989-11-01,22.415292391114
4,N,1111,Chief Executives and Managing Directors,1,1990-02-01,22.3397163249272
4,N,1111,Chief Executives and Managing Directors,1,1990-05-01,22.2570879249369
4,N,1111,Chief Executives and Managing Directors,1,1990-08-01,22.1693571069051
4,N,1111,Chief Executives and Managing Directors,1,1990-11-01,22.0787321400081
4,N,1111,Chief Executives and Managing Directors,1,1991-02-01,21.9895057355449
4,N,1111,Chief Executives and Managing Directors,1,1991-05-01,21.9063741914979
4,N,1111,Chief Executives and Managing Directors,1,1991-08-01,21.8340882247713
4,N,1111,Chief Executives and Managing Directors,1,1991-11-01,21.7763618342252
4,N,1111,Chief Executives and Managing Directors,1,1992-02-01,21.7354705791101
4,N,1111,Chief Executives and Managing Directors,1,1992-05-01,21.7125844863682
4,N,1111,Chief Executives and Managing Directors,1,1992-08-01,21.7096038756436
4,N,1111,Chief Executives and Managing Directors,1,1992-11-01,21.7273630568566
4,N,1111,Chief Executives and Managing Directors,1,1993-02-01,21.766014225033
4,N,1111,Chief Executives and Managing Directors,1,1993-05-01,21.8234853334244
4,N,1111,Chief Executives and Managing Directors,1,1993-08-01,21.8972734616318
4,N,1111,Chief Executives and Managing Directors,1,1993-11-01,21.983005789458
4,N,1111,Chief Executives and Managing Directors,1,1994-02-01,22.0746639332395
4,N,1111,Chief Executives and Managing Directors,1,1994-05-01,22.1652918532597
4,N,1111,Chief Executives and Managing Directors,1,1994-08-01,22.2463623711307
4,N,1111,Chief Executives and Managing Directors,1,1994-11-01,22.3085165826804
4,N,1111,Chief Executives and Managing Directors,1,1995-02-01,22.3427485252853
4,N,1111,Chief Executives and Managing Directors,1,1995-05-01,22.343820020181
4,N,1111,Chief Executives and Managing Directors,1,1995-08-01,22.3080391583196
4,N,1111,Chief Executives and Managing Directors,1,1995-11-01,22.2336457681649
4,N,1111,Chief Executives and Managing Directors,1,1996-02-01,22.12100629472
4,N,1111,Chief Executives and Managing Directors,1,1996-05-01,21.9732395473214
4,N,1111,Chief Executives and Managing Directors,1,1996-08-01,21.79574420625
4,N,1111,Chief Executives and Managing Directors,1,1996-11-01,21.5958184219911
4,N,1111,Chief Executives and Managing Directors,1,1997-02-01,21.3818942158086
4,N,1111,Chief Executives and Managing Directors,1,1997-05-01,21.1626215870294
4,N,1111,Chief Executives and Managing Directors,1,1997-08-01,20.946556000675
4,N,1111,Chief Executives and Managing Directors,1,1997-11-01,20.7436088316961
4,N,1111,Chief Executives and Managing Directors,1,1998-02-01,20.5651109140179
4,N,1111,Chief Executives and Managing Directors,1,1998-05-01,20.4217383085061
4,N,1111,Chief Executives and Managing Directors,1,1998-08-01,20.3214690336033
4,N,1111,Chief Executives and Managing Directors,1,1998-11-01,20.2703253594956
4,N,1111,Chief Executives and Managing Directors,1,1999-02-01,20.2727195959794
4,N,1111,Chief Executives and Managing Directors,1,1999-05-01,20.3324516231776
4,N,1111,Chief Executives and Managing Directors,1,1999-08-01,20.4536238178237
4,N,1111,Chief Executives and Managing Directors,1,1999-11-01,20.6395926281491
4,N,1111,Chief Executives and Managing Directors,1,2000-02-01,20.8934003272813
4,N,1111,Chief Executives and Managing Directors,1,2000-05-01,21.2175419151494
4,N,1111,Chief Executives and Managing Directors,1,2000-08-01,21.6149671076172
4,N,1111,Chief Executives and Managing Directors,1,2000-11-01,22.0859268530715
4,N,1111,Chief Executives and Managing Directors,1,2001-02-01,22.6274056580118
4,N,1111,Chief Executives and Managing Directors,1,2001-05-01,23.2334864834096
4,N,1111,Chief Executives and Managing Directors,1,2001-08-01,23.8959325546222
4,N,1111,Chief Executives and Managing Directors,1,2001-11-01,24.6082375238531
4,N,1111,Chief Executives and Managing Directors,1,2002-02-01,25.3656850535672
4,N,1111,Chief Executives and Managing Directors,1,2002-05-01,26.1659028620253
4,N,1111,Chief Executives and Managing Directors,1,2002-08-01,27.0085522496265
4,N,1111,Chief Executives and Managing Directors,1,2002-11-01,27.8946611937833
4,N,1111,Chief Executives and Managing Directors,1,2003-02-01,28.8245657936779
4,N,1111,Chief Executives and Managing Directors,1,2003-05-01,29.7984939343283
4,N,1111,Chief Executives and Managing Directors,1,2003-08-01,30.8154493904333
4,N,1111,Chief Executives and Managing Directors,1,2003-11-01,31.8718676768858
4,N,1111,Chief Executives and Managing Directors,1,2004-02-01,32.9626227316578
4,N,1111,Chief Executives and Managing Directors,1,2004-05-01,34.0808209398693
4,N,1111,Chief Executives and Managing Directors,1,2004-08-01,35.2157526126471
4,N,1111,Chief Executives and Managing Directors,1,2004-11-01,36.3528060463217
4,N,1111,Chief Executives and Managing Directors,1,2005-02-01,37.4781774030399
4,N,1111,Chief Executives and Managing Directors,1,2005-05-01,38.5807694280027
4,N,1111,Chief Executives and Managing Directors,1,2005-08-01,39.6520357767099
4,N,1111,Chief Executives and Managing Directors,1,2005-11-01,40.6844871967469
4,N,1111,Chief Executives and Managing Directors,1,2006-02-01,41.6745098891901
4,N,1111,Chief Executives and Managing Directors,1,2006-05-01,42.6212728466506
4,N,1111,Chief Executives and Managing Directors,1,2006-08-01,43.5285923360251
4,N,1111,Chief Executives and Managing Directors,1,2006-11-01,44.4020582560883
4,N,1111,Chief Executives and Managing Directors,1,2007-02-01,45.2518084856599
4,N,1111,Chief Executives and Managing Directors,1,2007-05-01,46.0864627405092
4,N,1111,Chief Executives and Managing Directors,1,2007-08-01,46.9151501940268
4,N,1111,Chief Executives and Managing Directors,1,2007-11-01,47.7486176325326
4,N,1111,Chief Executives and Managing Directors,1,2008-02-01,48.593660422928
4,N,1111,Chief Executives and Managing Directors,1,2008-05-01,49.4572234817351
4,N,1111,Chief Executives and Managing Directors,1,2008-08-01,50.3468605060637
4,N,1111,Chief Executives and Managing Directors,1,2008-11-01,51.2656763452886
4,N,1111,Chief Executives and Managing Directors,1,2009-02-01,52.2125624723243
4,N,1111,Chief Executives and Managing Directors,1,2009-05-01,53.1814709124974
4,N,1111,Chief Executives and Managing Directors,1,2009-08-01,54.160653624607
4,N,1111,Chief Executives and Managing Directors,1,2009-11-01,55.1361914045934
4,N,1111,Chief Executives and Managing Directors,1,2010-02-01,56.08956486276
4,N,1111,Chief Executives and Managing Directors,1,2010-05-01,57.0018635747218
4,N,1111,Chief Executives and Managing Directors,1,2010-08-01,57.8590278937496
4,N,1111,Chief Executives and Managing Directors,1,2010-11-01,58.6536639561045
4,N,1111,Chief Executives and Managing Directors,1,2011-02-01,59.3815455896173
4,N,1111,Chief Executives and Managing Directors,1,2011-05-01,60.0378457946615
4,N,1111,Chief Executives and Managing Directors,1,2011-08-01,60.6136771993564
4,N,1111,Chief Executives and Managing Directors,1,2011-11-01,61.0966520725178
4,N,1111,Chief Executives and Managing Directors,1,2012-02-01,61.4721835330063
4,N,1111,Chief Executives and Managing Directors,1,2012-05-01,61.7274912448672
4,N,1111,Chief Executives and Managing Directors,1,2012-08-01,61.8549187476918
4,N,1111,Chief Executives and Managing Directors,1,2012-11-01,61.8597276618425
4,N,1111,Chief Executives and Managing Directors,1,2013-02-01,61.7559205284794
4,N,1111,Chief Executives and Managing Directors,1,2013-05-01,61.5601423425215
4,N,1111,Chief Executives and Managing Directors,1,2013-08-01,61.2931685077267
4,N,1111,Chief Executives and Managing Directors,1,2013-11-01,60.9723676253877
4,N,1111,Chief Executives and Managing Directors,1,2014-02-01,60.6149727468312
4,N,1111,Chief Executives and Managing Directors,1,2014-05-01,60.2362875061601
4,N,1111,Chief Executives and Managing Directors,1,2014-08-01,59.8479583709592
4,N,1111,Chief Executives and Managing Directors,1,2014-11-01,59.4563548008078
4,N,1111,Chief Executives and Managing Directors,1,2015-02-01,59.061885581391
4,N,1111,Chief Executives and Managing Directors,1,2015-05-01,58.6554616369017
4,N,1111,Chief Executives and Managing Directors,1,2015-08-01,58.2264204455403
4,N,1111,Chief Executives and Managing Directors,1,2015-11-01,57.7597643946506
4,N,1111,Chief Executives and Managing Directors,1,2016-02-01,57.2453892418307
4,N,1111,Chief Executives and Managing Directors,1,2016-05-01,56.6749880937735
4,N,1111,Chief Executives and Managing Directors,1,2016-08-01,56.0416426406368
4,N,1111,Chief Executives and Managing Directors,1,2016-11-01,55.340751126952
4,N,1111,Chief Executives and Managing Directors,1,2017-02-01,54.5847602735835
4,N,1111,Chief Executives and Managing Directors,1,2017-05-01,53.7828511458333
4,N,1111,Chief Executives and Managing Directors,1,2017-08-01,52.9480385523312
4,N,1111,Chief Executives and Managing Directors,1,2017-11-01,52.0909793934147
4,N,1111,Chief Executives and Managing Directors,1,2018-02-01,51.2169038972636
4,N,1111,Chief Executives and Managing Directors,1,2018-05-01,50.3279778171175
4,N,1111,Chief Executives and Managing Directors,1,2018-08-01,49.4266786305213
4,N,1111,Chief Executives and Managing Directors,1,2018-11-01,48.5319742775986
4,N,1111,Chief Executives and Managing Directors,1,2019-02-01,47.6796201557615
4,N,1111,Chief Executives and Managing Directors,1,2019-05-01,46.9147895983724
4,N,1111,Chief Executives and Managing Directors,1,2019-08-01,46.2717496125318
4,N,1111,Chief Executives and Managing Directors,1,2019-11-01,45.7742605139592
4,N,1111,Chief Executives and Managing Directors,1,2020-02-01,45.4370456147049
4,N,1111,Chief Executives and Managing Directors,1,2020-05-01,45.266689966916
4,N,1111,Chief Executives and Managing Directors,1,2020-08-01,45.2602731179398
4,N,1111,Chief Executives and Managing Directors,1,2020-11-01,45.41493650458
4,N,1111,Chief Executives and Managing Directors,1,2021-02-01,45.7247593652441
4,N,1111,Chief Executives and Managing Directors,1,2021-05-01,46.1795517138045
4,N,1111,Chief Executives and Managing Directors,1,2021-08-01,46.7609673728209
4,N,1111,Chief Executives and Managing Directors,1,2021-11-01,47.4602676163746
4,N,1111,Chief Executives and Managing Directors,1,2022-02-01,48.2603880103419
4,N,1111,Chief Executives and Managing Directors,1,2022-05-01,49.1408217728804
4,N,1111,Chief Executives and Managing Directors,1,2022-08-01,50.0824059170499
4,N,1111,Chief Executives and Managing Directors,1,2022-11-01,51.0624945808759
4,N,1111,Chief Executives and Managing Directors,1,2023-02-01,52.0592401597208
4,N,1111,Chief Executives and Managing Directors,1,2023-05-01,53.0549583846312
4,N,1111,Chief Executives and Managing Directors,1,2023-08-01,54.039116309919
4,N,1111,Chief Executives and Managing Directors,1,2023-11-01,55.0064076723112
4,N,1111,Chief Executives and Managing Directors,1,2024-02-01,55.9553719270953
4,N,1111,Chief Executives and Managing Directors,1,2024-05-01,56.8829301419841
4,N,1111,Chief Executives and Managing Directors,1,2024-08-01,57.7944968179406
4,N,1111,Chief Executives and Managing Directors,1,2024-11-01,58.6951754686561
4,N,1111,Chief Executives and Managing Directors,1,2025-02-01,59.5811435659215
4,N,1111,Chief Executives and Managing Directors,1,2025-05-01,60.4470053246966
4,N,1111,Chief Executives and Managing Directors,1,2025-08-01,61.2976771927345
4,N,1111,Chief Executives and Managing Directors,1,2025-11-01,62.1382431762469
4,N,1111,Chief Executives and Managing Directors,1,2026-02-01,62.9724731606509
4,N,1112,General Managers,1,1986-08-01,20.1652737846831
4,N,1112,General Managers,1,1986-11-01,20.1168706357551
4,N,1112,General Managers,1,1987-02-01,20.0689117679089
4,N,1112,General Managers,1,1987-05-01,20.0225533266808
4,N,1112,General Managers,1,1987-08-01,19.9789135555424
4,N,1112,General Managers,1,1987-11-01,19.9384121980002
4,N,1112,General Managers,1,1988-02-01,19.9002275608946
4,N,1112,General Managers,1,1988-05-01,19.8634254273714
4,N,1112,General Managers,1,1988-08-01,19.8273404236363
4,N,1112,General Managers,1,1988-11-01,19.7911783025063
4,N,1112,General Managers,1,1989-02-01,19.7526694059111
4,N,1112,General Managers,1,1989-05-01,19.7094520378077
4,N,1112,General Managers,1,1989-08-01,19.6594105072921
4,N,1112,General Managers,1,1989-11-01,19.6018369429298
4,N,1112,General Managers,1,1990-02-01,19.5368164021058
4,N,1112,General Managers,1,1990-05-01,19.4657786939259
4,N,1112,General Managers,1,1990-08-01,19.3904685685057
4,N,1112,General Managers,1,1990-11-01,19.3129106843338
4,N,1112,General Managers,1,1991-02-01,19.2366910405134
4,N,1112,General Managers,1,1991-05-01,19.1658007430227
4,N,1112,General Managers,1,1991-08-01,19.1043279492475
4,N,1112,General Managers,1,1991-11-01,19.0554980847555
4,N,1112,General Managers,1,1992-02-01,19.021319708627
4,N,1112,General Managers,1,1992-05-01,19.0028757649116
4,N,1112,General Managers,1,1992-08-01,19.0019350762307
4,N,1112,General Managers,1,1992-11-01,19.0193734423135
4,N,1112,General Managers,1,1993-02-01,19.055249895745
4,N,1112,General Managers,1,1993-05-01,19.1077108620327
4,N,1112,General Managers,1,1993-08-01,19.1745642434021
4,N,1112,General Managers,1,1993-11-01,19.2520141475379
4,N,1112,General Managers,1,1994-02-01,19.3346138287068
4,N,1112,General Managers,1,1994-05-01,19.4161290122882
4,N,1112,General Managers,1,1994-08-01,19.4889801417027
4,N,1112,General Managers,1,1994-11-01,19.5448906832134
4,N,1112,General Managers,1,1995-02-01,19.5759326905495
4,N,1112,General Managers,1,1995-05-01,19.5775195844745
4,N,1112,General Managers,1,1995-08-01,19.5464541757622
4,N,1112,General Managers,1,1995-11-01,19.4812668554568
4,N,1112,General Managers,1,1996-02-01,19.3821025488166
4,N,1112,General Managers,1,1996-05-01,19.2515542691685
4,N,1112,General Managers,1,1996-08-01,19.0942482204311
4,N,1112,General Managers,1,1996-11-01,18.9165101235802
4,N,1112,General Managers,1,1997-02-01,18.725693589099
4,N,1112,General Managers,1,1997-05-01,18.5293769284973
4,N,1112,General Managers,1,1997-08-01,18.3350904604504
4,N,1112,General Managers,1,1997-11-01,18.1515928933359
4,N,1112,General Managers,1,1998-02-01,17.9889360447585
4,N,1112,General Managers,1,1998-05-01,17.8566400245411
4,N,1112,General Managers,1,1998-08-01,17.7619021008378
4,N,1112,General Managers,1,1998-11-01,17.7102527022242
4,N,1112,General Managers,1,1999-02-01,17.7056673032716
4,N,1112,General Managers,1,1999-05-01,17.7515356667078
4,N,1112,General Managers,1,1999-08-01,17.8515768958213
4,N,1112,General Managers,1,1999-11-01,18.008922627154
4,N,1112,General Managers,1,2000-02-01,18.2265055101549
4,N,1112,General Managers,1,2000-05-01,18.5068529778939
4,N,1112,General Managers,1,2000-08-01,18.8529707405848
4,N,1112,General Managers,1,2000-11-01,19.2655755148065
4,N,1112,General Managers,1,2001-02-01,19.7424172140638
4,N,1112,General Managers,1,2001-05-01,20.2787811781534
4,N,1112,General Managers,1,2001-08-01,20.8679984770011
4,N,1112,General Managers,1,2001-11-01,21.5050010663459
4,N,1112,General Managers,1,2002-02-01,22.1860739563084
4,N,1112,General Managers,1,2002-05-01,22.9094727983062
4,N,1112,General Managers,1,2002-08-01,23.6752989329605
4,N,1112,General Managers,1,2002-11-01,24.4849007767806
4,N,1112,General Managers,1,2003-02-01,25.3387634594024
4,N,1112,General Managers,1,2003-05-01,26.2372880891881
4,N,1112,General Managers,1,2003-08-01,27.1797884059369
4,N,1112,General Managers,1,2003-11-01,28.163283191516
4,N,1112,General Managers,1,2004-02-01,29.1830369914289
4,N,1112,General Managers,1,2004-05-01,30.2326572607266
4,N,1112,General Managers,1,2004-08-01,31.3022564272975
4,N,1112,General Managers,1,2004-11-01,32.3783342773985
4,N,1112,General Managers,1,2005-02-01,33.4474664002015
4,N,1112,General Managers,1,2005-05-01,34.4981008802369
4,N,1112,General Managers,1,2005-08-01,35.5205972675164
4,N,1112,General Managers,1,2005-11-01,36.5058630865873
4,N,1112,General Managers,1,2006-02-01,37.4472720490032
4,N,1112,General Managers,1,2006-05-01,38.3401617727539
4,N,1112,General Managers,1,2006-08-01,39.1834266759124
4,N,1112,General Managers,1,2006-11-01,39.9769554947877
4,N,1112,General Managers,1,2007-02-01,40.7230897666736
4,N,1112,General Managers,1,2007-05-01,41.4256626652452
4,N,1112,General Managers,1,2007-08-01,42.089246817763
4,N,1112,General Managers,1,2007-11-01,42.7176609559041
4,N,1112,General Managers,1,2008-02-01,43.3152779060421
4,N,1112,General Managers,1,2008-05-01,43.8856519993679
4,N,1112,General Managers,1,2008-08-01,44.4326710600601
4,N,1112,General Managers,1,2008-11-01,44.9601457643144
4,N,1112,General Managers,1,2009-02-01,45.4723193045531
4,N,1112,General Managers,1,2009-05-01,45.9694612381889
4,N,1112,General Managers,1,2009-08-01,46.448741569301
4,N,1112,General Managers,1,2009-11-01,46.9081382951167
4,N,1112,General Managers,1,2010-02-01,47.3472433463369
4,N,1112,General Managers,1,2010-05-01,47.7691618839012
4,N,1112,General Managers,1,2010-08-01,48.1787127819281
4,N,1112,General Managers,1,2010-11-01,48.581242126185
4,N,1112,General Managers,1,2011-02-01,48.9794895964831
4,N,1112,General Managers,1,2011-05-01,49.3713222438738
4,N,1112,General Managers,1,2011-08-01,49.7499924727586
4,N,1112,General Managers,1,2011-11-01,50.105545889021
4,N,1112,General Managers,1,2012-02-01,50.42700140467
4,N,1112,General Managers,1,2012-05-01,50.7036090379025
4,N,1112,General Managers,1,2012-08-01,50.9273846241554
4,N,1112,General Managers,1,2012-11-01,51.0953768526175
4,N,1112,General Managers,1,2013-02-01,51.205842164621
4,N,1112,General Managers,1,2013-05-01,51.2564705079006
4,N,1112,General Managers,1,2013-08-01,51.2434311718892
4,N,1112,General Managers,1,2013-11-01,51.1632934563445
4,N,1112,General Managers,1,2014-02-01,51.0178045497109
4,N,1112,General Managers,1,2014-05-01,50.8134199163282
4,N,1112,General Managers,1,2014-08-01,50.5591393150062
4,N,1112,General Managers,1,2014-11-01,50.2641513016425
4,N,1112,General Managers,1,2015-02-01,49.9385707602253
4,N,1112,General Managers,1,2015-05-01,49.5950205327377
4,N,1112,General Managers,1,2015-08-01,49.2443308010509
4,N,1112,General Managers,1,2015-11-01,48.8964526366586
4,N,1112,General Managers,1,2016-02-01,48.5622968818395
4,N,1112,General Managers,1,2016-05-01,48.2556975955049
4,N,1112,General Managers,1,2016-08-01,47.988857055359
4,N,1112,General Managers,1,2016-11-01,47.7799879903184
4,N,1112,General Managers,1,2017-02-01,47.6453805472106
4,N,1112,General Managers,1,2017-05-01,47.6013438801465
4,N,1112,General Managers,1,2017-08-01,47.6651685969852
4,N,1112,General Managers,1,2017-11-01,47.8528039574103
4,N,1112,General Managers,1,2018-02-01,48.1716575495681
4,N,1112,General Managers,1,2018-05-01,48.6245538275984
4,N,1112,General Managers,1,2018-08-01,49.2080743834201
4,N,1112,General Managers,1,2018-11-01,49.9161263549593
4,N,1112,General Managers,1,2019-02-01,50.7474568165369
4,N,1112,General Managers,1,2019-05-01,51.6998460268512
4,N,1112,General Managers,1,2019-08-01,52.7695198317576
4,N,1112,General Managers,1,2019-11-01,53.9497360949803
4,N,1112,General Managers,1,2020-02-01,55.2334808300782
4,N,1112,General Managers,1,2020-05-01,56.6129077820473
4,N,1112,General Managers,1,2020-08-01,58.0753379879846
4,N,1112,General Managers,1,2020-11-01,59.5947414088641
4,N,1112,General Managers,1,2021-02-01,61.1360810695464
4,N,1112,General Managers,1,2021-05-01,62.6554013211205
4,N,1112,General Managers,1,2021-08-01,64.1051493667351
4,N,1112,General Managers,1,2021-11-01,65.4420642297056
4,N,1112,General Managers,1,2022-02-01,66.6239140740595
4,N,1112,General Managers,1,2022-05-01,67.6217547780202
4,N,1112,General Managers,1,2022-08-01,68.4289669107009
4,N,1112,General Managers,1,2022-11-01,69.0427450804375
4,N,1112,General Managers,1,2023-02-01,69.4867517341051
4,N,1112,General Managers,1,2023-05-01,69.785916194444
4,N,1112,General Managers,1,2023-08-01,69.9675124753918
4,N,1112,General Managers,1,2023-11-01,70.0570202190308
4,N,1112,General Managers,1,2024-02-01,70.0776432150017
4,N,1112,General Managers,1,2024-05-01,70.0465727152462
4,N,1112,General Managers,1,2024-08-01,69.979965180753
4,N,1112,General Managers,1,2024-11-01,69.8899217279928
4,N,1112,General Managers,1,2025-02-01,69.7843338340677
4,N,1112,General Managers,1,2025-05-01,69.6721948454996
4,N,1112,General Managers,1,2025-08-01,69.5563661478516
4,N,1112,General Managers,1,2025-11-01,69.443873525433
4,N,1112,General Managers,1,2026-02-01,69.3357338870257
4,N,1113,Legislators,1,1986-08-01,1.86513267058098
4,N,1113,Legislators,1,1986-11-01,1.83114205139644
4,N,1113,Legislators,1,1987-02-01,1.79710366404277
4,N,1113,Legislators,1,1987-05-01,1.7630763466942
4,N,1113,Legislators,1,1987-08-01,1.72952789881266
4,N,1113,Legislators,1,1987-11-01,1.69708360457914
4,N,1113,Legislators,1,1988-02-01,1.66620416503771
4,N,1113,Legislators,1,1988-05-01,1.6374777129841
4,N,1113,Legislators,1,1988-08-01,1.61131173779042
4,N,1113,Legislators,1,1988-11-01,1.58806713183247
4,N,1113,Legislators,1,1989-02-01,1.56762513264621
4,N,1113,Legislators,1,1989-05-01,1.5497879642827
4,N,1113,Legislators,1,1989-08-01,1.53443693440223
4,N,1113,Legislators,1,1989-11-01,1.52129533232881
4,N,1113,Legislators,1,1990-02-01,1.50988002410222
4,N,1113,Legislators,1,1990-05-01,1.49968177863426
4,N,1113,Legislators,1,1990-08-01,1.49031523458892
4,N,1113,Legislators,1,1990-11-01,1.4817885525567
4,N,1113,Legislators,1,1991-02-01,1.47437300502377
4,N,1113,Legislators,1,1991-05-01,1.46837087873553
4,N,1113,Legislators,1,1991-08-01,1.46410580407184
4,N,1113,Legislators,1,1991-11-01,1.46220147637169
4,N,1113,Legislators,1,1992-02-01,1.4630850965855
4,N,1113,Legislators,1,1992-05-01,1.46692123132254
4,N,1113,Legislators,1,1992-08-01,1.47392893200294
4,N,1113,Legislators,1,1992-11-01,1.48428157006156
4,N,1113,Legislators,1,1993-02-01,1.49810801923201
4,N,1113,Legislators,1,1993-05-01,1.51505215860975
4,N,1113,Legislators,1,1993-08-01,1.53456725245275
4,N,1113,Legislators,1,1993-11-01,1.55644912269641
4,N,1113,Legislators,1,1994-02-01,1.58080940234806
4,N,1113,Legislators,1,1994-05-01,1.60757213436567
4,N,1113,Legislators,1,1994-08-01,1.63652631822118
4,N,1113,Legislators,1,1994-11-01,1.6679624452267
4,N,1113,Legislators,1,1995-02-01,1.70228713586361
4,N,1113,Legislators,1,1995-05-01,1.73962888382377
4,N,1113,Legislators,1,1995-08-01,1.7799261159934
4,N,1113,Legislators,1,1995-11-01,1.82305017554147
4,N,1113,Legislators,1,1996-02-01,1.86881980052364
4,N,1113,Legislators,1,1996-05-01,1.91693489418706
4,N,1113,Legislators,1,1996-08-01,1.9672963744237
4,N,1113,Legislators,1,1996-11-01,2.01966017513405
4,N,1113,Legislators,1,1997-02-01,2.07351473444634
4,N,1113,Legislators,1,1997-05-01,2.12786227413445
4,N,1113,Legislators,1,1997-08-01,2.18153525154045
4,N,1113,Legislators,1,1997-11-01,2.23372633668436
4,N,1113,Legislators,1,1998-02-01,2.28362797433886
4,N,1113,Legislators,1,1998-05-01,2.33010345625862
4,N,1113,Legislators,1,1998-08-01,2.37227391874694
4,N,1113,Legislators,1,1998-11-01,2.40943091804549
4,N,1113,Legislators,1,1999-02-01,2.44146283263401
4,N,1113,Legislators,1,1999-05-01,2.46834985233574
4,N,1113,Legislators,1,1999-08-01,2.49044353240289
4,N,1113,Legislators,1,1999-11-01,2.50827888556794
4,N,1113,Legislators,1,2000-02-01,2.52257277939889
4,N,1113,Legislators,1,2000-05-01,2.53358046398266
4,N,1113,Legislators,1,2000-08-01,2.54186321483693
4,N,1113,Legislators,1,2000-11-01,2.54801240308417
4,N,1113,Legislators,1,2001-02-01,2.55287977035862
4,N,1113,Legislators,1,2001-05-01,2.55772206414604
4,N,1113,Legislators,1,2001-08-01,2.56412330520582
4,N,1113,Legislators,1,2001-11-01,2.57319900938283
4,N,1113,Legislators,1,2002-02-01,2.5855775298656
4,N,1113,Legislators,1,2002-05-01,2.60198499577997
4,N,1113,Legislators,1,2002-08-01,2.62388208823318
4,N,1113,Legislators,1,2002-11-01,2.65245560065016
4,N,1113,Legislators,1,2003-02-01,2.68826545435873
4,N,1113,Legislators,1,2003-05-01,2.73106735479661
4,N,1113,Legislators,1,2003-08-01,2.78012620415078
4,N,1113,Legislators,1,2003-11-01,2.83389550140825
4,N,1113,Legislators,1,2004-02-01,2.89046756561619
4,N,1113,Legislators,1,2004-05-01,2.94752744430807
4,N,1113,Legislators,1,2004-08-01,3.00249072274433
4,N,1113,Legislators,1,2004-11-01,3.05266109477326
4,N,1113,Legislators,1,2005-02-01,3.09580749466405
4,N,1113,Legislators,1,2005-05-01,3.13040404289899
4,N,1113,Legislators,1,2005-08-01,3.1550927408091
4,N,1113,Legislators,1,2005-11-01,3.16893930623991
4,N,1113,Legislators,1,2006-02-01,3.1714691129216
4,N,1113,Legislators,1,2006-05-01,3.1631965196802
4,N,1113,Legislators,1,2006-08-01,3.14536570482782
4,N,1113,Legislators,1,2006-11-01,3.1200013809641
4,N,1113,Legislators,1,2007-02-01,3.08845659238776
4,N,1113,Legislators,1,2007-05-01,3.05155570348138
4,N,1113,Legislators,1,2007-08-01,3.01048086613948
4,N,1113,Legislators,1,2007-11-01,2.96626349519552
4,N,1113,Legislators,1,2008-02-01,2.91907714249758
4,N,1113,Legislators,1,2008-05-01,2.86828474290888
4,N,1113,Legislators,1,2008-08-01,2.81269150452234
4,N,1113,Legislators,1,2008-11-01,2.75196188286555
4,N,1113,Legislators,1,2009-02-01,2.68693976509332
4,N,1113,Legislators,1,2009-05-01,2.61857624399202
4,N,1113,Legislators,1,2009-08-01,2.54748106137842
4,N,1113,Legislators,1,2009-11-01,2.47531528876926
4,N,1113,Legislators,1,2010-02-01,2.40383095276459
4,N,1113,Legislators,1,2010-05-01,2.33442351549153
4,N,1113,Legislators,1,2010-08-01,2.26829284328763
4,N,1113,Legislators,1,2010-11-01,2.20720066902743
4,N,1113,Legislators,1,2011-02-01,2.15298695273403
4,N,1113,Legislators,1,2011-05-01,2.10696702143499
4,N,1113,Legislators,1,2011-08-01,2.06977367566533
4,N,1113,Legislators,1,2011-11-01,2.04175314720016
4,N,1113,Legislators,1,2012-02-01,2.02270167152184
4,N,1113,Legislators,1,2012-05-01,2.01229673652252
4,N,1113,Legislators,1,2012-08-01,2.01056106811414
4,N,1113,Legislators,1,2012-11-01,2.01785942071509
4,N,1113,Legislators,1,2013-02-01,2.03430941159531
4,N,1113,Legislators,1,2013-05-01,2.0596053572764
4,N,1113,Legislators,1,2013-08-01,2.09356031120378
4,N,1113,Legislators,1,2013-11-01,2.13538737182087
4,N,1113,Legislators,1,2014-02-01,2.18413391319841
4,N,1113,Legislators,1,2014-05-01,2.23898001623938
4,N,1113,Legislators,1,2014-08-01,2.29879737404981
4,N,1113,Legislators,1,2014-11-01,2.36161593894768
4,N,1113,Legislators,1,2015-02-01,2.42473997739066
