major_code,major_name,narrow_field_code,narrow_field_name,broad_field_code,broad_field_name,data_source
090307,Archaeology,0903,Studies in Human Society,09,SOCIETY AND CULTURE,ASCED 2001
090309,Human Geography,0903,Studies in Human Society,09,SOCIETY AND CULTURE,ASCED 2001
090311,Indigenous Studies,0903,Studies in Human Society,09,SOCIETY AND CULTURE,ASCED 2001
090313,Gender Specific Studies,0903,Studies in Human Society,09,SOCIETY AND CULTURE,ASCED 2001
090399,"Studies in Human Society, n.e.c.",0903,Studies in Human Society,09,SOCIETY AND CULTURE,ASCED 2001
090501,Social Work,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090503,Children's Services,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090505,Youth Work,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090507,Care for the Aged,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090509,Care for the Disabled,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090511,Residential Client Care,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090513,Counselling,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090515,Welfare Studies,0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090599,"Human Welfare Studies and Services, n.e.c.",0905,Human Welfare Studies and Services,09,SOCIETY AND CULTURE,ASCED 2001
090701,Psychology,0907,Behavioural Science,09,SOCIETY AND CULTURE,ASCED 2001
090799,"Behavioural Science, n.e.c.",0907,Behavioural Science,09,SOCIETY AND CULTURE,ASCED 2001
090901,Business and Commercial Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090903,Constitutional Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090905,Criminal Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090907,Family Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090909,International Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090911,Taxation Law,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090913,Legal Practice,0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
090999,"Law, n.e.c.",0909,Law,09,SOCIETY AND CULTURE,ASCED 2001
091101,Justice Administration,0911,Justice and Law Enforcement,09,SOCIETY AND CULTURE,ASCED 2001
091103,Legal Studies,0911,Justice and Law Enforcement,09,SOCIETY AND CULTURE,ASCED 2001
091105,Police Studies,0911,Justice and Law Enforcement,09,SOCIETY AND CULTURE,ASCED 2001
091199,"Justice and Law Enforcement, n.e.c.",0911,Justice and Law Enforcement,09,SOCIETY AND CULTURE,ASCED 2001
091301,Librarianship and Information Management,0913,"Librarianship, Information Management and Curatorial Studies",09,SOCIETY AND CULTURE,ASCED 2001
091303,Curatorial Studies,0913,"Librarianship, Information Management and Curatorial Studies",09,SOCIETY AND CULTURE,ASCED 2001
091501,English Language,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091503,Northern European Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091505,Southern European Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091507,Eastern European Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091509,Southwest Asian and North African Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091511,Southern Asian Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091513,Southeast Asian Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091515,Eastern Asian Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091517,Australian Indigenous Languages,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091519,Translating and Interpreting,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091521,Linguistics,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091523,Literature,0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091599,"Language and Literature, n.e.c.",0915,Language and Literature,09,SOCIETY AND CULTURE,ASCED 2001
091701,Philosophy,0917,Philosophy and Religious Studies,09,SOCIETY AND CULTURE,ASCED 2001
091703,Religious Studies,0917,Philosophy and Religious Studies,09,SOCIETY AND CULTURE,ASCED 2001
091901,Economics,0919,Economics and Econometrics,09,SOCIETY AND CULTURE,ASCED 2001
091903,Econometrics,0919,Economics and Econometrics,09,SOCIETY AND CULTURE,ASCED 2001
092101,Sport and Recreation Activities,0921,Sport and Recreation,09,SOCIETY AND CULTURE,ASCED 2001
092103,"Sports Coaching, Officiating and Instruction",0921,Sport and Recreation,09,SOCIETY AND CULTURE,ASCED 2001
092199,"Sport and Recreation, n.e.c.",0921,Sport and Recreation,09,SOCIETY AND CULTURE,ASCED 2001
099901,Family and Consumer Studies,0999,Other Society and Culture,09,SOCIETY AND CULTURE,ASCED 2001
099903,Criminology,0999,Other Society and Culture,09,SOCIETY AND CULTURE,ASCED 2001
099905,Security Services,0999,Other Society and Culture,09,SOCIETY AND CULTURE,ASCED 2001
099999,"Society and Culture, n.e.c.",0999,Other Society and Culture,09,SOCIETY AND CULTURE,ASCED 2001
100101,Music,1001,Performing Arts,10,CREATIVE ARTS,ASCED 2001
100103,Drama and Theatre Studies,1001,Performing Arts,10,CREATIVE ARTS,ASCED 2001
100105,Dance,1001,Performing Arts,10,CREATIVE ARTS,ASCED 2001
100199,"Performing Arts, n.e.c.",1001,Performing Arts,10,CREATIVE ARTS,ASCED 2001
100301,Fine Arts,1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100303,Photography,1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100305,Crafts,1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100307,Jewellery Making,1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100309,Floristry,1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100399,"Visual Arts and Crafts, n.e.c.",1003,Visual Arts and Crafts,10,CREATIVE ARTS,ASCED 2001
100501,Graphic Arts and Design Studies,1005,Graphic and Design Studies,10,CREATIVE ARTS,ASCED 2001
100503,Textile Design,1005,Graphic and Design Studies,10,CREATIVE ARTS,ASCED 2001
100505,Fashion Design,1005,Graphic and Design Studies,10,CREATIVE ARTS,ASCED 2001
100599,"Graphic and Design Studies, n.e.c.",1005,Graphic and Design Studies,10,CREATIVE ARTS,ASCED 2001
100701,Audio Visual Studies,1007,Communication and Media Studies,10,CREATIVE ARTS,ASCED 2001
100703,Journalism,1007,Communication and Media Studies,10,CREATIVE ARTS,ASCED 2001
100705,Written Communication,1007,Communication and Media Studies,10,CREATIVE ARTS,ASCED 2001
100707,Verbal Communication,1007,Communication and Media Studies,10,CREATIVE ARTS,ASCED 2001
100799,"Communication and Media Studies, n.e.c.",1007,Communication and Media Studies,10,CREATIVE ARTS,ASCED 2001
109999,"Creative Arts, n.e.c.",1099,Other Creative Arts,10,CREATIVE ARTS,ASCED 2001
110101,Hospitality,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110103,Food and Beverage Service,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110105,Butchery,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110107,Baking and Pastrymaking,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110109,Cookery,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110111,Food Hygiene,1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110199,"Food and Hospitality, n.e.c.",1101,Food and Hospitality,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110301,Beauty Therapy,1103,Personal Services,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110303,Hairdressing,1103,Personal Services,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
110399,"Personal Services, n.e.c.",1103,Personal Services,11,"FOOD, HOSPITALITY AND PERSONAL SERVICES",ASCED 2001
120101,General Primary and Secondary Education Programmes,1201,General Education Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120103,Literacy and Numeracy Programmes,1201,General Education Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120105,Learning Skills Programmes,1201,General Education Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120199,"General Education Programmes, n.e.c.",1201,General Education Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120301,Social and Interpersonal Skills Programmes,1203,Social Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120303,Survival Skills Programmes,1203,Social Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120305,Parental Education Programmes,1203,Social Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120399,"Social Skills Programmes, n.e.c.",1203,Social Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120501,Career Development Programmes,1205,Employment Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120503,Job Search Skills Programmes,1205,Employment Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120505,Work Practices Programmes,1205,Employment Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
120599,"Employment Skills Programmes, n.e.c.",1205,Employment Skills Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
129999,"Mixed Field Programmes, n.e.c.",1299,Other Mixed Field Programmes,12,MIXED FIELD PROGRAMMES,ASCED 2001
