onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
33-3052.00,Transit and Railroad Police,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2017,Incumbent,O*NET
33-3052.00,Transit and Railroad Police,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2017,Incumbent,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),65.38,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,19.23,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,11.54,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,3.85,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Occupational Expert,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Occupational Expert,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),25.11,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,4.25,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,12.07,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,16.41,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,37.69,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,4.46,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2015,Incumbent,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2015,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,2.24,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),84.07,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,5.87,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,2.72,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,5.1,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2019,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2019,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),79.26,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,4.16,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,9.56,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,5.06,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,1.96,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2023,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2023,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,17.95,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),72.8,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,3.21,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,6.04,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2016,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2016,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,39.22,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),21.13,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,17.28,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,5.05,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,16.1,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,1.22,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2020,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2020,Incumbent,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,3.7,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.19,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,11.11,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,06/2009,Occupational Expert,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,06/2009,Occupational Expert,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,3.62,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.46,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,14.76,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,22.15,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,3.01,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,5.15,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),68.63,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,4.29,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,11.43,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,10.5,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,07/2014,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,07/2014,Incumbent,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),12.5,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,16.67,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,8.33,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,54.17,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,8.33,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Occupational Expert,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Occupational Expert,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,27.15,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.59,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,1.86,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,1.35,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.05,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2025,Incumbent,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2025,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,62.89,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),21.12,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,12.4,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,3.59,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),10,Doctor's Degree - Professional Practice (such as a J.D. for Law or an M.D. for Medicine),0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),11,Doctor's Degree - Research/Scholarship (such as a Ph.D.),0.0,08/2026,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2026,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,1.94,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),71.14,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,14.21,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,5.85,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,0.08,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,6.78,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2019,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2019,Incumbent,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,15.38,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),30.77,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,38.46,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,3.85,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,11.54,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),7,Post-Baccalaureate Certificate,0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),8,Master's Degree,0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),9,Post-Master's Certificate,0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,0.0,08/2023,Occupational Expert,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),12,Post-Doctoral Training,0.0,08/2023,Occupational Expert,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,34.43,08/2025,Incumbent,O*NET
