cricos_course_code,course_name,course_level,field_rank,broad_field_code,broad_field_name,narrow_field_code,narrow_field_name,field_code,field_name,data_source
098025C,Master of Teaching English to Speakers of Other Languages (TESOL) and Foreign Language Teaching (FLT),Masters Degree (Coursework),1,07,Education,0701,Teacher Education,070115,English as a Second Language Teaching,CRICOS
098210B,Master of International Business,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080311,International Business,CRICOS
098211A,Master of Marketing Management,Masters Degree (Coursework),1,08,Management and Commerce,0805,Sales and Marketing,080505,Marketing,CRICOS
098212M,Master of Human Resource Management,Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080303,Human Resource Management,CRICOS
098277E,Bachelor of Health Science (Human Movement),Bachelor Degree,1,06,Health,0699,Other Health,069903,Human Movement,CRICOS
098278D,Bachelor of Health Science (Nutrition Studies),Bachelor Degree,1,06,Health,0699,Other Health,069901,Nutrition and Dietetics,CRICOS
098427G,Graduate Diploma in Accounting,Graduate Diploma,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
098428F,Graduate Certificate in Accounting,Graduate Certificate,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
098429E,Graduate Diploma in Business,Graduate Diploma,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
098430A,Master of Business Administration (Plus),Masters Degree (Coursework),1,08,Management and Commerce,0803,Business and Management,080399,"Business and Management, n.e.c.",CRICOS
098995G,Bachelor of Arts/Bachelor of Science in Psychology,Bachelor Degree,1,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
098995G,Bachelor of Arts/Bachelor of Science in Psychology,Bachelor Degree,2,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
098996G,Bachelor of Commerce/Bachelor of Laws,Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
098996G,Bachelor of Commerce/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
098997F,Bachelor of Communication and Media/Bachelor of Laws,Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
098997F,Bachelor of Communication and Media/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
098998E,Bachelor of Arts/Bachelor of Laws,Bachelor Degree,1,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
098998E,Bachelor of Arts/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
098999D,Bachelor of Politics and International Relations/Bachelor of Business,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
098999D,Bachelor of Politics and International Relations/Bachelor of Business,Bachelor Degree,2,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099000D,Bachelor of Politics and International Relations/Bachelor of Communication and Media,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
099000D,Bachelor of Politics and International Relations/Bachelor of Communication and Media,Bachelor Degree,2,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
099001C,Bachelor of Politics and International Relations/Bachelor of Arts,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
099001C,Bachelor of Politics and International Relations/Bachelor of Arts,Bachelor Degree,2,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
099004M,Bachelor of Commerce/Bachelor of Information Technology,Bachelor Degree,1,08,Management and Commerce,0801,Accounting,080101,Accounting,CRICOS
099004M,Bachelor of Commerce/Bachelor of Information Technology,Bachelor Degree,2,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",CRICOS
099005K,Bachelor of Business/Bachelor of Information Technology,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099005K,Bachelor of Business/Bachelor of Information Technology,Bachelor Degree,2,02,Information Technology,0203,Information Systems,020399,"Information Systems, n.e.c.",CRICOS
099006J,Bachelor of Business/Bachelor of Business Informatics,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099006J,Bachelor of Business/Bachelor of Business Informatics,Bachelor Degree,2,02,Information Technology,0203,Information Systems,020305,Systems Analysis and Design,CRICOS
099007G,Bachelor of Business/Bachelor of Communication and Media,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099007G,Bachelor of Business/Bachelor of Communication and Media,Bachelor Degree,2,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
099008G,Bachelor of Business/Bachelor of Design,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099008G,Bachelor of Business/Bachelor of Design,Bachelor Degree,2,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",CRICOS
099010B,Bachelor of Business/Bachelor of Science in Psychology,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099010B,Bachelor of Business/Bachelor of Science in Psychology,Bachelor Degree,2,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
099011A,Bachelor of Business/Bachelor of Laws,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099011A,Bachelor of Business/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
099012M,Bachelor of Politics & International Relations/Bachelor of Laws,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
099012M,Bachelor of Politics & International Relations/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
099014J,Bachelor of Science in Psychology/Bachelor of Laws,Bachelor Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
099014J,Bachelor of Science in Psychology/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
099015G,Bachelor of Politics & International Relations/Bachelor of Science in Psychology,Bachelor Degree,1,09,Society and Culture,0901,Political Science and Policy Studies,090101,Political Science,CRICOS
099015G,Bachelor of Politics & International Relations/Bachelor of Science in Psychology,Bachelor Degree,2,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
099018E,Bachelor of Forensic Studies/Bachelor of Laws,Bachelor Degree,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019903,Forensic Science,CRICOS
099018E,Bachelor of Forensic Studies/Bachelor of Laws,Bachelor Degree,2,09,Society and Culture,0909,Law,090900,"Law, n.f.d.",CRICOS
099021K,Bachelor of Arts/Bachelor of Communication & Media,Bachelor Degree,1,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
099021K,Bachelor of Arts/Bachelor of Communication & Media,Bachelor Degree,2,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
099022J,Bachelor of Design/Bachelor of Communication & Media,Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",CRICOS
099022J,Bachelor of Design/Bachelor of Communication & Media,Bachelor Degree,2,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
099024G,Bachelor of Health Science (Human Movement)/Bachelor of Human Nutrition,Bachelor Degree,1,06,Health,0699,Other Health,069903,Human Movement,CRICOS
099024G,Bachelor of Health Science (Human Movement)/Bachelor of Human Nutrition,Bachelor Degree,2,06,Health,0699,Other Health,069901,Nutrition and Dietetics,CRICOS
099026E,Bachelor of Business/Bachelor of Arts,Bachelor Degree,1,08,Management and Commerce,0803,Business and Management,080301,Business Management,CRICOS
099026E,Bachelor of Business/Bachelor of Arts,Bachelor Degree,2,10,Creative Arts,1099,Other Creative Arts,109999,"Creative Arts, n.e.c.",CRICOS
099027D,Bachelor of Science in Psychology / Bachelor of Health Science (Human Movement),Bachelor Degree,1,09,Society and Culture,0907,Behavioural Science,090701,Psychology,CRICOS
099027D,Bachelor of Science in Psychology / Bachelor of Health Science (Human Movement),Bachelor Degree,2,06,Health,0699,Other Health,069903,Human Movement,CRICOS
099087C,Professional Doctorate in Public Administration (Research),Doctoral Degree,1,08,Management and Commerce,0803,Business and Management,080313,Public and Health Care Administration,CRICOS
099277G,Bachelor of Engineering Technology,Bachelor Degree,1,02,Information Technology,0201,Computer Science,020100,"Computer Science, n.f.d.",CRICOS
099433A,Master of Data Science,Masters Degree (Coursework),1,02,Information Technology,0201,Computer Science,020119,Artificial Intelligence,CRICOS
099434M,Bachelor of Engineering (Honours),Bachelor Honours Degree,1,03,Engineering and Related Technologies,0313,Electrical and Electronic Engineering and Technology,031300,"Electrical and Electronic Engineering and Technology, n.f.d.",CRICOS
102455J,Bachelor of Creative Industries (Acting and Performance),Bachelor Degree,1,10,Creative Arts,1001,Performing Arts,100103,Drama and Theatre Studies,CRICOS
102456H,Bachelor of Creative Industries (Applied Fashion),Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100505,Fashion Design,CRICOS
102457G,Bachelor of Creative Industries (Contemporary Music Practice),Bachelor Degree,1,10,Creative Arts,1001,Performing Arts,100101,Music,CRICOS
102458F,Bachelor of Creative Industries (Drama and Performance),Bachelor Degree,1,10,Creative Arts,1001,Performing Arts,100103,Drama and Theatre Studies,CRICOS
102459E,Bachelor of Creative Industries (Visual Arts),Bachelor Degree,1,10,Creative Arts,1003,Visual Arts and Crafts,100399,"Visual Arts and Crafts, n.e.c.",CRICOS
102460A,Bachelor of Digital Design (Digital Media),Bachelor Degree,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
102461M,Bachelor of Digital Design (Game Design),Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100599,"Graphic and Design Studies, n.e.c.",CRICOS
102462K,Bachelor of Digital Design (Visual Communication Design),Bachelor Degree,1,10,Creative Arts,1005,Graphic and Design Studies,100501,Graphic Arts and Design Studies,CRICOS
102575A,Doctor of Philosophy,Doctoral Degree,1,12,Mixed Field Programmes,1299,Other Mixed Field Programmes,129999,"Mixed Field Programmes, n.e.c.",CRICOS
103266F,Bachelor of Health Science,Bachelor Degree,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
103511J,Bachelor of Health Sciences (Honours),Bachelor Degree,1,06,Health,0699,Other Health,069999,"Health, n.e.c.",CRICOS
103843M,Bachelor of Building and Construction Management (Honours),Bachelor Honours Degree,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
103873E,Master of Nursing Practice (Graduate Entry),Masters Degree (Coursework),1,06,Health,0603,Nursing,060301,General Nursing,CRICOS
103874D,Master of Communication,Masters Degree (Coursework),1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
103875C,Graduate Diploma in Communication,Graduate Diploma,1,10,Creative Arts,1007,Communication and Media Studies,100799,"Communication and Media Studies, n.e.c.",CRICOS
105330J,Master of Pharmacy,Masters Degree (Coursework),1,06,Health,0605,Pharmacy,060501,Pharmacy,CRICOS
106073B,Bachelor of Medical Science,Bachelor Degree,1,01,Natural and Physical Sciences,0199,Other Natural and Physical Sciences,019901,Medical Science,CRICOS
106125F,Bachelor of Pharmacy,Bachelor Degree,1,06,Health,0605,Pharmacy,060501,Pharmacy,CRICOS
106359K,Bachelor of Science (Biomedical Science),Bachelor Degree,1,01,Natural and Physical Sciences,0109,Biological Sciences,010913,Human Biology,CRICOS
106488A,Bachelor of Science (Environmental Science),Bachelor Degree,1,05,"Agriculture, Environmental and Related Studies",0509,Environmental Studies,050999,"Environmental Studies, n.e.c.",CRICOS
106602D,Graduate Certificate in Education Studies,Graduate Certificate,1,07,Education,0701,Teacher Education,070199,"Teacher Education, n.e.c.",CRICOS
108073H,Master of Building and Construction Information Management,Masters Degree (Coursework),1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
108081H,Graduate Certificate in Building and Construction Information Management29,Graduate Certificate,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
108082G,Graduate Diploma in Building and Construction Information Management,Graduate Diploma,1,04,Architecture and Building,0403,Building,040303,Building Construction Management,CRICOS
110292A,Master of Creative Industries,Masters Degree (Coursework),1,09,Society and Culture,0903,Studies in Human Society,090399,"Studies in Human Society, n.e.c.",CRICOS
