onet_code,skill_code,score,requirement_type,hot_technology,in_demand
11-1011.00,onet-skill:2.A.1.a,82.4,essential_skill,0,0
11-1011.00,onet-skill:2.A.1.b,80,essential_skill,0,0
11-1011.00,onet-skill:2.A.1.c,82.4,essential_skill,0,0
11-1011.00,onet-skill:2.A.1.d,85,essential_skill,0,0
11-1011.00,onet-skill:2.A.1.e,65,essential_skill,0,0
11-1011.00,onet-skill:2.A.1.f,32.400000000000006,essential_skill,0,0
11-1011.00,onet-skill:2.A.2.a,87.6,essential_skill,0,0
11-1011.00,onet-skill:2.A.2.b,75,essential_skill,0,0
11-1011.00,onet-skill:2.A.2.c,62.400000000000006,essential_skill,0,0
11-1011.00,onet-skill:2.A.2.d,80,essential_skill,0,0
11-1011.00,onet-skill:2.B.1.a,82.4,transferable_skill,0,0
11-1011.00,onet-skill:2.B.1.b,85,transferable_skill,0,0
11-1011.00,onet-skill:2.B.1.c,80,transferable_skill,0,0
11-1011.00,onet-skill:2.B.1.d,82.4,transferable_skill,0,0
11-1011.00,onet-skill:2.B.1.e,67.6,transferable_skill,0,0
11-1011.00,onet-skill:2.B.1.f,62.400000000000006,transferable_skill,0,0
11-1011.00,onet-skill:2.B.2.i,87.6,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.a,62.400000000000006,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.b,35,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.c,22.400000000000002,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.d,20,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.e,35,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.g,40,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.h,37.599999999999994,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.j,20,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.k,30,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.l,20,transferable_skill,0,0
11-1011.00,onet-skill:2.B.3.m,37.599999999999994,transferable_skill,0,0
11-1011.00,onet-skill:2.B.4.e,95,transferable_skill,0,0
11-1011.00,onet-skill:2.B.4.g,82.4,transferable_skill,0,0
11-1011.00,onet-skill:2.B.4.h,85,transferable_skill,0,0
11-1011.00,onet-skill:2.B.5.a,80,transferable_skill,0,0
11-1011.00,onet-skill:2.B.5.b,85,transferable_skill,0,0
11-1011.00,onet-skill:2.B.5.c,80,transferable_skill,0,0
11-1011.00,onet-skill:2.B.5.d,85,transferable_skill,0,0
11-1011.00,onet-tool:0c8e1cae0d7f35f4,100,tool,1,1
11-1011.00,onet-tool:0f6eaa9b36a0c37d,55,tool,0,0
11-1011.00,onet-tool:12a5d18ee896e599,80,tool,1,0
11-1011.00,onet-tool:14312a52e994afdb,55,tool,0,0
11-1011.00,onet-tool:1a3934f58028f545,55,tool,0,0
11-1011.00,onet-tool:27a968406bf89628,55,tool,0,0
11-1011.00,onet-tool:32ff1080ac1d49a9,80,tool,1,0
11-1011.00,onet-tool:3e38749c976f5afc,55,tool,0,0
11-1011.00,onet-tool:4315e1b8121f6205,55,tool,0,0
11-1011.00,onet-tool:4c7315d81de1c426,55,tool,0,0
11-1011.00,onet-tool:4ec7c53222c8a758,80,tool,1,0
11-1011.00,onet-tool:4f50aeaf3121dd51,55,tool,0,0
11-1011.00,onet-tool:5f47a6d48f830aa3,55,tool,0,0
11-1011.00,onet-tool:6214fa1e0955ef3c,80,tool,1,0
11-1011.00,onet-tool:63aaaea4414c74b0,55,tool,0,0
11-1011.00,onet-tool:6f5996b4a49c51d7,55,tool,0,0
11-1011.00,onet-tool:76ab549b16463ebe,55,tool,0,0
11-1011.00,onet-tool:77608f8d30d2f158,55,tool,0,0
11-1011.00,onet-tool:7ee891f093d8e014,55,tool,0,0
11-1011.00,onet-tool:7f0a76ce26d240f3,80,tool,1,0
11-1011.00,onet-tool:841eef0a7343f781,80,tool,1,0
11-1011.00,onet-tool:87d102ba433aafc5,55,tool,0,0
11-1011.00,onet-tool:8c8c83d967c49f1f,80,tool,1,0
11-1011.00,onet-tool:96c88d4178b25942,80,tool,1,0
11-1011.00,onet-tool:97eb13cc29a9636f,55,tool,0,0
11-1011.00,onet-tool:9a0b4e38959742f4,100,tool,1,1
11-1011.00,onet-tool:9d2f2e0ca2b14f57,100,tool,1,1
11-1011.00,onet-tool:a0c84845457b93dd,55,tool,0,0
11-1011.00,onet-tool:a59ce6dc1e6f7053,55,tool,0,0
11-1011.00,onet-tool:aae8ac788cbbb675,55,tool,0,0
11-1011.00,onet-tool:b256d370094e9bbb,55,tool,0,0
11-1011.00,onet-tool:b45dfaa7fc8f1653,100,tool,1,1
11-1011.00,onet-tool:bbdc6b9625008781,55,tool,0,0
11-1011.00,onet-tool:c00bbd8c541a9980,80,tool,1,0
11-1011.00,onet-tool:c11c678279899cf4,55,tool,0,0
11-1011.00,onet-tool:c15a80bf8832777f,55,tool,0,0
11-1011.00,onet-tool:d24a6ccea881c769,55,tool,0,0
11-1011.00,onet-tool:d42c1474fc09593f,80,tool,1,0
11-1011.00,onet-tool:d5a8c0cd8aa99362,55,tool,0,0
11-1011.00,onet-tool:d8ae42a36f37e2cd,80,tool,1,0
11-1011.00,onet-tool:db72d32fa60d32af,55,tool,0,0
11-1011.00,onet-tool:e137b1e5f4a2d38b,80,tool,1,0
11-1011.00,onet-tool:e7dc3cef66ae3872,55,tool,0,0
11-1011.00,onet-tool:ed0508f499eeca05,55,tool,0,0
11-1011.00,onet-tool:f0c1dcc0abfa3b7c,55,tool,0,0
11-1011.00,onet-tool:fb95c0c604a9fc22,55,tool,0,0
11-1011.00,onet-tool:fcb9941a5f052a95,55,tool,0,0
11-1011.00,onet-tool:fe724a20a75190e1,55,tool,0,0
11-1011.03,onet-skill:2.A.1.a,80,essential_skill,0,0
11-1011.03,onet-skill:2.A.1.b,80,essential_skill,0,0
11-1011.03,onet-skill:2.A.1.c,82.4,essential_skill,0,0
11-1011.03,onet-skill:2.A.1.d,80,essential_skill,0,0
11-1011.03,onet-skill:2.A.1.e,57.599999999999994,essential_skill,0,0
11-1011.03,onet-skill:2.A.1.f,42.400000000000006,essential_skill,0,0
11-1011.03,onet-skill:2.A.2.a,82.4,essential_skill,0,0
11-1011.03,onet-skill:2.A.2.b,75,essential_skill,0,0
11-1011.03,onet-skill:2.A.2.c,67.6,essential_skill,0,0
11-1011.03,onet-skill:2.A.2.d,75,essential_skill,0,0
11-1011.03,onet-skill:2.B.1.a,77.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.1.b,75,transferable_skill,0,0
11-1011.03,onet-skill:2.B.1.c,77.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.1.d,62.400000000000006,transferable_skill,0,0
11-1011.03,onet-skill:2.B.1.e,65,transferable_skill,0,0
11-1011.03,onet-skill:2.B.1.f,65,transferable_skill,0,0
11-1011.03,onet-skill:2.B.2.i,80,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.a,57.599999999999994,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.b,37.599999999999994,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.c,22.400000000000002,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.d,20,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.e,37.599999999999994,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.g,40,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.h,40,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.j,20,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.k,20,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.l,20,transferable_skill,0,0
11-1011.03,onet-skill:2.B.3.m,37.599999999999994,transferable_skill,0,0
11-1011.03,onet-skill:2.B.4.e,77.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.4.g,77.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.4.h,77.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.5.a,67.6,transferable_skill,0,0
11-1011.03,onet-skill:2.B.5.b,57.599999999999994,transferable_skill,0,0
11-1011.03,onet-skill:2.B.5.c,45,transferable_skill,0,0
11-1011.03,onet-skill:2.B.5.d,62.400000000000006,transferable_skill,0,0
11-1011.03,onet-tool:0c8e1cae0d7f35f4,100,tool,1,1
11-1011.03,onet-tool:14312a52e994afdb,55,tool,0,0
11-1011.03,onet-tool:1584504d8e3a8dde,55,tool,0,0
11-1011.03,onet-tool:32ff1080ac1d49a9,80,tool,1,0
11-1011.03,onet-tool:3d59f7548e1af215,80,tool,1,0
11-1011.03,onet-tool:5f0974ee455c4cd5,80,tool,1,0
11-1011.03,onet-tool:756695e403b806d2,80,tool,1,0
11-1011.03,onet-tool:7f0a76ce26d240f3,80,tool,1,0
11-1011.03,onet-tool:841eef0a7343f781,80,tool,1,0
11-1011.03,onet-tool:8c8c83d967c49f1f,80,tool,1,0
11-1011.03,onet-tool:9a0b4e38959742f4,100,tool,1,1
11-1011.03,onet-tool:9d2f2e0ca2b14f57,100,tool,1,1
11-1011.03,onet-tool:a1de599799c689c1,55,tool,0,0
11-1011.03,onet-tool:b2953d236aa4f40b,80,tool,1,0
11-1011.03,onet-tool:b45dfaa7fc8f1653,100,tool,1,1
11-1011.03,onet-tool:c00bbd8c541a9980,80,tool,1,0
11-1011.03,onet-tool:c15a80bf8832777f,55,tool,0,0
11-1011.03,onet-tool:e137b1e5f4a2d38b,80,tool,1,0
11-1011.03,onet-tool:ece0e88110d9b014,55,tool,0,0
11-1011.03,onet-tool:ed0508f499eeca05,55,tool,0,0
11-1011.03,onet-tool:eeeec37e2f982ccf,55,tool,0,0
11-1021.00,onet-skill:2.A.1.a,80,essential_skill,0,0
11-1021.00,onet-skill:2.A.1.b,80,essential_skill,0,0
11-1021.00,onet-skill:2.A.1.c,70,essential_skill,0,0
11-1021.00,onet-skill:2.A.1.d,80,essential_skill,0,0
11-1021.00,onet-skill:2.A.1.e,52.400000000000006,essential_skill,0,0
11-1021.00,onet-skill:2.A.1.f,30,essential_skill,0,0
11-1021.00,onet-skill:2.A.2.a,77.6,essential_skill,0,0
11-1021.00,onet-skill:2.A.2.b,72.4,essential_skill,0,0
11-1021.00,onet-skill:2.A.2.c,60,essential_skill,0,0
11-1021.00,onet-skill:2.A.2.d,80,essential_skill,0,0
11-1021.00,onet-skill:2.B.1.a,75,transferable_skill,0,0
11-1021.00,onet-skill:2.B.1.b,77.6,transferable_skill,0,0
11-1021.00,onet-skill:2.B.1.c,72.4,transferable_skill,0,0
11-1021.00,onet-skill:2.B.1.d,70,transferable_skill,0,0
11-1021.00,onet-skill:2.B.1.e,60,transferable_skill,0,0
11-1021.00,onet-skill:2.B.1.f,65,transferable_skill,0,0
11-1021.00,onet-skill:2.B.2.i,72.4,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.a,50,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.b,30,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.c,20,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.d,20,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.e,30,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.g,45,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.h,37.599999999999994,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.j,20,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.k,35,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.l,20,transferable_skill,0,0
11-1021.00,onet-skill:2.B.3.m,47.599999999999994,transferable_skill,0,0
11-1021.00,onet-skill:2.B.4.e,72.4,transferable_skill,0,0
11-1021.00,onet-skill:2.B.4.g,62.400000000000006,transferable_skill,0,0
11-1021.00,onet-skill:2.B.4.h,62.400000000000006,transferable_skill,0,0
11-1021.00,onet-skill:2.B.5.a,72.4,transferable_skill,0,0
11-1021.00,onet-skill:2.B.5.b,60,transferable_skill,0,0
11-1021.00,onet-skill:2.B.5.c,62.400000000000006,transferable_skill,0,0
11-1021.00,onet-skill:2.B.5.d,75,transferable_skill,0,0
11-1021.00,onet-tool:023a2b2a510eb806,55,tool,0,0
11-1021.00,onet-tool:05fffcfc7fc605ff,55,tool,0,0
11-1021.00,onet-tool:07d6c67c124b9e53,80,tool,1,0
11-1021.00,onet-tool:0837ec44d06f971e,80,tool,1,0
11-1021.00,onet-tool:0b632cb602d5daf3,55,tool,0,0
11-1021.00,onet-tool:0b66fb4cfe85f507,55,tool,0,0
11-1021.00,onet-tool:0c8e1cae0d7f35f4,100,tool,1,1
11-1021.00,onet-tool:0f3ecdd7ce4cf728,55,tool,0,0
11-1021.00,onet-tool:0fe9a70dbe802f28,80,tool,1,0
11-1021.00,onet-tool:131f6928eda54a9e,55,tool,0,0
11-1021.00,onet-tool:155e607825187242,55,tool,0,0
11-1021.00,onet-tool:190a42ffcf08c397,55,tool,0,0
11-1021.00,onet-tool:1df874745fcd3dd0,55,tool,0,0
11-1021.00,onet-tool:1e1d55c7a9163bf8,80,tool,1,0
11-1021.00,onet-tool:210ca7d853229238,80,tool,1,0
11-1021.00,onet-tool:23ecb5310876641b,80,tool,1,0
11-1021.00,onet-tool:24e6654bfd1ab85b,55,tool,0,0
11-1021.00,onet-tool:27b9ec45abb39684,80,tool,1,0
11-1021.00,onet-tool:29a77e73c63493e3,55,tool,0,0
11-1021.00,onet-tool:2ff27d52dd2175cf,55,tool,0,0
11-1021.00,onet-tool:32ff1080ac1d49a9,80,tool,1,0
11-1021.00,onet-tool:33cf714e8d7251ec,55,tool,0,0
11-1021.00,onet-tool:33d0ae1937c6ae5a,80,tool,1,0
11-1021.00,onet-tool:366e1272bfc01a76,55,tool,0,0
11-1021.00,onet-tool:3d59f7548e1af215,80,tool,1,0
11-1021.00,onet-tool:3d71079cbf751bb3,80,tool,1,0
11-1021.00,onet-tool:3e79ff7ae98a7fea,55,tool,0,0
11-1021.00,onet-tool:404fe4833f9dc2b6,55,tool,0,0
11-1021.00,onet-tool:40c57bb53c07338b,55,tool,0,0
11-1021.00,onet-tool:42636e11876394c5,55,tool,0,0
11-1021.00,onet-tool:4315e1b8121f6205,55,tool,0,0
11-1021.00,onet-tool:454349e422f05297,80,tool,1,0
11-1021.00,onet-tool:46621564e1c9407c,55,tool,0,0
11-1021.00,onet-tool:46a2113d22076e0a,80,tool,1,0
11-1021.00,onet-tool:49b17ea1aa77926b,55,tool,0,0
11-1021.00,onet-tool:4b02e0c6135a5924,80,tool,1,0
11-1021.00,onet-tool:4c0823983304f393,55,tool,0,0
11-1021.00,onet-tool:4cc6e73aaac92dc4,55,tool,0,0
11-1021.00,onet-tool:4e6642d197b4e68f,55,tool,0,0
11-1021.00,onet-tool:4ec7c53222c8a758,80,tool,1,0
11-1021.00,onet-tool:53b27223177d589f,55,tool,0,0
11-1021.00,onet-tool:5ac9e00a51a74d37,55,tool,0,0
11-1021.00,onet-tool:5b0c474331fcfd9f,55,tool,0,0
11-1021.00,onet-tool:5b1f182899f601bb,55,tool,0,0
11-1021.00,onet-tool:5e38837e5a0b88e0,80,tool,1,0
11-1021.00,onet-tool:5efb2d6277ef98cd,55,tool,0,0
11-1021.00,onet-tool:5f0974ee455c4cd5,80,tool,1,0
11-1021.00,onet-tool:5fd8d8f96cbe3755,55,tool,0,0
11-1021.00,onet-tool:5ffdde1fb945edb0,55,tool,0,0
11-1021.00,onet-tool:6214fa1e0955ef3c,80,tool,1,0
11-1021.00,onet-tool:62fa52b9d94790dc,55,tool,0,0
11-1021.00,onet-tool:63d84a1e0dd27a11,55,tool,0,0
11-1021.00,onet-tool:668fdbaada3c04dd,55,tool,0,0
11-1021.00,onet-tool:695cfa8d7964c912,55,tool,0,0
11-1021.00,onet-tool:6b4aceeb25efc42c,80,tool,1,0
11-1021.00,onet-tool:6bde532733f0ee07,55,tool,0,0
11-1021.00,onet-tool:6bee44eac8a095d9,80,tool,1,0
11-1021.00,onet-tool:6bfbf0c5653765be,55,tool,0,0
11-1021.00,onet-tool:71ab36d4ed92f734,55,tool,0,0
11-1021.00,onet-tool:75170593d559f227,55,tool,0,0
11-1021.00,onet-tool:756695e403b806d2,80,tool,1,0
11-1021.00,onet-tool:76b68ab25061f3b1,55,tool,0,0
11-1021.00,onet-tool:77fe460fd5b42382,80,tool,1,0
11-1021.00,onet-tool:787aa709e0161e6f,80,tool,1,0
11-1021.00,onet-tool:794948bed6d0f4f7,55,tool,0,0
11-1021.00,onet-tool:7b67c3b984564fdc,55,tool,0,0
11-1021.00,onet-tool:7e7fd53342bbec48,80,tool,1,0
11-1021.00,onet-tool:7f0a76ce26d240f3,80,tool,1,0
11-1021.00,onet-tool:821f3ea8c0a26554,55,tool,0,0
11-1021.00,onet-tool:82e23ef0a4efee4f,55,tool,0,0
11-1021.00,onet-tool:83015ce61be7b814,55,tool,0,0
11-1021.00,onet-tool:841eef0a7343f781,80,tool,1,0
11-1021.00,onet-tool:84308bea454057aa,55,tool,0,0
11-1021.00,onet-tool:876b1c30f504d2c0,55,tool,0,0
11-1021.00,onet-tool:877c3aec832cd410,80,tool,1,0
11-1021.00,onet-tool:8ba5705dedf27b6e,80,tool,1,0
11-1021.00,onet-tool:8ba8d1f667a85b6f,80,tool,1,0
11-1021.00,onet-tool:8c8c83d967c49f1f,80,tool,1,0
11-1021.00,onet-tool:9178bf291eca790e,55,tool,0,0
11-1021.00,onet-tool:91998d41beeab01b,55,tool,0,0
11-1021.00,onet-tool:947ec3c962a1c440,55,tool,0,0
11-1021.00,onet-tool:94e58916161f2693,55,tool,0,0
11-1021.00,onet-tool:96166e27af5a3c43,80,tool,1,0
11-1021.00,onet-tool:96c88d4178b25942,80,tool,1,0
11-1021.00,onet-tool:96dd87fae699b9a3,55,tool,0,0
11-1021.00,onet-tool:9892ecde91070c24,80,tool,1,0
11-1021.00,onet-tool:98dde01cf18d12e3,55,tool,0,0
11-1021.00,onet-tool:9a0b4e38959742f4,80,tool,1,0
11-1021.00,onet-tool:9a1370ccf13d9682,55,tool,0,0
11-1021.00,onet-tool:9aefa17b16beb789,55,tool,0,0
11-1021.00,onet-tool:9b9542f38910df8f,80,tool,1,0
11-1021.00,onet-tool:9d2f2e0ca2b14f57,100,tool,1,1
11-1021.00,onet-tool:9efdad2dd37825b1,80,tool,1,0
11-1021.00,onet-tool:a10e832f717051c4,55,tool,0,0
11-1021.00,onet-tool:a478b4566be5cb00,80,tool,1,0
11-1021.00,onet-tool:a95541363f7e28e2,55,tool,0,0
11-1021.00,onet-tool:aaa532735b8a17a1,55,tool,0,0
11-1021.00,onet-tool:b2953d236aa4f40b,80,tool,1,0
11-1021.00,onet-tool:b2b5f6edf0c81741,55,tool,0,0
11-1021.00,onet-tool:b45dfaa7fc8f1653,100,tool,1,1
11-1021.00,onet-tool:b59762645dcb5313,55,tool,0,0
11-1021.00,onet-tool:b5b2e3e4c0fc2476,55,tool,0,0
11-1021.00,onet-tool:b8851668526c8a3e,55,tool,0,0
11-1021.00,onet-tool:ba19c4d4a63eb753,55,tool,0,0
11-1021.00,onet-tool:bbdc6b9625008781,55,tool,0,0
11-1021.00,onet-tool:bfed7a7e66872f2d,55,tool,0,0
11-1021.00,onet-tool:c00bbd8c541a9980,80,tool,1,0
11-1021.00,onet-tool:c1b425f9ff48b6e7,55,tool,0,0
11-1021.00,onet-tool:c2a69c9b78199880,55,tool,0,0
11-1021.00,onet-tool:c34c18de1523deb2,55,tool,0,0
11-1021.00,onet-tool:c71448b910645238,55,tool,0,0
11-1021.00,onet-tool:cc7d5c28bce2c4b4,55,tool,0,0
11-1021.00,onet-tool:cef9ac934fa8514b,55,tool,0,0
11-1021.00,onet-tool:d18d7e6d7c310423,55,tool,0,0
11-1021.00,onet-tool:d1c5f2dff2d8c149,55,tool,0,0
11-1021.00,onet-tool:d2102fe0809680ce,55,tool,0,0
11-1021.00,onet-tool:d2eab8ec083802ca,55,tool,0,0
11-1021.00,onet-tool:d42c1474fc09593f,80,tool,1,0
11-1021.00,onet-tool:d6e472bc327f9a04,55,tool,0,0
11-1021.00,onet-tool:d6fc15244e4566a2,55,tool,0,0
11-1021.00,onet-tool:d718bc3778370941,55,tool,0,0
11-1021.00,onet-tool:d8ae42a36f37e2cd,80,tool,1,0
11-1021.00,onet-tool:d90d9a8b308f63f5,55,tool,0,0
11-1021.00,onet-tool:db72d32fa60d32af,55,tool,0,0
11-1021.00,onet-tool:df2eba0fd4ffe97c,55,tool,0,0
11-1021.00,onet-tool:e04ac44097de25fb,55,tool,0,0
11-1021.00,onet-tool:e137b1e5f4a2d38b,80,tool,1,0
11-1021.00,onet-tool:e35438df540072cf,55,tool,0,0
11-1021.00,onet-tool:e5e434c3edbfb6ba,55,tool,0,0
11-1021.00,onet-tool:ed0508f499eeca05,55,tool,0,0
11-1021.00,onet-tool:ed346bb14786b438,80,tool,1,0
11-1021.00,onet-tool:eeb6b9630e48e08b,55,tool,0,0
11-1021.00,onet-tool:efff3d55e093b8bc,55,tool,0,0
11-1021.00,onet-tool:f0c1dcc0abfa3b7c,55,tool,0,0
11-1021.00,onet-tool:f2cd46968894ef1c,80,tool,1,0
11-1021.00,onet-tool:f42ef2f09e77cfdb,80,tool,1,0
11-1021.00,onet-tool:f52ea0aad0e344c7,55,tool,0,0
11-1021.00,onet-tool:f83f07be16e27018,55,tool,0,0
11-1021.00,onet-tool:f8a545e436e14263,55,tool,0,0
11-1021.00,onet-tool:fb95c0c604a9fc22,55,tool,0,0
11-1021.00,onet-tool:fbba8bfa09e11cd5,80,tool,1,0
11-1031.00,onet-tool:0ea2f41a16870208,55,tool,0,0
11-1031.00,onet-tool:0f3ecdd7ce4cf728,55,tool,0,0
11-1031.00,onet-tool:14312a52e994afdb,55,tool,0,0
11-1031.00,onet-tool:177dc83b4412863e,55,tool,0,0
11-1031.00,onet-tool:32ff1080ac1d49a9,80,tool,1,0
11-1031.00,onet-tool:36a85c8cf3d3d3e0,55,tool,0,0
11-1031.00,onet-tool:3d979f80747b0845,55,tool,0,0
11-1031.00,onet-tool:4ec7c53222c8a758,80,tool,1,0
11-1031.00,onet-tool:5384e37b07a5a80d,55,tool,0,0
11-1031.00,onet-tool:6d0c44f26712cd4c,55,tool,0,0
11-1031.00,onet-tool:781acc24c13f26ac,55,tool,0,0
11-1031.00,onet-tool:89f45f42e8d3ef38,55,tool,0,0
11-1031.00,onet-tool:8c8c83d967c49f1f,80,tool,1,0
11-1031.00,onet-tool:8db57758a5a84c14,55,tool,0,0
11-1031.00,onet-tool:8f99f20734731b39,55,tool,0,0
11-1031.00,onet-tool:9168b1c5bfed4d1d,80,tool,1,0
11-1031.00,onet-tool:94071700fa4e1b66,55,tool,0,0
11-1031.00,onet-tool:98264009c2e90e77,55,tool,0,0
11-1031.00,onet-tool:9a0b4e38959742f4,80,tool,1,0
11-1031.00,onet-tool:9b9542f38910df8f,80,tool,1,0
11-1031.00,onet-tool:9d2f2e0ca2b14f57,80,tool,1,0
11-1031.00,onet-tool:b45dfaa7fc8f1653,80,tool,1,0
11-1031.00,onet-tool:bd4d44f67ce99d7b,55,tool,0,0
11-1031.00,onet-tool:c00bbd8c541a9980,80,tool,1,0
11-1031.00,onet-tool:c205bbcf34c8b885,55,tool,0,0
11-1031.00,onet-tool:d009a03bb0459612,55,tool,0,0
11-1031.00,onet-tool:e137b1e5f4a2d38b,80,tool,1,0
11-1031.00,onet-tool:e3ae28b9f8ca8e52,55,tool,0,0
11-1031.00,onet-tool:ec56601177648f52,55,tool,0,0
11-1031.00,onet-tool:ed346bb14786b438,80,tool,1,0
11-1031.00,onet-tool:eeb6b9630e48e08b,55,tool,0,0
11-1031.00,onet-tool:f0ed2c1283cb4d4d,55,tool,0,0
11-2011.00,onet-skill:2.A.1.a,75,essential_skill,0,0
11-2011.00,onet-skill:2.A.1.b,82.4,essential_skill,0,0
11-2011.00,onet-skill:2.A.1.c,75,essential_skill,0,0
11-2011.00,onet-skill:2.A.1.d,82.4,essential_skill,0,0
11-2011.00,onet-skill:2.A.1.e,57.599999999999994,essential_skill,0,0
11-2011.00,onet-skill:2.A.1.f,30,essential_skill,0,0
11-2011.00,onet-skill:2.A.2.a,77.6,essential_skill,0,0
11-2011.00,onet-skill:2.A.2.b,67.6,essential_skill,0,0
11-2011.00,onet-skill:2.A.2.c,60,essential_skill,0,0
11-2011.00,onet-skill:2.A.2.d,70,essential_skill,0,0
11-2011.00,onet-skill:2.B.1.a,77.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.1.b,75,transferable_skill,0,0
11-2011.00,onet-skill:2.B.1.c,67.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.1.d,67.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.1.e,60,transferable_skill,0,0
11-2011.00,onet-skill:2.B.1.f,60,transferable_skill,0,0
11-2011.00,onet-skill:2.B.2.i,75,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.a,57.599999999999994,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.b,32.400000000000006,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.c,20,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.d,20,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.e,32.400000000000006,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.g,35,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.h,20,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.j,20,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.k,25,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.l,20,transferable_skill,0,0
11-2011.00,onet-skill:2.B.3.m,37.599999999999994,transferable_skill,0,0
11-2011.00,onet-skill:2.B.4.e,77.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.4.g,67.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.4.h,67.6,transferable_skill,0,0
11-2011.00,onet-skill:2.B.5.a,72.4,transferable_skill,0,0
11-2011.00,onet-skill:2.B.5.b,55,transferable_skill,0,0
11-2011.00,onet-skill:2.B.5.c,55,transferable_skill,0,0
11-2011.00,onet-skill:2.B.5.d,65,transferable_skill,0,0
11-2011.00,onet-tool:04e8dd19912173cb,55,tool,0,0
11-2011.00,onet-tool:0826f18d16ed75cc,80,tool,1,0
11-2011.00,onet-tool:0837ec44d06f971e,80,tool,1,0
11-2011.00,onet-tool:09546da66cd155bf,55,tool,0,0
11-2011.00,onet-tool:09a324cf23134073,55,tool,0,0
11-2011.00,onet-tool:0a18ff1d348e70cb,55,tool,0,0
11-2011.00,onet-tool:0c8e1cae0d7f35f4,100,tool,1,1
11-2011.00,onet-tool:0fe9a70dbe802f28,80,tool,1,0
11-2011.00,onet-tool:14312a52e994afdb,55,tool,0,0
11-2011.00,onet-tool:15481874d3f5c0f2,55,tool,0,0
11-2011.00,onet-tool:159194fec271d68c,55,tool,0,0
11-2011.00,onet-tool:1a16b869ad621344,55,tool,0,0
11-2011.00,onet-tool:1e2aa648ec7c9308,55,tool,0,0
11-2011.00,onet-tool:210ca7d853229238,80,tool,1,0
11-2011.00,onet-tool:24e6654bfd1ab85b,55,tool,0,0
11-2011.00,onet-tool:27f1303cfab09b9a,80,tool,1,0
11-2011.00,onet-tool:32ff1080ac1d49a9,80,tool,1,0
11-2011.00,onet-tool:3346a1b7395ef650,55,tool,0,0
11-2011.00,onet-tool:3c7e9925ea1d7023,55,tool,0,0
11-2011.00,onet-tool:3d59f7548e1af215,80,tool,1,0
11-2011.00,onet-tool:3e79ff7ae98a7fea,55,tool,0,0
11-2011.00,onet-tool:408c837fe57d9683,80,tool,1,0
11-2011.00,onet-tool:45b270b7e1e33484,55,tool,0,0
